RANK,MOVEMENT,PLAYER_ID,PLAYER,%,PAR 3 BIRDIES OR BETTER,PAR 3 HOLES
1,67,02133,Craig Stadler,18.51,52,281
2,67,02146,Payne Stewart,18.18,52,286
3,68,02054,Ken Schall,18.15,59,325
4,68,02321,Fuzzy Zoeller,18.14,41,226
5,69,01736,Roger Maltbie,17.74,47,265
6,70,01201,Lennie Clements,17.51,38,217
7,71,01098,Jay Don Blake,16.92,68,402
8,71,01639,Kenny Knox,16.77,79,471
9,71,01926,Steve Pate,16.67,65,390
10,78,02294,Willie Wood,16.40,52,317
11,78,01203,Russ Cochran,16.33,65,398
12,78,01313,Steve Elkington,16.30,60,368
13,78,01161,Mark Calcavecchia,16.29,51,313
14,78,06571,Bryan Norton,16.28,42,258
15,78,01458,Jerry Haas,16.21,65,401
15,78,01724,Jeff Maggert,16.21,59,364
17,78,01306,David Edwards,16.20,63,389
18,78,01559,Hale Irwin,16.18,39,241
19,78,01968,Nick Price,16.17,54,334
20,78,01355,Raymond Floyd,16.12,39,242
20,78,01823,Larry Mize,16.12,59,366
22,78,01945,Kenny Perry,16.09,51,317
23,80,01068,Andy Bean,15.99,47,294
24,80,01943,Chris Perry,15.95,67,420
25,80,02159,Curtis Strange,15.93,43,270
26,80,01226,Fred Couples,15.92,53,333
27,80,01039,Perry Arthur,15.90,45,283
27,80,01132,Mark Brooks,15.90,69,434
29,80,01723,Andrew Magee,15.86,59,372
30,80,02131,Mike Springer,15.75,57,362
31,80,01553,John Huston,15.68,61,389
32,80,01388,Robert Gamez,15.67,50,319
33,80,01385,Jim Gallagher Jr.,15.64,71,454
34,82,01414,Bob Gilder,15.61,49,314
35,83,06150,Carl Cooper,15.46,45,291
36,83,01938,David Peoples,15.44,61,395
37,84,01261,Jay Delsing,15.36,59,384
38,84,01887,Mark O'Meara,15.34,50,326
39,84,01706,Davis Love III,15.33,61,398
39,84,02099,Scott Simpson,15.33,40,261
41,84,01072,Chip Beck,15.28,57,373
41,84,01510,Nolan Henke,15.28,59,386
41,84,02246,Duffy Waldorf,15.28,59,386
44,85,01607,Brian Kamm,15.18,46,303
45,85,01928,Corey Pavin,15.08,60,398
46,85,02214,Kirk Triplett,15.05,56,372
47,85,01361,Dan Forsman,15.01,53,353
47,85,02010,Loren Roberts,15.01,65,433
49,87,06581,David Sutherland,14.98,46,307
50,87,02049,Gene Sauers,14.97,50,334
50,87,02230,Stan Utley,14.97,56,374
52,88,01329,Brad Faxon,14.93,60,402
53,89,01766,Billy Mayfair,14.92,64,429
54,89,01331,Rick Fehr,14.89,49,329
55,89,01096,Phil Blackmar,14.88,50,336
56,89,01129,Bill Britton,14.87,58,390
57,89,01154,Bill Buttner,14.86,48,323
58,90,01323,Brad Fabel,14.85,56,377
59,90,02185,Lance Ten Broeck,14.83,31,209
60,90,06048,Dicky Thompson,14.81,52,351
61,90,02170,Hal Sutton,14.78,60,406
62,90,01971,Dillard Pruitt,14.74,51,346
63,90,02241,Bobby Wadkins,14.70,61,415
64,90,02267,D.A. Weibring,14.66,50,341
65,90,01557,John Inman,14.60,59,404
65,90,02190,Doug Tewell,14.60,40,274
67,90,01682,Wayne Levi,14.52,44,303
68,90,01320,Bob Estes,14.46,59,408
68,90,02195,Leonard Thompson,14.46,47,325
70,91,02186,Brian Tennyson,14.44,53,367
71,91,01024,Billy Andrade,14.43,58,402
72,92,01200,Keith Clearwater,14.35,60,418
73,92,01837,Gil Morgan,14.29,47,329
73,92,02104,Jeff Sluman,14.29,63,441
75,95,01527,Scott Hoch,14.19,66,465
76,95,01499,Mark Hayes,14.17,34,240
77,95,02255,Denis Watson,14.16,33,233
78,96,01042,Paul Azinger,14.10,43,305
79,96,01378,David Frost,14.09,51,362
79,96,01633,Tom Kite,14.09,51,362
81,96,02279,Mark Wiebe,14.05,52,370
82,96,02007,Larry Rinker,14.02,46,328
