RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR <= 240,TOTAL DRVS - OVERALL,RELATIVE TO PAR
1,0,01928,Corey Pavin,13.77,19,138,-0.16
2,0,01487,Jeff Hart,8.20,10,122,+0.20
3,0,20623,Gavin Coles,7.86,11,140,-0.09
4,0,19972,José Coceres,6.48,7,108,+0.43
5,0,06004,Stephen Ames,6.15,8,130,+0.13
6,0,01157,Tom Byrum,5.56,9,162,E
7,0,01329,Brad Faxon,5.38,7,130,E
8,0,12645,Brent Geiberger,5.26,6,114,+0.83
9,0,02010,Loren Roberts,4.90,5,102,+0.60
10,0,23036,Chris Anderson,4.84,6,124,+0.33
10,0,06527,Steve Stricker,4.84,6,124,-0.17
12,0,01457,Jay Haas,4.65,4,86,E
13,0,01219,John Cook,4.55,6,132,E
14,0,01381,Fred Funk,4.49,8,178,-0.38
15,0,01132,Mark Brooks,4.29,6,140,+0.67
16,0,01761,Len Mattiace,4.27,7,164,+0.14
17,0,01823,Larry Mize,4.17,4,96,+0.50
18,0,20121,Todd Fischer,4.12,8,194,-0.13
19,0,01619,Skip Kendall,3.85,6,156,+0.83
19,0,12662,Thomas Levet,3.85,3,78,E
19,0,20127,Chris Riley,3.85,4,104,+0.25
22,0,10425,Jay Williamson,3.77,4,106,+0.25
23,0,21878,Mark Wilson,3.57,5,140,+0.40
24,0,20634,Peter Lonard,3.47,5,144,+0.20
25,0,24507,Jason Bohn,3.45,6,174,+0.17
26,0,21498,Hideto Tanihara,3.13,3,96,+1.67
27,0,20160,Charlie Wi,3.08,4,130,+0.25
28,0,01142,Bart Bryant,3.01,5,166,+0.20
29,0,01599,Steve Jones,3.00,3,100,+0.67
30,0,01127,Danny Briggs,2.94,4,136,+0.50
31,0,20433,Mark Hensby,2.88,3,104,E
31,0,24502,Adam Scott,2.88,3,104,E
31,0,02101,Joey Sindelar,2.88,6,208,-0.33
31,0,10423,Mike Weir,2.88,3,104,+0.33
35,0,19881,Robert Damron,2.81,5,178,-0.20
36,0,23614,Rich Beem,2.78,3,108,+0.67
36,0,02239,Scott Verplank,2.78,4,144,+0.75
38,0,21806,Paul Gow,2.70,4,148,+0.25
39,0,12510,Chad Campbell,2.56,4,156,+0.25
39,0,01723,Andrew Magee,2.56,4,156,+0.25
39,0,02246,Duffy Waldorf,2.56,4,156,+0.75
42,0,19846,Brian Gay,2.53,5,198,E
42,0,20645,John Senden,2.53,5,198,+0.40
44,0,01175,Jim Carter,2.50,3,120,+0.67
44,0,01887,Mark O'Meara,2.50,3,120,+0.33
46,0,01024,Billy Andrade,2.47,4,162,-0.25
47,0,25847,Rob Rashell,2.46,3,122,+0.67
48,0,06251,Chris DiMarco,2.38,3,126,-0.33
48,0,25396,Kevin Na,2.38,4,168,+0.25
50,0,22548,Patrick Sheehan,2.36,5,212,E
51,0,06373,José María Olazábal,2.33,2,86,E
52,0,06573,Brandt Jobe,2.27,4,176,+0.50
53,0,01388,Robert Gamez,2.25,4,178,E
54,0,20094,Jonathan Kaye,2.21,3,136,E
55,0,01139,Olin Browne,2.20,4,182,E
56,0,07457,Steve Flesch,2.17,3,138,+0.67
57,0,23540,Jason Allred,2.11,3,142,+0.33
58,0,02223,Bob Tway,2.05,3,146,+0.33
59,0,21951,Joey Snyder III,2.04,4,196,+0.75
60,0,21350,Ryuji Imada,2.03,3,148,+0.33
61,0,22295,Darron Stiles,1.97,3,152,+0.33
62,0,20548,Hidemichi Tanaka,1.96,4,204,+0.50
63,0,10809,Jim Furyk,1.90,3,158,+0.67
64,0,06575,Dudley Hart,1.88,3,160,+1.00
64,0,08385,Omar Uresti,1.88,3,160,E
66,0,08545,Glen Hnatiuk,1.82,2,110,E
67,0,08075,Jerry Kelly,1.76,3,170,+1.00
68,0,12602,Dean Wilson,1.74,3,172,+0.33
69,0,23108,Matt Kuchar,1.72,2,116,+1.00
70,0,01313,Steve Elkington,1.69,2,118,-0.50
70,0,08537,J.P. Hayes,1.69,2,118,+0.50
70,0,23320,Ryan Palmer,1.69,3,178,+0.67
70,0,01948,Tim Petrovic,1.69,3,178,+1.00
74,0,23497,Tag Ridings,1.65,3,182,E
75,0,11032,Frank Lickliter II,1.63,3,184,+0.33
75,0,26679,Kevin Stadler,1.63,3,184,E
77,0,01707,Steve Lowery,1.60,3,188,+1.00
78,0,24227,Justin Bolli,1.59,2,126,+1.00
79,0,23325,Vaughn Taylor,1.58,3,190,+0.67
80,0,07867,Woody Austin,1.56,3,192,-0.33
80,0,01042,Paul Azinger,1.56,2,128,+1.00
82,0,01035,Tommy Armour III,1.52,3,198,+0.33
82,0,23621,Rory Sabbatini,1.52,2,132,+3.00
84,0,01577,Lee Janzen,1.49,2,134,E
85,0,24290,D.J. Brigman,1.47,2,136,-0.50
85,0,12823,Carlos Franco,1.47,2,136,+0.50
85,0,10585,Scott McCarron,1.47,2,136,E
85,0,23623,Bo Van Pelt,1.47,3,204,+0.33
89,0,23409,James Driscoll,1.45,2,138,E
89,0,01797,Rocco Mediate,1.45,2,138,E
91,0,20099,Doug Barron,1.43,2,140,E
92,0,20474,Phillip Price,1.37,2,146,+1.00
93,0,08725,Tom Gillis,1.33,2,150,E
94,0,20229,Stewart Cink,1.32,2,152,+1.00
94,0,10201,Matt Gogel,1.32,2,152,+1.00
96,0,10885,Robert Allenby,1.27,2,158,+0.50
96,0,24604,Hunter Haas,1.27,2,158,+0.50
96,0,01473,Todd Hamilton,1.27,2,158,+0.50
96,0,23725,Brendan Jones,1.27,2,158,+1.50
100,0,24138,Ian Poulter,1.25,1,80,+1.00
101,0,01161,Mark Calcavecchia,1.22,2,164,+0.50
101,0,06034,Marco Dawson,1.22,2,164,+1.00
103,0,06197,Michael Allen,1.19,2,168,+0.50
103,0,01320,Bob Estes,1.19,2,168,+0.50
103,0,25900,Lucas Glover,1.19,2,168,E
103,0,20766,Padraig Harrington,1.19,1,84,-1.00
107,0,21949,Joe Ogilvie,1.18,2,170,+0.50
108,0,01553,John Huston,1.16,2,172,+0.50
109,0,20157,Retief Goosen,1.11,1,90,E
109,0,01685,J.L. Lewis,1.11,2,180,+0.50
109,0,07749,Brett Quigley,1.11,2,180,+0.50
112,0,07223,Brian Bateman,1.06,2,188,+0.50
113,0,22293,Heath Slocum,1.05,2,190,+0.50
114,0,01418,Bill Glasson,1.04,1,96,E
114,0,02214,Kirk Triplett,1.04,1,96,E
116,0,24925,Jonathan Byrd,1.01,2,198,+1.00
117,0,01361,Dan Forsman,1.00,1,100,E
118,0,20850,Daniel Chopra,.98,2,204,+0.50
118,0,01666,Bernhard Langer,.98,1,102,+1.00
118,0,20663,Brenden Pappas,.98,1,102,E
121,0,25345,Carl Pettersson,.97,2,206,+0.50
122,0,01226,Fred Couples,.96,1,104,E
123,0,28088,Matt Davidson,.94,1,106,E
124,0,01766,Billy Mayfair,.93,2,216,E
124,0,21959,Ted Purdy,.93,2,216,E
126,0,22621,Ben Curtis,.91,1,110,+2.00
126,0,20628,Arron Oberholser,.91,1,110,+1.00
128,0,24357,K.J. Choi,.88,1,114,+1.00
129,0,20378,Mathias Grönberg,.86,1,116,E
130,0,21731,Freddie Jacobson,.82,1,122,E
131,0,21407,Arjun Atwal,.79,1,126,E
131,0,01927,Dennis Paulson,.79,1,126,-1.00
133,0,01724,Jeff Maggert,.78,1,128,E
134,0,10912,Craig Perks,.77,1,130,E
134,0,12454,Mario Tiziani,.77,1,130,+1.00
136,0,08123,Jeff Brehaut,.75,1,134,E
136,0,10117,Bob Heintz,.75,1,134,E
138,0,21753,Brian Davis,.70,1,142,E
138,0,06515,Shaun Micheel,.70,1,142,+1.00
140,0,19824,Craig Barlow,.68,1,146,+1.00
140,0,24912,Will MacKenzie,.68,1,146,E
140,0,26287,Roland Thatcher,.68,1,146,-1.00
143,0,12826,Paul Claxton,.67,1,150,-1.00
144,0,20472,Alex Cejka,.65,1,154,E
145,0,21961,Charles Howell III,.64,1,156,+1.00
146,0,23552,Hank Kuehne,.63,1,160,E
147,0,22371,Aaron Baddeley,.61,1,164,E
148,0,20382,Stephen Leaney,.60,1,168,E
148,0,06595,Kevin Sutherland,.60,1,166,+1.00
150,0,12782,Tim Herron,.59,1,170,E
150,0,24024,Zach Johnson,.59,1,170,+2.00
150,0,08993,Franklin Langham,.59,1,170,E
153,0,12680,Shigeki Maruyama,.57,1,176,+1.00
154,0,22913,John Rollins,.56,1,178,+1.00
155,0,02104,Jeff Sluman,.54,1,184,-1.00
155,0,02106,Chris Smith,.54,1,186,E
157,0,21633,Steve Allan,.53,1,188,E
158,0,20498,Briny Baird,.52,1,192,E
158,0,23353,J.J. Henry,.52,1,192,E
158,0,10733,Kent Jones,.52,1,194,-2.00
161,0,21805,Harrison Frazar,.50,1,202,+1.00
162,0,20098,Stuart Appleby,.00,0,132,E
162,0,12652,Cameron Beckman,.00,0,184,E
162,0,23135,Tim Clark,.00,0,142,E
162,0,23541,Ben Crane,.00,0,140,E
162,0,01249,John Daly,.00,0,124,E
162,0,08931,Glen Day,.00,0,156,E
162,0,23983,Luke Donald,.00,0,88,E
162,0,06621,Joe Durant,.00,0,150,E
162,0,06599,John Elliott,.00,0,112,E
162,0,21209,Sergio Garcia,.00,0,108,E
162,0,24980,Scott Gutschewski,.00,0,156,E
162,0,26758,David Hearn,.00,0,132,E
162,0,23063,Scott Hend,.00,0,142,E
162,0,10962,Bradley Hughes,.00,0,104,E
162,0,26420,Richard Johnson,.00,0,96,E
162,0,06332,Neal Lancaster,.00,0,190,E
162,0,01677,Tom Lehman,.00,0,110,E
162,0,10860,Justin Leonard,.00,0,122,E
162,0,20502,Michael Long,.00,0,140,E
162,0,01706,Davis Love III,.00,0,126,E
162,0,24781,Hunter Mahan,.00,0,198,E
162,0,01810,Phil Mickelson,.00,0,116,E
162,0,24140,Sean O'Hair,.00,0,182,E
162,0,22046,Geoff Ogilvy,.00,0,162,E
162,0,20691,Greg Owen,.00,0,152,E
162,0,20572,Rod Pampling,.00,0,144,E
162,0,12660,Jesper Parnevik,.00,0,152,E
162,0,24361,Pat Perez,.00,0,162,E
162,0,01941,Tom Pernice Jr.,.00,0,194,E
162,0,01945,Kenny Perry,.00,0,128,E
162,0,25240,D.A. Points,.00,0,180,E
162,0,22405,Justin Rose,.00,0,190,E
162,0,06567,Vijay Singh,.00,0,186,E
162,0,02206,David Toms,.00,0,134,E
162,0,23788,D.J. Trahan,.00,0,154,E
162,0,20812,Tjaart van der Walt,.00,0,112,E
162,0,23349,Charles Warren,.00,0,174,E
162,0,27095,Nick Watney,.00,0,178,E
162,0,20396,Lee Westwood,.00,0,72,E
162,0,23322,Brett Wetterich,.00,0,148,E
162,0,08793,Tiger Woods,.00,0,116,E
