RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 320+,TOTAL DRVS - OVERALL,RELATIVE TO PAR
1,0,23063,Scott Hend,42.96,61,142,-0.51
2,0,08793,Tiger Woods,38.79,45,116,-0.29
3,0,23322,Brett Wetterich,35.14,52,148,-0.27
4,0,20663,Brenden Pappas,33.33,34,102,-0.41
5,0,24980,Scott Gutschewski,30.77,48,156,-0.52
6,0,01249,John Daly,26.61,33,124,-0.36
7,0,01706,Davis Love III,24.60,31,126,-0.32
8,0,23552,Hank Kuehne,24.38,39,160,-0.44
9,0,01945,Kenny Perry,24.22,31,128,-0.39
10,0,06573,Brandt Jobe,21.02,37,176,-0.46
11,0,23725,Brendan Jones,20.89,33,158,-0.42
12,0,20378,Mathias Grönberg,20.69,24,116,-0.71
13,0,23540,Jason Allred,19.72,28,142,-0.39
14,0,26679,Kevin Stadler,19.57,36,184,-0.25
15,0,25900,Lucas Glover,19.05,32,168,-0.44
16,0,06599,John Elliott,18.75,21,112,-0.48
17,0,21209,Sergio Garcia,18.52,20,108,-0.35
18,0,23497,Tag Ridings,18.13,33,182,-0.45
19,0,27095,Nick Watney,17.98,32,178,-0.63
20,0,23353,J.J. Henry,17.71,34,192,-0.44
21,0,23621,Rory Sabbatini,17.42,23,132,-0.43
22,0,24502,Adam Scott,17.31,18,104,-0.72
23,0,20502,Michael Long,16.43,23,140,-0.35
24,0,20572,Rod Pampling,15.97,23,144,-0.61
25,0,01927,Dennis Paulson,15.87,20,126,-0.35
26,0,06567,Vijay Singh,15.59,29,186,-0.52
27,0,24290,D.J. Brigman,15.44,21,136,-0.62
28,0,21805,Harrison Frazar,15.35,31,202,-0.39
29,0,20396,Lee Westwood,15.28,11,72,-0.55
30,0,23320,Ryan Palmer,15.17,27,178,-0.22
31,0,20098,Stuart Appleby,15.15,20,132,-0.40
32,0,20850,Daniel Chopra,14.71,30,204,-0.33
33,0,01810,Phil Mickelson,14.66,17,116,-0.53
34,0,02106,Chris Smith,14.52,27,186,-0.48
35,0,24912,Will MacKenzie,14.38,21,146,-0.33
36,0,23349,Charles Warren,14.37,25,174,-0.28
37,0,21633,Steve Allan,14.36,27,188,-0.26
38,0,24925,Jonathan Byrd,14.14,28,198,-0.36
39,0,24140,Sean O'Hair,13.19,24,182,-0.42
40,0,21959,Ted Purdy,12.96,28,216,-0.39
41,0,24507,Jason Bohn,12.64,22,174,-0.41
42,0,23325,Vaughn Taylor,12.63,24,190,-0.67
43,0,23788,D.J. Trahan,11.69,18,154,-0.56
44,0,01553,John Huston,11.63,20,172,-0.65
45,0,20645,John Senden,11.62,23,198,-0.52
46,0,01226,Fred Couples,11.54,12,104,-0.25
46,0,01723,Andrew Magee,11.54,18,156,-0.33
48,0,26758,David Hearn,11.36,15,132,-0.13
49,0,21407,Arjun Atwal,11.11,14,126,-0.43
49,0,22046,Geoff Ogilvy,11.11,18,162,-0.39
49,0,07749,Brett Quigley,11.11,20,180,-0.45
52,0,01361,Dan Forsman,11.00,11,100,-0.55
53,0,26287,Roland Thatcher,10.96,16,146,-0.25
54,0,10885,Robert Allenby,10.76,17,158,-0.12
55,0,20766,Padraig Harrington,10.71,9,84,-0.11
56,0,12782,Tim Herron,10.59,18,170,-0.22
57,0,22371,Aaron Baddeley,10.37,17,164,-0.35
58,0,12823,Carlos Franco,10.29,14,136,-0.57
58,0,20094,Jonathan Kaye,10.29,14,136,-0.29
60,0,12510,Chad Campbell,10.26,16,156,-0.31
61,0,25345,Carl Pettersson,10.19,21,206,+0.05
62,0,07867,Woody Austin,9.90,19,192,-0.58
63,0,12680,Shigeki Maruyama,9.66,17,176,-0.53
64,0,21961,Charles Howell III,9.62,15,156,-0.67
64,0,10962,Bradley Hughes,9.62,10,104,-0.30
66,0,22913,John Rollins,9.55,17,178,-0.76
67,0,20498,Briny Baird,9.38,18,192,-0.61
68,0,23623,Bo Van Pelt,9.31,19,204,-0.42
69,0,24781,Hunter Mahan,9.09,18,198,-0.39
70,0,06595,Kevin Sutherland,9.04,15,166,-0.40
71,0,20634,Peter Lonard,9.03,13,144,-0.54
72,0,21731,Freddie Jacobson,9.02,11,122,-0.55
73,0,20157,Retief Goosen,8.89,8,90,-0.50
74,0,23409,James Driscoll,8.70,12,138,-0.25
74,0,01797,Rocco Mediate,8.70,12,138,-0.58
76,0,12660,Jesper Parnevik,8.55,13,152,-0.08
77,0,22548,Patrick Sheehan,8.49,18,212,-0.39
78,0,20160,Charlie Wi,8.46,11,130,-0.36
79,0,22405,Justin Rose,8.42,16,190,-0.25
80,0,23614,Rich Beem,8.33,9,108,-0.33
80,0,01685,J.L. Lewis,8.33,15,180,-0.40
82,0,24024,Zach Johnson,8.24,14,170,-0.29
83,0,10585,Scott McCarron,8.09,11,136,-0.45
84,0,07223,Brian Bateman,7.98,15,188,-0.40
85,0,24227,Justin Bolli,7.94,10,126,-0.40
86,0,06034,Marco Dawson,7.93,13,164,-0.54
87,0,06332,Neal Lancaster,7.89,15,190,-0.20
88,0,06197,Michael Allen,7.74,13,168,-0.31
89,0,10117,Bob Heintz,7.46,10,134,-0.30
90,0,23541,Ben Crane,7.14,10,140,-0.30
90,0,21951,Joey Snyder III,7.14,14,196,-0.43
92,0,01035,Tommy Armour III,7.07,14,198,-0.79
93,0,06515,Shaun Micheel,7.04,10,142,-0.30
94,0,24357,K.J. Choi,7.02,8,114,-0.13
95,0,10912,Craig Perks,6.92,9,130,-0.56
96,0,21350,Ryuji Imada,6.76,10,148,-0.40
97,0,20433,Mark Hensby,6.73,7,104,E
97,0,02101,Joey Sindelar,6.73,14,208,-0.71
99,0,01941,Tom Pernice Jr.,6.70,13,194,-0.31
100,0,25240,D.A. Points,6.67,12,180,-0.50
101,0,01142,Bart Bryant,6.63,11,166,-0.45
102,0,25847,Rob Rashell,6.56,8,122,-0.25
103,0,11032,Frank Lickliter II,6.52,12,184,-0.17
104,0,20472,Alex Cejka,6.49,10,154,-0.70
105,0,06527,Steve Stricker,6.45,8,124,-0.25
106,0,01473,Todd Hamilton,6.33,10,158,-0.70
107,0,21498,Hideto Tanihara,6.25,6,96,+0.33
108,0,24361,Pat Perez,6.17,10,162,-0.30
109,0,06004,Stephen Ames,6.15,8,130,-0.25
110,0,08725,Tom Gillis,6.00,9,150,-0.44
111,0,12652,Cameron Beckman,5.98,11,184,-0.36
112,0,01577,Lee Janzen,5.97,8,134,-0.13
112,0,02206,David Toms,5.97,8,134,-0.63
114,0,20229,Stewart Cink,5.92,9,152,-0.56
115,0,01666,Bernhard Langer,5.88,6,102,-0.17
115,0,21949,Joe Ogilvie,5.88,10,170,-0.50
117,0,01707,Steve Lowery,5.85,11,188,-0.55
118,0,06373,José María Olazábal,5.81,5,86,-0.40
119,0,07457,Steve Flesch,5.80,8,138,E
120,0,10423,Mike Weir,5.77,6,104,-0.17
121,0,24604,Hunter Haas,5.70,9,158,-0.44
122,0,23135,Tim Clark,5.63,8,142,-0.25
123,0,01388,Robert Gamez,5.62,10,178,-0.40
123,0,01948,Tim Petrovic,5.62,10,178,-0.60
125,0,01042,Paul Azinger,5.47,7,128,-0.43
126,0,12454,Mario Tiziani,5.38,7,130,-0.29
127,0,25396,Kevin Na,5.36,9,168,-0.33
128,0,06621,Joe Durant,5.33,8,150,-0.63
129,0,12645,Brent Geiberger,5.26,6,114,E
130,0,26420,Richard Johnson,5.21,5,96,-0.40
131,0,08931,Glen Day,5.13,8,156,-0.50
131,0,12662,Thomas Levet,5.13,4,78,+0.25
133,0,01766,Billy Mayfair,5.09,11,216,-0.91
134,0,01487,Jeff Hart,4.92,6,122,+0.33
135,0,02223,Bob Tway,4.79,7,146,-0.71
136,0,06251,Chris DiMarco,4.76,6,126,-0.17
137,0,12602,Dean Wilson,4.65,8,172,-0.75
138,0,01677,Tom Lehman,4.55,5,110,E
139,0,06575,Dudley Hart,4.38,7,160,-0.43
140,0,01024,Billy Andrade,4.32,7,162,-0.29
141,0,01161,Mark Calcavecchia,4.27,7,164,E
142,0,01418,Bill Glasson,4.17,4,96,E
142,0,02214,Kirk Triplett,4.17,4,96,-0.50
144,0,10733,Kent Jones,4.12,8,194,-0.13
145,0,19824,Craig Barlow,4.11,6,146,-0.17
145,0,20474,Phillip Price,4.11,6,146,-0.17
147,0,12826,Paul Claxton,4.00,6,150,-0.33
148,0,20691,Greg Owen,3.95,6,152,-0.33
149,0,28088,Matt Davidson,3.77,4,106,-1.00
149,0,10425,Jay Williamson,3.77,4,106,-1.00
151,0,24138,Ian Poulter,3.75,3,80,E
152,0,08123,Jeff Brehaut,3.73,5,134,-0.80
153,0,19972,José Coceres,3.70,4,108,-0.75
154,0,20628,Arron Oberholser,3.64,4,110,-0.50
155,0,01320,Bob Estes,3.57,6,168,-0.33
156,0,01457,Jay Haas,3.49,3,86,+0.33
157,0,01887,Mark O'Meara,3.33,4,120,+0.25
158,0,23036,Chris Anderson,3.23,4,124,-1.00
159,0,02246,Duffy Waldorf,3.21,5,156,-0.40
160,0,01724,Jeff Maggert,3.13,4,128,-1.00
161,0,01761,Len Mattiace,3.05,5,164,-0.20
162,0,08075,Jerry Kelly,2.94,5,170,-0.40
163,0,20127,Chris Riley,2.88,3,104,+1.00
164,0,20099,Doug Barron,2.86,4,140,-1.00
164,0,21878,Mark Wilson,2.86,4,140,-0.25
166,0,02239,Scott Verplank,2.78,4,144,E
167,0,21806,Paul Gow,2.70,4,148,-1.00
168,0,22295,Darron Stiles,2.63,4,152,-0.50
169,0,23108,Matt Kuchar,2.59,3,116,-0.33
170,0,08385,Omar Uresti,2.50,4,160,-0.50
171,0,20548,Hidemichi Tanaka,2.45,5,204,-0.40
172,0,23983,Luke Donald,2.27,2,88,-0.50
173,0,19881,Robert Damron,2.25,4,178,-0.50
174,0,20623,Gavin Coles,2.14,3,140,E
175,0,21753,Brian Davis,2.11,3,142,-0.33
176,0,01823,Larry Mize,2.08,2,96,-1.00
177,0,01599,Steve Jones,2.00,2,100,-0.50
178,0,10201,Matt Gogel,1.97,3,152,-1.00
179,0,01157,Tom Byrum,1.85,3,162,-1.00
180,0,22621,Ben Curtis,1.82,2,110,+1.00
181,0,20812,Tjaart van der Walt,1.79,2,112,E
182,0,01313,Steve Elkington,1.69,2,118,-1.00
182,0,08537,J.P. Hayes,1.69,2,118,-1.00
184,0,01175,Jim Carter,1.67,2,120,-1.00
185,0,01139,Olin Browne,1.65,3,182,-0.33
186,0,10860,Justin Leonard,1.64,2,122,-0.50
187,0,22293,Heath Slocum,1.58,3,190,-0.67
188,0,20121,Todd Fischer,1.55,3,194,E
189,0,01329,Brad Faxon,1.54,2,130,-1.00
190,0,19846,Brian Gay,1.52,3,198,-1.00
191,0,01619,Skip Kendall,1.28,2,156,-0.50
192,0,10809,Jim Furyk,1.27,2,158,-1.00
193,0,20382,Stephen Leaney,1.19,2,168,-0.50
194,0,08993,Franklin Langham,1.18,2,170,-1.00
195,0,02104,Jeff Sluman,1.09,2,184,-0.50
196,0,08545,Glen Hnatiuk,.91,1,110,E
197,0,01127,Danny Briggs,.74,1,136,-1.00
198,0,01132,Mark Brooks,.71,1,140,-1.00
199,0,01219,John Cook,.00,0,132,E
199,0,01381,Fred Funk,.00,0,178,E
199,0,01928,Corey Pavin,.00,0,138,E
199,0,02010,Loren Roberts,.00,0,102,E
