RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 240-260,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
1,0,01928,Corey Pavin,36.66,312,851,+0.042
2,0,01487,Jeff Hart,34.96,279,798,+0.079
3,0,20623,Gavin Coles,28.89,256,886,+0.082
4,0,02010,Loren Roberts,27.91,187,670,+0.037
5,0,01381,Fred Funk,27.85,318,1142,+0.066
6,0,01132,Mark Brooks,27.78,240,864,+0.146
7,0,01157,Tom Byrum,25.28,268,1060,+0.082
8,0,01457,Jay Haas,24.08,131,544,+0.031
9,0,01329,Brad Faxon,23.12,184,796,+0.098
10,0,19846,Brian Gay,22.57,290,1285,+0.134
11,0,01175,Jim Carter,22.32,169,757,+0.112
12,0,01219,John Cook,21.95,178,811,+0.067
13,0,19972,José Coceres,21.35,158,740,+0.101
14,0,02214,Kirk Triplett,20.49,126,615,+0.111
15,0,02104,Jeff Sluman,20.31,238,1172,+0.059
16,0,01599,Steve Jones,19.81,127,641,+0.299
17,0,02239,Scott Verplank,19.72,181,918,-0.066
18,0,01127,Danny Briggs,19.67,168,854,+0.155
19,0,08385,Omar Uresti,19.53,200,1024,+0.160
20,0,20127,Chris Riley,19.49,114,585,+0.088
21,0,20382,Stephen Leaney,19.43,203,1045,+0.084
22,0,19881,Robert Damron,18.86,208,1103,+0.096
23,0,01823,Larry Mize,18.69,120,642,+0.233
24,0,25396,Kevin Na,18.59,205,1103,+0.156
25,0,12826,Paul Claxton,18.57,171,921,+0.187
26,0,10425,Jay Williamson,18.42,119,646,+0.076
27,0,20121,Todd Fischer,18.26,222,1216,+0.126
28,0,01320,Bob Estes,18.24,201,1102,+0.095
29,0,10423,Mike Weir,18.21,120,659,+0.075
30,0,01139,Olin Browne,18.17,210,1156,-0.010
31,0,01619,Skip Kendall,17.81,174,977,+0.132
32,0,20229,Stewart Cink,17.74,176,992,+0.006
33,0,25847,Rob Rashell,17.44,132,757,+0.091
34,0,08993,Franklin Langham,17.40,185,1063,+0.103
35,0,02246,Duffy Waldorf,17.17,170,990,+0.094
36,0,01887,Mark O'Meara,17.06,122,715,+0.189
37,0,10809,Jim Furyk,16.97,169,996,-0.059
37,0,01388,Robert Gamez,16.97,189,1114,+0.169
39,0,12662,Thomas Levet,16.90,85,503,+0.259
40,0,12602,Dean Wilson,16.79,185,1102,+0.168
41,0,24138,Ian Poulter,16.73,84,502,+0.250
42,0,20628,Arron Oberholser,16.34,116,710,+0.069
43,0,22293,Heath Slocum,16.33,205,1255,+0.029
44,0,20099,Doug Barron,16.15,145,898,+0.055
45,0,22371,Aaron Baddeley,16.10,169,1050,+0.178
45,0,23108,Matt Kuchar,16.10,124,770,+0.073
47,0,01142,Bart Bryant,16.09,171,1063,+0.018
48,0,08075,Jerry Kelly,15.94,168,1054,+0.077
49,0,01024,Billy Andrade,15.88,162,1020,+0.093
49,0,12645,Brent Geiberger,15.88,115,724,+0.148
51,0,01666,Bernhard Langer,15.79,99,627,+0.030
52,0,06527,Steve Stricker,15.66,129,824,-0.008
53,0,06575,Dudley Hart,15.64,158,1010,+0.032
54,0,07457,Steve Flesch,15.52,137,883,+0.292
55,0,06004,Stephen Ames,15.38,131,852,+0.092
56,0,10201,Matt Gogel,15.23,143,939,+0.140
57,0,06251,Chris DiMarco,15.17,125,824,+0.080
58,0,01473,Todd Hamilton,15.07,157,1042,+0.070
59,0,01761,Len Mattiace,15.03,159,1058,+0.321
60,0,23983,Luke Donald,15.00,84,560,+0.024
61,0,20160,Charlie Wi,14.96,126,842,+0.230
62,0,06595,Kevin Sutherland,14.89,154,1034,+0.084
63,0,01042,Paul Azinger,14.88,121,813,+0.149
64,0,23036,Chris Anderson,14.69,119,810,+0.160
65,0,21806,Paul Gow,14.68,138,940,+0.174
66,0,21878,Mark Wilson,14.66,129,880,+0.070
67,0,01724,Jeff Maggert,14.47,121,836,+0.198
68,0,22621,Ben Curtis,14.43,99,686,+0.253
69,0,01577,Lee Janzen,14.34,118,823,+0.195
70,0,08545,Glen Hnatiuk,14.31,100,699,+0.100
71,0,24357,K.J. Choi,14.30,108,755,-0.046
72,0,10912,Craig Perks,14.25,116,814,+0.216
73,0,22295,Darron Stiles,14.15,137,968,+0.044
74,0,21949,Joe Ogilvie,14.13,154,1090,+0.084
75,0,23541,Ben Crane,14.11,127,900,+0.102
76,0,28088,Matt Davidson,14.08,98,696,+0.296
77,0,01677,Tom Lehman,13.94,97,696,-0.021
77,0,06373,José María Olazábal,13.94,80,574,+0.138
79,0,06515,Shaun Micheel,13.80,122,884,+0.172
80,0,12680,Shigeki Maruyama,13.74,163,1186,+0.049
81,0,10733,Kent Jones,13.73,168,1224,+0.113
82,0,10962,Bradley Hughes,13.64,93,682,+0.172
83,0,12652,Cameron Beckman,13.58,159,1171,+0.220
84,0,01418,Bill Glasson,13.52,83,614,+0.313
85,0,08931,Glen Day,13.50,138,1022,+0.145
86,0,01948,Tim Petrovic,13.47,149,1106,+0.168
87,0,07223,Brian Bateman,13.43,159,1184,+0.094
88,0,01723,Andrew Magee,13.28,130,979,+0.185
89,0,20548,Hidemichi Tanaka,13.26,174,1312,+0.086
90,0,02206,David Toms,13.21,117,886,+0.111
91,0,20474,Phillip Price,13.18,116,880,+0.207
92,0,23135,Tim Clark,13.17,118,896,+0.085
92,0,02223,Bob Tway,13.17,121,919,+0.050
94,0,20766,Padraig Harrington,13.12,74,564,+0.041
95,0,24604,Hunter Haas,13.07,132,1010,+0.182
96,0,20812,Tjaart van der Walt,13.03,98,752,+0.143
97,0,01161,Mark Calcavecchia,13.02,138,1060,+0.051
98,0,02101,Joey Sindelar,12.99,178,1370,+0.045
99,0,12510,Chad Campbell,12.95,136,1050,+0.022
100,0,20472,Alex Cejka,12.90,124,961,+0.048
100,0,20094,Jonathan Kaye,12.90,116,899,+0.026
102,0,08537,J.P. Hayes,12.87,95,738,+0.063
103,0,01313,Steve Elkington,12.86,98,762,E
104,0,21753,Brian Davis,12.84,113,880,+0.062
105,0,21498,Hideto Tanihara,12.78,80,626,+0.150
106,0,26420,Richard Johnson,12.66,81,640,+0.062
107,0,08725,Tom Gillis,12.53,119,950,+0.101
108,0,21951,Joey Snyder III,12.48,159,1274,+0.069
109,0,23614,Rich Beem,12.41,83,669,+0.120
110,0,25240,D.A. Points,12.38,142,1147,+0.148
111,0,20645,John Senden,12.25,154,1257,+0.097
112,0,23540,Jason Allred,12.19,107,878,+0.140
113,0,24227,Justin Bolli,12.17,100,822,+0.080
114,0,23325,Vaughn Taylor,12.10,151,1248,+0.099
115,0,01797,Rocco Mediate,11.93,108,905,+0.102
116,0,07867,Woody Austin,11.89,150,1262,+0.113
117,0,10860,Justin Leonard,11.87,90,758,+0.156
118,0,25345,Carl Pettersson,11.80,153,1297,+0.124
119,0,20498,Briny Baird,11.79,146,1238,+0.055
120,0,10585,Scott McCarron,11.77,99,841,+0.121
121,0,08123,Jeff Brehaut,11.76,103,876,-0.010
122,0,01766,Billy Mayfair,11.69,165,1412,+0.012
123,0,22548,Patrick Sheehan,11.65,156,1339,+0.192
124,0,01035,Tommy Armour III,11.59,147,1268,+0.150
125,0,20502,Michael Long,11.55,103,892,+0.087
125,0,24361,Pat Perez,11.55,118,1022,+0.076
127,0,24502,Adam Scott,11.54,84,728,+0.036
128,0,24507,Jason Bohn,11.50,130,1130,+0.046
129,0,06197,Michael Allen,11.44,123,1075,+0.057
130,0,07749,Brett Quigley,11.24,132,1174,+0.030
131,0,12660,Jesper Parnevik,11.22,105,936,+0.190
132,0,22405,Justin Rose,11.14,137,1230,+0.066
133,0,01553,John Huston,11.08,122,1101,+0.205
134,0,06621,Joe Durant,11.03,105,952,+0.010
135,0,21350,Ryuji Imada,11.02,102,926,+0.088
136,0,24024,Zach Johnson,11.00,128,1164,+0.141
137,0,23623,Bo Van Pelt,10.98,142,1293,+0.042
138,0,23788,D.J. Trahan,10.90,107,982,+0.131
139,0,20634,Peter Lonard,10.89,100,918,+0.060
140,0,22046,Geoff Ogilvy,10.81,112,1036,+0.009
141,0,21731,Freddie Jacobson,10.75,83,772,+0.241
142,0,20433,Mark Hensby,10.52,73,694,+0.055
143,0,24290,D.J. Brigman,10.51,90,856,+0.267
144,0,06332,Neal Lancaster,10.50,125,1190,+0.128
144,0,01941,Tom Pernice Jr.,10.50,129,1229,+0.093
146,0,27095,Nick Watney,10.47,116,1108,+0.095
147,0,01685,J.L. Lewis,10.46,118,1128,+0.127
148,0,24925,Jonathan Byrd,10.34,135,1306,+0.111
149,0,01706,Davis Love III,10.24,80,781,+0.013
150,0,23409,James Driscoll,10.16,88,866,+0.227
151,0,21407,Arjun Atwal,10.12,86,850,-0.058
151,0,12454,Mario Tiziani,10.12,85,840,+0.212
153,0,10885,Robert Allenby,10.11,102,1009,+0.020
154,0,21959,Ted Purdy,10.03,140,1396,+0.121
155,0,23497,Tag Ridings,9.65,112,1161,+0.125
156,0,11032,Frank Lickliter II,9.62,115,1196,+0.009
157,0,23320,Ryan Palmer,9.60,108,1125,+0.157
158,0,20850,Daniel Chopra,9.59,123,1283,+0.171
159,0,01945,Kenny Perry,9.58,80,835,+0.050
160,0,20396,Lee Westwood,9.52,44,462,+0.114
161,0,12823,Carlos Franco,9.51,89,936,+0.135
162,0,01707,Steve Lowery,9.39,113,1203,+0.088
163,0,01361,Dan Forsman,9.38,61,650,+0.033
164,0,20157,Retief Goosen,9.30,56,602,-0.179
165,0,24140,Sean O'Hair,9.24,110,1190,+0.100
166,0,23353,J.J. Henry,9.17,110,1200,+0.118
167,0,24912,Will MacKenzie,8.97,85,948,+0.212
168,0,21633,Steve Allan,8.96,110,1227,+0.173
168,0,21961,Charles Howell III,8.96,90,1004,+0.011
170,0,10117,Bob Heintz,8.89,77,866,+0.117
171,0,12782,Tim Herron,8.86,95,1072,+0.032
172,0,23621,Rory Sabbatini,8.83,74,838,+0.230
173,0,06573,Brandt Jobe,8.75,99,1132,+0.121
173,0,20572,Rod Pampling,8.75,85,971,+0.259
175,0,06599,John Elliott,8.68,62,714,+0.387
176,0,08793,Tiger Woods,8.66,67,774,+0.015
177,0,22913,John Rollins,8.62,99,1149,+0.192
178,0,01927,Dennis Paulson,8.57,67,782,+0.224
179,0,24781,Hunter Mahan,8.50,110,1294,E
180,0,20378,Mathias Grönberg,8.46,66,780,+0.091
181,0,23725,Brendan Jones,8.40,85,1012,+0.047
182,0,06034,Marco Dawson,8.36,91,1088,+0.077
183,0,20098,Stuart Appleby,8.16,72,882,+0.139
184,0,26679,Kevin Stadler,8.12,93,1146,+0.204
185,0,20691,Greg Owen,8.06,79,980,-0.038
186,0,26287,Roland Thatcher,7.89,74,938,+0.122
187,0,01810,Phil Mickelson,7.88,55,698,-0.055
188,0,20663,Brenden Pappas,7.87,54,686,+0.130
189,0,24980,Scott Gutschewski,7.73,77,996,+0.052
190,0,25900,Lucas Glover,7.69,84,1092,+0.274
191,0,23349,Charles Warren,7.34,82,1117,+0.232
192,0,23552,Hank Kuehne,7.24,75,1036,+0.147
193,0,19824,Craig Barlow,7.16,63,880,+0.159
194,0,01249,John Daly,7.14,56,784,+0.214
195,0,21805,Harrison Frazar,6.78,88,1298,+0.125
196,0,01226,Fred Couples,6.63,40,603,-0.150
197,0,26758,David Hearn,6.59,56,850,+0.179
198,0,23063,Scott Hend,6.57,59,898,+0.288
199,0,21209,Sergio Garcia,6.42,47,732,+0.021
200,0,02106,Chris Smith,6.17,73,1184,+0.123
201,0,23322,Brett Wetterich,5.54,52,938,+0.212
202,0,06567,Vijay Singh,4.90,60,1224,+0.017
