RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 260-280,TOTAL DRVS - OVERALL,RELATIVE TO PAR
1,0,01219,John Cook,51.52,68,132,-0.10
2,0,02010,Loren Roberts,48.04,49,102,-0.27
3,0,19846,Brian Gay,45.45,90,198,-0.13
4,0,02214,Kirk Triplett,44.79,43,96,+0.02
5,0,20099,Doug Barron,44.29,62,140,-0.16
6,0,20127,Chris Riley,44.23,46,104,E
7,0,01887,Mark O'Meara,44.17,53,120,-0.06
8,0,20382,Stephen Leaney,44.05,74,168,-0.09
9,0,01823,Larry Mize,43.75,42,96,+0.02
10,0,01024,Billy Andrade,43.21,70,162,-0.21
11,0,01132,Mark Brooks,42.86,60,140,+0.03
12,0,22621,Ben Curtis,42.73,47,110,+0.02
13,0,20121,Todd Fischer,42.27,82,194,-0.12
14,0,21753,Brian Davis,41.55,59,142,-0.07
15,0,21878,Mark Wilson,40.71,57,140,-0.05
16,0,19881,Robert Damron,40.45,72,178,-0.13
17,0,01127,Danny Briggs,40.44,55,136,-0.15
18,0,21806,Paul Gow,39.86,59,148,+0.05
19,0,01619,Skip Kendall,39.74,62,156,-0.08
20,0,28088,Matt Davidson,39.62,42,106,-0.17
21,0,02104,Jeff Sluman,39.13,72,184,-0.24
22,0,20548,Hidemichi Tanaka,38.73,79,204,-0.18
23,0,10809,Jim Furyk,38.61,61,158,-0.16
24,0,20623,Gavin Coles,38.57,54,140,-0.13
25,0,01329,Brad Faxon,38.46,50,130,-0.04
26,0,01761,Len Mattiace,38.41,63,164,-0.03
26,0,01928,Corey Pavin,38.41,53,138,-0.17
28,0,02223,Bob Tway,38.36,56,146,+0.05
29,0,08075,Jerry Kelly,38.24,65,170,-0.12
30,0,02239,Scott Verplank,38.19,55,144,-0.15
31,0,06251,Chris DiMarco,38.10,48,126,-0.21
32,0,23036,Chris Anderson,37.90,47,124,E
33,0,01157,Tom Byrum,37.65,61,162,-0.23
34,0,22295,Darron Stiles,37.50,57,152,+0.09
35,0,01381,Fred Funk,37.08,66,178,-0.26
35,0,01388,Robert Gamez,37.08,66,178,E
37,0,25396,Kevin Na,36.90,62,168,-0.19
38,0,01175,Jim Carter,36.67,44,120,+0.07
39,0,08537,J.P. Hayes,36.44,43,118,-0.09
40,0,10860,Justin Leonard,36.07,44,122,-0.27
41,0,01457,Jay Haas,36.05,31,86,-0.03
42,0,01599,Steve Jones,36.00,36,100,-0.08
43,0,08385,Omar Uresti,35.63,57,160,-0.21
44,0,01142,Bart Bryant,35.54,59,166,-0.27
45,0,07457,Steve Flesch,35.51,49,138,-0.24
46,0,26420,Richard Johnson,35.42,34,96,-0.21
47,0,23108,Matt Kuchar,35.34,41,116,-0.07
48,0,01320,Bob Estes,35.12,59,168,-0.07
49,0,20812,Tjaart van der Walt,34.82,39,112,E
50,0,12652,Cameron Beckman,34.78,64,184,-0.11
51,0,22293,Heath Slocum,34.74,66,190,-0.29
52,0,01139,Olin Browne,34.62,63,182,-0.11
52,0,08931,Glen Day,34.62,54,156,+0.06
52,0,02246,Duffy Waldorf,34.62,54,156,-0.09
52,0,10423,Mike Weir,34.62,36,104,-0.06
56,0,19972,José Coceres,34.26,37,108,+0.24
57,0,01313,Steve Elkington,33.90,40,118,-0.13
58,0,23135,Tim Clark,33.80,48,142,-0.40
59,0,20628,Arron Oberholser,33.64,37,110,E
60,0,01487,Jeff Hart,33.61,41,122,-0.22
61,0,20474,Phillip Price,33.56,49,146,-0.14
62,0,01035,Tommy Armour III,33.33,66,198,E
63,0,12454,Mario Tiziani,33.08,43,130,E
64,0,12826,Paul Claxton,32.67,49,150,+0.04
65,0,12645,Brent Geiberger,32.46,37,114,-0.19
66,0,06515,Shaun Micheel,32.39,46,142,-0.17
67,0,08993,Franklin Langham,32.35,55,170,-0.05
68,0,20160,Charlie Wi,32.31,42,130,+0.12
69,0,10201,Matt Gogel,32.24,49,152,-0.02
70,0,01577,Lee Janzen,32.09,43,134,-0.07
71,0,10425,Jay Williamson,32.08,34,106,+0.03
72,0,21731,Freddie Jacobson,31.97,39,122,+0.08
73,0,23983,Luke Donald,31.82,28,88,-0.07
74,0,20498,Briny Baird,31.77,61,192,-0.07
75,0,08123,Jeff Brehaut,31.34,42,134,-0.26
76,0,08725,Tom Gillis,31.33,47,150,-0.02
77,0,01724,Jeff Maggert,31.25,40,128,-0.05
78,0,25847,Rob Rashell,31.15,38,122,+0.13
79,0,01797,Rocco Mediate,30.43,42,138,E
80,0,10733,Kent Jones,30.41,59,194,-0.10
81,0,12602,Dean Wilson,30.23,52,172,-0.15
82,0,24227,Justin Bolli,30.16,38,126,-0.03
83,0,19824,Craig Barlow,30.14,44,146,-0.20
84,0,06621,Joe Durant,30.00,45,150,-0.09
85,0,01666,Bernhard Langer,29.41,30,102,-0.27
85,0,21949,Joe Ogilvie,29.41,50,170,-0.16
87,0,08545,Glen Hnatiuk,29.09,32,110,-0.19
88,0,24357,K.J. Choi,28.95,33,114,-0.03
89,0,21350,Ryuji Imada,28.38,42,148,-0.05
90,0,25240,D.A. Points,28.33,51,180,+0.02
91,0,01677,Tom Lehman,28.18,31,110,-0.10
92,0,21498,Hideto Tanihara,28.13,27,96,-0.07
93,0,20472,Alex Cejka,27.92,43,154,-0.02
94,0,23325,Vaughn Taylor,27.89,53,190,-0.04
95,0,06575,Dudley Hart,27.50,44,160,-0.30
96,0,07867,Woody Austin,27.08,52,192,+0.02
96,0,20634,Peter Lonard,27.08,39,144,-0.13
98,0,01948,Tim Petrovic,26.97,48,178,-0.27
99,0,12662,Thomas Levet,26.92,21,78,+0.33
100,0,02206,David Toms,26.87,36,134,-0.14
101,0,11032,Frank Lickliter II,26.63,49,184,-0.31
102,0,01473,Todd Hamilton,26.58,42,158,-0.05
103,0,01042,Paul Azinger,26.56,34,128,-0.15
104,0,20229,Stewart Cink,26.32,40,152,-0.05
105,0,20766,Padraig Harrington,26.19,22,84,+0.05
106,0,24604,Hunter Haas,25.95,41,158,+0.07
107,0,22548,Patrick Sheehan,25.94,55,212,+0.07
108,0,24361,Pat Perez,25.93,42,162,+0.17
109,0,23541,Ben Crane,25.71,36,140,-0.19
110,0,06373,José María Olazábal,25.58,22,86,E
111,0,21407,Arjun Atwal,25.40,32,126,-0.13
112,0,06004,Stephen Ames,25.38,33,130,+0.09
113,0,26287,Roland Thatcher,25.34,37,146,+0.14
114,0,23788,D.J. Trahan,25.32,39,154,-0.23
115,0,24024,Zach Johnson,25.29,43,170,-0.09
116,0,12680,Shigeki Maruyama,25.00,44,176,+0.05
116,0,01766,Billy Mayfair,25.00,54,216,+0.13
116,0,10585,Scott McCarron,25.00,34,136,+0.18
116,0,12660,Jesper Parnevik,25.00,38,152,+0.11
116,0,20396,Lee Westwood,25.00,18,72,-0.06
121,0,06595,Kevin Sutherland,24.70,41,166,+0.02
122,0,01161,Mark Calcavecchia,24.39,40,164,-0.20
123,0,24781,Hunter Mahan,24.24,48,198,-0.25
124,0,22405,Justin Rose,24.21,46,190,-0.13
125,0,01226,Fred Couples,24.04,25,104,-0.08
126,0,07223,Brian Bateman,23.94,45,188,-0.11
127,0,10117,Bob Heintz,23.88,32,134,-0.03
128,0,10912,Craig Perks,23.85,31,130,+0.23
129,0,24138,Ian Poulter,23.75,19,80,E
130,0,02101,Joey Sindelar,23.56,49,208,-0.20
131,0,12782,Tim Herron,23.53,40,170,-0.18
132,0,23614,Rich Beem,23.15,25,108,-0.36
133,0,21961,Charles Howell III,23.08,36,156,-0.33
134,0,20691,Greg Owen,23.03,35,152,+0.14
134,0,22913,John Rollins,23.03,41,178,E
136,0,01418,Bill Glasson,22.92,22,96,E
137,0,01707,Steve Lowery,22.87,43,188,+0.12
138,0,20094,Jonathan Kaye,22.79,31,136,+0.16
139,0,24507,Jason Bohn,22.41,39,174,E
140,0,20157,Retief Goosen,22.22,20,90,+0.25
141,0,20433,Mark Hensby,21.15,22,104,+0.18
142,0,07749,Brett Quigley,21.11,38,180,+0.08
143,0,22371,Aaron Baddeley,20.73,34,164,+0.03
144,0,01723,Andrew Magee,20.51,32,156,-0.13
145,0,23621,Rory Sabbatini,20.45,27,132,E
146,0,21951,Joey Snyder III,20.41,40,196,+0.03
147,0,23353,J.J. Henry,20.31,39,192,+0.10
148,0,06332,Neal Lancaster,20.00,38,190,E
149,0,21959,Ted Purdy,19.91,43,216,-0.26
150,0,01553,John Huston,19.77,34,172,-0.09
151,0,20645,John Senden,19.70,39,198,-0.08
152,0,06197,Michael Allen,19.64,33,168,-0.06
153,0,01941,Tom Pernice Jr.,19.59,38,194,-0.03
154,0,24290,D.J. Brigman,19.12,26,136,E
154,0,12823,Carlos Franco,19.12,26,136,+0.04
156,0,23320,Ryan Palmer,19.10,34,178,+0.06
157,0,26758,David Hearn,18.94,25,132,+0.12
158,0,25345,Carl Pettersson,18.93,39,206,-0.05
159,0,01685,J.L. Lewis,18.33,33,180,-0.36
160,0,06034,Marco Dawson,18.29,30,164,-0.13
161,0,10962,Bradley Hughes,18.27,19,104,E
162,0,20850,Daniel Chopra,17.65,36,204,-0.03
163,0,01706,Davis Love III,17.46,22,126,-0.23
164,0,24502,Adam Scott,17.31,18,104,-0.06
165,0,23623,Bo Van Pelt,17.16,35,204,-0.34
166,0,24925,Jonathan Byrd,16.67,33,198,+0.45
167,0,10885,Robert Allenby,16.46,26,158,-0.08
168,0,06527,Steve Stricker,16.13,20,124,+0.05
169,0,22046,Geoff Ogilvy,16.05,26,162,-0.23
170,0,21633,Steve Allan,15.96,30,188,+0.07
171,0,23725,Brendan Jones,15.82,25,158,+0.04
172,0,12510,Chad Campbell,15.38,24,156,+0.13
172,0,23497,Tag Ridings,15.38,28,182,-0.07
174,0,27095,Nick Watney,15.17,27,178,-0.19
175,0,24912,Will MacKenzie,15.07,22,146,-0.09
176,0,01361,Dan Forsman,15.00,15,100,-0.13
177,0,24140,Sean O'Hair,14.84,27,182,-0.30
178,0,06567,Vijay Singh,13.98,26,186,+0.08
179,0,20378,Mathias Grönberg,13.79,16,116,-0.19
180,0,23409,James Driscoll,13.04,18,138,-0.11
181,0,21209,Sergio Garcia,12.96,14,108,+0.14
182,0,20098,Stuart Appleby,12.88,17,132,-0.18
183,0,20502,Michael Long,12.86,18,140,+0.17
184,0,06599,John Elliott,12.50,14,112,-0.21
184,0,20572,Rod Pampling,12.50,18,144,-0.17
186,0,21805,Harrison Frazar,12.38,25,202,-0.04
187,0,01810,Phil Mickelson,12.07,14,116,-0.50
187,0,23349,Charles Warren,12.07,21,174,+0.14
189,0,26679,Kevin Stadler,11.96,22,184,+0.05
190,0,01927,Dennis Paulson,11.90,15,126,E
191,0,01945,Kenny Perry,11.72,15,128,-0.33
192,0,23540,Jason Allred,11.27,16,142,+0.13
193,0,20663,Brenden Pappas,10.78,11,102,+0.09
194,0,25900,Lucas Glover,10.71,18,168,+0.22
195,0,06573,Brandt Jobe,10.23,18,176,+0.17
196,0,02106,Chris Smith,10.22,19,186,-0.05
197,0,01249,John Daly,8.06,10,124,+0.10
198,0,23552,Hank Kuehne,7.50,12,160,-0.08
199,0,24980,Scott Gutschewski,7.05,11,156,E
200,0,23322,Brett Wetterich,6.76,10,148,+0.40
201,0,08793,Tiger Woods,4.31,5,116,-0.40
202,0,23063,Scott Hend,2.82,4,142,+0.25
