RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 300-320,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
1,0,23552,Hank Kuehne,32.05,332,1036,-0.051
2,0,06567,Vijay Singh,29.90,366,1224,-0.260
3,0,01249,John Daly,28.44,223,784,-0.063
4,0,08793,Tiger Woods,27.65,214,774,-0.252
5,0,06599,John Elliott,27.45,196,714,-0.031
6,0,01706,Davis Love III,27.40,214,781,-0.154
7,0,24980,Scott Gutschewski,27.31,272,996,-0.140
8,0,23063,Scott Hend,27.06,243,898,+0.091
9,0,20663,Brenden Pappas,26.97,185,686,-0.108
10,0,21209,Sergio Garcia,26.91,197,732,-0.152
11,0,25900,Lucas Glover,26.83,293,1092,-0.044
12,0,02106,Chris Smith,26.77,317,1184,-0.120
13,0,23322,Brett Wetterich,26.33,247,938,-0.105
14,0,26679,Kevin Stadler,25.92,297,1146,-0.168
15,0,01927,Dennis Paulson,25.83,202,782,-0.079
16,0,23497,Tag Ridings,25.67,298,1161,-0.161
17,0,20378,Mathias Grönberg,25.64,200,780,-0.175
18,0,23349,Charles Warren,25.16,281,1117,-0.117
19,0,21805,Harrison Frazar,25.12,326,1298,-0.233
20,0,24912,Will MacKenzie,24.58,233,948,-0.047
21,0,06573,Brandt Jobe,24.38,276,1132,-0.109
22,0,23725,Brendan Jones,24.11,244,1012,-0.082
23,0,24140,Sean O'Hair,24.03,286,1190,-0.136
24,0,01226,Fred Couples,23.88,144,603,-0.076
25,0,01810,Phil Mickelson,23.78,166,698,-0.235
26,0,23540,Jason Allred,23.46,206,878,-0.029
27,0,21633,Steve Allan,22.82,280,1227,-0.121
28,0,22913,John Rollins,22.80,262,1149,-0.195
29,0,23788,D.J. Trahan,22.71,223,982,-0.161
30,0,20850,Daniel Chopra,22.29,286,1283,-0.129
31,0,20691,Greg Owen,22.24,218,980,-0.156
32,0,23409,James Driscoll,22.06,191,866,-0.152
33,0,01945,Kenny Perry,21.80,182,835,-0.176
34,0,23320,Ryan Palmer,21.78,245,1125,-0.143
35,0,06034,Marco Dawson,21.69,236,1088,-0.148
36,0,20502,Michael Long,21.64,193,892,-0.098
37,0,21961,Charles Howell III,21.51,216,1004,-0.139
38,0,12823,Carlos Franco,21.47,201,936,-0.189
39,0,20572,Rod Pampling,21.42,208,971,-0.221
40,0,10885,Robert Allenby,21.41,216,1009,-0.194
40,0,26758,David Hearn,21.41,182,850,-0.231
42,0,23621,Rory Sabbatini,21.36,179,838,-0.145
43,0,06332,Neal Lancaster,21.34,254,1190,-0.142
44,0,27095,Nick Watney,20.94,232,1108,-0.168
45,0,20157,Retief Goosen,20.93,126,602,-0.111
46,0,21959,Ted Purdy,20.85,291,1396,-0.124
47,0,20098,Stuart Appleby,20.75,183,882,-0.164
47,0,24925,Jonathan Byrd,20.75,271,1306,-0.159
49,0,24502,Adam Scott,20.74,151,728,-0.132
50,0,21350,Ryuji Imada,20.52,190,926,-0.116
51,0,26287,Roland Thatcher,20.36,191,938,-0.084
52,0,10117,Bob Heintz,20.32,176,866,-0.165
53,0,20094,Jonathan Kaye,19.80,178,899,-0.152
54,0,23353,J.J. Henry,19.75,237,1200,-0.139
55,0,01361,Dan Forsman,19.69,128,650,-0.234
56,0,01553,John Huston,19.62,216,1101,-0.176
57,0,12782,Tim Herron,19.59,210,1072,-0.181
58,0,22405,Justin Rose,19.35,238,1230,-0.231
59,0,20433,Mark Hensby,19.31,134,694,-0.142
60,0,01707,Steve Lowery,19.20,231,1203,-0.173
61,0,12660,Jesper Parnevik,19.12,179,936,-0.196
62,0,22046,Geoff Ogilvy,19.11,198,1036,-0.136
63,0,24781,Hunter Mahan,18.93,245,1294,-0.171
64,0,07223,Brian Bateman,18.92,224,1184,-0.107
65,0,24507,Jason Bohn,18.67,211,1130,-0.246
66,0,19824,Craig Barlow,18.64,164,880,-0.171
67,0,24290,D.J. Brigman,18.34,157,856,-0.096
68,0,21407,Arjun Atwal,18.12,154,850,-0.143
69,0,21731,Freddie Jacobson,18.01,139,772,-0.072
70,0,24024,Zach Johnson,17.96,209,1164,-0.153
71,0,20645,John Senden,17.66,222,1257,-0.135
72,0,07749,Brett Quigley,17.63,207,1174,-0.193
73,0,01723,Andrew Magee,17.57,172,979,-0.169
74,0,20634,Peter Lonard,17.54,161,918,-0.193
75,0,06197,Michael Allen,17.49,188,1075,-0.165
76,0,22548,Patrick Sheehan,17.40,233,1339,-0.124
76,0,23623,Bo Van Pelt,17.40,225,1293,-0.213
78,0,02206,David Toms,17.38,154,886,-0.169
79,0,01941,Tom Pernice Jr.,17.33,213,1229,-0.164
80,0,21951,Joey Snyder III,17.03,217,1274,-0.143
81,0,10962,Bradley Hughes,17.01,116,682,-0.129
82,0,23541,Ben Crane,16.89,152,900,-0.125
83,0,20766,Padraig Harrington,16.84,95,564,-0.074
84,0,25345,Carl Pettersson,16.73,217,1297,-0.147
85,0,25240,D.A. Points,16.65,191,1147,-0.183
86,0,26420,Richard Johnson,16.25,104,640,-0.240
87,0,12510,Chad Campbell,16.10,169,1050,-0.148
88,0,10585,Scott McCarron,16.05,135,841,-0.178
89,0,21498,Hideto Tanihara,15.97,100,626,-0.090
90,0,24361,Pat Perez,15.95,163,1022,-0.110
91,0,24227,Justin Bolli,15.94,131,822,-0.176
92,0,01161,Mark Calcavecchia,15.85,168,1060,-0.179
93,0,01685,J.L. Lewis,15.78,178,1128,-0.067
94,0,11032,Frank Lickliter II,15.72,188,1196,-0.271
95,0,07867,Woody Austin,15.69,198,1262,-0.177
95,0,02101,Joey Sindelar,15.69,215,1370,-0.140
97,0,01797,Rocco Mediate,15.58,141,905,-0.128
98,0,06515,Shaun Micheel,15.27,135,884,-0.104
99,0,24357,K.J. Choi,15.23,115,755,-0.148
99,0,06621,Joe Durant,15.23,145,952,-0.276
101,0,08123,Jeff Brehaut,15.07,132,876,-0.144
101,0,01473,Todd Hamilton,15.07,157,1042,-0.115
103,0,24604,Hunter Haas,14.85,150,1010,-0.287
104,0,01724,Jeff Maggert,14.83,124,836,-0.105
105,0,20498,Briny Baird,14.78,183,1238,-0.158
106,0,08931,Glen Day,14.77,151,1022,-0.205
106,0,21949,Joe Ogilvie,14.77,161,1090,-0.174
108,0,01677,Tom Lehman,14.66,102,696,-0.098
109,0,01035,Tommy Armour III,14.59,185,1268,-0.238
110,0,23325,Vaughn Taylor,14.42,180,1248,-0.261
111,0,01766,Billy Mayfair,14.31,202,1412,-0.208
112,0,01042,Paul Azinger,14.27,116,813,-0.129
113,0,06595,Kevin Sutherland,14.22,147,1034,-0.231
114,0,23614,Rich Beem,14.20,95,669,-0.200
115,0,12680,Shigeki Maruyama,14.17,168,1186,-0.202
116,0,10912,Craig Perks,14.13,115,814,-0.087
117,0,20396,Lee Westwood,14.07,65,462,-0.262
118,0,10733,Kent Jones,13.97,171,1224,-0.164
119,0,06527,Steve Stricker,13.83,114,824,-0.114
120,0,20160,Charlie Wi,13.78,116,842,-0.086
121,0,06575,Dudley Hart,13.56,137,1010,-0.182
122,0,01313,Steve Elkington,13.52,103,762,-0.252
123,0,06373,José María Olazábal,13.24,76,574,-0.250
124,0,12454,Mario Tiziani,13.21,111,840,-0.117
125,0,01418,Bill Glasson,13.19,81,614,-0.123
126,0,12652,Cameron Beckman,12.89,151,1171,-0.238
127,0,08725,Tom Gillis,12.84,122,950,-0.123
128,0,20812,Tjaart van der Walt,12.50,94,752,-0.138
129,0,24138,Ian Poulter,12.35,62,502,-0.145
129,0,20548,Hidemichi Tanaka,12.35,162,1312,-0.142
131,0,07457,Steve Flesch,12.34,109,883,-0.193
132,0,01948,Tim Petrovic,12.30,136,1106,-0.199
133,0,01666,Bernhard Langer,12.28,77,627,-0.091
134,0,10860,Justin Leonard,12.27,93,758,-0.172
135,0,10425,Jay Williamson,12.23,79,646,-0.152
136,0,12602,Dean Wilson,12.16,134,1102,-0.276
137,0,12645,Brent Geiberger,12.15,88,724,-0.159
138,0,06251,Chris DiMarco,12.01,99,824,-0.182
139,0,20472,Alex Cejka,11.97,115,961,-0.130
140,0,08075,Jerry Kelly,11.95,126,1054,-0.167
141,0,12662,Thomas Levet,11.93,60,503,-0.150
142,0,06004,Stephen Ames,11.85,101,852,-0.277
143,0,08545,Glen Hnatiuk,11.73,82,699,-0.171
144,0,20474,Phillip Price,11.70,103,880,-0.204
145,0,22371,Aaron Baddeley,11.62,122,1050,-0.262
146,0,10809,Jim Furyk,11.55,115,996,-0.209
147,0,02223,Bob Tway,11.43,105,919,-0.333
148,0,20628,Arron Oberholser,11.41,81,710,-0.235
149,0,08537,J.P. Hayes,11.38,84,738,-0.131
150,0,22621,Ben Curtis,11.22,77,686,-0.117
151,0,22295,Darron Stiles,11.05,107,968,-0.234
152,0,01577,Lee Janzen,10.94,90,823,-0.144
153,0,28088,Matt Davidson,10.92,76,696,-0.211
154,0,23135,Tim Clark,10.83,97,896,-0.113
155,0,10201,Matt Gogel,10.76,101,939,-0.099
156,0,23036,Chris Anderson,10.74,87,810,-0.161
157,0,21753,Brian Davis,10.68,94,880,-0.160
158,0,01142,Bart Bryant,10.63,113,1063,-0.195
159,0,22293,Heath Slocum,10.60,133,1255,-0.105
160,0,01024,Billy Andrade,10.59,108,1020,-0.167
161,0,02246,Duffy Waldorf,10.51,104,990,-0.173
162,0,20229,Stewart Cink,10.48,104,992,-0.144
163,0,25847,Rob Rashell,10.44,79,757,-0.114
164,0,20121,Todd Fischer,10.28,125,1216,-0.152
165,0,01320,Bob Estes,10.25,113,1102,-0.363
166,0,01599,Steve Jones,10.14,65,641,-0.031
167,0,19881,Robert Damron,10.06,111,1103,-0.171
168,0,01388,Robert Gamez,9.69,108,1114,-0.194
169,0,23108,Matt Kuchar,9.61,74,770,-0.108
170,0,01139,Olin Browne,9.52,110,1156,-0.218
171,0,02104,Jeff Sluman,9.47,111,1172,-0.144
172,0,23983,Luke Donald,9.46,53,560,-0.075
173,0,12826,Paul Claxton,9.45,87,921,-0.161
174,0,02214,Kirk Triplett,9.27,57,615,-0.263
175,0,01761,Len Mattiace,9.17,97,1058,-0.093
176,0,08993,Franklin Langham,9.13,97,1063,-0.113
177,0,10423,Mike Weir,9.10,60,659,-0.117
178,0,01887,Mark O'Meara,9.09,65,715,E
179,0,25396,Kevin Na,8.98,99,1103,-0.202
180,0,21806,Paul Gow,8.94,84,940,-0.179
181,0,02239,Scott Verplank,8.93,82,918,-0.171
182,0,01127,Danny Briggs,8.90,76,854,E
183,0,21878,Mark Wilson,8.86,78,880,-0.192
184,0,01619,Skip Kendall,8.60,84,977,-0.071
185,0,20099,Doug Barron,8.35,75,898,-0.280
186,0,20382,Stephen Leaney,7.75,81,1045,-0.284
187,0,08385,Omar Uresti,7.71,79,1024,-0.190
188,0,01457,Jay Haas,7.54,41,544,-0.146
189,0,19846,Brian Gay,7.47,96,1285,-0.208
190,0,01175,Jim Carter,7.40,56,757,-0.107
191,0,01823,Larry Mize,7.01,45,642,-0.044
192,0,01157,Tom Byrum,6.70,71,1060,-0.155
193,0,01329,Brad Faxon,6.66,53,796,-0.226
194,0,19972,José Coceres,6.49,48,740,-0.146
195,0,01219,John Cook,5.67,46,811,-0.283
196,0,20127,Chris Riley,5.64,33,585,E
197,0,01381,Fred Funk,4.99,57,1142,-0.105
198,0,01132,Mark Brooks,4.63,40,864,-0.325
199,0,20623,Gavin Coles,4.06,36,886,-0.306
200,0,02010,Loren Roberts,2.69,18,670,-0.278
201,0,01487,Jeff Hart,2.51,20,798,+0.100
202,0,01928,Corey Pavin,2.00,17,851,-0.235
