RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 280-300,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
1,0,19824,Craig Barlow,38.18,336,880,-0.012
2,0,23409,James Driscoll,37.88,328,866,-0.052
3,0,12454,Mario Tiziani,37.62,316,840,-0.057
4,0,24781,Hunter Mahan,37.17,481,1294,-0.037
5,0,26758,David Hearn,36.71,312,850,+0.013
6,0,11032,Frank Lickliter II,36.37,435,1196,-0.034
7,0,26287,Roland Thatcher,36.35,341,938,-0.015
8,0,06034,Marco Dawson,35.94,391,1088,-0.069
9,0,20812,Tjaart van der Walt,35.90,270,752,-0.093
10,0,01766,Billy Mayfair,35.76,505,1412,-0.089
11,0,20691,Greg Owen,35.71,350,980,-0.077
12,0,06332,Neal Lancaster,35.38,421,1190,-0.067
13,0,22405,Justin Rose,35.37,435,1230,-0.037
14,0,23623,Bo Van Pelt,35.19,455,1293,-0.015
15,0,01361,Dan Forsman,35.08,228,650,-0.140
15,0,10585,Scott McCarron,35.08,295,841,-0.068
17,0,01941,Tom Pernice Jr.,35.07,431,1229,-0.088
18,0,22295,Darron Stiles,34.92,338,968,-0.112
19,0,21961,Charles Howell III,34.66,348,1004,-0.069
20,0,24140,Sean O'Hair,34.62,412,1190,-0.029
21,0,23541,Ben Crane,34.56,311,900,-0.103
22,0,24361,Pat Perez,34.54,353,1022,-0.003
23,0,21959,Ted Purdy,34.53,482,1396,-0.073
24,0,23349,Charles Warren,34.38,384,1117,-0.039
25,0,21209,Sergio Garcia,34.15,250,732,-0.084
26,0,20098,Stuart Appleby,34.13,301,882,-0.096
27,0,08725,Tom Gillis,34.00,323,950,-0.012
28,0,07749,Brett Quigley,33.99,399,1174,-0.108
29,0,01553,John Huston,33.79,372,1101,-0.065
30,0,28088,Matt Davidson,33.76,235,696,-0.004
31,0,01707,Steve Lowery,33.75,406,1203,-0.069
32,0,22046,Geoff Ogilvy,33.69,349,1036,-0.097
33,0,22913,John Rollins,33.51,385,1149,-0.047
34,0,23353,J.J. Henry,33.50,402,1200,-0.095
35,0,07867,Woody Austin,33.36,421,1262,-0.045
36,0,08545,Glen Hnatiuk,33.33,233,699,-0.030
37,0,10885,Robert Allenby,33.30,336,1009,-0.018
37,0,21753,Brian Davis,33.30,293,880,-0.113
37,0,25240,D.A. Points,33.30,382,1147,-0.086
37,0,27095,Nick Watney,33.30,369,1108,+0.005
41,0,10912,Craig Perks,33.29,271,814,+0.107
42,0,01685,J.L. Lewis,33.24,375,1128,-0.091
42,0,01810,Phil Mickelson,33.24,232,698,-0.017
44,0,01927,Dennis Paulson,33.12,259,782,+0.035
45,0,08931,Glen Day,33.07,338,1022,-0.098
46,0,24290,D.J. Brigman,33.06,283,856,-0.004
47,0,21633,Steve Allan,33.01,405,1227,-0.022
48,0,20474,Phillip Price,32.95,290,880,-0.100
49,0,23614,Rich Beem,32.88,220,669,-0.018
50,0,24604,Hunter Haas,32.87,332,1010,-0.093
