RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL,DISTANCE RANK,ACCURACY RANK
1,0,01876,Greg Norman,36,3,33
2,0,01072,Chip Beck,59,34,25
3,0,02146,Payne Stewart,61,30,31
4,0,01958,Dan Pohl,63,5,58
5,0,01725,John Mahaffey,66,44,22
6,0,01378,David Frost,71,55,16
7,0,01717,Sandy Lyle,75,16,59
7,0,01783,Mark McCumber,75,46,29
9,0,01837,Gil Morgan,79,32,47
10,0,01945,Kenny Perry,80,8,72
11,0,02049,Gene Sauers,83,39,44
12,0,01690,Bruce Lietzke,85,78,7
13,0,01569,Peter Jacobsen,90,76,14
14,0,01444,Ken Green,93,27,66
14,0,02241,Bobby Wadkins,93,50,43
16,0,02256,Tom Watson,94,24,70
17,0,01864,Larry Nelson,96,86,10
18,0,01968,Nick Price,97,69,28
19,0,02033,Dave Rummells,98,34,64
20,0,02101,Joey Sindelar,103,15,88
21,0,02321,Fuzzy Zoeller,104,50,54
22,0,01706,Davis Love III,107,6,101
23,0,01418,Bill Glasson,109,4,105
24,0,06284,Jim Hallet,110,74,36
25,0,01060,Dave Barr,112,71,41
26,0,01226,Fred Couples,122,22,100
27,0,02303,Robert Wrenn,123,49,74
28,0,02246,Duffy Waldorf,125,8,117
29,0,02133,Craig Stadler,129,2,127
30,0,01156,Curt Byrum,130,18,112
31,0,01858,Tommy Nakajima,131,80,51
31,0,01887,Mark O'Meara,131,83,48
33,0,01975,Tom Purtzer,132,17,115
33,0,02186,Brian Tennyson,132,67,65
35,0,01633,Tom Kite,134,130,4
36,0,01006,John Adams,136,7,129
37,0,01926,Steve Pate,137,34,103
38,0,01201,Lennie Clements,138,98,40
39,0,01385,Jim Gallagher Jr.,140,24,116
39,0,01599,Steve Jones,140,27,113
39,0,01723,Andrew Magee,140,43,97
42,0,01771,Blaine McCallister,141,55,86
42,0,02223,Bob Tway,141,45,96
44,0,02279,Mark Wiebe,143,108,35
45,0,01475,Donnie Hammond,144,38,106
46,0,01133,Billy Ray Brown,145,83,62
46,0,01641,Gary Koch,145,95,50
46,0,02159,Curtis Strange,145,142,3
49,0,01042,Paul Azinger,146,57,89
49,0,02104,Jeff Sluman,146,108,38
51,0,01068,Andy Bean,147,22,125
52,0,01884,Mac O'Grady,149,13,136
53,0,01161,Mark Calcavecchia,150,10,140
53,0,01175,Jim Carter,150,67,83
53,0,02100,Tim Simpson,150,112,38
53,0,02255,Denis Watson,150,77,73
57,0,01035,Tommy Armour III,151,14,137
57,0,01435,Wayne Grady,151,134,17
59,0,01662,Greg Ladehoff,152,26,126
59,0,01971,Dillard Pruitt,152,110,42
61,0,01682,Wayne Levi,153,135,18
62,0,01984,Sam Randolph,154,31,123
62,0,02170,Hal Sutton,154,101,53
64,0,02190,Doug Tewell,155,143,12
65,0,01527,Scott Hoch,160,138,22
65,0,01797,Rocco Mediate,160,80,80
67,0,01157,Tom Byrum,163,150,13
67,0,01935,Calvin Peete,163,162,1
69,0,01203,Russ Cochran,164,83,81
70,0,01736,Roger Maltbie,165,80,85
70,0,01823,Larry Mize,165,156,9
70,0,02225,Howard Twitty,165,78,87
73,0,02267,D.A. Weibring,166,147,19
74,0,01098,Jay Don Blake,167,60,107
74,0,01469,Dan Halldorson,167,89,78
76,0,01414,Bob Gilder,168,34,134
77,0,01014,Fulton Allem,169,163,6
78,0,01355,Raymond Floyd,170,113,57
78,0,01996,Mike Reid,170,168,2
80,0,02242,Lanny Wadkins,171,150,21
81,0,02195,Leonard Thompson,173,75,98
82,0,01135,Ken Brown,174,107,67
83,0,01846,Jodie Mudd,175,21,154
84,0,01143,Brad Bryant,176,33,143
85,0,02023,Clarence Rose,178,59,119
86,0,01701,Bob Lohr,179,119,60
87,0,01390,Buddy Gardner,182,105,77
87,0,01549,Mike Hulbert,182,47,135
87,0,02192,Steve Thomas,182,1,181
90,0,01306,David Edwards,183,178,5
90,0,01559,Hale Irwin,183,172,11
92,0,01941,Tom Pernice Jr.,184,60,124
93,0,01151,Clark Burroughs,185,52,133
93,0,01553,John Huston,185,41,144
93,0,01891,David Ogrin,185,148,37
96,0,01313,Steve Elkington,187,124,63
97,0,01093,Ronnie Black,188,60,128
97,0,01219,John Cook,188,164,24
99,0,01288,Ed Dougherty,190,96,94
100,0,01960,Don Pooley,191,157,34
101,0,01235,Ben Crenshaw,192,97,95
101,0,01457,Jay Haas,192,122,70
103,0,01998,Jack Renner,193,185,8
103,0,02090,Tom Sieckmann,193,11,182
105,0,01639,Kenny Knox,194,92,102
106,0,01168,David Canipe,195,175,20
106,0,01715,Mark Lye,195,73,122
106,0,02041,Bill Sander,195,11,184
109,0,01191,Barry Cheesman,197,19,178
109,0,01892,Aki Ohmachi,197,170,27
109,0,02010,Loren Roberts,197,171,26
109,0,02239,Scott Verplank,197,52,145
113,0,01877,Tim Norris,198,183,15
114,0,01361,Dan Forsman,199,20,179
114,0,02180,Harry Taylor,199,120,79
116,0,02094,Tony Sills,200,144,56
117,0,01024,Billy Andrade,201,132,69
117,0,01261,Jay Delsing,201,40,161
119,0,01096,Phil Blackmar,202,29,173
120,0,01443,Hubert Green,205,153,52
120,0,01986,Joey Rassett,205,54,151
122,0,01938,David Peoples,208,90,118
123,0,01851,Bob Murphy,209,179,30
123,0,02099,Scott Simpson,209,177,32
125,0,02148,Ray Stewart,210,41,169
126,0,01303,Bob Eastwood,211,129,82
127,0,02322,Richard Zokol,212,167,45
128,0,02196,Robert Thompson,215,166,49
129,0,01928,Corey Pavin,216,155,61
130,0,02118,J.C. Snead,218,110,108
131,0,01970,Bob Proben,220,71,149
132,0,02311,Kim Young,221,175,46
133,0,02215,Paul Trittler,225,48,177
134,0,02229,Brett Upper,227,136,91
135,0,01323,Brad Fabel,228,98,130
135,0,01346,Ed Fiori,228,160,68
135,0,01571,Barry Jaeckel,228,57,171
138,0,02185,Lance Ten Broeck,229,65,164
139,0,01310,Dave Eichelberger,230,63,167
140,0,02167,Mike Sullivan,232,66,166
141,0,01094,Mike Blackburn,233,101,132
