RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE,TOTAL DRIVES
1,0,01249,John Daly,288.8,39278,136
2,0,01006,John Adams,286.7,44729,156
3,0,01226,Fred Couples,285.8,35435,124
4,0,01706,Davis Love III,285.7,44568,156
5,0,12782,Tim Herron,283.5,55572,196
6,0,06527,Steve Stricker,281.8,43961,156
7,0,01408,Kelly Gibson,280.8,64025,228
8,0,01810,Phil Mickelson,280.4,40933,146
8,0,20095,Carl Paulson,280.4,48784,174
10,0,01599,Steve Jones,280.0,45355,162
11,0,10585,Scott McCarron,279.9,48139,172
12,0,06567,Vijay Singh,279.8,47573,170
13,0,20051,Joe Acosta Jr.,279.7,39713,142
14,0,02106,Chris Smith,279.5,44722,160
15,0,06522,Ernie Els,278.8,34018,122
16,0,07867,Woody Austin,278.6,64074,230
16,0,01975,Tom Purtzer,278.6,46253,166
18,0,01161,Mark Calcavecchia,278.4,55119,198
19,0,02256,Tom Watson,278.3,30055,108
20,0,20505,Lucas Parsons,278.0,31140,112
21,0,01385,Jim Gallagher Jr.,277.2,40470,146
22,0,20098,Stuart Appleby,276.5,52530,190
23,0,12660,Jesper Parnevik,276.4,35373,128
24,0,01388,Robert Gamez,275.9,41381,150
24,0,01958,Dan Pohl,275.9,32008,116
26,0,08375,Paul Stankowski,275.7,39151,142
27,0,06613,Tommy Tolles,275.3,50112,182
28,0,01723,Andrew Magee,275.2,41831,152
29,0,09011,David Duval,275.0,38780,141
30,0,10425,Jay Williamson,274.9,42334,154
31,0,01068,Andy Bean,274.7,41202,150
32,0,08337,Mike Heinen,274.0,52060,190
33,0,06617,Brian Henninger,273.9,46015,168
34,0,02245,Grant Waite,273.8,41073,150
35,0,10215,Charlie Rymer,273.2,49183,180
36,0,01096,Phil Blackmar,272.9,51305,188
37,0,01677,Tom Lehman,272.8,40367,148
38,0,01116,Michael Bradley,272.6,47429,174
39,0,02146,Payne Stewart,272.2,45180,166
40,0,06034,Marco Dawson,272.1,47337,174
40,0,01553,John Huston,272.1,45716,168
42,0,01334,Keith Fergus,271.6,45627,168
42,0,02135,Mike Standly,271.6,43449,160
44,0,01945,Kenny Perry,271.5,43990,162
45,0,07101,Dave Stockton Jr.,271.3,49925,184
46,0,06599,John Elliott,271.2,27660,102
47,0,01042,Paul Azinger,271.1,40670,150
47,0,01707,Steve Lowery,271.1,54219,200
49,0,01156,Curt Byrum,270.9,30339,112
50,0,01261,Jay Delsing,270.8,46584,172
51,0,02115,Taylor Smith,270.7,41139,152
52,0,01876,Greg Norman,270.4,25419,94
52,0,02133,Craig Stadler,270.4,27579,102
54,0,01603,Jeff Julian,270.3,37296,138
54,0,01968,Nick Price,270.3,25950,96
56,0,02206,David Toms,270.0,48067,178
57,0,07087,Hugh Royer III,269.9,49113,182
58,0,06332,Neal Lancaster,269.5,54983,204
58,0,02246,Duffy Waldorf,269.5,36109,134
60,0,01920,Craig Parry,269.4,42560,158
61,0,01761,Len Mattiace,269.3,45777,170
62,0,01797,Rocco Mediate,269.2,34999,130
62,0,06577,John Wilson,269.2,43618,162
64,0,01864,Larry Nelson,269.0,40894,152
65,0,01093,Ronnie Black,268.8,45692,170
65,0,02321,Fuzzy Zoeller,268.8,26883,100
67,0,02171,Mike Swartz,268.7,39225,146
68,0,06214,Guy Boros,268.4,49931,186
69,0,01569,Peter Jacobsen,268.3,32191,120
69,0,02101,Joey Sindelar,268.3,46686,174
69,0,02218,Ted Tryba,268.3,55260,206
72,0,01200,Keith Clearwater,268.2,41833,156
73,0,12626,Joey Gullion,268.1,46651,174
74,0,02170,Hal Sutton,268.0,47171,176
75,0,02167,Mike Sullivan,267.9,45540,170
76,0,06012,Greg Kraft,267.7,43368,162
77,0,10649,Tom Scherrer,267.5,47617,178
78,0,01475,Donnie Hammond,267.4,32617,122
79,0,20259,Hisayuki Sasaki,267.3,34208,128
80,0,01724,Jeff Maggert,267.2,46496,174
81,0,01374,Robin Freeman,266.8,54423,204
82,0,01938,David Peoples,266.7,29872,112
83,0,02023,Clarence Rose,266.6,45318,170
84,0,11032,Frank Lickliter II,266.5,44780,168
85,0,01783,Mark McCumber,266.4,25045,94
86,0,01143,Brad Bryant,266.2,44183,166
86,0,01887,Mark O'Meara,266.2,40456,152
88,0,01072,Chip Beck,266.1,48970,184
89,0,10203,Bryan Gorman,266.0,36706,138
90,0,01196,Brian Claar,265.9,55308,208
90,0,01577,Lee Janzen,265.9,47866,180
90,0,01604,Steve Jurgensen,265.9,46272,174
93,0,02104,Jeff Sluman,265.8,53956,203
93,0,02131,Mike Springer,265.8,45187,170
95,0,06315,Pete Jordan,265.5,38767,146
95,0,06090,Jim McGovern,265.5,46193,174
95,0,01905,Joe Ozaki,265.5,36104,136
98,0,06036,Scott Dunlap,265.4,42463,160
98,0,01766,Billy Mayfair,265.4,47245,178
100,0,01035,Tommy Armour III,265.3,28119,106
100,0,06657,Steve Rintoul,265.3,39798,150
102,0,01203,Russ Cochran,265.2,44023,166
102,0,10809,Jim Furyk,265.2,50926,192
102,0,01837,Gil Morgan,265.2,32357,122
102,0,06595,Kevin Sutherland,265.2,56754,214
106,0,19883,Joe Daley,265.1,40821,154
106,0,01378,David Frost,265.1,35528,134
106,0,02223,Bob Tway,265.1,41354,156
109,0,01313,Steve Elkington,264.8,32838,124
109,0,08075,Jerry Kelly,264.8,48195,182
109,0,01771,Blaine McCallister,264.8,48189,182
112,0,01132,Mark Brooks,264.7,51347,194
112,0,01133,Billy Ray Brown,264.7,40768,154
114,0,01527,Scott Hoch,264.6,50799,192
115,0,02241,Bobby Wadkins,264.5,48665,184
116,0,01307,Joel Edwards,264.4,49707,188
117,0,02214,Kirk Triplett,264.3,38582,146
118,0,01361,Dan Forsman,264.2,34347,130
118,0,10213,Dicky Pride,264.2,42794,162
120,0,01326,Nick Faldo,264.1,27463,104
120,0,01444,Ken Green,264.1,42517,161
120,0,02303,Robert Wrenn,264.1,38029,144
123,0,08931,Glen Day,263.8,46958,178
124,0,06643,Paul Goydos,263.7,44298,168
125,0,01331,Rick Fehr,263.6,38748,147
125,0,01457,Jay Haas,263.6,44804,170
125,0,02186,Brian Tennyson,263.6,39538,150
128,0,08993,Franklin Langham,263.5,48480,184
129,0,01549,Mike Hulbert,263.1,49467,188
130,0,06124,Patrick Burke,263.0,37866,144
