RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL ATTEMPTS
1,0,22046,Geoff Ogilvy,3.000,3,1
1,0,20127,Chris Riley,3.000,3,1
3,0,25720,Chad Collins,3.500,7,2
3,0,24502,Adam Scott,3.500,7,2
3,0,02223,Bob Tway,3.500,7,2
6,0,27963,Chris Stroud,3.667,11,3
7,0,10423,Mike Weir,3.750,15,4
8,0,07867,Woody Austin,3.800,19,5
8,0,23048,Eric Axley,3.800,19,5
8,0,12510,Chad Campbell,3.800,19,5
8,0,27214,Kevin Streelman,3.800,19,5
12,0,21878,Mark Wilson,3.857,27,7
13,0,06004,Stephen Ames,4.000,12,3
13,0,01035,Tommy Armour III,4.000,8,2
13,0,23614,Rich Beem,4.000,16,4
13,0,26500,Alejandro Cañizares,4.000,4,1
13,0,25364,Paul Casey,4.000,8,2
13,0,20472,Alex Cejka,4.000,8,2
13,0,20229,Stewart Cink,4.000,8,2
13,0,23135,Tim Clark,4.000,12,3
13,0,21753,Brian Davis,4.000,24,6
13,0,09011,David Duval,4.000,12,3
13,0,01320,Bob Estes,4.000,16,4
13,0,10809,Jim Furyk,4.000,12,3
13,0,19846,Brian Gay,4.000,8,2
13,0,06643,Paul Goydos,4.000,4,1
13,0,23718,Nathan Green,4.000,20,5
13,0,20378,Mathias Grönberg,4.000,20,5
13,0,24924,Bill Haas,4.000,20,5
13,0,22378,Trevor Immelman,4.000,4,1
13,0,01577,Lee Janzen,4.000,8,2
13,0,23157,Richard Johnson,4.000,12,3
13,0,01677,Tom Lehman,4.000,4,1
13,0,01724,Jeff Maggert,4.000,16,4
13,0,12680,Shigeki Maruyama,4.000,8,2
13,0,10585,Scott McCarron,4.000,12,3
13,0,01797,Rocco Mediate,4.000,20,5
13,0,01810,Phil Mickelson,4.000,8,2
13,0,25842,Jon Mills,4.000,4,1
13,0,20663,Brenden Pappas,4.000,4,1
13,0,20443,Jin Park,4.000,4,1
13,0,26476,Chez Reavie,4.000,20,5
13,0,25562,Andres Romero,4.000,4,1
13,0,23797,Brett Rumford,4.000,4,1
13,0,23621,Rory Sabbatini,4.000,12,3
13,0,20645,John Senden,4.000,8,2
13,0,26679,Kevin Stadler,4.000,4,1
13,0,06527,Steve Stricker,4.000,8,2
13,0,06595,Kevin Sutherland,4.000,20,5
13,0,22582,Kyle Thompson,4.000,4,1
13,0,23788,D.J. Trahan,4.000,16,4
13,0,08385,Omar Uresti,4.000,12,3
13,0,27770,Camilo Villegas,4.000,12,3
13,0,26951,Johnson Wagner,4.000,4,1
13,0,25632,Jimmy Walker,4.000,4,1
56,0,06197,Michael Allen,4.143,29,7
56,0,26668,Marc Turnesa,4.143,29,7
58,0,06251,Chris DiMarco,4.167,25,6
58,0,24358,Robert Garrigus,4.167,25,6
58,0,01706,Davis Love III,4.167,25,6
58,0,24912,Will MacKenzie,4.167,25,6
62,0,06621,Joe Durant,4.200,21,5
62,0,22892,Jason Gore,4.200,21,5
62,0,24024,Zach Johnson,4.200,21,5
62,0,28158,Steve Marino,4.200,21,5
62,0,01766,Billy Mayfair,4.200,21,5
62,0,12660,Jesper Parnevik,4.200,21,5
62,0,01941,Tom Pernice Jr.,4.200,21,5
62,0,20160,Charlie Wi,4.200,21,5
70,0,10885,Robert Allenby,4.250,17,4
70,0,22371,Aaron Baddeley,4.250,17,4
70,0,25900,Lucas Glover,4.250,17,4
70,0,20433,Mark Hensby,4.250,17,4
70,0,12716,Charley Hoffman,4.250,17,4
70,0,02239,Scott Verplank,4.250,17,4
70,0,23349,Charles Warren,4.250,17,4
77,0,21961,Charles Howell III,4.286,30,7
77,0,23108,Matt Kuchar,4.286,30,7
77,0,25396,Kevin Na,4.286,30,7
80,0,12652,Cameron Beckman,4.333,13,3
80,0,28089,Jason Day,4.333,13,3
80,0,23409,James Driscoll,4.333,13,3
80,0,21461,Kenneth Ferrie,4.333,13,3
80,0,10733,Kent Jones,4.333,13,3
80,0,29718,Anthony Kim,4.333,13,3
80,0,12705,Cliff Kresge,4.333,13,3
80,0,27936,Martin Laird,4.333,13,3
80,0,26695,Michael Letzig,4.333,13,3
80,0,27060,John Mallinger,4.333,26,6
80,0,27933,John Merrick,4.333,13,3
80,0,21949,Joe Ogilvie,4.333,13,3
80,0,23497,Tag Ridings,4.333,13,3
80,0,22293,Heath Slocum,4.333,13,3
80,0,27649,Brandt Snedeker,4.333,13,3
80,0,08845,Scott Sterling,4.333,13,3
96,0,01226,Fred Couples,4.400,22,5
96,0,12782,Tim Herron,4.400,22,5
96,0,26300,Matt Jones,4.400,22,5
96,0,24781,Hunter Mahan,4.400,22,5
96,0,24449,Parker McLachlin,4.400,22,5
96,0,24490,George McNeill,4.400,22,5
96,0,26596,Ryan Moore,4.400,22,5
96,0,28475,Jeff Overton,4.400,22,5
96,0,24361,Pat Perez,4.400,22,5
96,0,22913,John Rollins,4.400,22,5
106,0,23541,Ben Crane,4.429,31,7
106,0,20574,Mathew Goggin,4.429,31,7
108,0,20098,Stuart Appleby,4.500,9,2
108,0,20498,Briny Baird,4.500,18,4
