RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL FAIRWAY BUNKERS,POSSIBLE FWYS,RELATIVE TO PAR
60,0,20443,Jin Park,4.8,46,960,+0.500
60,0,27214,Kevin Streelman,4.8,64,1339,+0.281
60,0,02223,Bob Tway,4.8,38,789,+0.132
60,0,23623,Bo Van Pelt,4.8,62,1294,+0.339
68,0,12510,Chad Campbell,4.9,57,1171,+0.474
68,0,24358,Robert Garrigus,4.9,57,1166,+0.281
68,0,21949,Joe Ogilvie,4.9,59,1205,+0.220
68,0,01941,Tom Pernice Jr.,4.9,66,1353,+0.288
68,0,01945,Kenny Perry,4.9,62,1268,+0.242
68,0,02206,David Toms,4.9,38,776,+0.421
68,0,25632,Jimmy Walker,4.9,41,830,+0.244
68,0,27095,Nick Watney,4.9,57,1162,+0.211
68,0,25804,Bubba Watson,4.9,54,1099,+0.019
77,0,20498,Briny Baird,5.0,66,1322,+0.212
77,0,24357,K.J. Choi,5.0,40,795,+0.025
77,0,23135,Tim Clark,5.0,51,1014,+0.373
77,0,23541,Ben Crane,5.0,52,1036,+0.212
77,0,01388,Robert Gamez,5.0,49,977,+0.184
77,0,27141,J.B. Holmes,5.0,47,933,+0.468
77,0,22806,Doug LaBelle II,5.0,35,705,+0.286
77,0,23621,Rory Sabbatini,5.0,44,876,+0.250
85,0,24227,Justin Bolli,5.1,52,1012,+0.269
85,0,22621,Ben Curtis,5.1,45,878,+0.222
85,0,08075,Jerry Kelly,5.1,53,1030,+0.075
85,0,07749,Brett Quigley,5.1,51,1002,+0.176
85,0,27649,Brandt Snedeker,5.1,47,930,+0.298
85,0,28780,Nicholas Thompson,5.1,68,1330,+0.324
91,0,21753,Brian Davis,5.2,73,1417,+0.219
91,0,10875,Todd Demsey,5.2,51,976,+0.294
91,0,06251,Chris DiMarco,5.2,55,1051,+0.382
91,0,27936,Martin Laird,5.2,61,1164,+0.197
91,0,27933,John Merrick,5.2,55,1061,+0.236
91,0,12660,Jesper Parnevik,5.2,53,1016,+0.170
97,0,12652,Cameron Beckman,5.3,54,1020,+0.407
97,0,23614,Rich Beem,5.3,58,1096,+0.345
97,0,01161,Mark Calcavecchia,5.3,40,752,+0.250
97,0,20472,Alex Cejka,5.3,44,826,+0.273
97,0,01226,Fred Couples,5.3,37,696,+0.405
97,0,25900,Lucas Glover,5.3,61,1149,+0.115
97,0,12705,Cliff Kresge,5.3,53,1007,+0.321
97,0,23108,Matt Kuchar,5.3,52,974,+0.269
97,0,20382,Stephen Leaney,5.3,33,623,+0.273
97,0,26668,Marc Turnesa,5.3,56,1047,+0.036
107,0,07457,Steve Flesch,5.4,60,1113,+0.483
107,0,10809,Jim Furyk,5.4,57,1053,+0.228
107,0,22892,Jason Gore,5.4,63,1176,+0.333
107,0,24912,Will MacKenzie,5.4,42,780,+0.333
107,0,01948,Tim Petrovic,5.4,60,1120,+0.217
112,0,26500,Alejandro Cañizares,5.5,31,567,+0.355
112,0,20378,Mathias Grönberg,5.5,60,1086,+0.250
112,0,01473,Todd Hamilton,5.5,56,1022,+0.446
112,0,21350,Ryuji Imada,5.5,52,938,+0.077
112,0,06012,Greg Kraft,5.5,38,694,+0.316
112,0,24361,Pat Perez,5.5,60,1095,+0.167
112,0,22548,Patrick Sheehan,5.5,79,1440,+0.215
119,0,20229,Stewart Cink,5.6,48,861,+0.333
119,0,30750,Tommy Gainey,5.6,35,628,+0.600
119,0,25190,Jeff Quinney,5.6,56,1007,+0.321
119,0,22582,Kyle Thompson,5.6,44,784,+0.409
123,0,25396,Kevin Na,5.7,72,1263,+0.250
123,0,24140,Sean O'Hair,5.7,53,938,+0.208
123,0,23325,Vaughn Taylor,5.7,74,1295,+0.270
126,0,21633,Steve Allan,5.8,38,654,+0.263
126,0,10885,Robert Allenby,5.8,69,1187,+0.130
126,0,27561,Nick Flanagan,5.8,64,1101,+0.313
126,0,21805,Harrison Frazar,5.8,49,846,+0.163
126,0,01706,Davis Love III,5.8,52,896,+0.385
126,0,28158,Steve Marino,5.8,83,1432,+0.229
126,0,01797,Rocco Mediate,5.8,56,958,+0.286
126,0,01810,Phil Mickelson,5.8,47,815,+0.213
134,0,06004,Stephen Ames,5.9,54,917,+0.148
134,0,01024,Billy Andrade,5.9,50,846,+0.280
134,0,25594,Travis Perkins,5.9,32,546,+0.375
134,0,26951,Johnson Wagner,5.9,55,937,+0.273
138,0,07867,Woody Austin,6.0,73,1226,+0.192
138,0,23048,Eric Axley,6.0,79,1320,+0.215
138,0,24924,Bill Haas,6.0,74,1239,+0.243
138,0,23353,J.J. Henry,6.0,82,1365,+0.268
138,0,06573,Brandt Jobe,6.0,39,647,+0.231
138,0,27963,Chris Stroud,6.0,55,912,+0.309
144,0,24490,George McNeill,6.1,76,1237,+0.355
144,0,27770,Camilo Villegas,6.1,53,875,+0.245
146,0,06034,Marco Dawson,6.2,45,730,+0.422
146,0,21731,Freddie Jacobson,6.2,55,884,+0.345
146,0,20663,Brenden Pappas,6.2,47,753,+0.404
146,0,23797,Brett Rumford,6.2,51,820,+0.137
150,0,20850,Daniel Chopra,6.3,59,939,+0.169
150,0,21461,Kenneth Ferrie,6.3,52,825,+0.269
150,0,21961,Charles Howell III,6.3,75,1194,+0.187
150,0,30925,Dustin Johnson,6.3,69,1095,+0.377
150,0,11032,Frank Lickliter II,6.3,87,1382,+0.080
150,0,12680,Shigeki Maruyama,6.3,36,572,+0.056
150,0,28475,Jeff Overton,6.3,79,1249,+0.291
150,0,20572,Rod Pampling,6.3,59,938,+0.356
158,0,23125,Brad Elder,6.4,47,732,+0.383
158,0,12782,Tim Herron,6.4,76,1192,+0.053
158,0,23320,Ryan Palmer,6.4,53,827,+0.245
158,0,24138,Ian Poulter,6.4,32,501,+0.156
162,0,23778,Brad Adamonis,6.5,68,1040,+0.206
162,0,06522,Ernie Els,6.5,32,493,+0.094
162,0,29718,Anthony Kim,6.5,59,902,+0.356
165,0,20433,Mark Hensby,6.6,58,879,+0.138
165,0,01677,Tom Lehman,6.6,35,527,+0.400
165,0,06527,Steve Stricker,6.6,52,793,-0.058
168,0,20098,Stuart Appleby,6.7,62,923,+0.032
168,0,25720,Chad Collins,6.7,58,864,+0.241
168,0,20766,Padraig Harrington,6.7,29,433,+0.172
168,0,22046,Geoff Ogilvy,6.7,45,671,-0.022
168,0,25562,Andres Romero,6.7,45,675,+0.356
173,0,22371,Aaron Baddeley,6.8,57,835,E
173,0,23157,Richard Johnson,6.8,63,925,+0.190
173,0,25345,Carl Pettersson,6.8,90,1333,+0.156
173,0,06595,Kevin Sutherland,6.8,83,1216,+0.036
177,0,06575,Dudley Hart,6.9,64,926,+0.234
177,0,26300,Matt Jones,6.9,78,1137,+0.179
177,0,21959,Ted Purdy,6.9,56,815,+0.339
180,0,23718,Nathan Green,7.0,87,1250,+0.103
180,0,10649,Tom Scherrer,7.0,42,602,+0.262
180,0,12309,Bob Sowards,7.0,50,713,+0.320
180,0,26679,Kevin Stadler,7.0,70,1001,+0.200
184,0,26631,Cody Freeman,7.1,53,746,+0.208
184,0,01707,Steve Lowery,7.1,65,921,+0.231
184,0,25842,Jon Mills,7.1,76,1066,+0.355
187,0,23409,James Driscoll,7.2,75,1038,+0.147
187,0,20157,Retief Goosen,7.2,42,580,+0.262
187,0,27613,David Lutterus,7.2,50,691,+0.440
187,0,27120,Troy Matteson,7.2,88,1218,+0.239
187,0,10423,Mike Weir,7.2,67,925,+0.149
192,0,28089,Jason Day,7.3,77,1048,+0.143
192,0,12823,Carlos Franco,7.3,62,854,+0.097
192,0,24449,Parker McLachlin,7.3,79,1084,+0.101
195,0,24663,Y.E. Yang,7.6,83,1098,+0.289
196,0,23540,Jason Allred,7.9,53,674,+0.208
197,0,09011,David Duval,8.4,45,535,+0.311
