RANK,MOVEMENT,PLAYER_ID,PLAYER,%,FAIRWAYS HIT,POSSIBLE FAIRWAYS,RELATIVE TO PAR
143,0,24138,Ian Poulter,61.08,306,501,-0.10
144,0,27613,David Lutterus,61.07,422,691,-0.07
145,0,21959,Ted Purdy,60.98,497,815,-0.12
146,0,25345,Carl Pettersson,60.92,812,1333,-0.15
147,0,21805,Harrison Frazar,60.87,515,846,-0.12
147,0,24490,George McNeill,60.87,753,1237,-0.18
149,0,27649,Brandt Snedeker,60.86,566,930,-0.16
150,0,21209,Sergio Garcia,60.85,471,774,-0.18
151,0,01707,Steve Lowery,60.69,559,921,-0.07
152,0,30750,Tommy Gainey,60.67,381,628,-0.12
153,0,01706,Davis Love III,60.60,543,896,-0.17
154,0,21350,Ryuji Imada,60.55,568,938,-0.16
155,0,24924,Bill Haas,60.37,748,1239,-0.15
156,0,20766,Padraig Harrington,60.28,261,433,-0.14
157,0,24449,Parker McLachlin,60.15,652,1084,-0.14
158,0,01024,Billy Andrade,60.05,508,846,-0.05
159,0,23718,Nathan Green,59.84,748,1250,-0.14
160,0,25720,Chad Collins,59.72,516,864,-0.12
161,0,29718,Anthony Kim,59.65,538,902,-0.21
162,0,06522,Ernie Els,59.63,294,493,-0.17
163,0,12823,Carlos Franco,59.60,509,854,-0.16
164,0,23497,Tag Ridings,59.38,655,1103,-0.16
165,0,21633,Steve Allan,59.17,387,654,-0.11
166,0,25842,Jon Mills,59.10,630,1066,-0.15
167,0,20098,Stuart Appleby,59.05,545,923,-0.19
168,0,20433,Mark Hensby,59.04,519,879,-0.18
169,0,20663,Brenden Pappas,58.96,444,753,-0.16
170,0,23778,Brad Adamonis,58.94,613,1040,-0.14
171,0,06527,Steve Stricker,58.89,467,793,-0.21
172,0,20157,Retief Goosen,58.79,341,580,-0.16
173,0,12680,Shigeki Maruyama,58.74,336,572,-0.16
174,0,01226,Fred Couples,58.33,406,696,-0.23
175,0,26631,Cody Freeman,58.31,435,746,-0.06
176,0,20229,Stewart Cink,58.30,502,861,-0.25
177,0,21961,Charles Howell III,58.12,694,1194,-0.20
178,0,24358,Robert Garrigus,58.06,677,1166,-0.21
179,0,06573,Brandt Jobe,57.81,374,647,-0.13
180,0,23048,Eric Axley,57.80,763,1320,-0.20
180,0,23797,Brett Rumford,57.80,474,820,-0.09
182,0,01810,Phil Mickelson,56.69,462,815,-0.26
183,0,25804,Bubba Watson,56.60,622,1099,-0.19
184,0,23540,Jason Allred,55.93,377,674,-0.14
185,0,26300,Matt Jones,55.85,635,1137,-0.16
186,0,28475,Jeff Overton,55.48,693,1249,-0.19
187,0,25632,Jimmy Walker,54.82,455,830,-0.16
188,0,09011,David Duval,54.77,293,535,-0.12
189,0,23157,Richard Johnson,54.59,505,925,-0.12
190,0,27141,J.B. Holmes,54.56,509,933,-0.22
191,0,30925,Dustin Johnson,54.52,597,1095,-0.17
192,0,25594,Travis Perkins,54.40,297,546,-0.02
193,0,24502,Adam Scott,54.05,260,481,-0.21
194,0,23409,James Driscoll,53.76,558,1038,-0.15
195,0,20850,Daniel Chopra,53.35,501,939,-0.17
196,0,20848,Ángel Cabrera,52.34,280,535,-0.19
197,0,25562,Andres Romero,50.96,344,675,-0.18
