RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG POINTS,TOTAL POINTS,POINTS LOST,POINTS GAINED
1,0,46970,Jon Rahm,10.69,524.02,-285.72,340.59
2,0,30925,Dustin Johnson,8.82,379.38,-274.78,147.35
3,0,50525,Collin Morikawa,8.27,430.01,-164.95,315.33
4,0,35450,Patrick Cantlay,7.68,322.75,-168.96,242.87
5,0,48081,Xander Schauffele,7.49,359.64,-202.64,238.03
6,0,33448,Justin Thomas,7.20,367.44,-256.00,201.45
7,0,47959,Bryson DeChambeau,6.98,342.18,-195.32,203.73
8,0,26329,Louis Oosthuizen,6.17,283.62,-120.59,218.99
9,1,36689,Brooks Koepka,5.85,239.71,-189.74,205.49
10,-1,29725,Tony Finau,5.84,303.86,-155.17,248.29
11,0,34099,Harris English,5.66,294.23,-96.83,222.04
12,0,45526,Abraham Ancer,5.56,289.36,-119.57,221.20
13,1,46717,Viktor Hovland,5.46,284.11,-111.38,201.04
14,1,34046,Jordan Spieth,5.46,262.00,-74.98,259.66
15,-2,28237,Rory McIlroy,5.46,272.85,-234.50,185.88
16,0,40026,Daniel Berger,5.24,235.88,-113.62,147.15
17,1,32839,Hideki Matsuyama,5.03,261.35,-141.06,189.49
18,10,29420,Billy Horschel,5.01,260.71,-100.66,221.57
19,-2,34363,Tyrrell Hatton,4.99,229.39,-162.32,102.98
20,-1,34360,Patrick Reed,4.96,257.79,-196.78,153.11
21,0,46046,Scottie Scheffler,4.74,246.73,-101.89,188.91
22,-2,29221,Webb Simpson,4.71,197.85,-177.98,88.07
23,-1,25364,Paul Casey,4.48,219.65,-134.12,182.43
24,-1,35891,Cameron Smith,4.42,221.08,-92.84,147.46
25,-1,25396,Kevin Na,4.28,218.50,-101.36,188.89
26,-1,47504,Sam Burns,4.13,198.32,-42.11,188.52
27,-1,40098,Matt Fitzpatrick,4.06,211.09,-141.55,115.70
28,-1,30944,Jason Kokrak,3.97,206.61,-97.47,136.05
29,0,39971,Sungjae Im,3.81,197.88,-135.91,118.52
30,0,45486,Joaquin Niemann,3.58,186.01,-93.09,149.87
31,0,47483,Will Zalatoris,3.23,161.72,-52.11,132.02
32,0,39997,Corey Conners,3.19,165.96,-77.61,131.80
33,1,01810,Phil Mickelson,3.13,144.03,-54.45,118.64
34,-1,20396,Lee Westwood,3.09,160.75,-85.11,112.95
35,0,29478,Kevin Kisner,3.03,157.38,-104.58,83.39
36,1,30911,Tommy Fleetwood,2.97,154.43,-146.43,85.16
37,-1,23320,Ryan Palmer,2.93,137.66,-82.59,85.60
38,1,24502,Adam Scott,2.82,112.78,-115.45,65.71
39,5,45522,Christiaan Bezuidenhout,2.81,146.27,-86.43,76.20
40,0,33204,Shane Lowry,2.74,142.43,-117.77,110.03
41,-3,26851,Marc Leishman,2.74,131.31,-102.72,85.83
42,3,22405,Justin Rose,2.67,122.64,-107.44,86.60
43,-2,21209,Sergio Garcia,2.63,134.15,-83.02,96.12
44,-2,39977,Max Homa,2.58,134.15,-67.41,126.86
45,-2,27644,Brian Harman,2.55,132.64,-56.66,110.12
46,0,20229,Stewart Cink,2.47,118.44,-31.17,102.76
