RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL,TOTAL PAR 4 HOLES,TOTAL HOLE OUTS
1,0,06527,Steve Stricker,4,710,0
1,0,02245,Grant Waite,4,1006,0
3,0,20098,Stuart Appleby,3,957,0
3,0,10809,Jim Furyk,3,1034,0
3,0,08537,J.P. Hayes,3,928,0
3,0,02104,Jeff Sluman,3,1176,0
3,0,02206,David Toms,3,1072,0
8,0,01024,Billy Andrade,2,928,0
8,0,20099,Doug Barron,2,939,0
8,0,01266,Clark Dennis,2,935,0
8,0,06036,Scott Dunlap,2,908,0
8,0,06599,John Elliott,2,806,0
8,0,01320,Bob Estes,2,1144,0
8,0,01378,David Frost,2,890,0
8,0,01381,Fred Funk,2,1257,0
8,0,06643,Paul Goydos,2,1000,0
8,0,01549,Mike Hulbert,2,1048,0
8,0,01891,David Ogrin,2,592,0
8,0,12660,Jesper Parnevik,2,703,0
8,0,01941,Tom Pernice Jr.,2,934,0
8,0,23621,Rory Sabbatini,2,806,0
22,0,01014,Fulton Allem,1,812,0
22,0,10885,Robert Allenby,1,876,0
22,0,01035,Tommy Armour III,1,918,0
22,0,07867,Woody Austin,1,1012,0
22,0,19824,Craig Barlow,1,878,0
22,0,12652,Cameron Beckman,1,848,0
22,0,20029,Notah Begay III,1,1032,0
22,0,01116,Michael Bradley,1,764,0
22,0,01132,Mark Brooks,1,1180,0
22,0,01139,Olin Browne,1,834,0
22,0,01161,Mark Calcavecchia,1,1008,0
22,0,01191,Barry Cheesman,1,1012,0
22,0,01261,Jay Delsing,1,786,0
22,0,01282,Trevor Dodds,1,1012,0
22,0,07763,Doug Dunakey,1,908,0
22,0,01313,Steve Elkington,1,720,0
22,0,06522,Ernie Els,1,640,0
22,0,01361,Dan Forsman,1,965,0
22,0,21805,Harrison Frazar,1,1004,0
22,0,01388,Robert Gamez,1,600,0
22,0,12645,Brent Geiberger,1,1086,0
22,0,12782,Tim Herron,1,1028,0
22,0,21007,Gabriel Hjertstedt,1,1028,0
22,0,01527,Scott Hoch,1,1034,0
22,0,01533,P.H. Horgan III,1,1008,0
22,0,01569,Peter Jacobsen,1,760,0
22,0,01577,Lee Janzen,1,926,0
22,0,10733,Kent Jones,1,694,0
22,0,01604,Steve Jurgensen,1,574,0
22,0,20094,Jonathan Kaye,1,1131,0
22,0,08075,Jerry Kelly,1,1126,0
22,0,01685,J.L. Lewis,1,982,0
22,0,01723,Andrew Magee,1,876,0
22,0,01724,Jeff Maggert,1,878,0
22,0,08547,John Maginnes,1,946,0
22,0,01823,Larry Mize,1,740,0
22,0,06140,Sean Murphy,1,850,0
22,0,10457,Frank Nobilo,1,904,0
22,0,10107,Deane Pappas,1,844,0
22,0,01926,Steve Pate,1,1028,0
22,0,01927,Dennis Paulson,1,1086,0
22,0,01945,Kenny Perry,1,858,0
22,0,01975,Tom Purtzer,1,534,0
22,0,20127,Chris Riley,1,896,0
22,0,02007,Larry Rinker,1,922,0
22,0,02023,Clarence Rose,1,492,0
22,0,02101,Joey Sindelar,1,740,0
22,0,06567,Vijay Singh,1,1075,0
22,0,02106,Chris Smith,1,814,0
22,0,08375,Paul Stankowski,1,796,0
22,0,02146,Payne Stewart,1,718,0
22,0,06581,David Sutherland,1,942,0
22,0,02214,Kirk Triplett,1,904,0
22,0,02218,Ted Tryba,1,1164,0
22,0,02223,Bob Tway,1,966,0
22,0,02242,Lanny Wadkins,1,598,0
22,0,23349,Charles Warren,1,710,0
22,0,10423,Mike Weir,1,1064,0
