RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL,TOTAL PAR 5 HOLES,TOTAL HOLE OUTS
1,0,06567,Vijay Singh,16,344,0
2,0,01943,Chris Perry,14,420,0
3,0,21805,Harrison Frazar,13,334,0
3,0,02218,Ted Tryba,13,376,0
5,0,19824,Craig Barlow,12,309,0
5,0,20094,Jonathan Kaye,12,377,0
5,0,21949,Joe Ogilvie,12,334,0
5,0,02206,David Toms,12,365,0
9,0,01707,Steve Lowery,11,343,0
9,0,01927,Dennis Paulson,11,357,0
11,0,06251,Chris DiMarco,10,358,0
11,0,12823,Carlos Franco,10,230,0
11,0,01619,Skip Kendall,10,381,0
11,0,11032,Frank Lickliter II,10,369,0
15,0,20029,Notah Begay III,9,325,0
15,0,01175,Jim Carter,9,331,0
15,0,20593,Greg Chalmers,9,381,0
15,0,09011,David Duval,9,247,0
15,0,06575,Dudley Hart,9,307,0
15,0,01685,J.L. Lewis,9,342,0
15,0,01797,Rocco Mediate,9,283,0
15,0,01810,Phil Mickelson,9,261,0
15,0,06062,Charles Raulerson,9,359,0
15,0,02106,Chris Smith,9,273,0
15,0,02239,Scott Verplank,9,307,0
15,0,02246,Duffy Waldorf,9,307,0
15,0,08793,Tiger Woods,9,249,0
28,0,01249,John Daly,8,222,0
28,0,01282,Trevor Dodds,8,348,0
28,0,01385,Jim Gallagher Jr.,8,285,0
28,0,21007,Gabriel Hjertstedt,8,344,0
28,0,06332,Neal Lancaster,8,334,0
28,0,01723,Andrew Magee,8,300,0
28,0,01941,Tom Pernice Jr.,8,305,0
28,0,10423,Mike Weir,8,351,0
28,0,07753,Kevin Wentworth,8,254,0
37,0,01035,Tommy Armour III,7,308,0
37,0,12652,Cameron Beckman,7,283,0
37,0,01116,Michael Bradley,7,271,0
37,0,01226,Fred Couples,7,190,0
37,0,19881,Robert Damron,7,379,0
37,0,06643,Paul Goydos,7,327,0
37,0,01527,Scott Hoch,7,346,0
37,0,01533,P.H. Horgan III,7,359,0
37,0,01569,Peter Jacobsen,7,259,0
37,0,01761,Len Mattiace,7,329,0
37,0,01945,Kenny Perry,7,287,0
37,0,11011,Mike Sposa,7,311,0
37,0,06595,Kevin Sutherland,7,343,0
37,0,02214,Kirk Triplett,7,297,0
37,0,02245,Grant Waite,7,345,0
37,0,23349,Charles Warren,7,251,0
53,0,20098,Stuart Appleby,6,306,0
53,0,01096,Phil Blackmar,6,317,0
53,0,01098,Jay Don Blake,6,324,0
53,0,06014,Eric Booker,6,326,0
53,0,06809,Bob Burns,6,305,0
53,0,11123,Chris Couch,6,257,0
53,0,01381,Fred Funk,6,398,0
53,0,12782,Tim Herron,6,319,0
53,0,10962,Bradley Hughes,6,345,0
53,0,01553,John Huston,6,250,0
53,0,01577,Lee Janzen,6,272,0
53,0,06315,Pete Jordan,6,324,0
53,0,08075,Jerry Kelly,6,379,0
53,0,01677,Tom Lehman,6,260,0
53,0,01766,Billy Mayfair,6,296,0
53,0,01771,Blaine McCallister,6,330,0
53,0,23621,Rory Sabbatini,6,281,0
53,0,07101,Dave Stockton Jr.,6,311,0
53,0,12663,Phil Tataurangi,6,254,0
53,0,08385,Omar Uresti,6,363,0
53,0,23623,Bo Van Pelt,6,269,0
53,0,02257,Brian Watts,6,285,0
53,0,02279,Mark Wiebe,6,264,0
