RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL PUTTS,TOTAL ROUNDS,LOW TOTAL PUTTS
138,0,24924,Bill Haas,29.44,2414,82,24
139,0,32448,James Hahn,29.47,2505,85,25
139,0,33667,Carlos Ortiz,29.47,2210,75,26
139,0,30110,Kyle Stanley,29.47,2623,89,23
142,0,30163,Henrik Norlander,29.48,1975,67,25
142,0,25818,Scott Piercy,29.48,2476,84,24
142,0,20645,John Senden,29.48,2535,86,24
142,0,34264,Hudson Swafford,29.48,3066,104,22
142,0,21878,Mark Wilson,29.48,1828,62,24
147,0,28114,Dawie van der Walt,29.49,2064,70,24
148,0,29720,Andres Gonzales,29.50,2301,78,23
148,0,29420,Billy Horschel,29.50,2065,70,23
148,0,24502,Adam Scott,29.50,2242,76,24
151,0,33122,Russell Knox,29.52,2627,89,24
151,0,29485,Brett Stegmaier,29.52,2509,85,25
153,0,37454,Whee Kim,29.56,2306,78,23
153,0,33204,Shane Lowry,29.56,1596,54,25
155,0,24358,Robert Garrigus,29.57,1922,65,25
156,0,24912,Will MacKenzie,29.58,2366,80,23
156,0,22405,Justin Rose,29.58,1834,62,22
158,0,25686,Jason Dufner,29.59,3018,102,22
158,0,33418,Shawn Stefani,29.59,2574,87,24
160,0,30944,Jason Kokrak,29.64,2638,89,24
161,0,37273,Derek Ernst,29.65,1690,57,24
162,0,20848,Ángel Cabrera,29.66,1839,62,24
163,0,31646,Emiliano Grillo,29.67,2670,90,24
164,0,27064,Jhonattan Vegas,29.68,2760,93,24
165,0,25364,Paul Casey,29.69,2197,74,25
166,0,26329,Louis Oosthuizen,29.70,1663,56,22
167,0,10809,Jim Furyk,29.71,1545,52,23
168,0,37189,Harold Varner III,29.73,2735,92,22
169,0,27436,Graham DeLaet,29.74,1963,66,24
170,0,21209,Sergio Garcia,29.75,1517,51,23
170,0,36699,Patrick Rodgers,29.75,2529,85,25
172,0,23621,Rory Sabbatini,29.76,1607,54,23
173,0,27214,Kevin Streelman,29.77,2441,82,25
174,0,25804,Bubba Watson,29.78,2055,69,25
175,0,25900,Lucas Glover,29.80,2235,75,22
175,0,29518,Brendan Steele,29.80,2503,84,24
177,0,34431,Robert Streb,29.90,2512,84,24
178,0,32618,Rhein Gibson,29.96,1618,54,24
178,0,35451,Scott Pinckney,29.96,2547,85,22
180,0,24461,Thomas Aiken,30.08,1985,66,25
181,0,33141,Keegan Bradley,30.11,2469,82,24
182,0,20229,Stewart Cink,30.18,1841,61,24
183,0,20691,Greg Owen,30.33,2457,81,24
184,0,10885,Robert Allenby,30.41,1551,51,26
185,0,23353,J.J. Henry,30.45,2010,66,25
