RANK,MOVEMENT,PLAYER_ID,PLAYER,DISTANCE,YEAR/TOURN#,ROUND,HOLE
39,0,08375,Paul Stankowski,63' 11",Wyndham Champ.,1,15 - Par 5
40,0,21350,Ryuji Imada,63' 5",Bob Hope Chrysl,5,2 - Par 4 -
42,0,08075,Jerry Kelly,63' 1",Wyndham Champ.,2,15 - Par 5
43,0,01361,Dan Forsman,63' 0",Buick Open,2,3 - Par 3 -
44,0,26289,Boo Weekley,62' 10",THE PLAYERS,2,13 - Par 3
45,0,01024,Billy Andrade,62' 10",Ginn Classic,1,10 - Par 4
46,0,12510,Chad Campbell,62' 1",Shell Houston,3,6 - Par 4 -
49,0,19846,Brian Gay,61' 8",Crowne Plaza,2,7 - Par 4 -
50,0,20634,Peter Lonard,61' 8",Turning Stone,2,15 - Par 4
53,0,21949,Joe Ogilvie,61' 5",Mercedes-Benz,1,17 - Par 4
55,0,10585,Scott McCarron,61' 3",Reno-Tahoe Open,2,12 - Par 3
58,0,20160,Charlie Wi,60' 7",Northern Trust,3,11 - Par 5
59,0,20229,Stewart Cink,60' 7",PODS Champ,1,14 - Par 5
60,0,25562,Andres Romero,60' 7",Zurich Classic,2,15 - Par 4
61,0,24490,George McNeill,60' 7",Memorial Tourna,1,15 - Par 5
63,0,20157,Retief Goosen,60' 4",THE PLAYERS,4,15 - Par 4
65,0,25478,Kiyoshi Miyazato,60' 1",Sony Open,1,17 - Par 3
66,0,01320,Bob Estes,60' 1",Canadian Open,3,18 - Par 5
67,0,06567,Vijay Singh,60' 1",Deutsche Bank,4,14 - Par 4
68,0,25396,Kevin Na,60' 0",FBR Open,4,6 - Par 4 -
69,0,23718,Nathan Green,59' 11",Northern Trust,4,2 - Par 4 -
70,0,06515,Shaun Micheel,59' 10",Memorial Tourna,4,10 - Par 4
71,0,01666,Bernhard Langer,59' 9",THE PLAYERS,2,17 - Par 3
72,0,12716,Charley Hoffman,59' 9",The Barclays,4,8 - Par 3 -
75,0,24361,Pat Perez,59' 7",Texas Open,2,4 - Par 4 -
76,0,27770,Camilo Villegas,59' 5",Buick Invitatio,4,6 - Par 5 -
77,0,20498,Briny Baird,59' 4",Northern Trust,3,3 - Par 4 -
78,0,06350,Bob May,59' 4",St. Jude Champ,4,8 - Par 3 -
80,0,28780,Nicholas Thompson,59' 1",AT&T National,1,7 - Par 3 -
84,0,27408,Martin Kaymer,58' 4",WGC-Bridgestone,3,7 - Par 3 -
85,0,27060,John Mallinger,58' 4",BMW Champ,2,4 - Par 4 -
86,0,22582,Kyle Thompson,58' 2",Turning Stone,3,15 - Par 4
87,0,06004,Stephen Ames,58' 2",Texas Open,2,7 - Par 4 -
89,0,26951,Johnson Wagner,58' 1",Turning Stone,2,1 - Par 4 -
90,0,06527,Steve Stricker,58' 0",AT&T National,2,2 - Par 3 -
91,0,08793,Tiger Woods,57' 9",Buick Invitatio,4,11 - Par 3
92,0,01139,Olin Browne,57' 9",AT&T National,4,5 - Par 4 -
95,0,26300,Matt Jones,57' 7",Arnold Palmer,1,1 - Par 4 -
97,0,01766,Billy Mayfair,57' 7",Buick Open,4,1 - Par 5 -
100,0,06575,Dudley Hart,57' 3",BMW Champ,4,3 - Par 3 -
101,0,26476,Chez Reavie,57' 1",EDS B. Nelson,2,9 - Par 4 -
102,0,08931,Glen Day,57' 0",Honda Classic,4,10 - Par 4
103,0,20382,Stephen Leaney,57' 0",Shell Houston,4,17 - Par 4
105,0,22806,Doug LaBelle II,56' 10",Sony Open,4,14 - Par 4
106,0,23497,Tag Ridings,56' 10",Travelers Champ,3,15 - Par 4
107,0,01035,Tommy Armour III,56' 9",Wachovia Champ,3,17 - Par 3
108,0,01707,Steve Lowery,56' 9",WGC-Bridgestone,4,10 - Par 4
109,0,01948,Tim Petrovic,56' 8",Deutsche Bank,2,13 - Par 4
111,0,24357,K.J. Choi,56' 6",Memorial Tourna,2,16 - Par 3
113,0,08537,J.P. Hayes,56' 3",John Deere Clas,2,9 - Par 4 -
114,0,19913,Ron Whittaker,56' 3",Ginn Classic,1,17 - Par 3
117,0,10885,Robert Allenby,55' 8",Buick Invitatio,1,14 - Par 4
119,0,06090,Jim McGovern,55' 7",Honda Classic,2,11 - Par 4
121,0,01945,Kenny Perry,55' 6",Buick Open,3,3 - Par 3 -
124,0,01042,Paul Azinger,55' 3",Sony Open,4,18 - Par 5
126,0,24502,Adam Scott,54' 11",Shell Houston,1,10 - Par 4
127,0,25842,Jon Mills,54' 10",Zurich Classic,2,4 - Par 4 -
128,0,22371,Aaron Baddeley,54' 9",Buick Invitatio,4,6 - Par 5 -
129,0,10733,Kent Jones,54' 8",Buick Invitatio,2,2 - Par 4 -
130,0,20104,Ken Duke,54' 7",Travelers Champ,2,4 - Par 4 -
132,0,10505,Shane Bertsch,54' 3",Wyndham Champ.,1,10 - Par 4
134,0,12660,Jesper Parnevik,54' 2",Texas Open,2,15 - Par 4
135,0,01941,Tom Pernice Jr.,54' 1",St. Jude Champ,4,8 - Par 3 -
137,0,27936,Martin Laird,54' 0",Texas Open,3,3 - Par 3 -
144,0,20766,Padraig Harrington,53' 8",St. Jude Champ,3,17 - Par 4
145,0,20569,Richard Green,53' 7",Honda Classic,2,3 - Par 5 -
149,0,01810,Phil Mickelson,53' 5",THE TOUR Champ,2,13 - Par 4
150,0,02223,Bob Tway,53' 3",St. Jude Champ,3,11 - Par 3
151,0,10213,Dicky Pride,53' 3",Turning Stone,3,3 - Par 3 -
156,0,21878,Mark Wilson,53' 0",Texas Open,1,3 - Par 3 -
157,0,02206,David Toms,52' 10",Wachovia Champ,1,12 - Par 4
162,0,25720,Chad Collins,52' 6",Ginn Classic,4,18 - Par 5
166,0,01706,Davis Love III,52' 4",Honda Classic,1,1 - Par 4 -
167,0,23325,Vaughn Taylor,52' 4",Crowne Plaza,2,9 - Par 4 -
168,0,25273,Andrew Buckle,52' 4",Canadian Open,1,11 - Par 4
169,0,22913,John Rollins,52' 4",Disney,3,9 - Par 4 -
172,0,23157,Richard Johnson,52' 2",FBR Open,4,15 - Par 5
173,0,12309,Bob Sowards,52' 2",Milwaukee,1,18 - Par 5
174,0,32366,Kevin Chappell,52' 2",Texas Open,1,14 - Par 5
177,0,28143,Chapchai Nirat,51' 11",WGC-CA Champ,2,18 - Par 4
180,0,23788,D.J. Trahan,51' 8",PODS Champ,1,15 - Par 3
181,0,01677,Tom Lehman,51' 8",Buick Open,3,1 - Par 5 -
184,0,25345,Carl Pettersson,51' 7",Buick Invitatio,4,12 - Par 4
186,0,25349,Tim Wilkinson,51' 7",Buick Open,4,2 - Par 4 -
187,0,25804,Bubba Watson,51' 7",BMW Champ,4,18 - Par 4
189,0,25632,Jimmy Walker,51' 6",J. Timberlake,1,18 - Par 4
196,0,25190,Jeff Quinney,51' 2",Deutsche Bank,2,9 - Par 4 -
199,0,20850,Daniel Chopra,51' 0",Arnold Palmer,1,1 - Par 4 -
200,0,06573,Brandt Jobe,51' 0",Zurich Classic,4,12 - Par 4
204,0,23320,Ryan Palmer,50' 10",Wyndham Champ.,1,8 - Par 4 -
205,0,06643,Paul Goydos,50' 9",THE PLAYERS,1,3 - Par 3 -
206,0,02002,John Riegger,50' 9",AT&T Classic,2,16 - Par 3
209,0,20433,Mark Hensby,50' 8",Zurich Classic,1,12 - Par 4
213,0,28158,Steve Marino,50' 7",Texas Open,1,2 - Par 4 -
214,0,06012,Greg Kraft,50' 7",Ginn Classic,1,8 - Par 3 -
215,0,26631,Cody Freeman,50' 6",Northern Trust,2,2 - Par 4 -
216,0,01161,Mark Calcavecchia,50' 5",FBR Open,2,18 - Par 4
219,0,01473,Todd Hamilton,50' 5",J. Timberlake,1,8 - Par 3 -
220,0,06373,José María Olazábal,50' 4",THE PLAYERS,1,7 - Par 4 -
221,0,08337,Mike Heinen,50' 4",St. Jude Champ,2,13 - Par 4
223,0,24140,Sean O'Hair,50' 3",Texas Open,3,11 - Par 4
224,0,01797,Rocco Mediate,50' 2",Frys.com Open,2,12 - Par 4
225,0,29461,Jamie Lovemark,50' 1",Buick Invitatio,4,10 - Par 4
227,0,01724,Jeff Maggert,50' 0",Buick Invitatio,2,14 - Par 4
228,0,27120,Troy Matteson,50' 0",John Deere Clas,2,18 - Par 4
229,0,29221,Webb Simpson,49' 11",St. Jude Champ,2,9 - Par 4 -
231,0,01313,Steve Elkington,49' 10",Arnold Palmer,4,3 - Par 4 -
233,0,25900,Lucas Glover,49' 9",Deutsche Bank,3,9 - Par 4 -
234,0,20105,Jeff Gove,49' 8",EDS B. Nelson,2,3 - Par 4 -
237,0,21959,Ted Purdy,49' 8",Turning Stone,2,14 - Par 4
239,0,01928,Corey Pavin,49' 7",PODS Champ,3,15 - Par 3
244,0,25364,Paul Casey,49' 6",WGC-CA Champ,1,6 - Par 4 -
248,0,23125,Brad Elder,49' 5",Milwaukee,2,14 - Par 3
249,0,01132,Mark Brooks,49' 5",Wyndham Champ.,1,15 - Par 5
252,0,27649,Brandt Snedeker,49' 3",Buick Invitatio,1,13 - Par 5
253,0,06621,Joe Durant,49' 3",Honda Classic,2,1 - Par 4 -
254,0,21461,Kenneth Ferrie,49' 3",Travelers Champ,2,4 - Par 4 -
255,0,07867,Woody Austin,49' 3",Turning Stone,2,7 - Par 4 -
257,0,24781,Hunter Mahan,49' 2",PODS Champ,2,10 - Par 4
260,0,19958,Miguel Angel Jiménez,49' 2",WGC-Bridgestone,2,4 - Par 4 -
263,0,23353,J.J. Henry,49' 1",Shell Houston,3,1 - Par 4 -
266,0,22548,Patrick Sheehan,49' 0",EDS B. Nelson,4,18 - Par 4
268,0,26695,Michael Letzig,48' 11",AT&T Pebble,1,6 - Par 5 -
270,0,01200,Keith Clearwater,48' 10",AT&T Pebble,2,9 - Par 4 -
271,0,27095,Nick Watney,48' 10",Zurich Classic,4,17 - Par 3
281,0,02245,Grant Waite,48' 7",Ginn Classic,1,11 - Par 4
283,0,21209,Sergio Garcia,48' 5",THE PLAYERS,1,14 - Par 4
285,0,01388,Robert Gamez,48' 3",Sony Open,4,13 - Par 4
289,0,02239,Scott Verplank,48' 2",BMW Champ,4,9 - Par 4 -
290,0,21961,Charles Howell III,48' 2",J. Timberlake,3,1 - Par 4 -
293,0,27141,J.B. Holmes,48' 1",WGC-CA Champ,3,9 - Par 3 -
295,0,10809,Jim Furyk,48' 0",WGC-CA Champ,3,14 - Par 4
298,0,23048,Eric Axley,47' 11",EDS B. Nelson,4,17 - Par 3
299,0,20572,Rod Pampling,47' 11",Memorial Tourna,4,16 - Par 3
303,0,10423,Mike Weir,47' 10",Memorial Tourna,2,13 - Par 4
304,0,22621,Ben Curtis,47' 10",Memorial Tourna,1,7 - Par 5 -
310,0,01142,Bart Bryant,47' 9",Honda Classic,3,10 - Par 4
311,0,23540,Jason Allred,47' 9",Travelers Champ,2,5 - Par 3 -
316,0,20098,Stuart Appleby,47' 8",Memorial Tourna,2,14 - Par 4
317,0,10860,Justin Leonard,47' 8",THE TOUR Champ,4,16 - Par 4
319,0,08881,Tripp Isenhour,47' 6",Shell Houston,1,7 - Par 3 -
325,0,07547,Craig Kanada,47' 4",AT&T National,1,10 - Par 3
327,0,23983,Luke Donald,47' 3",Honda Classic,4,8 - Par 4 -
329,0,01374,Robin Freeman,47' 3",Reno-Tahoe Open,2,7 - Par 3 -
338,0,31044,Matt Harmon,47' 0",Buick Open,2,5 - Par 4 -
345,0,02246,Duffy Waldorf,46' 10",Honda Classic,1,13 - Par 4
349,0,23614,Rich Beem,46' 10",J. Timberlake,1,14 - Par 3
350,0,20396,Lee Westwood,46' 9",Arnold Palmer,1,14 - Par 3
358,0,10107,Deane Pappas,46' 7",Milwaukee,1,3 - Par 3 -
360,0,24507,Jason Bohn,46' 6",Heritage,2,10 - Par 4
365,0,29926,Danny Lee,46' 6",Wyndham Champ.,2,12 - Par 3
368,0,20029,Notah Begay III,46' 5",Frys.com Open,2,13 - Par 3
375,0,26420,Richard Johnson,46' 3",Travelers Champ,2,16 - Par 3
376,0,01553,John Huston,46' 3",Wyndham Champ.,1,11 - Par 4
379,0,32262,Mark Brown,46' 2",WGC-CA Champ,4,9 - Par 3 -
381,0,06251,Chris DiMarco,46' 2",Crowne Plaza,3,11 - Par 5
383,0,30750,Tommy Gainey,46' 1",Honda Classic,2,1 - Par 4 -
384,0,27613,David Lutterus,46' 0",Milwaukee,3,17 - Par 4
385,0,10875,Todd Demsey,46' 0",Turning Stone,1,2 - Par 4 -
395,0,27766,Casey Bourque,45' 10",J. Timberlake,2,18 - Par 4
399,0,20472,Alex Cejka,45' 9",Ginn Classic,1,11 - Par 4
401,0,27933,John Merrick,45' 8",Zurich Classic,2,3 - Par 3 -
403,0,20623,Gavin Coles,45' 8",AT&T Classic,1,8 - Par 3 -
405,0,27466,Spencer Levin,45' 7",Sony Open,4,5 - Par 4 -
407,0,01381,Fred Funk,45' 7",Travelers Champ,2,1 - Par 4 -
409,0,28089,Jason Day,45' 6",Shell Houston,2,3 - Par 4 -
411,0,11032,Frank Lickliter II,45' 5",Arnold Palmer,1,1 - Par 4 -
415,0,07749,Brett Quigley,45' 4",Northern Trust,2,15 - Par 4
422,0,06522,Ernie Els,45' 3",Honda Classic,1,15 - Par 3
425,0,12782,Tim Herron,45' 2",The Barclays,3,9 - Par 4 -
426,0,23135,Tim Clark,45' 2",Ginn Classic,2,16 - Par 4
431,0,02166,Chip Sullivan,45' 0",Zurich Classic,4,3 - Par 3 -
441,0,22046,Geoff Ogilvy,44' 10",BMW Champ,3,15 - Par 4
443,0,20436,Garrett Willis,44' 9",Zurich Classic,1,4 - Par 4 -
445,0,20663,Brenden Pappas,44' 9",Travelers Champ,3,6 - Par 5 -
446,0,27129,Luke List,44' 9",Travelers Champ,1,5 - Par 3 -
447,0,31007,Andrew Parr,44' 9",Canadian Open,2,18 - Par 5
449,0,28475,Jeff Overton,44' 8",St. Jude Champ,2,18 - Par 4
468,0,26500,Alejandro Cañizares,44' 1",Milwaukee,2,8 - Par 4 -
471,0,20686,Jeev Milkha Singh,44' 0",WGC-CA Champ,1,10 - Par 5
472,0,20935,Toru Taniguchi,43' 11",WGC-CA Champ,1,9 - Par 3 -
477,0,22293,Heath Slocum,43' 9",WGC-CA Champ,1,3 - Par 4 -
478,0,06034,Marco Dawson,43' 8",PODS Champ,1,8 - Par 3 -
482,0,20574,Mathew Goggin,43' 7",Buick Open,4,8 - Par 3 -
499,0,12753,David Morland IV,43' 2",Canadian Open,1,14 - Par 4
500,0,30925,Dustin Johnson,43' 2",Turning Stone,2,14 - Par 4
503,0,24138,Ian Poulter,43' 1",Arnold Palmer,3,6 - Par 5 -
507,0,10425,Jay Williamson,43' 0",AT&T Pebble,1,9 - Par 4 -
517,0,22348,Nick O'Hern,42' 9",WGC-Bridgestone,1,11 - Par 4
518,0,01823,Larry Mize,42' 9",Wyndham Champ.,2,14 - Par 4
522,0,26679,Kevin Stadler,42' 8",Buick Open,1,14 - Par 4
535,0,24449,Parker McLachlin,42' 6",AT&T Classic,2,18 - Par 5
541,0,02067,Ted Schulz,42' 4",Reno-Tahoe Open,2,6 - Par 4 -
543,0,20848,Ángel Cabrera,42' 4",Deutsche Bank,3,15 - Par 4
547,0,20127,Chris Riley,42' 3",Wyndham Champ.,1,16 - Par 3
550,0,02294,Willie Wood,42' 2",AT&T Pebble,1,14 - Par 5
556,0,28111,Jake Roos,42' 1",Milwaukee,1,13 - Par 4
557,0,12461,Paul McGinley,42' 1",WGC-Bridgestone,2,8 - Par 4 -
558,0,22892,Jason Gore,42' 1",Wyndham Champ.,1,2 - Par 4 -
566,0,23349,Charles Warren,42' 0",Ginn Classic,2,17 - Par 3
572,0,01185,Brandel Chamblee,41' 10",AT&T Pebble,1,18 - Par 5
590,0,22378,Trevor Immelman,41' 7",THE TOUR Champ,1,5 - Par 4 -
593,0,21731,Freddie Jacobson,41' 6",Shell Houston,2,1 - Par 4 -
594,0,01978,Fran Quinn,41' 6",Travelers Champ,2,17 - Par 4
598,0,01282,Trevor Dodds,41' 5",Wyndham Champ.,1,16 - Par 3
607,0,07223,Brian Bateman,41' 3",Zurich Classic,2,10 - Par 4
608,0,01876,Greg Norman,41' 3",AT&T Classic,2,18 - Par 5
609,0,08385,Omar Uresti,41' 3",St. Jude Champ,1,3 - Par 5 -
618,0,24227,Justin Bolli,41' 2",AT&T Classic,3,8 - Par 3 -
622,0,01261,Jay Delsing,41' 1",Wyndham Champ.,1,3 - Par 3 -
635,0,25686,Jason Dufner,40' 11",John Deere Clas,1,11 - Par 4
644,0,23797,Brett Rumford,40' 9",FBR Open,2,17 - Par 4
655,0,20443,Jin Park,40' 8",Frys.com Open,1,3 - Par 4 -
657,0,02104,Jeff Sluman,40' 7",Sony Open,2,9 - Par 5 -
662,0,23624,Soren Hansen,40' 6",WGC-CA Champ,3,1 - Par 5 -
671,0,29718,Anthony Kim,40' 5",WGC-Bridgestone,3,13 - Par 4
686,0,25594,Travis Perkins,40' 3",Buick Invitatio,3,2 - Par 4 -
708,0,32150,Michael Thompson,40' 0",Travelers Champ,2,9 - Par 4 -
714,0,01577,Lee Janzen,39' 11",AT&T Classic,2,13 - Par 4
755,0,29740,Brad Fritsch,39' 7",Canadian Open,1,1 - Par 4 -
764,0,26596,Ryan Moore,39' 6",AT&T National,2,3 - Par 4 -
786,0,06078,Esteban Toledo,39' 2",AT&T Classic,1,14 - Par 4
794,0,30711,Colt Knost,39' 1",Arnold Palmer,2,6 - Par 5 -
804,0,23821,Yusaku Miyazato,39' 0",Sony Open,1,11 - Par 3
836,0,01685,J.L. Lewis,38' 8",Honda Classic,2,14 - Par 4
839,0,01761,Len Mattiace,38' 8",AT&T Classic,4,14 - Par 4
874,0,24496,Brad Hauer,38' 5",Ginn Classic,2,1 - Par 5 -
875,0,32616,Wesley Graham,38' 5",Ginn Classic,2,17 - Par 3
909,0,12680,Shigeki Maruyama,38' 1",EDS B. Nelson,1,3 - Par 4 -
925,0,24912,Will MacKenzie,37' 10",FBR Open,1,8 - Par 4 -
949,0,08339,Spike McRoy,37' 8",Viking Classic,3,9 - Par 4 -
