RANK,MOVEMENT,PLAYER_ID,PLAYER,ROUNDS
1,0,01958,Dan Pohl,67
2,0,01378,David Frost,66
3,0,01156,Curt Byrum,61
3,0,01457,Jay Haas,61
3,0,02100,Tim Simpson,61
6,0,01042,Paul Azinger,59
6,0,01926,Steve Pate,59
8,0,01783,Mark McCumber,58
8,0,01996,Mike Reid,58
8,0,02033,Dave Rummells,58
11,0,02159,Curtis Strange,57
12,0,01203,Russ Cochran,56
12,0,01390,Buddy Gardner,56
14,0,02023,Clarence Rose,55
15,0,01226,Fred Couples,54
15,0,01361,Dan Forsman,54
15,0,01725,John Mahaffey,54
15,0,01960,Don Pooley,54
15,0,02104,Jeff Sluman,54
15,0,02241,Bobby Wadkins,54
21,0,02146,Payne Stewart,53
22,0,01200,Keith Clearwater,52
22,0,02101,Joey Sindelar,52
24,0,01060,Dave Barr,51
24,0,01633,Tom Kite,51
26,0,01093,Ronnie Black,50
26,0,01150,George Burns,50
26,0,02279,Mark Wiebe,50
29,0,01098,Jay Don Blake,49
29,0,01527,Scott Hoch,49
29,0,01549,Mike Hulbert,49
29,0,01846,Jodie Mudd,49
33,0,01072,Chip Beck,48
33,0,01161,Mark Calcavecchia,48
33,0,01235,Ben Crenshaw,48
33,0,02242,Lanny Wadkins,48
33,0,02294,Willie Wood,48
38,0,01887,Mark O'Meara,47
38,0,01943,Chris Perry,47
38,0,02049,Gene Sauers,47
38,0,02170,Hal Sutton,47
42,0,01006,John Adams,46
42,0,01346,Ed Fiori,46
42,0,01682,Wayne Levi,46
42,0,01968,Nick Price,46
46,0,01157,Tom Byrum,45
46,0,01303,Bob Eastwood,45
46,0,01444,Ken Green,45
46,0,01771,Blaine McCallister,45
46,0,01975,Tom Purtzer,45
46,0,02160,Ron Streck,45
46,0,02223,Bob Tway,45
53,0,01599,Steve Jones,44
53,0,01701,Bob Lohr,44
53,0,01823,Larry Mize,44
53,0,02133,Craig Stadler,44
53,0,02225,Howard Twitty,44
58,0,01329,Brad Faxon,43
58,0,01928,Corey Pavin,43
58,0,02094,Tony Sills,43
58,0,02099,Scott Simpson,43
62,0,01219,John Cook,42
62,0,01284,Mike Donald,42
62,0,01557,John Inman,42
62,0,01639,Kenny Knox,42
62,0,01706,Davis Love III,42
62,0,01755,Dick Mast,42
62,0,01998,Jack Renner,42
62,0,02255,Denis Watson,42
70,0,01414,Bob Gilder,41
70,0,01475,Donnie Hammond,41
70,0,02007,Larry Rinker,41
70,0,02267,D.A. Weibring,41
74,0,01175,Jim Carter,40
74,0,01797,Rocco Mediate,40
74,0,02118,J.C. Snead,40
74,0,02195,Leonard Thompson,40
74,0,02256,Tom Watson,40
79,0,01096,Phil Blackmar,39
79,0,01313,Steve Elkington,39
79,0,01499,Mark Hayes,39
79,0,01723,Andrew Magee,39
79,0,01884,Mac O'Grady,39
84,0,01418,Bill Glasson,38
84,0,01569,Peter Jacobsen,38
84,0,01690,Bruce Lietzke,38
84,0,01715,Mark Lye,38
88,0,01206,Bobby Cole,37
88,0,01468,Gary Hallberg,37
88,0,01864,Larry Nelson,37
88,0,02244,Fred Wadsworth,37
88,0,02321,Fuzzy Zoeller,37
93,0,01103,Charles Bolling,36
93,0,01179,Antonio Cerda,36
93,0,01305,Danny Edwards,36
93,0,01666,Bernhard Langer,36
93,0,01876,Greg Norman,36
93,0,01877,Tim Norris,36
93,0,02010,Loren Roberts,36
93,0,02126,Bruce Soulsby,36
101,0,01135,Ken Brown,35
101,0,01196,Brian Claar,35
101,0,01288,Ed Dougherty,35
101,0,01571,Barry Jaeckel,35
101,0,01736,Roger Maltbie,35
101,0,01935,Calvin Peete,35
107,0,01197,Bobby Clampett,34
107,0,01469,Dan Halldorson,34
107,0,02167,Mike Sullivan,34
107,0,02180,Harry Taylor,34
107,0,02190,Doug Tewell,34
112,0,01261,Jay Delsing,33
112,0,01892,Aki Ohmachi,33
112,0,01984,Sam Randolph,33
112,0,02041,Bill Sander,33
112,0,02087,Don Shirey Jr.,33
112,0,02090,Tom Sieckmann,33
112,0,02246,Duffy Waldorf,33
119,0,01132,Mark Brooks,32
119,0,01168,David Canipe,32
119,0,01278,Andy Dillard,32
119,0,01385,Jim Gallagher Jr.,32
119,0,01559,Hale Irwin,32
119,0,01782,Mike McCullough,32
119,0,01945,Kenny Perry,32
119,0,02148,Ray Stewart,32
119,0,02239,Scott Verplank,32
119,0,02322,Richard Zokol,32
129,0,01129,Bill Britton,31
129,0,01306,David Edwards,31
129,0,01495,Morris Hatalsky,31
129,0,01501,Vance Heafner,31
133,0,01248,Rick Dalpos,30
133,0,01522,Lon Hinkle,30
133,0,01790,Pat McGowan,30
133,0,01851,Bob Murphy,30
133,0,01891,David Ogrin,30
138,0,01282,Trevor Dodds,29
138,0,01355,Raymond Floyd,29
138,0,01425,Ernie Gonzalez,29
138,0,02303,Robert Wrenn,29
142,0,01061,Ray Barr Jr.,28
142,0,01201,Lennie Clements,28
142,0,01648,Billy Kratzert,28
142,0,02016,Bill Rogers,28
146,0,01039,Perry Arthur,27
146,0,01777,John McComish,27
146,0,02229,Brett Upper,27
149,0,01310,Dave Eichelberger,26
150,0,01162,Rex Caldwell,25
150,0,01837,Gil Morgan,25
152,0,01077,Mike Bender,24
152,0,01323,Brad Fabel,24
152,0,01392,Tom Garner,24
152,0,01952,Billy Pierot,24
156,0,01717,Sandy Lyle,23
156,0,01861,Jim Nelford,23
156,0,01878,Andy North,23
156,0,01938,David Peoples,23
160,0,01037,Dewey Arnette,22
160,0,01443,Hubert Green,22
160,0,02196,Robert Thompson,22
163,0,01192,T.C. Chen,21
163,0,01214,Frank Conner,21
163,0,01331,Rick Fehr,21
163,0,01654,Gary Krueger,21
163,0,01858,Tommy Nakajima,21
163,0,02111,Mike Smith,21
169,0,01051,Seve Ballesteros,20
169,0,01435,Wayne Grady,20
169,0,01436,David Graham,20
169,0,01446,Brad Greer,20
173,0,01641,Gary Koch,19
173,0,01871,Mike Nicolette,19
175,0,02067,Ted Schulz,18
176,0,01030,Isao Aoki,17
176,0,01815,Johnny Miller,17
176,0,02152,Dave Stockton,17
179,0,01513,Denny Hepler,16
179,0,01584,Doug Johnson,16
179,0,01687,Jeff Lewis,16
182,0,01068,Andy Bean,15
182,0,01448,Tony Grimes,15
182,0,01526,David Hobby,15
182,0,01534,John Horne,15
182,0,01949,Mark Pfeil,15
182,0,01964,Greg Powers,15
182,0,02201,Jim Thorpe,15
182,0,02224,Greg Twiggs,15
190,0,02098,Jim Simons,14
190,0,02217,Dennis Trixler,14
192,0,01205,Jim Colbert,13
192,0,01593,Philip Jonas,13
194,0,01662,Greg Ladehoff,12
194,0,01919,Philip Parkin,12
194,0,02213,Lee Trevino,12
197,0,01941,Tom Pernice Jr.,11
197,0,02317,Larry Ziegler,11
199,0,01438,Lou Graham,10
199,0,01779,Gary McCord,10
201,0,02002,John Riegger,9
202,0,01095,Woody Blackburn,8
202,0,01676,Ted Lehmann,8
202,0,01869,Jack Nicklaus,8
205,0,01113,Steve Bowman,7
205,0,01127,Danny Briggs,7
205,0,01334,Keith Fergus,7
205,0,01412,Gibby Gilbert,7
205,0,01477,Phillip Hancock,7
205,0,01707,Steve Lowery,7
205,0,01787,Mike McGee,7
205,0,02287,Jim Wilson,7
205,0,02314,Kermit Zarley,7
214,0,01033,George Archer,6
214,0,01086,Roy Biancalana,6
214,0,01143,Brad Bryant,6
214,0,01452,Jeff Grygiel,6
218,0,01256,Rodger Davis,5
218,0,01326,Nick Faldo,5
218,0,01401,Al Geiberger,5
218,0,01925,Jerry Pate,5
218,0,01931,Rick Pearson,5
218,0,02031,Griffin Rudolph,5
218,0,02083,Tom Shaw,5
218,0,02186,Brian Tennyson,5
226,0,01035,Tommy Armour III,4
226,0,01242,Rod Curl,4
226,0,01556,Joe Inman,4
226,0,01561,Bill Israelson,4
226,0,01692,Pat Lindsey,4
226,0,01838,Mike Morley,4
226,0,01906,Masashi Jumbo Ozaki,4
226,0,02131,Mike Springer,4
226,0,02226,Tray Tyner,4
235,0,01032,Kikuo Arai,3
235,0,01081,Bill Bergin,3
235,0,01151,Clark Burroughs,3
235,0,01363,John Fought,3
235,0,01510,Nolan Henke,3
235,0,01714,Bob Lunn,3
235,0,01766,Billy Mayfair,3
235,0,01867,Bobby Nichols,3
235,0,01954,Gary Pinns,3
235,0,02197,Rocky Thompson,3
235,0,02292,Bob Wolcott,3
235,0,02309,Bert Yancey,3
247,0,01013,Buddy Alexander,2
247,0,01014,Fulton Allem,2
247,0,01024,Billy Andrade,2
247,0,01198,Howard Clark,2
247,0,01233,Bruce Crampton,2
247,0,01268,Jim Dent,2
247,0,01342,Forrest Fezler,2
247,0,01353,Bruce Fleisher,2
247,0,01357,Brian Fogt,2
247,0,01657,Keith Kulzer,2
247,0,01820,Bobby Mitchell,2
247,0,01872,Lonnie Nielsen,2
247,0,06373,José María Olazábal,2
247,0,01897,Peter Oosterhuis,2
247,0,01901,Jay Overton,2
247,0,01910,Arnold Palmer,2
247,0,01946,Peter Persons,2
247,0,01986,Joey Rassett,2
247,0,02029,Hugh Royer,2
247,0,06421,Koichi Suzuki,2
247,0,02238,Steven Veriato,2
247,0,02254,Scott Watkins,2
247,0,02298,Jim Woodward,2
247,0,02300,Ian Woosnam,2
271,0,01011,Rafael Alarcon,1
271,0,01057,Miller Barber,1
271,0,06218,Tommy Brannen,1
271,0,01133,Billy Ray Brown,1
271,0,01147,John Burckle,1
271,0,01154,Bill Buttner,1
271,0,07569,Mark Carnevale,1
271,0,01185,Brandel Chamblee,1
271,0,01215,Charles Coody,1
271,0,12657,Kevin DeNike,1
271,0,01266,Clark Dennis,1
271,0,01290,Dale Douglass,1
271,0,06621,Joe Durant,1
271,0,01307,Joel Edwards,1
271,0,01316,Gene Elliott,1
271,0,01338,Gene Ferrell,1
271,0,01360,Anders Forsbrand,1
271,0,01373,Ray Freeman,1
271,0,01381,Fred Funk,1
271,0,01458,Jerry Haas,1
271,0,01464,Chip Hall,1
271,0,06284,Jim Hallet,1
271,0,01473,Todd Hamilton,1
271,0,01486,Labron Harris,1
271,0,01498,Lester Hayashi,1
271,0,01519,Dave Hill,1
271,0,01520,Mike Hill,1
271,0,01536,Mike Horton,1
271,0,11263,Mark Housler,1
271,0,01537,Kyle Howard,1
271,0,01553,John Huston,1
271,0,01564,David Jackson,1
271,0,01566,Jeff Jackson,1
271,0,06308,John Jacobs,1
271,0,01611,Richie Karl,1
271,0,01629,Eddie Kirby,1
271,0,06326,Charlie Krenkel,1
271,0,01668,Jeffrey Lankford,1
271,0,01693,Vic Lipscomb,1
271,0,01724,Jeff Maggert,1
271,0,01730,Kalua Makalena,1
271,0,01760,Ken Mattiace,1
271,0,06350,Bob May,1
271,0,01835,Tommy Moore,1
271,0,01859,Toru Nakamura,1
271,0,06377,Jet Ozaki,1
