RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL EARLY ROUNDS
1,0,09011,David Duval,65.67,197,3
2,0,01677,Tom Lehman,66.25,265,4
3,0,01920,Craig Parry,66.33,199,3
4,0,01249,John Daly,66.50,133,2
5,0,12782,Tim Herron,67.00,67,1
5,0,02206,David Toms,67.00,268,4
7,0,07867,Woody Austin,67.25,269,4
7,0,01666,Bernhard Langer,67.25,269,4
9,0,22051,Ben Ferguson,67.50,135,2
10,0,01706,Davis Love III,67.57,473,7
11,0,01320,Bob Estes,67.67,203,3
11,0,01724,Jeff Maggert,67.67,203,3
13,0,01226,Fred Couples,67.75,271,4
14,0,10912,Craig Perks,67.80,339,5
15,0,06090,Jim McGovern,68.00,68,1
15,0,06373,José María Olazábal,68.00,136,2
17,0,07457,Steve Flesch,68.14,477,7
18,0,10585,Scott McCarron,68.17,409,6
18,0,01968,Nick Price,68.17,409,6
20,0,06251,Chris DiMarco,68.20,341,5
20,0,06567,Vijay Singh,68.20,341,5
22,0,25083,Jeremy Anderson,68.33,205,3
22,0,20127,Chris Riley,68.33,205,3
24,0,01139,Olin Browne,68.38,547,8
25,0,12680,Shigeki Maruyama,68.40,342,5
26,0,06012,Greg Kraft,68.44,616,9
27,0,10885,Robert Allenby,68.50,548,8
27,0,22892,Jason Gore,68.50,274,4
27,0,01553,John Huston,68.50,137,2
27,0,06514,Kevin Johnson,68.50,137,2
31,0,08793,Tiger Woods,68.61,3705,54
32,0,01161,Mark Calcavecchia,68.67,206,3
32,0,01577,Lee Janzen,68.67,412,6
32,0,01619,Skip Kendall,68.67,412,6
32,0,12705,Cliff Kresge,68.67,206,3
36,0,07547,Craig Kanada,68.75,275,4
36,0,02010,Loren Roberts,68.75,275,4
38,0,02245,Grant Waite,68.80,344,5
39,0,02239,Scott Verplank,68.83,413,6
40,0,01945,Kenny Perry,68.88,551,8
41,0,20229,Stewart Cink,69.00,759,11
41,0,12388,Michael Clark II,69.00,207,3
41,0,01388,Robert Gamez,69.00,69,1
41,0,01487,Jeff Hart,69.00,207,3
41,0,20433,Mark Hensby,69.00,69,1
41,0,06140,Sean Murphy,69.00,69,1
41,0,02223,Bob Tway,69.00,414,6
41,0,06591,Rocky Walcher,69.00,207,3
49,0,08931,Glen Day,69.11,622,9
50,0,19972,José Coceres,69.17,415,6
51,0,08057,Brian Wilson,69.20,346,5
52,0,21961,Charles Howell III,69.25,554,8
53,0,20094,Jonathan Kaye,69.33,208,3
53,0,06350,Bob May,69.33,208,3
53,0,10423,Mike Weir,69.33,208,3
53,0,20566,Kaname Yokoo,69.33,416,6
57,0,01157,Tom Byrum,69.40,347,5
57,0,01378,David Frost,69.40,347,5
57,0,08339,Spike McRoy,69.40,347,5
60,0,11032,Frank Lickliter II,69.43,486,7
60,0,20095,Carl Paulson,69.43,486,7
62,0,19846,Brian Gay,69.50,278,4
62,0,24604,Hunter Haas,69.50,139,2
62,0,06332,Neal Lancaster,69.50,278,4
62,0,06595,Kevin Sutherland,69.50,417,6
66,0,01098,Jay Don Blake,69.63,557,8
66,0,12645,Brent Geiberger,69.63,557,8
68,0,06643,Paul Goydos,69.67,209,3
68,0,08553,Lee Porter,69.67,209,3
68,0,02002,John Riegger,69.67,418,6
71,0,01042,Paul Azinger,69.70,697,10
72,0,20498,Briny Baird,69.75,279,4
73,0,01381,Fred Funk,69.78,628,9
74,0,02110,Jerry Smith,69.80,349,5
74,0,02214,Kirk Triplett,69.80,349,5
76,0,01219,John Cook,69.86,489,7
77,0,01307,Joel Edwards,69.88,559,8
78,0,21633,Steve Allan,70.00,140,2
78,0,20593,Greg Chalmers,70.00,350,5
78,0,10809,Jim Furyk,70.00,420,6
78,0,10201,Matt Gogel,70.00,210,3
78,0,08545,Glen Hnatiuk,70.00,140,2
78,0,01766,Billy Mayfair,70.00,630,9
78,0,22122,Andrew McLardy,70.00,350,5
78,0,12660,Jesper Parnevik,70.00,420,6
86,0,20098,Stuart Appleby,70.11,631,9
86,0,19881,Robert Damron,70.11,631,9
88,0,01418,Bill Glasson,70.20,351,5
88,0,01797,Rocco Mediate,70.20,351,5
88,0,02218,Ted Tryba,70.20,351,5
91,0,12823,Carlos Franco,70.25,281,4
92,0,06004,Stephen Ames,70.29,492,7
93,0,23125,Brad Elder,70.33,211,3
93,0,11011,Mike Sposa,70.33,422,6
95,0,06809,Bob Burns,70.43,493,7
96,0,02104,Jeff Sluman,70.45,775,11
97,0,20099,Doug Barron,70.50,141,2
97,0,23353,J.J. Henry,70.50,282,4
97,0,01927,Dennis Paulson,70.50,141,2
97,0,01928,Corey Pavin,70.50,141,2
101,0,06034,Marco Dawson,70.67,212,3
101,0,06621,Joe Durant,70.67,424,6
101,0,01938,David Peoples,70.67,424,6
101,0,10213,Dicky Pride,70.67,212,3
105,0,07003,David Berganio Jr.,70.75,283,4
105,0,08881,Tripp Isenhour,70.75,283,4
107,0,19817,Michael Muehr,70.80,354,5
108,0,01035,Tommy Armour III,70.83,425,6
109,0,01941,Tom Pernice Jr.,70.88,567,8
110,0,01175,Jim Carter,70.93,993,14
111,0,24357,K.J. Choi,71.00,71,1
111,0,21584,Richie Coughlan,71.00,142,2
111,0,06522,Ernie Els,71.00,71,1
111,0,08063,Kelly Grunewald,71.00,213,3
111,0,01599,Steve Jones,71.00,213,3
111,0,10565,Ian Leggatt,71.00,284,4
111,0,10860,Justin Leonard,71.00,426,6
111,0,01707,Steve Lowery,71.00,781,11
111,0,12753,David Morland IV,71.00,426,6
111,0,01926,Steve Pate,71.00,284,4
111,0,06527,Steve Stricker,71.00,284,4
111,0,06078,Esteban Toledo,71.00,142,2
123,0,01723,Andrew Magee,71.17,427,6
124,0,12760,Danny Ellis,71.20,356,5
124,0,06315,Pete Jordan,71.20,356,5
124,0,10457,Frank Nobilo,71.20,356,5
127,0,01527,Scott Hoch,71.25,285,4
127,0,02099,Scott Simpson,71.25,285,4
129,0,06036,Scott Dunlap,71.33,214,3
129,0,21209,Sergio Garcia,71.33,214,3
129,0,01887,Mark O'Meara,71.33,642,9
129,0,21949,Joe Ogilvie,71.33,214,3
129,0,02246,Duffy Waldorf,71.33,214,3
129,0,20436,Garrett Willis,71.33,214,3
135,0,01685,J.L. Lewis,71.40,357,5
136,0,12652,Cameron Beckman,71.50,429,6
136,0,01203,Russ Cochran,71.50,429,6
136,0,01823,Larry Mize,71.50,286,4
136,0,08375,Paul Stankowski,71.50,286,4
136,0,12714,Chris Tidland,71.50,143,2
136,0,10425,Jay Williamson,71.50,143,2
142,0,10649,Tom Scherrer,71.60,358,5
143,0,23621,Rory Sabbatini,71.63,573,8
144,0,20574,Mathew Goggin,71.67,430,6
145,0,01014,Fulton Allem,71.75,287,4
145,0,01374,Robin Freeman,71.75,287,4
145,0,20043,Edward Fryatt,71.75,287,4
145,0,02106,Chris Smith,71.75,287,4
149,0,06617,Brian Henninger,71.78,646,9
150,0,21007,Gabriel Hjertstedt,71.83,431,6
150,0,02170,Hal Sutton,71.83,431,6
152,0,01185,Brandel Chamblee,72.00,216,3
152,0,01200,Keith Clearwater,72.00,144,2
152,0,07763,Doug Dunakey,72.00,288,4
152,0,01313,Steve Elkington,72.00,144,2
152,0,21805,Harrison Frazar,72.00,216,3
152,0,08075,Jerry Kelly,72.00,216,3
152,0,01771,Blaine McCallister,72.00,648,9
152,0,01810,Phil Mickelson,72.00,72,1
152,0,22046,Geoff Ogilvy,72.00,288,4
161,0,01329,Brad Faxon,72.20,361,5
162,0,01132,Mark Brooks,72.25,289,4
162,0,08633,Per-Ulrik Johansson,72.25,289,4
164,0,01761,Len Mattiace,72.33,217,3
165,0,06515,Shaun Micheel,72.40,362,5
166,0,01024,Billy Andrade,72.50,145,2
166,0,10962,Bradley Hughes,72.50,435,6
166,0,08535,Gary Nicklaus,72.50,290,4
166,0,02279,Mark Wiebe,72.50,145,2
170,0,10963,Jimmy Green,73.50,294,4
170,0,06573,Brandt Jobe,73.50,294,4
172,0,01943,Chris Perry,73.75,295,4
173,0,21806,Paul Gow,74.00,296,4
174,0,23614,Rich Beem,75.00,75,1
175,0,10733,Kent Jones,76.50,153,2
176,0,06613,Tommy Tolles,77.67,233,3
