RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:ARG,MEASURED ROUNDS
1,0,25396,Kevin Na,.702,54.767,78
2,0,32139,Danny Willett,.518,14.514,28
3,0,28679,Fabián Gómez,.484,16.456,34
4,0,37455,Si Woo Kim,.467,38.757,83
5,0,28252,Seamus Power,.440,18.463,42
6,0,34046,Jordan Spieth,.407,30.089,74
7,0,34360,Patrick Reed,.368,24.300,66
8,0,24138,Ian Poulter,.364,20.025,55
9,0,35450,Patrick Cantlay,.363,24.658,68
10,0,26329,Louis Oosthuizen,.353,21.168,60
10,0,29221,Webb Simpson,.353,21.533,61
12,0,32102,Rickie Fowler,.343,22.263,65
13,0,27644,Brian Harman,.334,28.360,85
14,0,33204,Shane Lowry,.333,20.951,63
15,0,28089,Jason Day,.312,17.469,56
15,0,29970,Dylan Frittelli,.312,18.719,60
17,0,27770,Camilo Villegas,.310,20.137,65
18,0,26300,Matt Jones,.305,25.608,84
19,0,33948,Byeong Hun An,.303,21.238,70
20,0,29725,Tony Finau,.298,21.457,72
21,0,33448,Justin Thomas,.296,20.158,68
22,0,30911,Tommy Fleetwood,.292,13.701,47
23,0,51766,Wyndham Clark,.290,20.561,71
24,0,30926,Chris Kirk,.269,20.188,75
25,0,35891,Cameron Smith,.261,18.036,69
26,0,46441,Robby Shelton,.258,18.336,71
27,0,27349,Alex Noren,.251,18.572,74
28,0,46046,Scottie Scheffler,.249,20.940,84
29,0,33419,Cameron Tringale,.242,19.836,82
30,0,28775,Nate Lashley,.241,14.200,59
31,0,34099,Harris English,.240,18.686,78
31,0,24924,Bill Haas,.240,7.443,31
33,0,49964,Aaron Wise,.239,16.748,70
34,0,29974,Branden Grace,.234,14.728,63
35,0,49298,Kramer Hickok,.233,13.058,56
36,0,34174,John Huh,.230,11.741,51
37,0,23108,Matt Kuchar,.229,13.519,59
38,0,33120,Mark Anderson,.226,7.688,34
39,0,22371,Aaron Baddeley,.220,7.930,36
39,0,32839,Hideki Matsuyama,.220,18.462,84
41,0,37189,Harold Varner III,.218,17.211,79
42,0,46970,Jon Rahm,.216,13.848,64
43,0,27649,Brandt Snedeker,.214,15.377,72
43,0,48887,Matt Wallace,.214,8.131,38
45,0,33399,Adam Hadwin,.212,16.769,79
46,0,26331,Charl Schwartzel,.205,15.365,75
47,0,30927,Brendon Todd,.204,14.516,71
48,0,32791,K.H. Lee,.203,18.907,93
49,0,31560,Brian Stuard,.188,16.575,88
50,0,34431,Robert Streb,.181,12.668,70
51,0,36801,Mark Hubbard,.177,15.735,89
52,0,46402,Talor Gooch,.176,14.593,83
53,0,33597,Harry Higgs,.174,13.026,75
53,0,21961,Charles Howell III,.174,9.216,53
55,0,23325,Vaughn Taylor,.173,10.699,62
56,0,47993,Denny McCarthy,.172,13.773,80
57,0,34255,Joseph Bramlett,.167,9.370,56
58,0,33141,Keegan Bradley,.165,12.907,78
59,0,27141,J.B. Holmes,.155,6.823,44
59,0,24361,Pat Perez,.155,12.079,78
61,0,27942,Rob Oppenheim,.153,8.549,56
61,0,25818,Scott Piercy,.153,10.415,68
63,0,30925,Dustin Johnson,.147,9.124,62
64,0,25900,Lucas Glover,.144,11.661,81
65,0,52375,Doug Ghim,.141,10.124,72
66,0,25364,Paul Casey,.140,8.121,58
67,0,29908,C.T. Pan,.139,9.019,65
68,0,33667,Carlos Ortiz,.132,10.996,83
69,0,46550,Brandon Hagy,.130,7.540,58
70,0,32150,Michael Thompson,.129,8.777,68
71,0,28237,Rory McIlroy,.118,7.414,63
72,0,24357,K.J. Choi,.117,5.048,43
73,0,47483,Will Zalatoris,.114,7.772,68
74,0,35506,Mackenzie Hughes,.108,8.237,76
75,0,24024,Zach Johnson,.105,7.999,76
76,0,34256,Andrew Putnam,.102,7.549,74
77,0,29268,Bronson Burgoon,.095,5.304,56
78,0,32757,Patton Kizzire,.092,8.384,91
79,0,27554,Scott Harrington,.089,5.615,63
79,0,31420,Anirban Lahiri,.089,4.822,54
81,0,34466,Peter Malnati,.087,5.752,66
81,0,48081,Xander Schauffele,.087,5.500,63
83,0,29478,Kevin Kisner,.085,5.885,69
84,0,27129,Luke List,.083,6.248,75
85,0,27214,Kevin Streelman,.080,6.751,84
86,0,50525,Collin Morikawa,.077,5.082,66
87,0,32333,Kevin Tway,.076,3.884,51
88,0,36699,Patrick Rodgers,.072,5.610,78
88,0,31323,Gary Woodland,.072,4.160,58
90,0,21209,Sergio Garcia,.071,4.809,68
91,0,32640,Troy Merritt,.070,5.593,80
92,0,24140,Sean O'Hair,.069,3.025,44
93,0,46442,Maverick McNealy,.067,4.425,66
94,0,49766,Hank Lebioda,.064,3.451,54
95,0,36689,Brooks Koepka,.058,3.017,52
96,0,48119,Ben Taylor,.057,1.754,31
97,0,40098,Matt Fitzpatrick,.055,2.922,53
98,0,40006,Erik van Rooyen,.052,3.504,68
99,0,33486,Roger Sloan,.036,2.247,62
100,0,25804,Bubba Watson,.035,2.125,60
101,0,51894,Vince Whaley,.033,1.892,58
102,0,25686,Jason Dufner,.032,2.404,74
103,0,27330,Josh Teater,.031,1.024,33
104,0,34363,Tyrrell Hatton,.028,1.332,47
105,0,47128,Richy Werenski,.027,2.202,83
106,0,34098,Russell Henley,.024,1.875,78
107,0,26499,Rafa Cabrera Bello,.020,1.188,60
108,0,29518,Brendan Steele,.017,1.145,67
109,0,39975,Michael Kim,.016,.848,54
110,0,19846,Brian Gay,.010,.601,62
110,0,35461,Beau Hossler,.010,.718,70
112,0,24502,Adam Scott,.008,.489,59
113,0,25493,Nick Taylor,.004,.296,83
114,0,35617,Martin Trainer,-.002,-.086,48
115,0,27936,Martin Laird,-.008,-.519,69
116,0,33490,Bo Hoag,-.011,-.788,75
117,0,23983,Luke Donald,-.016,-.725,45
118,0,40026,Daniel Berger,-.017,-1.209,73
119,0,45526,Abraham Ancer,-.019,-1.551,81
120,0,20396,Lee Westwood,-.020,-1.043,51
121,0,26758,David Hearn,-.023,-1.059,46
122,0,26476,Chez Reavie,-.028,-1.990,71
123,0,30110,Kyle Stanley,-.034,-2.487,74
124,0,46717,Viktor Hovland,-.041,-2.894,70
125,0,25632,Jimmy Walker,-.045,-2.816,63
126,0,47504,Sam Burns,-.047,-3.463,73
126,0,34076,Joel Dahmen,-.047,-3.070,66
128,0,32448,James Hahn,-.048,-2.947,62
129,0,32254,Xinjun Zhang,-.050,-2.478,50
130,0,20229,Stewart Cink,-.054,-4.200,78
131,0,23621,Rory Sabbatini,-.056,-3.748,67
132,0,33404,Chris Baker,-.059,-2.226,38
133,0,19803,Ryan Armour,-.062,-4.144,67
134,0,49771,J.T. Poston,-.065,-5.126,79
134,0,39324,J.J. Spaun,-.065,-3.392,52
136,0,35230,Nelson Ledesma,-.066,-2.305,35
137,0,40042,Tyler McCumber,-.069,-3.722,54
138,0,35532,Tom Hoge,-.070,-6.198,88
138,0,45486,Joaquin Niemann,-.070,-6.208,89
140,0,48822,Sebastián Muñoz,-.076,-6.798,89
141,0,29420,Billy Horschel,-.078,-5.379,69
142,0,39971,Sungjae Im,-.079,-8.973,113
142,0,39953,Chase Seiffert,-.079,-4.409,56
144,0,23320,Ryan Palmer,-.081,-5.426,67
145,0,36871,Matthew NeSmith,-.083,-6.654,80
146,0,47959,Bryson DeChambeau,-.085,-5.812,68
147,0,33122,Russell Knox,-.086,-6.916,80
148,0,27064,Jhonattan Vegas,-.087,-5.848,67
149,0,27095,Nick Watney,-.090,-3.759,42
150,0,22405,Justin Rose,-.091,-3.738,41
151,0,26851,Marc Leishman,-.092,-5.770,63
151,0,27556,Ted Potter Jr.,-.092,-5.322,58
153,0,01810,Phil Mickelson,-.107,-6.538,61
154,0,46435,Austin Cook,-.116,-7.562,65
155,0,12716,Charley Hoffman,-.123,-9.722,79
155,0,22056,Cameron Percy,-.123,-7.352,60
157,0,39977,Max Homa,-.124,-8.281,67
158,0,33410,Andrew Landry,-.130,-7.909,61
159,0,33413,Ben Martin,-.136,-4.632,34
160,0,49960,Sepp Straka,-.142,-10.959,77
161,0,23788,D.J. Trahan,-.143,-6.594,46
162,0,32618,Rhein Gibson,-.145,-5.526,38
163,0,29535,Brice Garnett,-.159,-10.972,69
164,0,30163,Henrik Norlander,-.165,-12.391,75
165,0,47347,Adam Schenk,-.166,-13.289,80
166,0,35104,Tom Lewis,-.169,-11.846,70
166,0,35449,Adam Long,-.169,-12.017,71
168,0,45157,Cam Davis,-.172,-15.455,90
169,0,39997,Corey Conners,-.173,-14.525,84
170,0,23623,Bo Van Pelt,-.178,-9.776,55
171,0,53165,Doc Redman,-.202,-13.911,69
172,0,27974,Sung Kang,-.205,-15.388,75
173,0,35310,Lanto Griffin,-.206,-16.495,80
174,0,30944,Jason Kokrak,-.208,-15.813,76
175,0,34563,Chesson Hadley,-.232,-13.466,58
176,0,31557,Jim Herman,-.238,-14.020,59
177,0,29926,Danny Lee,-.252,-14.361,57
178,0,45609,Tyler Duncan,-.281,-21.350,76
179,0,30692,Scott Stallings,-.284,-19.280,68
180,0,48045,Michael Gellerman,-.295,-9.152,31
181,0,32070,Rafael Campos,-.297,-12.175,41
182,0,32662,Michael Gligic,-.301,-18.075,60
183,0,32816,Satoshi Kodaira,-.316,-19.609,62
184,0,56278,Matthew Wolff,-.318,-16.207,51
185,0,39546,Keith Mitchell,-.343,-22.984,67
186,0,31646,Emiliano Grillo,-.371,-25.618,69
187,0,37275,Sam Ryder,-.384,-26.083,68
188,0,52372,Cameron Champ,-.439,-28.510,65
189,0,29479,Scott Brown,-.464,-29.685,64
190,0,56762,Will Gordon,-.474,-32.226,68
191,0,34264,Hudson Swafford,-.505,-33.331,66
192,0,34213,Grayson Murray,-.522,-18.806,36
193,0,35658,Kris Ventura,-.552,-28.686,52
194,0,34314,Sebastian Cappelen,-.632,-24.020,38
195,0,28420,Ryan Brehm,-.688,-24.074,35
196,0,24781,Hunter Mahan,-.783,-32.093,41
