RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL ATTEMPTS
1,0,32334,Charlie Beljan,2.000,2,1
1,0,20623,Gavin Coles,2.000,2,1
1,0,21753,Brian Davis,2.000,2,1
1,0,06034,Marco Dawson,2.000,2,1
1,0,27436,Graham DeLaet,2.000,2,1
1,0,20104,Ken Duke,2.000,2,1
1,0,28307,Matt Every,2.000,2,1
1,0,32698,Bobby Gates,2.000,2,1
1,0,08725,Tom Gillis,2.000,2,1
1,0,29222,Billy Hurley III,2.000,2,1
1,0,29926,Danny Lee,2.000,2,1
1,0,27302,Garth Mulroy,2.000,2,1
1,0,24140,Sean O'Hair,2.000,2,1
1,0,22293,Heath Slocum,2.000,2,1
1,0,29518,Brendan Steele,2.000,2,1
1,0,26287,Roland Thatcher,2.000,2,1
17,0,33120,Mark Anderson,3.000,3,1
17,0,20098,Stuart Appleby,3.000,3,1
17,0,23542,Tommy Biershenk,3.000,3,1
17,0,27895,Jonas Blixt,3.000,3,1
17,0,24507,Jason Bohn,3.000,3,1
17,0,29479,Scott Brown,3.000,3,1
17,0,11123,Chris Couch,3.000,3,1
17,0,06036,Scott Dunlap,3.000,3,1
17,0,28500,Martin Flores,3.000,3,1
17,0,27644,Brian Harman,3.000,3,1
17,0,12782,Tim Herron,3.000,3,1
17,0,30925,Dustin Johnson,3.000,3,1
17,0,27974,Sung Kang,3.000,3,1
17,0,27797,Derek Lamely,3.000,3,1
17,0,23548,Bill Lunde,3.000,3,1
17,0,27120,Troy Matteson,3.000,3,1
17,0,24490,George McNeill,3.000,3,1
17,0,22348,Nick O'Hern,3.000,3,1
17,0,23320,Ryan Palmer,3.000,3,1
17,0,25457,Alexandre Rocha,3.000,3,1
17,0,06567,Vijay Singh,3.000,3,1
17,0,22582,Kyle Thompson,3.000,3,1
17,0,30927,Brendon Todd,3.000,3,1
17,0,25892,Steve Wheatcroft,3.000,3,1
