RANK,MOVEMENT,PLAYER_ID,PLAYER,%,SUCCESSES,ATTEMPTS
1,0,20572,Rod Pampling,45.45,30,66
2,0,24663,Y.E. Yang,45.24,19,42
3,0,23983,Luke Donald,43.64,24,55
4,0,20436,Garrett Willis,40.85,29,71
5,0,27770,Camilo Villegas,40.54,30,74
6,0,24357,K.J. Choi,40.00,26,65
6,0,08075,Jerry Kelly,40.00,24,60
8,0,21961,Charles Howell III,38.61,39,101
9,0,28089,Jason Day,38.55,32,83
10,0,20593,Greg Chalmers,38.54,37,96
11,0,26596,Ryan Moore,37.93,22,58
12,0,27933,John Merrick,37.50,21,56
13,0,20160,Charlie Wi,37.29,44,118
14,0,08537,J.P. Hayes,37.25,19,51
15,0,23638,Brendon de Jonge,36.78,32,87
16,0,06004,Stephen Ames,36.51,23,63
17,0,27095,Nick Watney,36.36,20,55
17,0,31323,Gary Woodland,36.36,24,66
19,0,25396,Kevin Na,36.26,33,91
20,0,22348,Nick O'Hern,35.90,28,78
21,0,29718,Anthony Kim,35.71,35,98
21,0,21878,Mark Wilson,35.71,25,70
23,0,24925,Jonathan Byrd,35.63,31,87
24,0,10733,Kent Jones,35.56,32,90
25,0,24024,Zach Johnson,35.48,22,62
26,0,23623,Bo Van Pelt,35.29,24,68
27,0,33141,Keegan Bradley,34.74,33,95
28,0,11123,Chris Couch,34.62,18,52
29,0,27974,Sung Kang,34.29,24,70
29,0,27214,Kevin Streelman,34.29,24,70
31,0,21731,Freddie Jacobson,34.15,28,82
32,0,01810,Phil Mickelson,33.90,20,59
33,0,19846,Brian Gay,33.72,29,86
34,0,12782,Tim Herron,33.67,33,98
35,0,25632,Jimmy Walker,33.66,34,101
36,0,20498,Briny Baird,33.33,14,42
36,0,23673,Michael Connell,33.33,30,90
36,0,22621,Ben Curtis,33.33,20,60
36,0,01313,Steve Elkington,33.33,15,45
36,0,20766,Padraig Harrington,33.33,23,69
36,0,32150,Michael Thompson,33.33,30,90
36,0,26951,Johnson Wagner,33.33,23,69
43,0,10809,Jim Furyk,32.89,25,76
44,0,27939,Matt McQuillan,32.86,23,70
45,0,27936,Martin Laird,32.76,19,58
46,0,21805,Harrison Frazar,32.65,16,49
46,0,25345,Carl Pettersson,32.65,32,98
48,0,27466,Spencer Levin,32.14,27,84
49,0,02206,David Toms,32.08,17,53
50,0,10585,Scott McCarron,31.88,22,69
51,0,06527,Steve Stricker,31.82,14,44
52,0,31557,Jim Herman,31.75,20,63
53,0,23800,Bryce Molder,31.58,24,76
53,0,22405,Justin Rose,31.58,18,57
55,0,06515,Shaun Micheel,31.52,29,92
56,0,23621,Rory Sabbatini,31.43,22,70
57,0,22378,Trevor Immelman,31.40,27,86
58,0,09011,David Duval,31.25,25,80
58,0,24781,Hunter Mahan,31.25,25,80
60,0,21407,Arjun Atwal,31.20,39,125
61,0,28679,Fabián Gómez,31.18,29,93
62,0,25900,Lucas Glover,31.15,19,61
63,0,06621,Joe Durant,31.11,14,45
64,0,23353,J.J. Henry,30.93,30,97
65,0,12602,Dean Wilson,30.77,20,65
66,0,06643,Paul Goydos,30.68,27,88
