RANK,MOVEMENT,PLAYER_ID,PLAYER,%,PAR OR BETTER,MISSED GIR
137,0,28620,Aron Price,55.19,170,308
138,0,25834,Daniel Summerhays,55.07,266,483
139,0,32102,Rickie Fowler,55.02,285,518
140,0,26476,Chez Reavie,55.00,286,520
141,0,20070,Matt Bettencourt,54.97,315,573
142,0,35087,Bio Kim,54.85,260,474
142,0,29478,Kevin Kisner,54.85,249,454
144,0,01577,Lee Janzen,54.84,204,372
145,0,20645,John Senden,54.77,270,493
146,0,24140,Sean O'Hair,54.74,254,464
147,0,28475,Jeff Overton,54.73,318,581
148,0,27064,Jhonattan Vegas,54.66,258,472
149,0,22293,Heath Slocum,54.53,247,453
149,0,29518,Brendan Steele,54.53,295,541
151,0,10733,Kent Jones,54.50,236,433
152,0,27330,Josh Teater,54.45,318,584
153,0,31401,Zack Miller,54.26,306,564
154,0,34072,Will Strickler,54.21,174,321
155,0,26420,Richard Johnson,54.19,207,382
156,0,30110,Kyle Stanley,54.17,279,515
157,0,21805,Harrison Frazar,54.08,212,392
158,0,27141,J.B. Holmes,54.06,173,320
159,0,29420,Billy Horschel,54.03,221,409
160,0,25572,Graeme McDowell,54.01,155,287
161,0,01706,Davis Love III,54.00,216,400
162,0,25900,Lucas Glover,53.74,244,454
163,0,12716,Charley Hoffman,53.64,295,550
164,0,24358,Robert Garrigus,53.56,271,506
165,0,30692,Scott Stallings,53.52,251,469
166,0,24290,D.J. Brigman,53.49,222,415
167,0,33413,Ben Martin,52.93,235,444
168,0,23614,Rich Beem,52.89,192,363
169,0,29720,Andres Gonzales,52.85,176,333
169,0,26289,Boo Weekley,52.85,167,316
171,0,26668,Marc Turnesa,52.80,170,322
172,0,09011,David Duval,52.66,228,433
172,0,32876,Martin Piller,52.66,218,414
174,0,26679,Kevin Stadler,52.39,241,460
175,0,25274,Steven Bowditch,52.33,281,537
176,0,20848,Ángel Cabrera,52.17,156,299
177,0,28679,Fabián Gómez,52.10,248,476
178,0,01797,Rocco Mediate,51.80,187,361
179,0,01116,Michael Bradley,51.72,211,408
180,0,32698,Bobby Gates,51.49,242,470
181,0,30925,Dustin Johnson,51.24,207,404
182,0,06522,Ernie Els,51.07,191,374
183,0,27797,Derek Lamely,50.83,214,421
184,0,25804,Bubba Watson,50.82,218,429
185,0,25444,Justin Hicks,50.47,162,321
186,0,30946,Alex Prugh,47.91,229,478
