RANK,MOVEMENT,PLAYER_ID,PLAYER,%,SUCCESSES,ATTEMPTS
1,0,20848,Ángel Cabrera,100.00,38,38
2,0,22378,Trevor Immelman,96.49,55,57
3,0,21961,Charles Howell III,94.25,82,87
3,0,21731,Freddie Jacobson,94.25,82,87
5,0,10860,Justin Leonard,93.18,82,88
6,0,23320,Ryan Palmer,92.38,97,105
7,0,20127,Chris Riley,92.11,70,76
8,0,24924,Bill Haas,92.00,69,75
8,0,27936,Martin Laird,92.00,69,75
10,0,23541,Ben Crane,91.89,68,74
11,0,19970,Robert Karlsson,91.78,67,73
12,0,24925,Jonathan Byrd,91.55,65,71
13,0,23983,Luke Donald,91.18,62,68
14,0,30711,Colt Knost,91.14,72,79
15,0,20070,Matt Bettencourt,91.11,82,90
16,0,21350,Ryuji Imada,91.07,102,112
17,0,07867,Woody Austin,90.91,70,77
18,0,24604,Hunter Haas,90.82,89,98
19,0,12602,Dean Wilson,90.70,78,86
20,0,22046,Geoff Ogilvy,90.67,68,75
21,0,29518,Brendan Steele,90.63,87,96
22,0,24024,Zach Johnson,90.59,77,85
23,0,25457,Alexandre Rocha,90.57,48,53
24,0,25240,D.A. Points,90.43,85,94
25,0,26331,Charl Schwartzel,90.38,47,52
26,0,06527,Steve Stricker,90.32,56,62
27,0,28089,Jason Day,90.28,65,72
28,0,24502,Adam Scott,90.16,55,61
29,0,27095,Nick Watney,90.14,64,71
30,0,23800,Bryce Molder,89.89,80,89
31,0,01948,Tim Petrovic,89.62,95,106
32,0,24507,Jason Bohn,89.53,77,86
33,0,02206,David Toms,89.47,68,76
34,0,07457,Steve Flesch,89.32,92,103
35,0,24846,Ricky Barnes,89.29,75,84
36,0,27974,Sung Kang,89.23,58,65
37,0,31323,Gary Woodland,89.16,74,83
38,0,20157,Retief Goosen,89.09,49,55
38,0,23325,Vaughn Taylor,89.09,98,110
40,0,23108,Matt Kuchar,89.00,89,100
41,0,08537,J.P. Hayes,88.89,64,72
41,0,23353,J.J. Henry,88.89,72,81
43,0,24361,Pat Perez,88.76,79,89
44,0,22371,Aaron Baddeley,88.71,55,62
44,0,29718,Anthony Kim,88.71,55,62
46,0,01116,Michael Bradley,88.68,47,53
47,0,25900,Lucas Glover,88.57,62,70
48,0,24980,Scott Gutschewski,88.41,61,69
49,0,27214,Kevin Streelman,88.30,83,94
50,0,25396,Kevin Na,88.12,89,101
51,0,27797,Derek Lamely,88.00,66,75
52,0,12716,Charley Hoffman,87.91,80,91
52,0,26851,Marc Leishman,87.91,80,91
54,0,25834,Daniel Summerhays,87.84,65,74
55,0,23638,Brendon de Jonge,87.77,122,139
56,0,22621,Ben Curtis,87.50,70,80
56,0,10585,Scott McCarron,87.50,63,72
56,0,33911,Nate Smith,87.50,56,64
59,0,10809,Jim Furyk,87.21,75,86
60,0,24663,Y.E. Yang,87.10,54,62
61,0,06567,Vijay Singh,87.01,67,77
61,0,08375,Paul Stankowski,87.01,67,77
61,0,26287,Roland Thatcher,87.01,67,77
64,0,24290,D.J. Brigman,86.96,60,69
64,0,35087,Bio Kim,86.96,60,69
64,0,26951,Johnson Wagner,86.96,80,92
67,0,24357,K.J. Choi,86.90,73,84
67,0,23548,Bill Lunde,86.90,73,84
69,0,06251,Chris DiMarco,86.89,106,122
69,0,29720,Andres Gonzales,86.89,53,61
71,0,27064,Jhonattan Vegas,86.84,66,76
72,0,22961,David Mathis,86.60,84,97
73,0,25818,Scott Piercy,86.59,71,82
74,0,28486,Michael Putnam,86.57,58,67
75,0,27466,Spencer Levin,86.55,103,119
76,0,25444,Justin Hicks,86.49,32,37
76,0,31193,Jim Renner,86.49,64,74
78,0,34255,Joseph Bramlett,86.42,70,81
78,0,01810,Phil Mickelson,86.42,70,81
80,0,01766,Billy Mayfair,86.21,100,116
81,0,32150,Michael Thompson,86.14,87,101
82,0,27770,Camilo Villegas,85.92,61,71
