RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,TOTAL HOLES,RELATIVE TO PAR
1,0,12510,Chad Campbell,97.22,70,72,-0.41
2,0,24357,K.J. Choi,96.23,102,106,-0.68
3,0,23800,Bryce Molder,95.51,85,89,-0.65
4,0,25686,Jason Dufner,94.44,85,90,-0.62
5,0,10423,Mike Weir,94.05,79,84,-0.57
6,0,30927,Brendon Todd,93.02,120,129,-0.55
7,0,25349,Tim Wilkinson,93.00,93,100,-0.59
8,0,23983,Luke Donald,92.65,63,68,-0.70
9,0,27330,Josh Teater,92.41,146,158,-0.58
10,0,25804,Bubba Watson,92.26,155,168,-0.60
11,0,26679,Kevin Stadler,91.91,159,173,-0.58
12,0,32200,Roberto Castro,91.82,101,110,-0.60
13,0,29425,Andrew Svoboda,91.79,123,134,-0.52
14,0,33419,Cameron Tringale,91.58,185,202,-0.63
15,0,29535,Brice Garnett,91.46,150,164,-0.59
16,0,26596,Ryan Moore,91.43,128,140,-0.59
16,0,31323,Gary Woodland,91.43,192,210,-0.55
18,0,20104,Ken Duke,91.34,116,127,-0.60
19,0,24502,Adam Scott,91.08,143,157,-0.71
19,0,27064,Jhonattan Vegas,91.08,143,157,-0.63
21,0,24924,Bill Haas,91.05,173,190,-0.63
22,0,34360,Patrick Reed,91.02,152,167,-0.70
23,0,24490,George McNeill,90.98,121,133,-0.60
24,0,23135,Tim Clark,90.91,80,88,-0.59
25,0,28237,Rory McIlroy,90.73,137,151,-0.70
26,0,34264,Hudson Swafford,90.68,107,118,-0.58
26,0,26289,Boo Weekley,90.68,107,118,-0.53
28,0,22293,Heath Slocum,90.59,77,85,-0.57
29,0,28500,Martin Flores,90.58,125,138,-0.58
30,0,25632,Jimmy Walker,90.50,181,200,-0.70
31,0,32640,Troy Merritt,90.48,76,84,-0.57
32,0,24663,Y.E. Yang,90.38,94,104,-0.60
33,0,24024,Zach Johnson,90.20,138,153,-0.70
33,0,35732,Wes Roach,90.20,92,102,-0.58
33,0,23621,Rory Sabbatini,90.20,138,153,-0.51
36,0,29420,Billy Horschel,90.12,146,162,-0.62
37,0,23638,Brendon de Jonge,90.05,172,191,-0.59
38,0,29289,S.Y. Noh,89.82,150,167,-0.58
39,0,32150,Michael Thompson,89.74,105,117,-0.63
40,0,24912,Will MacKenzie,89.68,139,155,-0.64
41,0,29461,Jamie Lovemark,89.63,121,135,-0.55
42,0,12716,Charley Hoffman,89.60,181,202,-0.60
42,0,23108,Matt Kuchar,89.60,155,173,-0.66
42,0,27649,Brandt Snedeker,89.60,112,125,-0.63
45,0,24140,Sean O'Hair,89.51,145,162,-0.59
46,0,26758,David Hearn,89.47,102,114,-0.59
46,0,32333,Kevin Tway,89.47,102,114,-0.59
48,0,25274,Steven Bowditch,89.45,178,199,-0.66
