RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,# OF HOLES
1,0,12716,Charley Hoffman,60.56,324,535
2,0,21209,Sergio Garcia,59.28,182,307
3,0,21961,Charles Howell III,59.17,413,698
4,0,27064,Jhonattan Vegas,58.72,239,407
5,0,25804,Bubba Watson,57.92,234,404
6,0,20229,Stewart Cink,56.50,291,515
7,0,30944,Jason Kokrak,56.36,226,401
8,0,25834,Daniel Summerhays,56.30,259,460
9,0,30110,Kyle Stanley,56.12,252,449
10,0,29289,S.Y. Noh,55.54,321,578
11,0,28237,Rory McIlroy,55.43,199,359
12,0,23621,Rory Sabbatini,55.28,267,483
13,0,29461,Jamie Lovemark,55.18,213,386
14,0,29425,Andrew Svoboda,54.95,200,364
15,0,24781,Hunter Mahan,54.94,228,415
16,0,20848,Ángel Cabrera,54.86,220,401
17,0,22405,Justin Rose,54.74,208,380
18,0,25632,Jimmy Walker,54.69,356,651
19,0,27436,Graham DeLaet,54.55,228,418
20,0,30925,Dustin Johnson,54.52,187,343
21,0,22046,Geoff Ogilvy,54.43,252,463
22,0,34264,Hudson Swafford,54.24,192,354
23,0,25444,Justin Hicks,54.10,198,366
24,0,26289,Boo Weekley,54.07,166,307
25,0,32334,Charlie Beljan,54.01,222,411
26,0,31323,Gary Woodland,53.93,281,521
27,0,21528,Henrik Stenson,53.81,127,236
28,0,24502,Adam Scott,53.80,198,368
29,0,23320,Ryan Palmer,53.66,264,492
30,0,28500,Martin Flores,53.61,275,513
31,0,34099,Harris English,53.59,276,515
32,0,24925,Jonathan Byrd,53.51,206,385
33,0,34431,Robert Streb,53.12,213,401
34,0,27933,John Merrick,53.02,193,364
35,0,01810,Phil Mickelson,53.00,221,417
36,0,21731,Freddie Jacobson,52.82,272,515
37,0,23353,J.J. Henry,52.78,228,432
38,0,33413,Ben Martin,52.76,210,398
39,0,28259,Sangmoon Bae,52.68,216,410
40,0,28486,Michael Putnam,52.62,291,553
41,0,24924,Bill Haas,52.57,286,544
42,0,26679,Kevin Stadler,52.48,233,444
43,0,25396,Kevin Na,52.46,245,467
44,0,25364,Paul Casey,52.43,162,309
45,0,34021,Bud Cauley,52.41,174,332
46,0,02206,David Toms,52.36,111,212
47,0,34265,Will Wilcox,52.27,138,264
48,0,25345,Carl Pettersson,52.20,273,523
49,0,32366,Kevin Chappell,52.13,245,470
50,0,06567,Vijay Singh,51.97,237,456
51,0,25900,Lucas Glover,51.96,172,331
52,0,01724,Jeff Maggert,51.91,122,235
53,0,35300,Andrew Loupe,51.88,221,426
54,0,24494,Erik Compton,51.87,264,509
55,0,35541,John Peterson,51.83,156,301
56,0,24140,Sean O'Hair,51.81,257,496
57,0,26329,Louis Oosthuizen,51.79,130,251
58,0,31557,Jim Herman,51.63,158,306
59,0,24361,Pat Perez,51.61,241,467
59,0,30927,Brendon Todd,51.61,273,529
61,0,26851,Marc Leishman,51.60,242,469
62,0,24358,Robert Garrigus,51.57,246,477
63,0,32333,Kevin Tway,51.45,177,344
64,0,27095,Nick Watney,51.32,194,378
65,0,30692,Scott Stallings,51.29,239,466
66,0,29926,Danny Lee,51.28,200,390
67,0,08075,Jerry Kelly,51.21,191,373
68,0,29420,Billy Horschel,51.20,213,416
69,0,33418,Shawn Stefani,51.16,154,301
70,0,29518,Brendan Steele,51.14,246,481
71,0,22378,Trevor Immelman,51.08,237,464
72,0,20098,Stuart Appleby,51.01,253,496
72,0,27408,Martin Kaymer,51.01,177,347
74,0,22913,John Rollins,51.00,229,449
75,0,28780,Nicholas Thompson,50.94,189,371
76,0,23623,Bo Van Pelt,50.93,219,430
77,0,25274,Steven Bowditch,50.86,296,582
