RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL,START TOURNAMENT ID
1,0,25364,Paul Casey,20,2017130
2,0,12716,Charley Hoffman,17,2017270
2,0,27408,Martin Kaymer,17,2016220
4,0,36689,Brooks Koepka,16,2017230
4,0,23108,Matt Kuchar,16,2017250
6,0,35450,Patrick Cantlay,14,2015070
7,0,29725,Tony Finau,13,2017310
7,0,29221,Webb Simpson,13,2017300
9,0,26476,Chez Reavie,11,2017320
9,0,34046,Jordan Spieth,11,2017320
11,0,33141,Keegan Bradley,10,2017350
11,0,34098,Russell Henley,10,2017350
11,0,34466,Peter Malnati,10,2017310
11,0,24138,Ian Poulter,10,2017280
15,0,32102,Rickie Fowler,9,2017350
15,0,29478,Kevin Kisner,9,2017390
17,0,25686,Jason Dufner,8,2017410
17,0,28500,Martin Flores,8,2017370
17,0,30925,Dustin Johnson,8,2017410
20,0,32366,Kevin Chappell,7,2017420
20,0,28089,Jason Day,7,2017410
20,0,25900,Lucas Glover,7,2017370
20,0,28252,Seamus Power,7,2017370
20,0,46970,Jon Rahm,7,2017410
25,0,28259,Sangmoon Bae,6,2015430
25,0,24361,Pat Perez,6,2017440
25,0,34360,Patrick Reed,6,2017440
25,0,26331,Charl Schwartzel,6,2017410
25,0,21528,Henrik Stenson,6,2017410
25,0,02190,Doug Tewell,6,1999230
25,0,33448,Justin Thomas,6,2017440
25,0,47128,Richy Werenski,6,2017390
25,0,20396,Lee Westwood,6,2017250
34,0,24846,Ricky Barnes,5,2017390
34,0,25203,SSP Chawrasia,5,2008140
34,0,23699,Danny Chia,5,2010310
34,0,33461,Morgan Hoffmann,5,2017390
34,0,28258,K.T. Kim,5,2017040
34,0,27503,Steve LeBrun,5,2013290
34,0,01682,Wayne Levi,5,2001300
34,0,26329,Louis Oosthuizen,5,2017440
34,0,29908,C.T. Pan,5,2017380
34,0,35451,Scott Pinckney,5,2016390
34,0,49771,J.T. Poston,5,2017390
34,0,30946,Alex Prugh,5,2016330
34,0,23497,Tag Ridings,5,2017390
34,0,29223,Sam Saunders,5,2017390
34,0,34431,Robert Streb,5,2017450
34,0,37189,Harold Varner III,5,2017420
50,0,20771,Steven Alker,4,2017400
50,0,20098,Stuart Appleby,4,2017390
50,0,19803,Ryan Armour,4,2017400
50,0,40026,Daniel Berger,4,2017470
50,0,23541,Ben Crane,4,2017390
50,0,28751,Andrew Dodt,4,2015430
50,0,20104,Ken Duke,4,2017400
50,0,28307,Matt Every,4,2017400
50,0,30911,Tommy Fleetwood,4,2017350
50,0,24083,Marcus Fraser,4,2016420
50,0,36801,Mark Hubbard,4,2017400
50,0,32816,Satoshi Kodaira,4,2017120
50,0,30944,Jason Kokrak,4,2017450
50,0,25396,Kevin Na,4,2017460
50,0,22405,Justin Rose,4,2017470
50,0,48081,Xander Schauffele,4,2017470
50,0,39324,J.J. Spaun,4,2017430
50,0,30110,Kyle Stanley,4,2017470
50,0,24459,Richard Sterne,4,2016400
50,0,27064,Jhonattan Vegas,4,2017470
50,0,49964,Aaron Wise,4,2017050
71,0,22371,Aaron Baddeley,3,2017410
71,0,19824,Craig Barlow,3,2017030
71,0,28697,Gaganjeet Bhullar,3,2014030
71,0,29479,Scott Brown,3,2017470
71,0,48084,Wesley Bryan,3,2017470
71,0,28093,Miguel Angel Carballo,3,2017420
71,0,37338,Zecheng Dou,3,2015060
71,0,21209,Sergio Garcia,3,2017480
71,0,08725,Tom Gillis,3,2016390
71,0,31646,Emiliano Grillo,3,2017470
71,0,33399,Adam Hadwin,3,2017480
71,0,27644,Brian Harman,3,2017480
71,0,35506,Mackenzie Hughes,3,2017470
71,0,37455,Si Woo Kim,3,2017470
71,0,27936,Martin Laird,3,2017470
71,0,26851,Marc Leishman,3,2017480
71,0,24748,WC Liang,3,2015430
71,0,27129,Luke List,3,2017470
71,0,32839,Hideki Matsuyama,3,2017480
71,0,47994,Lee McCoy,3,2017050
71,0,01810,Phil Mickelson,3,2017470
71,0,34213,Grayson Murray,3,2017470
71,0,27349,Alex Noren,3,2017410
71,0,22046,Geoff Ogilvy,3,2017430
71,0,33968,Thorbjørn Olesen,3,2017410
71,0,20095,Carl Paulson,3,2011450
71,0,25240,D.A. Points,3,2017450
71,0,10213,Dicky Pride,3,2017400
71,0,39953,Chase Seiffert,3,2017070
71,0,02084,Bob Shearer,3,1984320
71,0,25321,Lee Slattery,3,2012320
71,0,27649,Brandt Snedeker,3,2017320
71,0,20580,Andre Stolz,3,2011300
71,0,34264,Hudson Swafford,3,2017470
71,0,35261,Miguel Tabuena,3,2017020
71,0,23325,Vaughn Taylor,3,2017430
71,0,32333,Kevin Tway,3,2017470
71,0,25892,Steve Wheatcroft,3,2017400
71,0,22000,Chris Wood,3,2017410
71,0,31323,Gary Woodland,3,2017480
71,0,33870,Ashun Wu,3,2015060
112,0,24461,Thomas Aiken,2,2016460
112,0,47125,Matt Atkins,2,2016070
112,0,40058,Zac Blair,2,2017430
112,0,45836,Richard Bland,2,2017040
112,0,34255,Joseph Bramlett,2,2012060
112,0,28783,Sam Brazel,2,2017190
112,0,28420,Ryan Brehm,2,2017430
112,0,33974,Dean Burmester,2,2016210
112,0,26499,Rafa Cabrera Bello,2,2017480
112,0,34021,Bud Cauley,2,2017480
112,0,20229,Stewart Cink,2,2017480
112,0,34076,Joel Dahmen,2,2017430
112,0,49633,Charlie Danielson,2,2017200
112,0,47959,Bryson DeChambeau,2,2017480
112,0,23409,James Driscoll,2,2015180
112,0,24179,David Drysdale,2,2009310
112,0,25191,Gonzalo Fernandez-Castaño,2,2017430
112,0,29740,Brad Fritsch,2,2017430
112,0,32105,Nicholas Fung,2,2014030
112,0,49932,Jonathan Garrick,2,2017060
112,0,07941,Mike Grob,2,2007320
112,0,24924,Bill Haas,2,2017480
112,0,32448,James Hahn,2,2017480
112,0,26758,David Hearn,2,2017430
112,0,01527,Scott Hoch,2,2008100
112,0,20608,David Howell,2,2016050
112,0,25289,Steven Jeffress,2,2015190
112,0,19958,Miguel Angel Jiménez,2,2016050
112,0,24024,Zach Johnson,2,2017480
112,0,27974,Sung Kang,2,2017480
112,0,30926,Chris Kirk,2,2017470
112,0,31420,Anirban Lahiri,2,2017480
112,0,46732,Rick Lamb,2,2017430
112,0,33410,Andrew Landry,2,2016450
112,0,37250,Romain Langasque,2,2015390
112,0,34261,Scott Langley,2,2017070
112,0,31109,Richard Lee,2,2016030
112,0,34168,Soomin Lee,2,2017020
112,0,20634,Peter Lonard,2,2013300
112,0,29461,Jamie Lovemark,2,2017480
112,0,33204,Shane Lowry,2,2017450
112,0,24912,Will MacKenzie,2,2017340
112,0,31115,Michio Matsumura,2,2011020
112,0,01766,Billy Mayfair,2,2016360
112,0,47741,Wesley McClain,2,2017240
112,0,31202,William McGirt,2,2017470
112,0,01793,Mac McLendon,2,1980430
112,0,24077,Matthew Millar,2,2011310
112,0,01823,Larry Mize,2,2016240
112,0,25198,Francesco Molinari,2,2017480
112,0,01866,Jack Newton,2,1982420
112,0,26328,Shaun Norris,2,2017410
112,0,33667,Carlos Ortiz,2,2016460
112,0,20572,Rod Pampling,2,2017470
112,0,01920,Craig Parry,2,2008320
112,0,02064,John Schroeder,2,1995300
112,0,46441,Robby Shelton,2,2017400
112,0,29078,Chan Shih-chang,2,2017020
112,0,06567,Vijay Singh,2,2017420
112,0,02105,Bob Smith,2,1985280
112,0,35174,Matthew Southgate,2,2016400
112,0,29518,Brendan Steele,2,2017480
112,0,21498,Hideto Tanihara,2,2017440
112,0,23788,D.J. Trahan,2,2017400
112,0,28114,Dawie van der Walt,2,2016450
112,0,35181,Daniel van Tonder,2,2015190
112,0,26951,Johnson Wagner,2,2017430
112,0,25804,Bubba Watson,2,2017470
112,0,20160,Charlie Wi,2,2017400
112,0,32254,Xinjun Zhang,2,2016050
112,0,35107,Jordan Zunic,2,2016180
