RANK,MOVEMENT,PLAYER_ID,PLAYER,VALUE
1,0,01810,Phil Mickelson,188
2,0,29221,Webb Simpson,187
3,0,36689,Brooks Koepka,185
4,0,40026,Daniel Berger,173
5,0,29476,Kyle Reifers,146
6,0,25364,Paul Casey,139
7,0,24024,Zach Johnson,138
8,0,22046,Geoff Ogilvy,131
9,0,21528,Henrik Stenson,119
10,0,32333,Kevin Tway,115
11,0,02206,David Toms,113
12,0,28937,George Coetzee,108
13,0,49771,J.T. Poston,107
14,0,24846,Ricky Barnes,103
15,0,22892,Jason Gore,101
16,0,30852,Ryo Ishikawa,100
17,0,47994,Lee McCoy,98
18,0,34363,Tyrrell Hatton,97
19,0,46441,Robby Shelton,95
20,0,24361,Pat Perez,85
21,0,31646,Emiliano Grillo,84
22,0,32698,Bobby Gates,79
22,0,31273,Gavin Kyle Green,79
22,0,28300,Joost Luiten,79
25,0,26331,Charl Schwartzel,78
26,0,32102,Rickie Fowler,77
26,0,26851,Marc Leishman,77
28,0,29479,Scott Brown,76
28,0,26596,Ryan Moore,76
28,0,20645,John Senden,76
31,0,20472,Alex Cejka,74
31,0,26476,Chez Reavie,74
33,0,25203,SSP Chawrasia,72
33,0,24179,David Drysdale,72
33,0,27804,Neil Johnson,72
33,0,39546,Keith Mitchell,72
33,0,24140,Sean O'Hair,72
38,0,49298,Kramer Hickok,71
38,0,33449,Zack Sucher,71
38,0,32254,Xinjun Zhang,71
41,0,45836,Richard Bland,68
41,0,37273,Derek Ernst,68
41,0,28158,Steve Marino,68
44,0,35891,Cameron Smith,67
45,0,45486,Joaquin Niemann,66
45,0,48081,Xander Schauffele,66
45,0,25892,Steve Wheatcroft,66
48,0,24748,WC Liang,65
49,0,33399,Adam Hadwin,64
49,0,39958,Jeunghun Wang,64
51,0,09011,David Duval,61
51,0,34587,Chan Kim,61
53,0,28751,Andrew Dodt,60
53,0,22986,Søren Kjeldsen,60
53,0,27556,Ted Potter Jr.,60
53,0,46501,Ollie Schniederjans,60
53,0,39953,Chase Seiffert,60
58,0,51038,Alfie Plant,59
59,0,46732,Rick Lamb,58
59,0,24459,Richard Sterne,58
61,0,24357,K.J. Choi,57
61,0,49633,Charlie Danielson,57
63,0,27974,Sung Kang,56
64,0,33667,Carlos Ortiz,55
65,0,49303,Anders Albertson,54
65,0,39460,Cyril Bouniol,54
65,0,01132,Mark Brooks,54
68,0,21407,Arjun Atwal,53
69,0,26289,Boo Weekley,52
70,0,37455,Si Woo Kim,50
70,0,31202,William McGirt,50
70,0,01887,Mark O'Meara,50
70,0,31560,Brian Stuard,50
74,0,29740,Brad Fritsch,49
75,0,29078,Chan Shih-chang,48
76,0,34046,Jordan Spieth,47
77,0,47504,Sam Burns,46
77,0,34098,Russell Henley,46
77,0,47741,Wesley McClain,46
77,0,34431,Robert Streb,46
77,0,25349,Tim Wilkinson,46
82,0,23108,Matt Kuchar,45
82,0,29518,Brendan Steele,45
84,0,27466,Spencer Levin,44
85,0,35174,Matthew Southgate,43
85,0,47363,Toby Tree,43
87,0,45157,Cam Davis,42
87,0,34213,Grayson Murray,42
87,0,24138,Ian Poulter,42
90,0,28783,Sam Brazel,41
90,0,22621,Ben Curtis,41
92,0,28089,Jason Day,40
92,0,01666,Bernhard Langer,40
92,0,23800,Bryce Molder,40
95,0,51567,Will Cannon,38
95,0,28679,Fabián Gómez,38
95,0,27899,Rikard Karlberg,38
95,0,25493,Nick Taylor,38
99,0,20229,Stewart Cink,37
99,0,47959,Bryson DeChambeau,37
99,0,29420,Billy Horschel,37
99,0,36799,Stephan Jaeger,37
99,0,25396,Kevin Na,37
99,0,35314,Andy Sullivan,37
105,0,50757,Hugo Bernard,36
105,0,51827,Brooks Blackburn,36
105,0,08191,Paul Broadhurst,36
105,0,52371,Matthew Campbell,36
105,0,35450,Patrick Cantlay,36
105,0,24494,Erik Compton,36
105,0,46435,Austin Cook,36
105,0,29954,Robert Dinwiddie,36
105,0,50527,Jared du Toit,36
105,0,46567,Paul Dunne,36
105,0,22379,Mark Foster,36
105,0,22752,Greg Gregory,36
105,0,34017,Jhared Hack,36
105,0,33451,Matt Hill,36
105,0,47238,Jazz Janewattananond,36
105,0,39826,Cheng Jin,36
105,0,27929,Shiv Kapur,36
105,0,31420,Anirban Lahiri,36
105,0,27936,Martin Laird,36
105,0,19904,Paul Lawrie,36
105,0,22080,Prayad Marksaeng,36
105,0,24449,Parker McLachlin,36
105,0,34305,Daniel Miernicki,36
105,0,45729,Drew Nesbitt,36
105,0,06373,José María Olazábal,36
