RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOT DIST. (FT),TOT BIRDIE PUTTS MADE,LONGEST MADE (FT),SHORTEST MADE (FT)
1,0,23036,Chris Anderson,11' 11",2066.167,173,53,1"
1,0,10201,Matt Gogel,11' 11",2354.833,198,49,7"
1,0,10733,Kent Jones,11' 11",3574.083,300,77,1"
4,0,01361,Dan Forsman,11' 10",2001.167,169,60,10"
5,0,20623,Gavin Coles,11' 9",2217.583,189,55,5"
5,0,23108,Matt Kuchar,11' 9",1933.667,165,60,3"
7,0,01887,Mark O'Meara,11' 8",1651.833,142,50,4"
8,0,19846,Brian Gay,11' 4",3253.500,288,64,4"
9,0,02223,Bob Tway,11' 3",2626.750,233,46,3"
10,0,01219,John Cook,11' 2",2081.500,187,64,7"
10,0,12662,Thomas Levet,11' 2",1091.000,98,42,3"
10,0,01823,Larry Mize,11' 2",1595.250,143,64,6"
13,0,01313,Steve Elkington,11' 1",1929.000,174,58,4"
13,0,01761,Len Mattiace,11' 1",2311.583,209,52,11"
13,0,06515,Shaun Micheel,11' 1",2233.167,202,47,4"
16,0,01127,Danny Briggs,11' 0",1975.083,179,56,1"
16,0,08545,Glen Hnatiuk,11' 0",1725.417,157,53,8"
18,0,12826,Paul Claxton,10' 11",2166.500,199,52,5"
18,0,12782,Tim Herron,10' 11",3194.250,292,60,7"
18,0,26420,Richard Johnson,10' 11",1841.917,169,56,3"
18,0,01928,Corey Pavin,10' 11",2174.167,199,51,4"
18,0,20160,Charlie Wi,10' 11",2102.667,193,43,7"
23,0,12645,Brent Geiberger,10' 10",1608.417,148,51,5"
23,0,08725,Tom Gillis,10' 10",2283.333,210,48,8"
23,0,06575,Dudley Hart,10' 10",2641.750,244,53,1"
23,0,10425,Jay Williamson,10' 10",1492.750,138,45,8"
27,0,24604,Hunter Haas,10' 9",2653.083,247,53,1"
27,0,21961,Charles Howell III,10' 9",2668.250,249,59,5"
27,0,21731,Freddie Jacobson,10' 9",1928.250,180,42,7"
