RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOT DIST. (FT),TOT BIRDIE PUTTS MADE,LONGEST MADE (FT),SHORTEST MADE (FT)
27,0,20634,Peter Lonard,10' 9",2179.500,203,57,4"
27,0,25847,Rob Rashell,10' 9",1661.667,154,66,6"
32,0,12510,Chad Campbell,10' 8",2869.167,269,58,7"
32,0,20229,Stewart Cink,10' 8",2675.417,251,58,4"
32,0,07457,Steve Flesch,10' 8",2023.417,190,42,6"
32,0,01619,Skip Kendall,10' 8",2098.250,197,61,1"
32,0,01666,Bernhard Langer,10' 8",1539.500,144,56,5"
32,0,02010,Loren Roberts,10' 8",1585.417,149,53,6"
38,0,08931,Glen Day,10' 7",2489.583,236,45,8"
38,0,01320,Bob Estes,10' 7",2791.500,263,46,3"
38,0,01329,Brad Faxon,10' 7",2097.250,198,51,5"
38,0,20127,Chris Riley,10' 7",1118.667,106,51,9"
38,0,21951,Joey Snyder III,10' 7",3084.250,292,70,3"
38,0,20396,Lee Westwood,10' 7",1114.667,105,58,5"
44,0,01157,Tom Byrum,10' 6",2407.750,230,42,8"
44,0,01381,Fred Funk,10' 6",2518.833,240,47,5"
44,0,21806,Paul Gow,10' 6",2159.750,205,51,4"
44,0,01577,Lee Janzen,10' 6",2050.500,196,62,11"
44,0,20382,Stephen Leaney,10' 6",2537.417,242,63,5"
44,0,20628,Arron Oberholser,10' 6",1823.167,173,40,1"
44,0,01941,Tom Pernice Jr.,10' 6",2903.750,277,59,5"
51,0,20498,Briny Baird,10' 5",3188.833,307,54,4"
51,0,23541,Ben Crane,10' 5",2437.917,234,56,5"
51,0,06599,John Elliott,10' 5",1645.583,158,50,5"
51,0,24781,Hunter Mahan,10' 5",3496.667,335,49,7"
51,0,01927,Dennis Paulson,10' 5",1690.417,162,49,8"
51,0,20474,Phillip Price,10' 5",2203.833,211,47,4"
51,0,23621,Rory Sabbatini,10' 5",2114.917,203,47,9"
51,0,02104,Jeff Sluman,10' 5",2754.000,265,50,1"
59,0,01139,Olin Browne,10' 4",3005.917,290,54,6"
59,0,25396,Kevin Na,10' 4",2582.333,249,40,3"
59,0,24140,Sean O'Hair,10' 4",2980.583,288,61,4"
59,0,21949,Joe Ogilvie,10' 4",2837.083,274,51,1"
59,0,02206,David Toms,10' 4",2495.333,241,72,5"
59,0,12602,Dean Wilson,10' 4",2787.833,270,54,4"
65,0,21407,Arjun Atwal,10' 3",2442.250,239,90,4"
65,0,01142,Bart Bryant,10' 3",2843.417,278,70,5"
65,0,24357,K.J. Choi,10' 3",1863.250,182,51,4"
65,0,23725,Brendan Jones,10' 3",2381.583,233,46,6"
65,0,01685,J.L. Lewis,10' 3",2857.583,278,54,1"
65,0,10585,Scott McCarron,10' 3",1966.917,192,49,4"
65,0,24138,Ian Poulter,10' 3",1126.167,110,34,7"
72,0,23540,Jason Allred,10' 2",1764.750,173,38,1
72,0,06034,Marco Dawson,10' 2",2827.417,278,57,4"
72,0,10860,Justin Leonard,10' 2",1818.667,179,57,1"
72,0,01948,Tim Petrovic,10' 2",2578.417,253,59,5"
72,0,22548,Patrick Sheehan,10' 2",3343.667,328,50,7"
72,0,22293,Heath Slocum,10' 2",3120.667,306,50,11"
72,0,10423,Mike Weir,10' 2",1516.833,149,46,1"
72,0,21878,Mark Wilson,10' 2",2121.417,209,53,1"
80,0,07223,Brian Bateman,10' 1",2681.917,265,54,1"
80,0,08123,Jeff Brehaut,10' 1",2254.333,224,84,5"
80,0,01132,Mark Brooks,10' 1",1643.417,163,41,1"
80,0,01457,Jay Haas,10' 1",1242.750,123,87,5"
80,0,08993,Franklin Langham,10' 1",2081.250,206,39,1"
80,0,06373,José María Olazábal,10' 1",1481.167,147,48,4"
80,0,12660,Jesper Parnevik,10' 1",2090.167,207,61,1"
80,0,06527,Steve Stricker,10' 1",2220.917,221,54,8"
80,0,02214,Kirk Triplett,10' 1",1454.417,144,42,6"
89,0,10809,Jim Furyk,10' 0",2706.333,270,57,6"
89,0,20502,Michael Long,10' 0",1863.333,186,49,1"
89,0,10912,Craig Perks,10' 0",1605.917,160,53,5"
89,0,12454,Mario Tiziani,10' 0",1898.083,190,42,7"
89,0,27095,Nick Watney,10' 0",2709.167,272,72,4"
94,0,23614,Rich Beem,9' 11",1502.083,151,49,5"
94,0,22621,Ben Curtis,9' 11",1270.083,128,49,4"
94,0,23409,James Driscoll,9' 11",1917.583,193,53,4"
94,0,08075,Jerry Kelly,9' 11",2455.583,247,71,1"
94,0,11032,Frank Lickliter II,9' 11",3026.500,306,48,5"
94,0,01945,Kenny Perry,9' 11",2320.667,234,52,4"
94,0,07749,Brett Quigley,9' 11",2953.333,298,48,4"
94,0,22295,Darron Stiles,9' 11",2395.250,241,51,8"
94,0,23349,Charles Warren,9' 11",2887.750,290,63,5"
103,0,21633,Steve Allan,9' 10",2847.500,290,74,4"
103,0,06004,Stephen Ames,9' 10",1983.083,201,46,4"
103,0,07867,Woody Austin,9' 10",3152.083,320,53,5"
103,0,22371,Aaron Baddeley,9' 10",2452.083,250,52,1"
103,0,19824,Craig Barlow,9' 10",2155.583,219,47,5"
103,0,12652,Cameron Beckman,9' 10",2793.917,285,60,4"
103,0,20472,Alex Cejka,9' 10",1995.000,203,42,1"
103,0,23135,Tim Clark,9' 10",2254.583,230,46,9"
103,0,28088,Matt Davidson,9' 10",1429.500,145,39,10"
103,0,01473,Todd Hamilton,9' 10",2432.583,248,47,5"
103,0,01487,Jeff Hart,9' 10",1519.417,154,42,1
103,0,10117,Bob Heintz,9' 10",2238.083,227,54,5"
103,0,01599,Steve Jones,9' 10",1154.917,117,48,1
103,0,12680,Shigeki Maruyama,9' 10",2933.667,298,53,4"
103,0,25240,D.A. Points,9' 10",2530.417,258,49,4"
103,0,22405,Justin Rose,9' 10",2985.167,303,54,5"
119,0,01024,Billy Andrade,9' 9",2501.250,256,54,1"
119,0,01035,Tommy Armour III,9' 9",2816.250,288,44,5"
119,0,24925,Jonathan Byrd,9' 9",3121.000,319,69,5"
119,0,19972,José Coceres,9' 9",1561.000,160,69,5"
119,0,19881,Robert Damron,9' 9",2236.250,230,48,6"
119,0,26758,David Hearn,9' 9",1933.917,199,41,5"
119,0,23320,Ryan Palmer,9' 9",2933.583,302,48,4"
119,0,20663,Brenden Pappas,9' 9",1817.833,186,76,4"
119,0,23788,D.J. Trahan,9' 9",2307.083,237,47,3"
128,0,21805,Harrison Frazar,9' 8",3283.583,341,60,4"
128,0,01677,Tom Lehman,9' 8",1523.583,157,39,1"
128,0,01707,Steve Lowery,9' 8",2973.167,307,42,4"
128,0,25345,Carl Pettersson,9' 8",3110.083,323,62,4"
128,0,02106,Chris Smith,9' 8",2869.500,297,48,3"
128,0,06595,Kevin Sutherland,9' 8",2361.667,244,47,1"
128,0,20548,Hidemichi Tanaka,9' 8",3033.750,313,62,3"
135,0,06197,Michael Allen,9' 7",2385.750,250,47,1"
135,0,24290,D.J. Brigman,9' 7",1803.583,188,47,4"
135,0,20850,Daniel Chopra,9' 7",2983.583,310,52,1"
135,0,23353,J.J. Henry,9' 7",2879.583,300,56,3"
135,0,24024,Zach Johnson,9' 7",2928.500,306,53,3"
135,0,20572,Rod Pampling,9' 7",2406.833,251,47,3"
135,0,24502,Adam Scott,9' 7",1778.167,185,38,8"
135,0,26287,Roland Thatcher,9' 7",2101.083,220,53,7"
135,0,20812,Tjaart van der Walt,9' 7",1623.583,169,43,1"
135,0,23623,Bo Van Pelt,9' 7",3316.500,347,48,1"
145,0,01175,Jim Carter,9' 6",1158.333,122,47,1"
145,0,21350,Ryuji Imada,9' 6",2021.917,213,60,5"
145,0,23552,Hank Kuehne,9' 6",2365.583,248,58,3"
145,0,01706,Davis Love III,9' 6",1899.250,200,46,8"
145,0,20691,Greg Owen,9' 6",2264.250,239,51,1"
145,0,02101,Joey Sindelar,9' 6",3209.333,338,50,1"
151,0,20098,Stuart Appleby,9' 5",2016.333,215,39,6"
151,0,01042,Paul Azinger,9' 5",1842.083,195,39,1"
151,0,21753,Brian Davis,9' 5",2095.167,222,45,3"
151,0,06251,Chris DiMarco,9' 5",1822.417,194,41,7"
151,0,20121,Todd Fischer,9' 5",2652.750,282,40,6"
151,0,01388,Robert Gamez,9' 5",2651.417,281,46,4"
151,0,20378,Mathias Grönberg,9' 5",1664.250,177,35,7"
151,0,08537,J.P. Hayes,9' 5",1782.833,189,61,4"
151,0,06573,Brandt Jobe,9' 5",2631.167,279,70,1"
151,0,01766,Billy Mayfair,9' 5",3213.833,341,47,1"
151,0,24361,Pat Perez,9' 5",2221.333,235,43,5"
151,0,20645,John Senden,9' 5",2864.917,303,50,1"
151,0,21498,Hideto Tanihara,9' 5",1108.167,118,33,6"
151,0,23325,Vaughn Taylor,9' 5",3053.833,324,56,1"
151,0,02239,Scott Verplank,9' 5",2275.333,242,49,5"
151,0,02246,Duffy Waldorf,9' 5",2262.250,241,41,6"
167,0,24227,Justin Bolli,9' 4",1746.500,187,50,6"
167,0,23983,Luke Donald,9' 4",1264.750,136,38,3"
167,0,12823,Carlos Franco,9' 4",2058.750,220,51,5"
167,0,01418,Bill Glasson,9' 4",1153.167,124,51,9"
167,0,20766,Padraig Harrington,9' 4",1284.167,137,43,5"
167,0,10962,Bradley Hughes,9' 4",1337.250,143,44,4"
167,0,24912,Will MacKenzie,9' 4",2146.250,230,48,3"
174,0,20099,Doug Barron,9' 3",2028.667,219,42,6"
174,0,01553,John Huston,9' 3",2624.750,285,57,4"
174,0,01810,Phil Mickelson,9' 3",1936.417,209,39,5"
174,0,22046,Geoff Ogilvy,9' 3",2505.750,271,42,4"
178,0,01226,Fred Couples,9' 2",1429.750,156,37,1"
178,0,24980,Scott Gutschewski,9' 2",2327.583,254,34,4"
178,0,20433,Mark Hensby,9' 2",1557.167,170,43,1
178,0,20094,Jonathan Kaye,9' 2",2173.417,237,48,4"
178,0,21959,Ted Purdy,9' 2",3019.583,328,43,5"
178,0,08385,Omar Uresti,9' 2",2283.083,248,40,4"
184,0,10885,Robert Allenby,9' 0",2325.167,258,36,3"
184,0,22913,John Rollins,9' 0",2535.167,281,70,1"
186,0,25900,Lucas Glover,8' 11",2407.417,270,45,5"
186,0,01724,Jeff Maggert,8' 11",1866.583,210,45,1"
186,0,06567,Vijay Singh,8' 11",3128.167,352,72,1"
189,0,21209,Sergio Garcia,8' 10",1736.583,196,79,3"
189,0,23063,Scott Hend,8' 10",1882.667,213,43,4"
189,0,01797,Rocco Mediate,8' 10",1858.250,211,38,5"
189,0,23322,Brett Wetterich,8' 10",2153.250,244,55,6"
193,0,23497,Tag Ridings,8' 9",2785.750,318,57,4"
193,0,26679,Kevin Stadler,8' 9",2445.167,279,37,3"
195,0,01161,Mark Calcavecchia,8' 8",2323.250,268,60,1"
195,0,06332,Neal Lancaster,8' 8",2582.917,299,51,1"
197,0,06621,Joe Durant,8' 7",1937.667,225,46,6"
197,0,01723,Andrew Magee,8' 7",1772.833,206,49,8"
197,0,08793,Tiger Woods,8' 7",2089.250,244,47,4"
200,0,24507,Jason Bohn,8' 6",2317.833,273,41,5"
201,0,01249,John Daly,8' 4",1629.083,196,38,5"
202,0,20157,Retief Goosen,7' 8",1185.583,154,26,4"
