RANK,MOVEMENT,PLAYER_ID,PLAYER,VALUE,ATTEMPTS,TOTAL DISTANCE (FEET)
1,0,01487,Jeff Hart,2' 3",625,1418.833
1,0,01928,Corey Pavin,2' 3",623,1408.083
3,0,24507,Jason Bohn,2' 4",883,2091.667
3,0,01219,John Cook,2' 4",633,1482.417
3,0,01226,Fred Couples,2' 4",482,1114.500
3,0,06251,Chris DiMarco,2' 4",610,1448.500
3,0,01320,Bob Estes,2' 4",837,1978.417
3,0,20121,Todd Fischer,2' 4",896,2124.000
3,0,20157,Retief Goosen,2' 4",475,1100.083
3,0,24604,Hunter Haas,2' 4",758,1799.250
3,0,10117,Bob Heintz,2' 4",623,1449.917
3,0,01677,Tom Lehman,2' 4",556,1283.167
3,0,20127,Chris Riley,2' 4",441,1033.750
3,0,02101,Joey Sindelar,2' 4",1085,2562.917
15,0,21407,Arjun Atwal,2' 5",627,1536.167
15,0,20099,Doug Barron,2' 5",701,1678.250
15,0,24227,Justin Bolli,2' 5",627,1518.667
15,0,01132,Mark Brooks,2' 5",664,1597.083
15,0,20472,Alex Cejka,2' 5",771,1863.583
15,0,20229,Stewart Cink,2' 5",753,1815.583
15,0,12826,Paul Claxton,2' 5",736,1809.000
15,0,08931,Glen Day,2' 5",740,1782.667
15,0,12823,Carlos Franco,2' 5",725,1771.500
15,0,01457,Jay Haas,2' 5",420,1030.083
15,0,23353,J.J. Henry,2' 5",991,2382.167
15,0,12782,Tim Herron,2' 5",764,1842.583
15,0,08545,Glen Hnatiuk,2' 5",570,1374.833
15,0,24024,Zach Johnson,2' 5",882,2164.000
15,0,20094,Jonathan Kaye,2' 5",687,1640.583
15,0,08075,Jerry Kelly,2' 5",823,2020.417
15,0,01619,Skip Kendall,2' 5",766,1836.833
15,0,23108,Matt Kuchar,2' 5",590,1425.250
15,0,10860,Justin Leonard,2' 5",567,1354.833
15,0,10585,Scott McCarron,2' 5",651,1569.167
15,0,01887,Mark O'Meara,2' 5",522,1279.833
15,0,06373,José María Olazábal,2' 5",412,987.417
15,0,25345,Carl Pettersson,2' 5",991,2429.583
15,0,02010,Loren Roberts,2' 5",511,1246.333
15,0,02104,Jeff Sluman,2' 5",919,2244.833
15,0,06527,Steve Stricker,2' 5",568,1352.417
15,0,20548,Hidemichi Tanaka,2' 5",1019,2468.250
15,0,23325,Vaughn Taylor,2' 5",947,2271.250
15,0,08385,Omar Uresti,2' 5",797,1957.167
15,0,02239,Scott Verplank,2' 5",695,1687.917
15,0,12602,Dean Wilson,2' 5",847,2081.583
15,0,08793,Tiger Woods,2' 5",556,1326.750
47,0,10885,Robert Allenby,2' 6",821,2077.667
47,0,23540,Jason Allred,2' 6",685,1737.417
47,0,22371,Aaron Baddeley,2' 6",749,1879.917
47,0,07223,Brian Bateman,2' 6",951,2401.750
47,0,01139,Olin Browne,2' 6",914,2280.917
47,0,24357,K.J. Choi,2' 6",569,1429.417
47,0,22621,Ben Curtis,2' 6",533,1342.833
47,0,01249,John Daly,2' 6",588,1482.083
47,0,06034,Marco Dawson,2' 6",841,2078.333
47,0,23983,Luke Donald,2' 6",435,1070.750
47,0,21209,Sergio Garcia,2' 6",580,1451.333
47,0,19846,Brian Gay,2' 6",947,2337.583
47,0,12645,Brent Geiberger,2' 6",573,1428.500
47,0,21806,Paul Gow,2' 6",718,1782.167
47,0,01473,Todd Hamilton,2' 6",793,1960.417
47,0,21961,Charles Howell III,2' 6",789,1993.583
47,0,10962,Bradley Hughes,2' 6",579,1428.333
47,0,01553,John Huston,2' 6",834,2062.500
47,0,21350,Ryuji Imada,2' 6",707,1779.000
47,0,26420,Richard Johnson,2' 6",481,1218.833
47,0,11032,Frank Lickliter II,2' 6",950,2399.917
47,0,20634,Peter Lonard,2' 6",730,1830.333
47,0,01706,Davis Love III,2' 6",597,1485.250
47,0,12680,Shigeki Maruyama,2' 6",873,2166.167
47,0,06515,Shaun Micheel,2' 6",706,1767.833
47,0,12660,Jesper Parnevik,2' 6",696,1720.917
47,0,01941,Tom Pernice Jr.,2' 6",915,2304.500
47,0,01948,Tim Petrovic,2' 6",862,2185.333
47,0,07749,Brett Quigley,2' 6",895,2249.750
47,0,25847,Rob Rashell,2' 6",567,1432.167
47,0,21498,Hideto Tanihara,2' 6",507,1259.917
47,0,12454,Mario Tiziani,2' 6",661,1648.250
47,0,02223,Bob Tway,2' 6",699,1724.750
47,0,23322,Brett Wetterich,2' 6",751,1904.250
47,0,10425,Jay Williamson,2' 6",495,1247.000
47,0,21878,Mark Wilson,2' 6",677,1693.500
83,0,06197,Michael Allen,2' 7",807,2061.000
83,0,01024,Billy Andrade,2' 7",759,1938.583
83,0,01035,Tommy Armour III,2' 7",1037,2671.083
83,0,01042,Paul Azinger,2' 7",603,1565.917
83,0,19824,Craig Barlow,2' 7",710,1813.500
83,0,12652,Cameron Beckman,2' 7",892,2312.333
83,0,23614,Rich Beem,2' 7",524,1367.083
