RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,AVERAGE DISTANCE (YARDS),AVERAGE CLUB HEAD SPEED,TOTAL ATTEMPTS,HIGHEST DIST. EFFICIENCY
42,0,23320,Ryan Palmer,2.606,299.399,114.870,61,0198603278
44,0,32366,Kevin Chappell,2.602,298.302,114.655,55,0223102905
44,0,28475,Jeff Overton,2.602,295.332,113.499,71,0207003059
46,0,06643,Paul Goydos,2.601,274.886,105.699,64,0153602963
46,0,27974,Sung Kang,2.601,290.920,111.832,39,0214702949
46,0,26331,Charl Schwartzel,2.601,303.487,116.669,35,0233103151
49,0,31193,Jim Renner,2.599,294.657,113.364,48,0212303101
50,0,34255,Joseph Bramlett,2.598,299.727,115.363,50,0224202827
50,0,01810,Phil Mickelson,2.598,307.845,118.484,51,0225703155
52,0,25686,Jason Dufner,2.597,285.900,110.106,62,0208002966
53,0,30750,Tommy Gainey,2.596,295.750,113.919,83,0214902959
54,0,20766,Padraig Harrington,2.595,298.852,115.146,38,0219702959
54,0,10733,Kent Jones,2.595,285.878,110.167,57,0219402927
56,0,27466,Spencer Levin,2.594,286.289,110.353,86,0213803124
57,0,23541,Ben Crane,2.593,282.246,108.848,60,0213603004
57,0,22046,Geoff Ogilvy,2.593,293.183,113.081,52,0209302864
57,0,26679,Kevin Stadler,2.593,293.923,113.338,61,0225203102
57,0,27963,Chris Stroud,2.593,291.059,112.256,73,0208702917
61,0,22913,John Rollins,2.591,296.620,114.499,70,0207302991
62,0,28158,Steve Marino,2.590,295.594,114.114,65,0180402895
63,0,20848,Ángel Cabrera,2.589,309.963,119.725,29,0207203177
63,0,24980,Scott Gutschewski,2.589,298.871,115.454,44,0215503061
63,0,01797,Rocco Mediate,2.589,274.549,106.024,44,0214302901
66,0,24924,Bill Haas,2.587,303.164,117.177,68,0225903108
66,0,27939,Matt McQuillan,2.587,280.363,108.363,37,0227302903
66,0,32876,Martin Piller,2.587,287.729,111.203,44,0220702996
66,0,28486,Michael Putnam,2.587,299.434,115.732,46,0193303028
66,0,23621,Rory Sabbatini,2.587,294.420,113.788,54,0215002989
71,0,33141,Keegan Bradley,2.586,303.783,117.494,64,0228303092
71,0,06567,Vijay Singh,2.586,296.478,114.643,71,0229503158
73,0,23614,Rich Beem,2.585,280.775,108.615,42,0165502974
73,0,12782,Tim Herron,2.585,289.553,112.027,65,0211503066
73,0,29718,Anthony Kim,2.585,296.913,114.855,60,0186902958
76,0,09011,David Duval,2.584,297.772,115.222,49,0223402915
76,0,26596,Ryan Moore,2.584,293.160,113.452,58,0228902952
76,0,20572,Rod Pampling,2.584,290.856,112.557,47,0203102920
79,0,06251,Chris DiMarco,2.583,279.755,108.287,73,0210302832
80,0,06522,Ernie Els,2.581,290.205,112.422,53,0148903127
80,0,07457,Steve Flesch,2.581,281.099,108.929,61,0222503057
80,0,30711,Colt Knost,2.581,279.758,108.373,59,0212502921
83,0,31557,Jim Herman,2.580,298.281,115.602,46,0224002962
84,0,28087,Kris Blanks,2.578,287.048,111.326,76,0219202936
84,0,23108,Matt Kuchar,2.578,284.584,110.410,72,0205703069
84,0,26851,Marc Leishman,2.578,299.610,116.198,75,0222703044
87,0,20229,Stewart Cink,2.577,296.086,114.907,46,0215902996
87,0,20157,Retief Goosen,2.577,296.265,114.983,38,0230502901
87,0,24502,Adam Scott,2.577,302.229,117.264,47,0203503051
90,0,10860,Justin Leonard,2.576,279.194,108.383,63,0199902924
90,0,27120,Troy Matteson,2.576,300.205,116.517,72,0216503143
90,0,23497,Tag Ridings,2.576,310.030,120.333,61,0226702959
93,0,22621,Ben Curtis,2.575,277.217,107.663,57,0231702903
94,0,33413,Ben Martin,2.574,292.254,113.548,45,0215802870
94,0,22961,David Mathis,2.574,280.888,109.127,55,0229202849
96,0,29910,Blake Adams,2.573,295.237,114.752,79,0184802926
97,0,30946,Alex Prugh,2.572,297.586,115.707,61,0222002905
98,0,29518,Brendan Steele,2.571,291.936,113.539,71,0225202872
99,0,26287,Roland Thatcher,2.570,289.389,112.616,49,0208602880
99,0,25632,Jimmy Walker,2.570,302.731,117.800,57,0221402952
101,0,20070,Matt Bettencourt,2.569,292.955,114.049,69,0208503062
101,0,24357,K.J. Choi,2.569,284.127,110.595,60,0191603047
101,0,01948,Tim Petrovic,2.569,280.281,109.115,67,0218002989
104,0,25444,Justin Hicks,2.568,278.107,108.294,40,0217303046
104,0,30925,Dustin Johnson,2.568,313.690,122.132,47,0215003118
106,0,08075,Jerry Kelly,2.566,273.538,106.612,67,0215202947
107,0,01577,Lee Janzen,2.564,287.528,112.162,42,0216502809
108,0,23353,J.J. Henry,2.562,289.172,112.849,75,0213002978
109,0,24490,George McNeill,2.561,299.215,116.819,53,0211502935
109,0,26951,Johnson Wagner,2.561,280.693,109.589,70,0195302898
109,0,26289,Boo Weekley,2.561,294.332,114.909,49,0223202807
112,0,20498,Briny Baird,2.560,284.108,110.960,40,0205002815
112,0,06573,Brandt Jobe,2.560,295.120,115.290,69,0188403045
112,0,19970,Robert Karlsson,2.560,301.306,117.693,41,0222302861
112,0,24138,Ian Poulter,2.560,281.701,110.024,40,0218403071
112,0,30110,Kyle Stanley,2.560,304.151,118.813,70,0203703054
117,0,07867,Woody Austin,2.559,283.950,110.982,42,0219303203
117,0,12716,Charley Hoffman,2.559,302.188,118.105,74,0122503026
117,0,26881,Jarrod Lyle,2.559,289.314,113.049,59,0220703156
120,0,21350,Ryuji Imada,2.558,285.387,111.586,75,0208202954
120,0,01766,Billy Mayfair,2.558,281.669,110.119,79,0196802918
122,0,28679,Fabián Gómez,2.557,287.850,112.589,47,0224402904
122,0,32640,Troy Merritt,2.557,285.332,111.597,47,0214802949
124,0,24604,Hunter Haas,2.556,283.699,110.992,76,0194802872
124,0,33419,Cameron Tringale,2.556,293.083,114.655,87,0185302916
126,0,25562,Andres Romero,2.555,296.420,116.024,64,0179603032
127,0,01116,Michael Bradley,2.554,291.489,114.138,54,0223402878
128,0,26668,Marc Turnesa,2.553,280.388,109.841,35,0217602895
129,0,29221,Webb Simpson,2.552,293.606,115.046,84,0214403061
130,0,23673,Michael Connell,2.551,277.895,108.925,68,0218902838
130,0,12602,Dean Wilson,2.551,278.299,109.077,50,0144103141
132,0,06004,Stephen Ames,2.549,279.502,109.671,49,0225202836
132,0,29720,Andres Gonzales,2.549,288.621,113.250,41,0223802847
132,0,31323,Gary Woodland,2.549,316.906,124.341,53,0219502871
135,0,01706,Davis Love III,2.548,295.241,115.889,39,0204802990
136,0,32150,Michael Thompson,2.547,292.313,114.789,53,0209303363
136,0,20160,Charlie Wi,2.547,283.799,111.427,67,0218102923
138,0,25818,Scott Piercy,2.546,300.892,118.164,51,0216203039
138,0,27064,Jhonattan Vegas,2.546,311.112,122.196,64,0218102958
140,0,25900,Lucas Glover,2.545,296.500,116.502,57,0218302982
140,0,22405,Justin Rose,2.545,292.409,114.894,64,0197203172
140,0,23788,D.J. Trahan,2.545,294.713,115.814,75,0103903144
143,0,31202,William McGirt,2.543,288.580,113.489,85,0204302944
143,0,25804,Bubba Watson,2.543,316.682,124.548,56,0218202949
145,0,12510,Chad Campbell,2.542,288.680,113.544,76,0213802980
145,0,24663,Y.E. Yang,2.542,289.649,113.924,42,0216802806
147,0,26300,Matt Jones,2.540,295.268,116.247,52,0212202870
147,0,23800,Bryce Molder,2.540,278.464,109.637,60,0206702913
149,0,25274,Steven Bowditch,2.539,299.912,118.112,65,0196202867
149,0,24361,Pat Perez,2.539,292.511,115.199,61,0217502901
151,0,25457,Alexandre Rocha,2.537,281.996,111.163,39,0213402926
151,0,34072,Will Strickler,2.537,300.399,118.418,34,0221203242
153,0,29478,Kevin Kisner,2.533,280.773,110.826,50,0214102892
153,0,06515,Shaun Micheel,2.533,281.827,111.271,53,0198602920
155,0,27797,Derek Lamely,2.532,296.230,116.977,45,0205402945
156,0,20098,Stuart Appleby,2.531,289.112,114.244,59,0189803347
156,0,33911,Nate Smith,2.531,276.441,109.229,45,0210402888
158,0,27095,Nick Watney,2.530,298.549,118.008,64,0205202882
159,0,26420,Richard Johnson,2.528,272.759,107.885,48,0208902844
159,0,20645,John Senden,2.528,294.750,116.587,79,0216102880
161,0,21731,Freddie Jacobson,2.526,284.168,112.490,65,0207002829
161,0,25834,Daniel Summerhays,2.526,281.657,111.490,56,0167802888
163,0,30692,Scott Stallings,2.525,301.076,119.245,67,0199502882
164,0,25396,Kevin Na,2.524,285.485,113.117,49,0210502794
165,0,27214,Kevin Streelman,2.522,290.147,115.057,62,0217502971
166,0,25572,Graeme McDowell,2.521,285.102,113.103,37,0209202904
167,0,06621,Joe Durant,2.520,280.660,111.389,51,0215102794
167,0,31401,Zack Miller,2.520,304.413,120.783,53,0208003226
169,0,32698,Bobby Gates,2.517,293.389,116.554,56,0206602974
170,0,24925,Jonathan Byrd,2.516,288.961,114.841,68,0077202905
171,0,24140,Sean O'Hair,2.513,291.235,115.870,45,0220202914
172,0,21961,Charles Howell III,2.512,292.523,116.456,84,0129402852
173,0,21209,Sergio Garcia,2.510,299.786,119.430,43,0212702966
174,0,22371,Aaron Baddeley,2.509,298.890,119.142,57,0218302867
175,0,23638,Brendon de Jonge,2.508,287.061,114.450,88,0217802866
175,0,10585,Scott McCarron,2.508,286.400,114.178,47,0216803091
177,0,11123,Chris Couch,2.505,301.474,120.335,50,0195502814
178,0,20593,Greg Chalmers,2.501,275.117,109.985,67,0205502862
179,0,08375,Paul Stankowski,2.500,280.795,112.340,56,0216002997
180,0,08725,Tom Gillis,2.499,285.209,114.109,49,0198702878
181,0,23983,Luke Donald,2.498,279.725,111.974,48,0210702721
182,0,35087,Bio Kim,2.477,293.753,118.615,48,0186602905
183,0,22378,Trevor Immelman,2.476,293.160,118.402,55,0214902774
184,0,23718,Nathan Green,2.464,281.559,114.291,55,0172602898
185,0,24846,Ricky Barnes,2.458,288.899,117.541,57,0184702853
186,0,23409,James Driscoll,2.437,288.701,118.470,54,0133702832
