RANK,MOVEMENT,PLAYER_ID,PLAYER,COMBINED RANK,CARRY EFFICIENCY RANK,TOTAL DIST. EFFIC. RANK
1,0,22293,Heath Slocum,4,2,2
2,0,21878,Mark Wilson,6,3,3
3,0,24781,Hunter Mahan,9,4,5
4,0,26758,David Hearn,18,12,6
5,0,21753,Brian Davis,22,21,1
6,0,30926,Chris Kirk,23,14,9
7,0,26476,Chez Reavie,24,16,8
7,0,23623,Bo Van Pelt,24,17,7
9,0,28620,Aron Price,27,18,9
10,0,29420,Billy Horschel,30,8,22
11,0,27141,J.B. Holmes,33,1,32
11,0,21949,Joe Ogilvie,33,21,12
11,0,27649,Brandt Snedeker,33,15,18
14,0,20472,Alex Cejka,34,18,16
14,0,32102,Rickie Fowler,34,12,22
16,0,27330,Josh Teater,42,5,37
17,0,27936,Martin Laird,45,25,20
18,0,28089,Jason Day,46,9,37
19,0,23320,Ryan Palmer,48,6,42
19,0,27770,Camilo Villegas,48,33,15
21,0,27933,John Merrick,51,38,13
22,0,21805,Harrison Frazar,55,25,30
23,0,01810,Phil Mickelson,59,9,50
24,0,20766,Padraig Harrington,61,7,54
24,0,02206,David Toms,61,57,4
26,0,08537,J.P. Hayes,67,43,24
26,0,23325,Vaughn Taylor,67,34,33
28,0,24290,D.J. Brigman,68,34,34
29,0,24358,Robert Garrigus,71,41,30
30,0,23548,Bill Lunde,72,31,41
31,0,25345,Carl Pettersson,74,55,19
32,0,21407,Arjun Atwal,76,49,27
33,0,10885,Robert Allenby,77,52,25
33,0,27974,Sung Kang,77,31,46
35,0,30750,Tommy Gainey,78,25,53
36,0,26679,Kevin Stadler,86,29,57
37,0,28158,Steve Marino,87,25,62
37,0,06527,Steve Stricker,87,60,27
39,0,24507,Jason Bohn,89,78,11
40,0,06567,Vijay Singh,91,20,71
41,0,33141,Keegan Bradley,94,23,71
42,0,10809,Jim Furyk,96,80,16
43,0,31193,Jim Renner,97,48,49
44,0,34255,Joseph Bramlett,99,49,50
44,0,22913,John Rollins,99,38,61
46,0,24024,Zach Johnson,102,75,27
47,0,01797,Rocco Mediate,106,43,63
47,0,26331,Charl Schwartzel,106,60,46
49,0,28486,Michael Putnam,109,43,66
50,0,23541,Ben Crane,111,54,57
51,0,27939,Matt McQuillan,113,47,66
52,0,06522,Ernie Els,117,37,80
53,0,23497,Tag Ridings,119,29,90
54,0,26851,Marc Leishman,122,38,84
55,0,22046,Geoff Ogilvy,125,68,57
56,0,12652,Cameron Beckman,126,89,37
56,0,01313,Steve Elkington,126,101,25
58,0,28475,Jeff Overton,128,84,44
58,0,25240,D.A. Points,128,91,37
60,0,27963,Chris Stroud,129,72,57
61,0,10733,Kent Jones,131,77,54
62,0,23614,Rich Beem,133,60,73
62,0,19846,Brian Gay,133,119,14
62,0,24924,Bill Haas,133,67,66
62,0,20436,Garrett Willis,133,98,35
66,0,29718,Anthony Kim,137,64,73
66,0,22348,Nick O'Hern,137,95,42
68,0,32366,Kevin Chappell,139,95,44
69,0,09011,David Duval,144,68,76
69,0,20127,Chris Riley,144,123,21
71,0,12782,Tim Herron,145,72,73
72,0,20229,Stewart Cink,147,60,87
72,0,23621,Rory Sabbatini,147,81,66
74,0,27120,Troy Matteson,149,59,90
74,0,25818,Scott Piercy,149,11,138
74,0,32876,Martin Piller,149,83,66
77,0,29518,Brendan Steele,150,52,98
78,0,30946,Alex Prugh,152,55,97
79,0,12716,Charley Hoffman,153,36,117
80,0,19970,Robert Karlsson,154,42,112
81,0,20848,Ángel Cabrera,158,95,63
82,0,01706,Davis Love III,159,24,135
83,0,06643,Paul Goydos,160,114,46
84,0,30925,Dustin Johnson,161,57,104
85,0,33413,Ben Martin,162,68,94
86,0,26287,Roland Thatcher,167,68,99
87,0,27466,Spencer Levin,168,112,56
