RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL APEX RANGE,TOTAL ATTEMPTS
1,0,27141,J.B. Holmes,211.3,8665.0,41
2,0,25804,Bubba Watson,206.5,10325.7,50
3,0,27064,Jhonattan Vegas,203.1,11984.8,59
4,0,30925,Dustin Johnson,199.9,8794.6,44
5,0,20848,Ángel Cabrera,199.8,4995.0,25
6,0,31401,Zack Miller,199.6,9981.5,50
7,0,23497,Tag Ridings,198.7,10925.9,55
8,0,11123,Chris Couch,198.5,8934.2,45
9,0,34072,Will Strickler,197.3,6511.2,33
10,0,31323,Gary Woodland,197.2,9268.6,47
11,0,22371,Aaron Baddeley,195.7,10764.0,55
12,0,12716,Charley Hoffman,195.5,13683.3,70
13,0,30692,Scott Stallings,195.2,12687.6,65
14,0,01810,Phil Mickelson,195.1,8973.6,46
15,0,24358,Robert Garrigus,194.8,9544.1,49
16,0,19970,Robert Karlsson,194.7,7789.1,40
17,0,27095,Nick Watney,194.4,12050.4,62
18,0,30110,Kyle Stanley,194.3,13018.1,67
19,0,23409,James Driscoll,194.2,9904.9,51
19,0,24924,Bill Haas,194.2,12817.7,66
21,0,21805,Harrison Frazar,193.3,7152.5,37
22,0,32698,Bobby Gates,193.0,9844.8,51
22,0,27936,Martin Laird,193.0,10616.0,55
24,0,28089,Jason Day,192.8,8867.8,46
25,0,22378,Trevor Immelman,192.5,8856.2,46
25,0,24502,Adam Scott,192.5,8856.9,46
27,0,21209,Sergio Garcia,192.2,7302.4,38
28,0,34255,Joseph Bramlett,192.1,9222.5,48
28,0,35087,Bio Kim,192.1,8646.4,45
28,0,26331,Charl Schwartzel,192.1,6531.9,34
31,0,25274,Steven Bowditch,191.9,11708.5,61
32,0,27330,Josh Teater,191.7,12270.0,64
33,0,33141,Keegan Bradley,191.4,11481.2,60
33,0,25818,Scott Piercy,191.4,9762.0,51
35,0,21961,Charles Howell III,191.3,14925.3,78
35,0,25562,Andres Romero,191.3,11287.1,59
37,0,24490,George McNeill,190.9,9735.4,51
38,0,27797,Derek Lamely,190.8,8013.4,42
39,0,25900,Lucas Glover,190.1,10077.9,53
39,0,20645,John Senden,190.1,14449.6,76
41,0,30946,Alex Prugh,190.0,11402.8,60
42,0,28158,Steve Marino,189.7,11002.0,58
43,0,01706,Davis Love III,189.5,7199.5,38
44,0,26851,Marc Leishman,189.4,13259.9,70
45,0,25632,Jimmy Walker,189.1,9830.7,52
46,0,20766,Padraig Harrington,188.8,6985.4,37
47,0,23788,D.J. Trahan,188.5,12439.2,66
48,0,09011,David Duval,188.4,8664.8,46
49,0,32102,Rickie Fowler,188.1,11283.4,60
50,0,28486,Michael Putnam,187.9,7703.3,41
51,0,26300,Matt Jones,187.7,9384.6,50
52,0,23320,Ryan Palmer,187.6,10319.0,55
53,0,24925,Jonathan Byrd,187.5,11627.9,62
54,0,27214,Kevin Streelman,187.3,11052.7,59
55,0,27120,Troy Matteson,187.2,11978.8,64
55,0,22913,John Rollins,187.2,12730.5,68
57,0,20229,Stewart Cink,186.9,7477.8,40
58,0,12510,Chad Campbell,186.4,12677.1,68
58,0,06573,Brandt Jobe,186.4,12863.7,69
60,0,20157,Retief Goosen,186.3,6334.9,34
61,0,29221,Webb Simpson,186.1,14890.1,80
62,0,23638,Brendon de Jonge,186.0,15622.7,84
63,0,24846,Ricky Barnes,185.9,9853.7,53
64,0,23548,Bill Lunde,185.5,13169.3,71
64,0,29518,Brendan Steele,185.5,12987.5,70
66,0,26287,Roland Thatcher,185.4,8899.6,48
67,0,29718,Anthony Kim,185.1,9627.4,52
67,0,33413,Ben Martin,185.1,7958.3,43
69,0,26289,Boo Weekley,184.8,8868.2,48
70,0,10585,Scott McCarron,184.7,8494.4,46
71,0,30750,Tommy Gainey,184.4,14750.6,80
72,0,26679,Kevin Stadler,183.8,10659.4,58
73,0,22046,Geoff Ogilvy,183.5,9539.8,52
74,0,29910,Blake Adams,183.3,13562.9,74
74,0,20098,Stuart Appleby,183.3,9165.3,50
74,0,24980,Scott Gutschewski,183.3,8065.1,44
77,0,33419,Cameron Tringale,183.2,15388.8,84
78,0,23623,Bo Van Pelt,183.1,11903.0,65
78,0,24663,Y.E. Yang,183.1,7140.0,39
80,0,01116,Michael Bradley,183.0,9697.1,53
80,0,27770,Camilo Villegas,183.0,8965.7,49
82,0,31557,Jim Herman,182.9,8232.2,45
82,0,29420,Billy Horschel,182.9,10239.9,56
84,0,29720,Andres Gonzales,182.8,7494.7,41
85,0,06567,Vijay Singh,182.7,12424.9,68
86,0,07867,Woody Austin,182.2,6924.5,38
87,0,24140,Sean O'Hair,182.1,7830.4,43
87,0,26476,Chez Reavie,182.1,13109.7,72
89,0,12782,Tim Herron,182.0,11468.3,63
89,0,27974,Sung Kang,182.0,6732.7,37
91,0,26881,Jarrod Lyle,181.8,10723.4,59
91,0,23621,Rory Sabbatini,181.8,9636.1,53
93,0,32366,Kevin Chappell,181.7,9991.8,55
94,0,25396,Kevin Na,181.6,8533.3,47
94,0,31193,Jim Renner,181.6,8716.9,48
96,0,28679,Fabián Gómez,181.5,8531.0,47
97,0,24781,Hunter Mahan,181.4,13060.9,72
98,0,26596,Ryan Moore,181.3,10331.6,57
99,0,24361,Pat Perez,181.2,10326.2,57
100,0,28475,Jeff Overton,181.1,11952.8,66
101,0,30926,Chris Kirk,180.9,12478.9,69
102,0,25572,Graeme McDowell,180.8,5965.4,33
102,0,27963,Chris Stroud,180.8,13020.1,72
104,0,23718,Nathan Green,180.7,9757.7,54
104,0,01766,Billy Mayfair,180.7,13368.9,74
106,0,31202,William McGirt,180.6,15168.5,84
106,0,25457,Alexandre Rocha,180.6,7044.6,39
108,0,01577,Lee Janzen,180.5,7580.6,42
108,0,32640,Troy Merritt,180.5,8304.1,46
110,0,20498,Briny Baird,180.2,7028.9,39
111,0,23353,J.J. Henry,180.1,12784.2,71
111,0,06527,Steve Stricker,180.1,9902.9,55
113,0,21350,Ryuji Imada,180.0,12783.2,71
113,0,21949,Joe Ogilvie,180.0,8641.9,48
115,0,20070,Matt Bettencourt,179.9,11694.5,65
115,0,29478,Kevin Kisner,179.9,8093.3,45
115,0,27933,John Merrick,179.9,9357.0,52
118,0,24290,D.J. Brigman,179.8,7373.8,41
119,0,23983,Luke Donald,179.4,8071.2,45
120,0,22405,Justin Rose,179.1,11106.0,62
120,0,25834,Daniel Summerhays,179.1,8776.9,49
120,0,32150,Michael Thompson,179.1,8598.3,48
123,0,08375,Paul Stankowski,179.0,8948.2,50
124,0,24138,Ian Poulter,178.9,6978.0,39
125,0,20572,Rod Pampling,178.7,8218.2,46
126,0,27649,Brandt Snedeker,178.4,11415.6,64
127,0,26758,David Hearn,178.1,11578.2,65
128,0,10885,Robert Allenby,177.9,11560.5,65
129,0,08725,Tom Gillis,177.7,8530.8,48
129,0,26951,Johnson Wagner,177.7,11729.0,66
131,0,06621,Joe Durant,177.5,8522.1,48
132,0,20160,Charlie Wi,177.2,11518.1,65
133,0,26668,Marc Turnesa,177.1,5845.1,33
134,0,23541,Ben Crane,177.0,10265.9,58
134,0,23800,Bryce Molder,177.0,10266.8,58
136,0,06522,Ernie Els,176.8,8664.4,49
136,0,10733,Kent Jones,176.8,9903.0,56
138,0,21731,Freddie Jacobson,176.7,10069.7,57
139,0,28087,Kris Blanks,176.2,12685.6,72
140,0,24604,Hunter Haas,176.1,12504.2,71
140,0,06515,Shaun Micheel,176.1,8626.7,49
142,0,23614,Rich Beem,176.0,7215.3,41
143,0,20593,Greg Chalmers,175.9,11257.8,64
144,0,27466,Spencer Levin,175.8,14063.2,80
145,0,06004,Stephen Ames,175.7,8082.1,46
146,0,12652,Cameron Beckman,175.6,9658.9,55
146,0,25240,D.A. Points,175.6,11238.7,64
146,0,23325,Vaughn Taylor,175.6,12821.1,73
149,0,32876,Martin Piller,175.1,7354.8,42
150,0,24357,K.J. Choi,174.7,9781.2,56
151,0,25345,Carl Pettersson,174.6,14146.5,81
152,0,22961,David Mathis,174.5,9594.9,55
153,0,23108,Matt Kuchar,174.3,11855.3,68
154,0,23673,Michael Connell,174.1,11664.0,67
155,0,24507,Jason Bohn,174.0,11134.2,64
155,0,12602,Dean Wilson,174.0,8004.4,46
155,0,21878,Mark Wilson,174.0,12877.6,74
158,0,25686,Jason Dufner,173.8,9907.9,57
159,0,30711,Colt Knost,172.7,9668.8,56
160,0,01948,Tim Petrovic,172.2,11536.5,67
161,0,10809,Jim Furyk,172.1,10672.5,62
162,0,20472,Alex Cejka,171.9,7048.6,41
163,0,28620,Aron Price,171.8,7041.9,41
164,0,27939,Matt McQuillan,171.7,6009.3,35
165,0,33911,Nate Smith,171.6,7723.6,45
166,0,10860,Justin Leonard,171.5,9430.7,55
167,0,22621,Ben Curtis,171.4,9599.8,56
167,0,01313,Steve Elkington,171.4,5826.0,34
169,0,07457,Steve Flesch,171.0,10257.5,60
170,0,25444,Justin Hicks,170.9,6492.5,38
170,0,01797,Rocco Mediate,170.9,7176.3,42
172,0,06251,Chris DiMarco,170.7,12119.0,71
173,0,21753,Brian Davis,170.4,14140.1,83
174,0,26420,Richard Johnson,170.3,7834.1,46
174,0,20127,Chris Riley,170.3,9193.6,54
176,0,22293,Heath Slocum,169.8,12056.4,71
177,0,21407,Arjun Atwal,169.4,11689.6,69
178,0,20436,Garrett Willis,169.3,7280.2,43
179,0,08075,Jerry Kelly,168.3,10941.7,65
180,0,24024,Zach Johnson,168.2,10930.6,65
181,0,08537,J.P. Hayes,167.5,6533.2,39
182,0,06643,Paul Goydos,165.6,10100.9,61
183,0,02206,David Toms,164.0,9181.3,56
184,0,10505,Shane Bertsch,162.2,6811.8,42
185,0,22348,Nick O'Hern,161.9,9552.2,59
186,0,19846,Brian Gay,160.3,11057.7,69
