RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL ACTUAL HANG TIME,TOTAL ATTEMPTS
1,0,27141,J.B. Holmes,7.2,295.4,41
2,0,20848,Ángel Cabrera,6.9,178.4,26
2,0,11123,Chris Couch,6.9,303.0,44
2,0,21805,Harrison Frazar,6.9,254.0,37
5,0,32102,Rickie Fowler,6.8,409.2,60
5,0,01766,Billy Mayfair,6.8,503.7,74
5,0,26287,Roland Thatcher,6.8,320.8,47
8,0,33141,Keegan Bradley,6.7,412.8,62
8,0,24924,Bill Haas,6.7,444.9,66
8,0,30946,Alex Prugh,6.7,403.5,60
8,0,26679,Kevin Stadler,6.7,385.9,58
8,0,29518,Brendan Steele,6.7,459.6,69
8,0,27330,Josh Teater,6.7,428.2,64
8,0,21878,Mark Wilson,6.7,496.8,74
15,0,23541,Ben Crane,6.6,387.8,59
15,0,12716,Charley Hoffman,6.6,461.4,70
15,0,01706,Davis Love III,6.6,252.5,38
15,0,33413,Ben Martin,6.6,283.9,43
15,0,31401,Zack Miller,6.6,331.6,50
15,0,28486,Michael Putnam,6.6,271.5,41
15,0,26476,Chez Reavie,6.6,466.8,71
15,0,22913,John Rollins,6.6,447.4,68
15,0,26331,Charl Schwartzel,6.6,224.1,34
15,0,30110,Kyle Stanley,6.6,445.9,68
15,0,34072,Will Strickler,6.6,219.2,33
15,0,27064,Jhonattan Vegas,6.6,401.0,61
27,0,07867,Woody Austin,6.5,245.2,38
27,0,25274,Steven Bowditch,6.5,405.5,62
27,0,24925,Jonathan Byrd,6.5,388.4,60
27,0,24358,Robert Garrigus,6.5,325.3,50
27,0,28679,Fabián Gómez,6.5,305.5,47
27,0,20157,Retief Goosen,6.5,219.9,34
27,0,26758,David Hearn,6.5,424.4,65
27,0,29420,Billy Horschel,6.5,361.7,56
27,0,27974,Sung Kang,6.5,239.1,37
27,0,19970,Robert Karlsson,6.5,260.6,40
27,0,29478,Kevin Kisner,6.5,300.5,46
27,0,28158,Steve Marino,6.5,399.4,61
27,0,10585,Scott McCarron,6.5,307.4,47
27,0,24490,George McNeill,6.5,323.6,50
27,0,01810,Phil Mickelson,6.5,293.0,45
27,0,22046,Geoff Ogilvy,6.5,330.9,51
27,0,23320,Ryan Palmer,6.5,356.2,55
27,0,24361,Pat Perez,6.5,376.0,58
27,0,25818,Scott Piercy,6.5,331.7,51
27,0,24502,Adam Scott,6.5,299.0,46
27,0,06567,Vijay Singh,6.5,455.9,70
27,0,27214,Kevin Streelman,6.5,390.5,60
27,0,23325,Vaughn Taylor,6.5,477.3,73
50,0,22371,Aaron Baddeley,6.4,349.6,55
50,0,20498,Briny Baird,6.4,249.3,39
50,0,34255,Joseph Bramlett,6.4,319.6,50
50,0,20472,Alex Cejka,6.4,267.8,42
50,0,28089,Jason Day,6.4,288.7,45
50,0,23983,Luke Donald,6.4,290.0,45
50,0,30750,Tommy Gainey,6.4,507.8,79
50,0,25900,Lucas Glover,6.4,337.1,53
50,0,23353,J.J. Henry,6.4,458.3,72
50,0,06573,Brandt Jobe,6.4,434.5,68
50,0,30925,Dustin Johnson,6.4,273.5,43
50,0,26300,Matt Jones,6.4,325.0,51
50,0,08075,Jerry Kelly,6.4,425.4,66
50,0,27936,Martin Laird,6.4,363.5,57
50,0,27797,Derek Lamely,6.4,273.3,43
50,0,26851,Marc Leishman,6.4,449.1,70
50,0,23548,Bill Lunde,6.4,441.8,69
50,0,26881,Jarrod Lyle,6.4,375.1,59
50,0,27933,John Merrick,6.4,332.3,52
50,0,21949,Joe Ogilvie,6.4,307.4,48
50,0,31193,Jim Renner,6.4,305.7,48
50,0,23497,Tag Ridings,6.4,350.5,55
50,0,20645,John Senden,6.4,482.0,75
50,0,30692,Scott Stallings,6.4,425.4,66
50,0,06527,Steve Stricker,6.4,351.0,55
50,0,23623,Bo Van Pelt,6.4,415.7,65
50,0,27095,Nick Watney,6.4,394.7,62
50,0,25804,Bubba Watson,6.4,320.8,50
50,0,12602,Dean Wilson,6.4,295.1,46
79,0,10885,Robert Allenby,6.3,411.3,65
79,0,32366,Kevin Chappell,6.3,348.7,55
79,0,22621,Ben Curtis,6.3,354.8,56
79,0,21753,Brian Davis,6.3,522.6,83
79,0,23638,Brendon de Jonge,6.3,535.8,85
79,0,23409,James Driscoll,6.3,321.2,51
79,0,32698,Bobby Gates,6.3,333.7,53
79,0,20766,Padraig Harrington,6.3,240.0,38
79,0,12782,Tim Herron,6.3,398.8,63
79,0,25444,Justin Hicks,6.3,237.5,38
79,0,21350,Ryuji Imada,6.3,452.7,72
79,0,01577,Lee Janzen,6.3,265.3,42
79,0,26420,Richard Johnson,6.3,287.7,46
79,0,24781,Hunter Mahan,6.3,463.5,73
79,0,27120,Troy Matteson,6.3,416.0,66
79,0,27939,Matt McQuillan,6.3,219.5,35
79,0,01797,Rocco Mediate,6.3,257.0,41
79,0,28475,Jeff Overton,6.3,415.0,66
79,0,25240,D.A. Points,6.3,402.3,64
79,0,28620,Aron Price,6.3,266.4,42
79,0,25457,Alexandre Rocha,6.3,244.0,39
79,0,29221,Webb Simpson,6.3,507.4,80
79,0,22293,Heath Slocum,6.3,443.8,70
79,0,27649,Brandt Snedeker,6.3,406.3,64
79,0,08375,Paul Stankowski,6.3,328.6,52
79,0,26668,Marc Turnesa,6.3,214.4,34
79,0,26951,Johnson Wagner,6.3,416.1,66
79,0,20160,Charlie Wi,6.3,402.5,64
79,0,31323,Gary Woodland,6.3,288.1,46
108,0,23614,Rich Beem,6.2,253.6,41
108,0,28087,Kris Blanks,6.2,455.8,74
108,0,24507,Jason Bohn,6.2,389.8,63
108,0,01116,Michael Bradley,6.2,326.4,53
108,0,24290,D.J. Brigman,6.2,259.8,42
108,0,12510,Chad Campbell,6.2,432.6,70
108,0,09011,David Duval,6.2,290.0,47
108,0,06522,Ernie Els,6.2,311.8,50
108,0,10733,Kent Jones,6.2,349.3,56
108,0,30926,Chris Kirk,6.2,426.3,69
108,0,22961,David Mathis,6.2,342.4,55
108,0,32640,Troy Merritt,6.2,285.5,46
108,0,23800,Bryce Molder,6.2,352.9,57
108,0,24140,Sean O'Hair,6.2,262.0,42
108,0,32876,Martin Piller,6.2,258.5,42
108,0,24138,Ian Poulter,6.2,241.0,39
108,0,25562,Andres Romero,6.2,380.1,61
108,0,22405,Justin Rose,6.2,380.2,61
108,0,27963,Chris Stroud,6.2,443.8,72
108,0,23788,D.J. Trahan,6.2,409.1,66
108,0,33419,Cameron Tringale,6.2,539.4,87
108,0,25632,Jimmy Walker,6.2,339.4,55
108,0,26289,Boo Weekley,6.2,301.7,49
131,0,29910,Blake Adams,6.1,452.1,74
131,0,06004,Stephen Ames,6.1,287.6,47
131,0,12652,Cameron Beckman,6.1,341.4,56
131,0,24357,K.J. Choi,6.1,345.2,57
131,0,23673,Michael Connell,6.1,410.9,67
131,0,06251,Chris DiMarco,6.1,428.5,70
131,0,06621,Joe Durant,6.1,295.0,48
131,0,01313,Steve Elkington,6.1,208.5,34
131,0,29720,Andres Gonzales,6.1,251.7,41
131,0,24980,Scott Gutschewski,6.1,268.0,44
131,0,21961,Charles Howell III,6.1,500.5,82
131,0,22378,Trevor Immelman,6.1,291.1,48
131,0,24024,Zach Johnson,6.1,392.9,64
131,0,35087,Bio Kim,6.1,269.3,44
131,0,30711,Colt Knost,6.1,350.3,57
131,0,27466,Spencer Levin,6.1,491.0,81
131,0,25572,Graeme McDowell,6.1,208.8,34
131,0,31202,William McGirt,6.1,516.1,84
131,0,26596,Ryan Moore,6.1,345.5,57
131,0,25396,Kevin Na,6.1,297.3,49
131,0,23621,Rory Sabbatini,6.1,316.9,52
131,0,20436,Garrett Willis,6.1,254.5,42
153,0,20098,Stuart Appleby,6.0,314.1,52
153,0,21407,Arjun Atwal,6.0,412.3,69
153,0,20593,Greg Chalmers,6.0,388.7,65
153,0,20229,Stewart Cink,6.0,259.5,43
153,0,25686,Jason Dufner,6.0,337.1,56
153,0,07457,Steve Flesch,6.0,356.9,59
153,0,21209,Sergio Garcia,6.0,233.7,39
153,0,06643,Paul Goydos,6.0,368.2,61
153,0,29718,Anthony Kim,6.0,322.1,54
153,0,23108,Matt Kuchar,6.0,408.3,68
153,0,20572,Rod Pampling,6.0,270.0,45
153,0,01948,Tim Petrovic,6.0,395.7,66
153,0,33911,Nate Smith,6.0,268.8,45
153,0,25834,Daniel Summerhays,6.0,306.3,51
153,0,32150,Michael Thompson,6.0,291.9,49
153,0,24663,Y.E. Yang,6.0,241.0,40
169,0,20070,Matt Bettencourt,5.9,397.7,67
169,0,10809,Jim Furyk,5.9,370.8,63
169,0,19846,Brian Gay,5.9,399.9,68
169,0,23718,Nathan Green,5.9,320.6,54
169,0,24604,Hunter Haas,5.9,432.1,73
169,0,08537,J.P. Hayes,5.9,234.4,40
169,0,31557,Jim Herman,5.9,265.2,45
169,0,10860,Justin Leonard,5.9,324.1,55
169,0,06515,Shaun Micheel,5.9,299.8,51
169,0,22348,Nick O'Hern,5.9,336.0,57
169,0,20127,Chris Riley,5.9,316.7,54
169,0,02206,David Toms,5.9,325.9,55
181,0,08725,Tom Gillis,5.8,283.9,49
181,0,25345,Carl Pettersson,5.8,473.3,81
181,0,27770,Camilo Villegas,5.8,291.9,50
184,0,24846,Ricky Barnes,5.7,309.2,54
184,0,21731,Freddie Jacobson,5.7,344.4,60
186,0,10505,Shane Bertsch,5.4,231.3,43
