RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SPIN SPEED,TOTAL ATTEMPTS
1,0,11123,Chris Couch,3236.6,126226,39
2,0,23638,Brendon de Jonge,3199.2,227141,71
3,0,21209,Sergio Garcia,3114.1,124562,40
4,0,24924,Bill Haas,3101.1,179864,58
5,0,22378,Trevor Immelman,3088.0,126607,41
6,0,23409,James Driscoll,3080.2,138610,45
7,0,21961,Charles Howell III,3059.9,232555,76
8,0,25834,Daniel Summerhays,3059.8,137692,45
9,0,23718,Nathan Green,3026.8,130153,43
10,0,20593,Greg Chalmers,3025.6,175487,58
11,0,20645,John Senden,3011.6,213822,71
12,0,27214,Kevin Streelman,3009.1,150455,50
13,0,25396,Kevin Na,3001.0,120041,40
14,0,06621,Joe Durant,2989.6,146489,49
15,0,22371,Aaron Baddeley,2984.6,131323,44
16,0,23673,Michael Connell,2980.6,184797,62
17,0,23983,Luke Donald,2967.3,124625,42
18,0,22961,David Mathis,2965.2,151225,51
19,0,22046,Geoff Ogilvy,2963.1,145192,49
20,0,21350,Ryuji Imada,2956.4,201037,68
21,0,08725,Tom Gillis,2947.4,135582,46
22,0,24925,Jonathan Byrd,2940.4,170544,58
23,0,26287,Roland Thatcher,2926.7,122920,42
24,0,24502,Adam Scott,2918.4,125491,43
25,0,31202,William McGirt,2913.0,230128,79
26,0,23800,Bryce Molder,2904.3,136501,47
27,0,27095,Nick Watney,2903.2,148061,51
28,0,26420,Richard Johnson,2898.6,121741,42
29,0,32698,Bobby Gates,2897.0,139058,48
30,0,26300,Matt Jones,2894.2,115766,40
31,0,25562,Andres Romero,2885.7,176027,61
32,0,26951,Johnson Wagner,2876.8,198500,69
33,0,24663,Y.E. Yang,2867.7,100371,35
34,0,12602,Dean Wilson,2867.3,123295,43
35,0,32102,Rickie Fowler,2866.4,151921,53
36,0,27933,John Merrick,2863.8,146056,51
37,0,29518,Brendan Steele,2861.5,177414,62
38,0,25804,Bubba Watson,2849.0,122509,43
39,0,10585,Scott McCarron,2848.6,125339,44
40,0,01116,Michael Bradley,2848.1,122470,43
41,0,01766,Billy Mayfair,2843.0,199013,70
42,0,26668,Marc Turnesa,2814.4,84432,30
43,0,29910,Blake Adams,2811.0,188335,67
44,0,33413,Ben Martin,2806.7,101040,36
45,0,27064,Jhonattan Vegas,2800.9,142848,51
46,0,31401,Zack Miller,2799.8,114793,41
47,0,24604,Hunter Haas,2796.7,187377,67
48,0,24361,Pat Perez,2794.3,159276,57
49,0,20848,Ángel Cabrera,2792.3,69807,25
50,0,12510,Chad Campbell,2788.8,178482,64
51,0,25900,Lucas Glover,2788.1,150557,54
52,0,22621,Ben Curtis,2787.6,133807,48
53,0,26289,Boo Weekley,2787.2,122638,44
54,0,06515,Shaun Micheel,2783.9,130845,47
55,0,25572,Graeme McDowell,2781.3,72313,26
56,0,24490,George McNeill,2777.6,124990,45
57,0,34255,Joseph Bramlett,2769.6,132939,48
58,0,28158,Steve Marino,2769.0,160602,58
59,0,08375,Paul Stankowski,2759.0,148984,54
60,0,06251,Chris DiMarco,2758.0,179269,65
61,0,26679,Kevin Stadler,2755.6,151559,55
62,0,28087,Kris Blanks,2755.3,192873,70
63,0,20098,Stuart Appleby,2752.6,110104,40
64,0,20160,Charlie Wi,2750.6,178789,65
65,0,25632,Jimmy Walker,2745.1,140001,51
66,0,06527,Steve Stricker,2740.3,142494,52
67,0,30711,Colt Knost,2731.3,150224,55
68,0,33419,Cameron Tringale,2728.7,201921,74
69,0,21731,Freddie Jacobson,2728.4,122779,45
70,0,30692,Scott Stallings,2720.4,157785,58
71,0,10733,Kent Jones,2719.9,146874,54
72,0,34072,Will Strickler,2719.4,89741,33
73,0,25240,D.A. Points,2716.9,157581,58
74,0,12716,Charley Hoffman,2712.8,181758,67
75,0,08075,Jerry Kelly,2710.7,170777,63
76,0,07867,Woody Austin,2708.9,92103,34
77,0,22405,Justin Rose,2705.6,167747,62
78,0,32640,Troy Merritt,2702.1,116190,43
79,0,12782,Tim Herron,2699.8,159286,59
80,0,25274,Steven Bowditch,2698.2,143002,53
81,0,06643,Paul Goydos,2696.5,153703,57
82,0,27141,J.B. Holmes,2696.3,94371,35
83,0,19970,Robert Karlsson,2689.7,96828,36
84,0,20572,Rod Pampling,2689.5,112957,42
85,0,22913,John Rollins,2689.3,166737,62
86,0,07457,Steve Flesch,2685.5,150386,56
87,0,31193,Jim Renner,2682.3,109974,41
88,0,01948,Tim Petrovic,2680.5,158147,59
89,0,24846,Ricky Barnes,2675.8,144491,54
90,0,20498,Briny Baird,2675.5,98995,37
91,0,01797,Rocco Mediate,2675.4,109693,41
92,0,29720,Andres Gonzales,2673.6,90904,34
93,0,26881,Jarrod Lyle,2673.5,125654,47
94,0,23325,Vaughn Taylor,2671.2,181639,68
95,0,23497,Tag Ridings,2670.6,128190,48
96,0,27330,Josh Teater,2664.4,167859,63
97,0,28089,Jason Day,2660.4,117058,44
98,0,26596,Ryan Moore,2659.2,140940,53
99,0,06573,Brandt Jobe,2656.1,148741,56
100,0,21805,Harrison Frazar,2655.9,103580,39
101,0,27936,Martin Laird,2654.8,135396,51
102,0,29478,Kevin Kisner,2653.9,124732,47
103,0,26331,Charl Schwartzel,2651.8,87508,33
104,0,01706,Davis Love III,2641.8,92462,35
105,0,20436,Garrett Willis,2636.8,110746,42
106,0,27120,Troy Matteson,2631.4,163149,62
107,0,30110,Kyle Stanley,2629.3,163018,62
108,0,33911,Nate Smith,2625.3,94509,36
109,0,29221,Webb Simpson,2623.2,194114,74
110,0,20157,Retief Goosen,2619.2,96909,37
111,0,26476,Chez Reavie,2615.1,180445,69
112,0,28679,Fabián Gómez,2614.9,99365,38
113,0,27797,Derek Lamely,2613.0,101906,39
114,0,35087,Bio Kim,2610.9,96602,37
115,0,01577,Lee Janzen,2608.6,99127,38
116,0,31323,Gary Woodland,2603.4,109344,42
117,0,21878,Mark Wilson,2600.9,148254,57
118,0,20766,Padraig Harrington,2598.9,85764,33
119,0,27963,Chris Stroud,2594.6,160865,62
120,0,25457,Alexandre Rocha,2590.8,98449,38
121,0,23353,J.J. Henry,2589.0,157926,61
122,0,24507,Jason Bohn,2582.6,152376,59
123,0,30946,Alex Prugh,2581.5,134238,52
124,0,25686,Jason Dufner,2580.3,129013,50
125,0,10809,Jim Furyk,2580.0,162539,63
126,0,30925,Dustin Johnson,2578.2,113440,44
127,0,23614,Rich Beem,2576.7,97915,38
128,0,06004,Stephen Ames,2576.4,108208,42
129,0,24138,Ian Poulter,2574.9,79821,31
130,0,26851,Marc Leishman,2569.6,172166,67
131,0,23621,Rory Sabbatini,2564.7,135929,53
132,0,23541,Ben Crane,2560.6,145955,57
133,0,23548,Bill Lunde,2559.5,176603,69
134,0,12652,Cameron Beckman,2558.5,120250,47
135,0,28475,Jeff Overton,2555.5,135439,53
136,0,27939,Matt McQuillan,2552.5,84232,33
137,0,28620,Aron Price,2550.0,94349,37
138,0,20229,Stewart Cink,2542.9,101716,40
139,0,28486,Michael Putnam,2542.2,96605,38
140,0,24024,Zach Johnson,2540.0,142242,56
141,0,01810,Phil Mickelson,2535.3,101410,40
142,0,27649,Brandt Snedeker,2532.6,149421,59
143,0,23623,Bo Van Pelt,2531.6,154427,61
144,0,24357,K.J. Choi,2527.1,126357,50
145,0,25818,Scott Piercy,2513.7,115628,46
146,0,22293,Heath Slocum,2512.7,173376,69
147,0,29420,Billy Horschel,2500.1,132504,53
148,0,24781,Hunter Mahan,2489.0,154317,62
149,0,06567,Vijay Singh,2480.9,148852,60
150,0,20472,Alex Cejka,2476.0,89135,36
151,0,21949,Joe Ogilvie,2473.2,113767,46
152,0,24980,Scott Gutschewski,2472.8,71711,29
153,0,01313,Steve Elkington,2472.1,71691,29
153,0,30750,Tommy Gainey,2472.1,168101,68
155,0,26758,David Hearn,2465.1,125722,51
156,0,22348,Nick O'Hern,2455.0,127662,52
157,0,09011,David Duval,2453.5,107954,44
158,0,20070,Matt Bettencourt,2452.9,164342,67
159,0,24140,Sean O'Hair,2451.7,105425,43
160,0,27466,Spencer Levin,2449.1,168989,69
161,0,23108,Matt Kuchar,2444.8,158914,65
