RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL PUTTS,TOTAL ROUNDS
1,0,30927,Brendon Todd,27.29,764,28
2,0,29222,Billy Hurley III,27.60,552,20
3,0,27895,Jonas Blixt,27.72,693,25
4,0,34262,Jon Curran,27.77,833,30
5,0,28089,Jason Day,27.78,500,18
6,0,06527,Steve Stricker,27.80,417,15
7,0,25720,Chad Collins,27.81,723,26
7,0,24494,Erik Compton,27.81,584,21
9,0,34046,Jordan Spieth,27.85,557,20
10,0,35539,Luke Guthrie,27.89,502,18
11,0,28237,Rory McIlroy,27.94,475,17
12,0,33410,Andrew Landry,28.00,476,17
13,0,20766,Padraig Harrington,28.06,449,16
14,0,25274,Steven Bowditch,28.08,730,26
15,0,24024,Zach Johnson,28.13,647,23
16,0,26596,Ryan Moore,28.14,619,22
17,0,21731,Freddie Jacobson,28.15,732,26
18,0,31202,William McGirt,28.18,789,28
19,0,22371,Aaron Baddeley,28.19,761,27
20,0,32640,Troy Merritt,28.23,734,26
21,0,30711,Colt Knost,28.24,706,25
22,0,24846,Ricky Barnes,28.26,763,27
23,0,24357,K.J. Choi,28.27,622,22
24,0,39975,Michael Kim,28.29,792,28
24,0,25834,Daniel Summerhays,28.29,792,28
26,0,35532,Tom Hoge,28.32,708,25
27,0,26331,Charl Schwartzel,28.33,510,18
28,0,27747,Hiroshi Iwata,28.36,794,28
29,0,23800,Bryce Molder,28.40,710,25
30,0,33122,Russell Knox,28.42,682,24
31,0,20157,Retief Goosen,28.44,455,16
31,0,33399,Adam Hadwin,28.44,768,27
33,0,28092,D.H. Lee,28.45,569,20
33,0,10213,Dicky Pride,28.45,569,20
35,0,31416,Derek Fathauer,28.46,797,28
35,0,33461,Morgan Hoffmann,28.46,683,24
37,0,20098,Stuart Appleby,28.50,627,22
37,0,31560,Brian Stuard,28.50,570,20
39,0,20104,Ken Duke,28.53,542,19
40,0,45526,Abraham Ancer,28.56,514,18
41,0,29478,Kevin Kisner,28.58,743,26
42,0,34174,John Huh,28.59,772,27
43,0,27436,Graham DeLaet,28.60,572,20
44,0,27466,Spencer Levin,28.61,887,31
45,0,34265,Will Wilcox,28.62,601,21
46,0,34099,Harris English,28.65,745,26
47,0,32200,Roberto Castro,28.67,774,27
48,0,25396,Kevin Na,28.68,717,25
48,0,35732,Wes Roach,28.68,545,19
48,0,06567,Vijay Singh,28.68,631,22
51,0,30926,Chris Kirk,28.69,746,26
51,0,33204,Shane Lowry,28.69,459,16
53,0,40058,Zac Blair,28.72,833,29
53,0,23108,Matt Kuchar,28.72,718,25
55,0,26300,Matt Jones,28.73,747,26
55,0,37455,Si Woo Kim,28.73,948,33
57,0,30925,Dustin Johnson,28.76,604,21
58,0,29289,S.Y. Noh,28.77,748,26
59,0,36699,Patrick Rodgers,28.78,777,27
60,0,24912,Will MacKenzie,28.80,720,25
61,0,34466,Peter Malnati,28.81,922,32
