RANK,MOVEMENT,PLAYER_ID,PLAYER,STROKE DIFFERENTIAL,PLAYER'S SCORE,FIELD AVERAGE SCORE
1,0,01226,Fred Couples,+2.22,69.71,71.93
2,0,01968,Nick Price,+1.83,69.80,71.63
3,0,01633,Tom Kite,+1.79,70.01,71.80
4,0,01042,Paul Azinger,+1.73,70.06,71.79
5,0,01355,Raymond Floyd,+1.68,70.08,71.76
6,0,01876,Greg Norman,+1.67,70.40,72.07
7,0,01706,Davis Love III,+1.65,70.04,71.69
8,0,01219,John Cook,+1.60,69.95,71.55
9,0,01887,Mark O'Meara,+1.54,70.09,71.63
10,0,01313,Steve Elkington,+1.48,69.94,71.42
10,0,01690,Bruce Lietzke,+1.48,70.08,71.56
12,0,01677,Tom Lehman,+1.45,70.06,71.51
13,0,02104,Jeff Sluman,+1.41,70.25,71.66
14,0,01457,Jay Haas,+1.35,70.21,71.56
15,0,01928,Corey Pavin,+1.32,70.31,71.63
16,0,02246,Duffy Waldorf,+1.30,70.32,71.62
17,0,01331,Rick Fehr,+1.25,70.12,71.37
18,0,01132,Mark Brooks,+1.22,70.45,71.67
19,0,01361,Dan Forsman,+1.20,70.31,71.51
19,0,01385,Jim Gallagher Jr.,+1.20,70.44,71.64
19,0,02146,Payne Stewart,+1.20,70.41,71.61
22,0,01724,Jeff Maggert,+1.18,70.42,71.60
23,0,02010,Loren Roberts,+1.11,70.18,71.29
24,0,01837,Gil Morgan,+1.06,70.36,71.42
25,0,01444,Ken Green,+1.05,70.65,71.70
26,0,01960,Don Pooley,+1.04,70.72,71.76
27,0,01072,Chip Beck,+.97,70.47,71.44
27,0,01200,Keith Clearwater,+.97,70.43,71.40
29,0,01577,Lee Janzen,+.90,70.65,71.55
30,0,01553,John Huston,+.89,70.45,71.34
31,0,02049,Gene Sauers,+.87,70.67,71.54
32,0,01378,David Frost,+.86,70.80,71.66
33,0,01306,David Edwards,+.85,70.40,71.25
33,0,02242,Lanny Wadkins,+.85,70.91,71.76
35,0,01823,Larry Mize,+.83,70.65,71.48
36,0,01098,Jay Don Blake,+.81,71.01,71.82
37,0,01129,Bill Britton,+.80,70.72,71.52
37,0,02133,Craig Stadler,+.80,70.95,71.75
39,0,01235,Ben Crenshaw,+.79,70.70,71.49
39,0,01353,Bruce Fleisher,+.79,70.70,71.49
41,0,02225,Howard Twitty,+.78,70.68,71.46
42,0,01938,David Peoples,+.77,70.67,71.44
43,0,01549,Mike Hulbert,+.76,70.84,71.60
43,0,02190,Doug Tewell,+.76,70.41,71.17
45,0,02101,Joey Sindelar,+.75,70.96,71.71
46,0,01797,Rocco Mediate,+.74,71.01,71.75
47,0,01261,Jay Delsing,+.73,70.92,71.65
48,0,01723,Andrew Magee,+.71,70.93,71.64
49,0,01329,Brad Faxon,+.70,71.04,71.74
50,0,01196,Brian Claar,+.69,70.90,71.59
50,0,01783,Mark McCumber,+.69,71.20,71.89
52,0,01049,Ian Baker-Finch,+.62,71.40,72.02
52,0,01510,Nolan Henke,+.62,70.84,71.46
52,0,02090,Tom Sieckmann,+.62,70.92,71.54
55,0,01133,Billy Ray Brown,+.61,71.20,71.81
55,0,01203,Russ Cochran,+.61,71.01,71.62
55,0,06090,Jim McGovern,+.61,70.92,71.53
58,0,06575,Dudley Hart,+.60,71.27,71.87
58,0,01766,Billy Mayfair,+.60,70.82,71.42
58,0,02159,Curtis Strange,+.60,71.27,71.87
61,0,02267,D.A. Weibring,+.57,71.00,71.57
62,0,01143,Brad Bryant,+.56,71.04,71.60
62,0,02279,Mark Wiebe,+.56,70.98,71.54
64,0,01323,Brad Fabel,+.55,70.91,71.46
65,0,01682,Wayne Levi,+.54,71.05,71.59
66,0,01771,Blaine McCallister,+.53,71.07,71.60
67,0,01945,Kenny Perry,+.52,70.98,71.50
68,0,02099,Scott Simpson,+.50,70.92,71.42
68,0,02224,Greg Twiggs,+.50,71.52,72.02
70,0,01475,Donnie Hammond,+.49,70.97,71.46
71,0,02067,Ted Schulz,+.48,71.23,71.71
72,0,01161,Mark Calcavecchia,+.46,71.14,71.60
72,0,01307,Joel Edwards,+.46,71.26,71.72
74,0,01926,Steve Pate,+.45,71.00,71.45
75,0,01060,Dave Barr,+.41,71.01,71.42
76,0,01014,Fulton Allem,+.40,70.98,71.38
76,0,02322,Richard Zokol,+.40,71.15,71.55
78,0,01550,Ed Humenik,+.39,71.07,71.46
78,0,02135,Mike Standly,+.39,71.06,71.45
80,0,01006,John Adams,+.38,71.09,71.47
80,0,01522,Lon Hinkle,+.38,71.09,71.47
80,0,02111,Mike Smith,+.38,71.00,71.38
83,0,06284,Jim Hallet,+.37,71.05,71.42
84,0,06034,Marco Dawson,+.36,71.09,71.45
85,0,01996,Mike Reid,+.35,71.26,71.61
86,0,01381,Fred Funk,+.34,71.23,71.57
86,0,01946,Peter Persons,+.34,70.85,71.19
88,0,01527,Scott Hoch,+.33,71.29,71.62
89,0,01736,Roger Maltbie,+.32,71.25,71.57
89,0,01958,Dan Pohl,+.32,70.93,71.25
89,0,02007,Larry Rinker,+.32,71.00,71.32
92,0,06128,Steve Lamontagne,+.31,71.07,71.38
93,0,01093,Ronnie Black,+.30,70.98,71.28
94,0,01975,Tom Purtzer,+.27,71.48,71.75
95,0,01435,Wayne Grady,+.26,71.57,71.83
96,0,01414,Bob Gilder,+.25,71.27,71.52
96,0,02321,Fuzzy Zoeller,+.25,71.13,71.38
98,0,01559,Hale Irwin,+.23,71.46,71.69
99,0,01024,Billy Andrade,+.19,71.71,71.90
99,0,01096,Phil Blackmar,+.19,71.13,71.32
99,0,06044,Scott Gump,+.19,71.38,71.57
102,0,01557,John Inman,+.16,71.24,71.40
103,0,06040,John Ross,+.14,71.27,71.41
104,0,02167,Mike Sullivan,+.13,71.30,71.43
105,0,01249,John Daly,+.10,71.53,71.63
105,0,01408,Kelly Gibson,+.10,71.27,71.37
107,0,01569,Peter Jacobsen,+.09,71.49,71.58
108,0,01320,Bob Estes,+.07,71.43,71.50
109,0,01418,Bill Glasson,+.06,71.63,71.69
110,0,06124,Patrick Burke,+.04,71.29,71.33
110,0,01846,Jodie Mudd,+.04,71.35,71.39
110,0,01971,Dillard Pruitt,+.04,71.73,71.77
113,0,01288,Ed Dougherty,+.03,71.38,71.41
114,0,01701,Bob Lohr,+.02,71.34,71.36
115,0,01376,Bob Friend,+.01,71.46,71.47
116,0,01388,Robert Gamez,E,71.33,71.33
117,0,01346,Ed Fiori,-.01,71.43,71.42
118,0,01284,Mike Donald,-.02,71.45,71.43
118,0,02033,Dave Rummells,-.02,71.41,71.39
120,0,02131,Mike Springer,-.03,71.48,71.45
121,0,02303,Robert Wrenn,-.04,71.43,71.39
121,0,02313,Bruce Zabriski,-.04,71.34,71.30
123,0,02298,Jim Woodward,-.05,71.49,71.44
124,0,01142,Bart Bryant,-.06,71.43,71.37
125,0,01458,Jerry Haas,-.08,71.78,71.70
126,0,02185,Lance Ten Broeck,-.09,71.58,71.49
127,0,01185,Brandel Chamblee,-.12,71.62,71.50
128,0,07569,Mark Carnevale,-.14,71.60,71.46
128,0,01468,Gary Hallberg,-.14,71.77,71.63
128,0,02206,David Toms,-.14,71.62,71.48
131,0,06332,Neal Lancaster,-.15,71.61,71.46
132,0,08277,Greg Lesher,-.16,71.64,71.48
133,0,01469,Dan Halldorson,-.17,71.48,71.31
134,0,01533,P.H. Horgan III,-.21,71.56,71.35
135,0,01755,Dick Mast,-.24,71.95,71.71
136,0,01390,Buddy Gardner,-.26,71.72,71.46
136,0,02100,Tim Simpson,-.26,71.39,71.13
136,0,02292,Bob Wolcott,-.26,71.77,71.51
139,0,01157,Tom Byrum,-.28,71.75,71.47
140,0,02223,Bob Tway,-.30,72.28,71.98
141,0,02095,Larry Silveira,-.36,71.91,71.55
142,0,01725,John Mahaffey,-.38,71.99,71.61
143,0,06012,Greg Kraft,-.39,71.78,71.39
144,0,01040,Emlyn Aubrey,-.40,72.07,71.67
145,0,01035,Tommy Armour III,-.41,71.80,71.39
145,0,01943,Chris Perry,-.41,71.72,71.31
147,0,01214,Frank Conner,-.46,71.86,71.40
148,0,06150,Carl Cooper,-.48,72.04,71.56
148,0,06072,Greg Whisman,-.48,71.88,71.40
150,0,06132,Sonny Skinner,-.51,71.99,71.48
151,0,01139,Olin Browne,-.55,71.92,71.37
152,0,06048,Dicky Thompson,-.56,72.21,71.65
153,0,02201,Jim Thorpe,-.57,72.29,71.72
154,0,01891,David Ogrin,-.58,72.19,71.61
155,0,01748,Doug Martin,-.61,72.19,71.58
156,0,06142,Mitch Adcock,-.62,72.19,71.57
156,0,02311,Kim Young,-.62,72.22,71.60
158,0,01489,Steve Hart,-.68,72.03,71.35
159,0,02195,Leonard Thompson,-.70,72.45,71.75
160,0,02226,Tray Tyner,-.73,72.64,71.91
161,0,08537,J.P. Hayes,-.74,72.16,71.42
162,0,01239,Michael Cunning,-.85,72.28,71.43
163,0,01374,Robin Freeman,-.92,72.41,71.49
164,0,01495,Morris Hatalsky,-.93,72.47,71.54
164,0,06751,Chris Tucker,-.93,72.56,71.63
166,0,02214,Kirk Triplett,-.97,72.55,71.58
167,0,06010,Brad Bell,-1.06,72.63,71.57
168,0,01934,Dave Peege,-1.19,72.83,71.64
168,0,02170,Hal Sutton,-1.19,72.64,71.45
170,0,06122,Greg Hickman,-1.22,72.92,71.70
171,0,01023,Jerry Anderson,-1.26,72.92,71.66
172,0,01168,David Canipe,-1.37,72.83,71.46
173,0,01639,Kenny Knox,-1.44,72.94,71.50
174,0,02230,Stan Utley,-1.46,73.13,71.67
175,0,01181,Jon Chaffee,-1.49,73.05,71.56
176,0,02002,John Riegger,-1.50,73.10,71.60
177,0,02094,Tony Sills,-1.51,72.73,71.22
178,0,01978,Fran Quinn,-1.56,73.30,71.74
179,0,01443,Hubert Green,-1.62,72.80,71.18
179,0,02041,Bill Sander,-1.62,73.33,71.71
181,0,06383,E.J. Pfister,-1.63,73.36,71.73
182,0,06599,John Elliott,-1.78,73.51,71.73
183,0,02063,Dave Schreyer,-1.83,73.72,71.89
