RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG POINTS,TOTAL POINTS,POINTS LOST,POINTS GAINED
1,0,08793,Tiger Woods,20.40,815.82,-724.96,689.60
2,0,01810,Phil Mickelson,9.04,397.55,-298.29,410.70
3,0,10809,Jim Furyk,6.86,343.04,-375.34,235.36
4,0,06527,Steve Stricker,6.65,265.90,-90.08,272.04
5,0,06522,Ernie Els,6.60,389.59,-249.19,351.06
6,1,24502,Adam Scott,6.05,296.33,-284.90,215.48
7,-1,22405,Justin Rose,6.02,319.08,-125.79,301.55
8,0,20766,Padraig Harrington,5.76,328.45,-233.63,252.80
9,0,24357,K.J. Choi,5.31,307.82,-170.74,297.82
10,0,06567,Vijay Singh,5.28,321.94,-332.83,326.01
11,0,23621,Rory Sabbatini,5.15,262.63,-151.57,284.28
12,0,21209,Sergio Garcia,4.96,252.77,-229.08,232.85
13,0,22046,Geoff Ogilvy,4.87,228.91,-235.00,194.72
14,0,20848,Ángel Cabrera,4.57,232.98,-138.71,216.59
15,0,24024,Zach Johnson,4.33,216.39,-146.61,233.63
16,0,21528,Henrik Stenson,4.23,228.65,-233.53,221.74
17,0,23983,Luke Donald,4.12,210.10,-228.31,168.93
18,0,22371,Aaron Baddeley,4.06,215.19,-103.35,231.13
19,0,22378,Trevor Immelman,3.86,212.38,-193.62,156.99
20,1,25364,Paul Casey,3.55,180.84,-179.39,150.45
21,-1,20585,Niclas Fasth,3.54,183.90,-119.09,179.58
22,0,24138,Ian Poulter,3.46,207.79,-138.37,164.78
23,1,20396,Lee Westwood,3.36,188.19,-104.53,162.49
24,-1,20229,Stewart Cink,3.34,173.48,-137.68,147.80
25,0,02239,Scott Verplank,3.33,159.62,-122.54,168.17
26,0,20157,Retief Goosen,3.24,201.14,-302.09,164.81
27,1,20935,Toru Taniguchi,3.04,161.20,-72.36,135.94
28,1,25562,Andres Romero,3.03,148.41,-55.58,144.09
29,-2,23135,Tim Clark,2.98,142.99,-147.62,119.80
30,0,20628,Arron Oberholser,2.91,127.82,-97.54,113.86
31,0,23322,Brett Wetterich,2.82,155.07,-119.46,129.43
32,1,07867,Woody Austin,2.80,164.91,-70.64,163.42
33,-1,06004,Stephen Ames,2.79,122.75,-108.92,113.96
34,0,10423,Mike Weir,2.75,137.34,-101.36,118.68
35,7,20098,Stuart Appleby,2.74,153.56,-160.67,139.01
36,-1,24781,Hunter Mahan,2.74,156.27,-52.27,158.14
37,8,22348,Nick O'Hern,2.72,144.04,-150.44,127.37
38,0,20569,Richard Green,2.68,115.44,-88.90,102.48
39,-2,19958,Miguel Angel Jiménez,2.66,141.23,-96.66,138.43
40,-1,20218,Shingo Katayama,2.66,146.16,-125.44,102.69
41,-5,02206,David Toms,2.65,116.63,-159.55,117.45
42,-1,19970,Robert Karlsson,2.64,150.74,-123.36,103.21
43,-3,21961,Charles Howell III,2.64,150.63,-129.44,183.64
44,-1,26289,Boo Weekley,2.53,136.66,-53.17,150.03
45,1,24459,Richard Sterne,2.48,121.67,-61.12,142.10
46,-2,23624,Soren Hansen,2.47,128.69,-49.04,119.53
47,5,27649,Brandt Snedeker,2.43,143.40,-42.60,149.42
48,-1,01161,Mark Calcavecchia,2.41,132.31,-81.71,152.70
49,-1,24236,Nick Dougherty,2.40,129.79,-79.52,132.82
50,0,10885,Robert Allenby,2.37,132.78,-158.18,132.09
51,-2,20859,Anders Hansen,2.37,113.61,-68.64,114.03
52,-1,20572,Rod Pampling,2.35,129.11,-142.12,107.58
53,0,22983,Bradley Dredge,2.18,97.94,-85.54,76.14
54,0,20645,John Senden,2.15,130.88,-101.02,113.40
55,0,22792,Peter Hanson,2.13,106.46,-53.95,114.72
56,1,27770,Camilo Villegas,2.10,117.50,-80.03,111.02
57,-1,08635,Colin Montgomerie,2.09,115.05,-180.33,88.83
58,1,20634,Peter Lonard,2.06,115.27,-76.23,103.44
59,-1,23725,Brendan Jones,2.04,93.97,-34.41,95.23
60,0,25345,Carl Pettersson,2.02,125.07,-154.48,100.24
61,0,24925,Jonathan Byrd,2.01,86.31,-63.86,75.31
62,0,24956,Mikko Ilonen,1.98,79.22,-25.94,84.33
63,0,08075,Jerry Kelly,1.96,117.33,-92.81,119.60
64,0,01706,Davis Love III,1.93,84.76,-146.37,58.08
65,2,24512,Simon Dyson,1.91,120.11,-87.62,104.47
66,-1,22913,John Rollins,1.91,108.60,-91.40,128.16
67,-1,24140,Sean O'Hair,1.89,111.35,-98.75,96.16
68,0,06373,José María Olazábal,1.84,78.97,-160.28,56.81
69,0,21498,Hideto Tanihara,1.83,89.75,-54.08,63.08
70,0,22986,Søren Kjeldsen,1.81,101.45,-53.42,90.33
71,1,24361,Pat Perez,1.78,82.08,-55.53,92.82
72,1,22293,Heath Slocum,1.77,102.56,-81.11,106.31
73,-2,26596,Ryan Moore,1.76,91.43,-65.16,84.24
74,1,29718,Anthony Kim,1.75,70.06,-24.47,82.67
75,-1,06251,Chris DiMarco,1.74,95.43,-152.34,71.66
76,4,22080,Prayad Marksaeng,1.73,105.75,-59.00,95.52
77,-1,27408,Martin Kaymer,1.73,69.34,-30.76,56.42
78,1,20686,Jeev Milkha Singh,1.72,134.07,-118.92,59.79
79,-1,01666,Bernhard Langer,1.71,73.49,-56.65,79.75
80,-3,25900,Lucas Glover,1.71,102.43,-132.81,82.81
81,0,21731,Freddie Jacobson,1.68,67.11,-48.23,65.54
82,0,06621,Joe Durant,1.66,92.97,-98.35,37.59
83,1,26331,Charl Schwartzel,1.65,97.57,-100.65,66.60
84,-1,20394,Steve Webster,1.65,72.61,-31.30,71.20
85,3,22117,Jyoti Randhawa,1.61,82.11,-61.14,65.02
86,0,20832,Raphael Jacquelin,1.61,83.51,-69.24,84.54
87,2,24748,WC Liang,1.61,91.52,-60.70,87.26
88,-1,27896,Ross Fisher,1.60,87.86,-30.86,85.92
89,-4,12510,Chad Campbell,1.59,84.37,-143.76,72.90
90,0,10860,Justin Leonard,1.58,87.11,-56.71,85.55
91,3,25191,Gonzalo Fernandez-Castaño,1.58,82.28,-55.48,72.57
92,-1,01945,Kenny Perry,1.57,72.20,-86.78,70.22
93,-1,07457,Steve Flesch,1.57,100.19,-57.12,83.59
94,1,23718,Nathan Green,1.55,103.64,-87.22,76.27
95,-2,23325,Vaughn Taylor,1.54,83.06,-105.45,78.92
96,-1,24663,Y.E. Yang,1.53,73.28,-85.60,21.36
97,0,27120,Troy Matteson,1.52,88.30,-70.10,58.50
98,0,06515,Shaun Micheel,1.51,90.75,-90.52,50.72
99,0,10944,Thomas Bjørn,1.51,78.33,-108.99,59.93
100,2,24511,Thongchai Jaidee,1.50,84.13,-72.37,64.88
101,0,06643,Paul Goydos,1.50,64.52,-52.91,70.59
102,-2,20624,David Smail,1.49,77.69,-50.02,58.96
103,46,27506,Oliver Wilson,1.49,80.65,-32.08,88.90
104,1,20945,Markus Brier,1.49,77.48,-43.70,73.80
105,2,28300,Joost Luiten,1.49,59.48,-7.37,66.86
106,0,25804,Bubba Watson,1.48,79.96,-66.53,87.46
107,-3,25572,Graeme McDowell,1.47,82.11,-60.10,79.25
