RANK,MOVEMENT,PLAYER_ID,PLAYER,MONEY PER EVENT,TOTAL MONEY
1,0,21099,David Lynn,$865000,865000
2,0,28237,Rory McIlroy,$502996,8047951
3,0,08793,Tiger Woods,$322797,6133158
4,0,25804,Bubba Watson,$244473,4644996
5,0,27649,Brandt Snedeker,$226806,4989739
6,0,22405,Justin Rose,$225838,4290929
7,0,25686,Jason Dufner,$221331,4869303
8,0,23983,Luke Donald,$206589,3512023
9,0,20396,Lee Westwood,$201104,3016569
10,0,01810,Phil Mickelson,$191082,4203821
11,0,26329,Louis Oosthuizen,$182157,3460995
12,0,24502,Adam Scott,$181222,2899556
13,0,24024,Zach Johnson,$180169,4504244
14,0,06527,Steve Stricker,$180001,3420021
15,0,30925,Dustin Johnson,$178622,3393820
16,0,23108,Matt Kuchar,$177412,3903064
17,0,24781,Hunter Mahan,$174747,4019193
18,0,26497,Casey Wittenberg,$163594,163594
19,0,06522,Ernie Els,$156959,3453117
20,0,21209,Sergio Garcia,$156882,2510115
21,0,33141,Keegan Bradley,$156426,3910658
22,0,29221,Webb Simpson,$156216,3436758
23,0,10809,Jim Furyk,$150991,3623804
24,0,25572,Graeme McDowell,$150517,2408279
25,0,25345,Carl Pettersson,$136102,3538655
26,0,32102,Rickie Fowler,$133317,3066292
27,0,22621,Ben Curtis,$131271,2494152
28,0,23623,Bo Van Pelt,$126812,3043509
29,0,24358,Robert Garrigus,$123328,3206530
30,0,26596,Ryan Moore,$119122,2858943
31,0,27095,Nick Watney,$117085,3044223
32,0,24138,Ian Poulter,$114351,1715271
33,0,27895,Jonas Blixt,$107414,2255695
34,0,24924,Bill Haas,$102171,2349950
35,0,27936,Martin Laird,$98767,2172883
36,0,25818,Scott Piercy,$96400,2699205
37,0,34174,John Huh,$96146,2692113
38,0,33968,Thorbjørn Olesen,$88121,176243
39,0,02206,David Toms,$87285,1658428
40,0,20645,John Senden,$87120,1916651
41,0,30110,Kyle Stanley,$87105,2351857
42,0,20766,Padraig Harrington,$85903,1546271
43,0,21878,Mark Wilson,$85791,2144780
44,0,26851,Marc Leishman,$84076,1933760
45,0,26951,Johnson Wagner,$82407,2225006
46,0,25396,Kevin Na,$81197,2029942
47,0,20771,Steven Alker,$79276,79276
48,0,28307,Matt Every,$78886,1972165
49,0,29720,Andres Gonzales,$78780,78780
50,0,24925,Jonathan Byrd,$76989,1616789
51,0,22792,Peter Hanson,$75929,835221
52,0,23541,Ben Crane,$73972,1701364
53,0,20160,Charlie Wi,$73815,1845396
54,0,26331,Charl Schwartzel,$71177,1138844
55,0,35539,Luke Guthrie,$71168,284672
56,0,23135,Tim Clark,$70351,1407028
57,0,29419,Tadd Fujikawa,$69025,69025
58,0,28089,Jason Day,$67248,1143232
59,0,10213,Dicky Pride,$66300,1259711
60,0,23638,Brendon de Jonge,$65008,2015251
61,0,25369,Jamie Donaldson,$64458,257834
62,0,24461,Thomas Aiken,$64294,257179
63,0,34021,Bud Cauley,$63374,1774478
64,0,22046,Geoff Ogilvy,$62761,1255223
65,0,23320,Ryan Palmer,$62550,1501214
66,0,32334,Charlie Beljan,$62433,1373528
67,0,26679,Kevin Stadler,$61841,1546036
68,0,29256,James Morrison,$60044,60044
69,0,28135,Aaron Watkins,$59484,118969
70,0,06567,Vijay Singh,$58752,1586304
71,0,25632,Jimmy Walker,$58514,1638419
72,0,29289,S.Y. Noh,$58205,1629750
73,0,23452,Nicolas Colsaerts,$57612,518510
74,0,22913,John Rollins,$57275,1489155
75,0,32150,Michael Thompson,$56334,1408373
76,0,21731,Freddie Jacobson,$56087,953493
77,0,27556,Ted Potter Jr.,$55326,1383170
78,0,22371,Aaron Baddeley,$55261,1215753
79,0,28475,Jeff Overton,$53919,1563670
80,0,08725,Tom Gillis,$53828,1238058
81,0,33461,Morgan Hoffmann,$53168,53168
81,0,25336,Alistair Presnell,$53168,53168
83,0,25240,D.A. Points,$52874,1533360
84,0,21528,Henrik Stenson,$52740,791107
85,0,31557,Jim Herman,$52500,105000
86,0,26881,Jarrod Lyle,$51955,363685
87,0,20104,Ken Duke,$50387,1511628
88,0,01706,Davis Love III,$49487,989753
89,0,27466,Spencer Levin,$49369,1283616
90,0,24140,Sean O'Hair,$48374,1160980
91,0,30750,Tommy Gainey,$48148,1540748
92,0,30692,Scott Stallings,$47916,1293739
93,0,20157,Retief Goosen,$47597,571174
94,0,12716,Charley Hoffman,$47283,1276663
95,0,27141,J.B. Holmes,$47180,1179505
96,0,33419,Cameron Tringale,$47143,1225737
97,0,31420,Anirban Lahiri,$47123,47123
98,0,01226,Fred Couples,$47094,188378
99,0,20593,Greg Chalmers,$46665,1166627
100,0,23800,Bryce Molder,$46644,1166115
101,0,28259,Sangmoon Bae,$46638,1165952
102,0,23353,J.J. Henry,$46350,1297802
103,0,24361,Pat Perez,$46263,1064052
104,0,24357,K.J. Choi,$46145,969056
105,0,27060,John Mallinger,$45874,1146852
106,0,27436,Graham DeLaet,$45736,1051950
107,0,21753,Brian Davis,$45449,1318031
108,0,24490,George McNeill,$44781,1119534
109,0,30926,Chris Kirk,$44354,1197562
110,0,21961,Charles Howell III,$44295,1284578
111,0,25562,Andres Romero,$44132,970918
112,0,34099,Harris English,$43926,1186003
113,0,01320,Bob Estes,$43903,1009769
114,0,26500,Alejandro Cañizares,$43320,129962
115,0,25190,Jeff Quinney,$43310,43310
116,0,20832,Raphael Jacquelin,$43174,86348
117,0,25834,Daniel Summerhays,$42750,1111521
118,0,20691,Greg Owen,$42652,1151622
119,0,02294,Willie Wood,$42000,42000
120,0,27933,John Merrick,$41716,1084627
121,0,01161,Mark Calcavecchia,$41447,124343
122,0,31202,William McGirt,$40964,1228947
123,0,06197,Michael Allen,$40631,121895
124,0,30852,Ryo Ishikawa,$40391,727050
125,0,32622,Matthew Baldwin,$39999,79999
126,0,23621,Rory Sabbatini,$38924,1128819
127,0,29910,Blake Adams,$38573,1234344
128,0,27644,Brian Harman,$38214,1146447
129,0,27120,Troy Matteson,$37467,1198953
130,0,21805,Harrison Frazar,$36510,730203
131,0,35541,John Peterson,$36343,327091
132,0,26758,David Hearn,$36163,1012575
133,0,27408,Martin Kaymer,$35419,283356
134,0,29518,Brendan Steele,$35040,840965
135,0,27349,Alex Noren,$34923,139693
136,0,28500,Martin Flores,$34518,1035569
137,0,27214,Kevin Streelman,$34374,893736
138,0,19846,Brian Gay,$34309,960657
139,0,28308,Troy Kelly,$34210,786832
140,0,26289,Boo Weekley,$33933,848346
141,0,27330,Josh Teater,$33714,1011429
142,0,12510,Chad Campbell,$33155,895198
143,0,01948,Tim Petrovic,$32874,558862
144,0,01249,John Daly,$32567,488505
145,0,19958,Miguel Angel Jiménez,$32467,194803
146,0,27963,Chris Stroud,$32270,903569
147,0,27064,Jhonattan Vegas,$32072,801803
148,0,24459,Richard Sterne,$32023,32023
149,0,27503,Steve LeBrun,$31979,31979
150,0,28300,Joost Luiten,$31948,95846
151,0,07749,Brett Quigley,$31857,31857
152,0,06621,Joe Durant,$30548,427677
153,0,10885,Robert Allenby,$29960,808927
154,0,01928,Corey Pavin,$29560,59120
155,0,25457,Alexandre Rocha,$29269,614658
156,0,30711,Colt Knost,$29248,848196
157,0,24846,Ricky Barnes,$28764,805407
158,0,29420,Billy Horschel,$28598,486177
159,0,24507,Jason Bohn,$28412,795548
160,0,32200,Roberto Castro,$27966,755095
161,0,28455,Will Claxton,$27891,780968
162,0,30944,Jason Kokrak,$27785,750220
163,0,33418,Shawn Stefani,$27650,27650
164,0,31323,Gary Woodland,$26949,592879
165,0,34358,Jonathan Randolph,$26700,26700
166,0,22378,Trevor Immelman,$25720,617295
167,0,23409,James Driscoll,$25456,687338
168,0,22961,David Mathis,$25405,736765
169,0,01724,Jeff Maggert,$25286,682742
170,0,34360,Patrick Reed,$25248,302977
171,0,28593,Jesse Mueller,$24912,24912
172,0,25198,Francesco Molinari,$24870,198961
173,0,08075,Jerry Kelly,$24834,645700
174,0,12782,Tim Herron,$24454,660279
175,0,20572,Rod Pampling,$23880,620893
176,0,23548,Bill Lunde,$23743,593598
177,0,01677,Tom Lehman,$23495,46990
178,0,36690,Hunter Hamrick,$23195,115979
179,0,25539,Rafael Echenique,$23180,23180
179,0,24957,Simon Khan,$23180,23180
181,0,19970,Robert Karlsson,$23137,393340
182,0,27896,Ross Fisher,$22870,45740
183,0,35139,Richard Lee,$22822,547732
184,0,24663,Y.E. Yang,$22713,454276
185,0,23788,D.J. Trahan,$22634,611141
186,0,26476,Chez Reavie,$22331,580616
187,0,32366,Kevin Chappell,$22327,647509
188,0,33122,Russell Knox,$22286,512583
189,0,01766,Billy Mayfair,$22141,619960
190,0,23204,Gary Christian,$22016,616457
191,0,34255,Joseph Bramlett,$21849,21849
192,0,20229,Stewart Cink,$21689,477172
193,0,19904,Paul Lawrie,$21606,129639
194,0,01577,Lee Janzen,$21549,258589
195,0,01473,Todd Hamilton,$21433,214339
196,0,23325,Vaughn Taylor,$21043,547128
197,0,10860,Justin Leonard,$20775,540155
198,0,34261,Scott Langley,$20657,82630
199,0,23614,Rich Beem,$20004,200049
200,0,37273,Derek Ernst,$20000,20000
201,0,06078,Esteban Toledo,$19980,19980
202,0,29342,Jae-bum Park,$19955,19955
202,0,22295,Darron Stiles,$19955,19955
204,0,29479,Scott Brown,$19948,478763
205,0,27770,Camilo Villegas,$19669,491728
206,0,33117,Dale Whitnell,$19291,19291
207,0,06573,Brandt Jobe,$19129,344332
208,0,26287,Roland Thatcher,$18895,396800
209,0,22348,Nick O'Hern,$18822,489375
