RANK,MOVEMENT,PLAYER_ID,PLAYER,AVERAGE BOGEYS PER ROUND,TOTAL BOGEYS,ROUNDS PLAYED
1,0,20157,Retief Goosen,1.89,104,55
2,0,06567,Vijay Singh,2.03,223,110
3,0,02214,Kirk Triplett,2.13,179,84
4,0,20229,Stewart Cink,2.14,208,97
5,0,01457,Jay Haas,2.15,170,79
6,0,06373,José María Olazábal,2.23,116,52
6,0,02239,Scott Verplank,2.23,203,91
8,0,06522,Ernie Els,2.24,130,58
8,0,02010,Loren Roberts,2.24,177,79
10,0,01810,Phil Mickelson,2.25,178,79
11,0,08075,Jerry Kelly,2.26,246,109
12,0,06621,Joe Durant,2.27,193,85
13,0,01941,Tom Pernice Jr.,2.32,230,99
14,0,06004,Stephen Ames,2.34,222,95
14,0,01139,Olin Browne,2.34,206,88
14,0,06251,Chris DiMarco,2.34,229,98
14,0,12660,Jesper Parnevik,2.34,201,86
18,0,22046,Geoff Ogilvy,2.36,205,87
19,0,20572,Rod Pampling,2.37,223,94
19,0,02246,Duffy Waldorf,2.37,173,73
21,0,19972,José Coceres,2.38,152,64
21,0,10860,Justin Leonard,2.38,202,85
23,0,08793,Tiger Woods,2.39,172,72
24,0,12652,Cameron Beckman,2.44,234,96
24,0,01677,Tom Lehman,2.44,161,66
26,0,01706,Davis Love III,2.45,184,75
27,0,20098,Stuart Appleby,2.46,192,78
27,0,23983,Luke Donald,2.46,177,72
27,0,25396,Kevin Na,2.46,236,96
30,0,12510,Chad Campbell,2.47,230,93
31,0,07223,Brian Bateman,2.48,198,80
31,0,20121,Todd Fischer,2.48,253,102
31,0,12823,Carlos Franco,2.48,246,99
31,0,12680,Shigeki Maruyama,2.48,228,92
31,0,20628,Arron Oberholser,2.48,181,73
36,0,19824,Craig Barlow,2.49,194,78
36,0,01381,Fred Funk,2.49,239,96
36,0,22405,Justin Rose,2.49,179,72
39,0,01219,John Cook,2.51,133,53
39,0,23541,Ben Crane,2.51,231,92
39,0,01666,Bernhard Langer,2.51,138,55
42,0,19825,Darren Clarke,2.52,121,48
42,0,24024,Zach Johnson,2.52,270,107
42,0,06595,Kevin Sutherland,2.52,204,81
45,0,01527,Scott Hoch,2.53,129,51
45,0,23621,Rory Sabbatini,2.53,218,86
47,0,01157,Tom Byrum,2.54,211,83
47,0,23623,Bo Van Pelt,2.54,264,104
49,0,23135,Tim Clark,2.55,214,84
49,0,02223,Bob Tway,2.55,217,85
51,0,12645,Brent Geiberger,2.57,234,91
52,0,01320,Bob Estes,2.58,183,71
52,0,01685,J.L. Lewis,2.58,274,106
52,0,02002,John Riegger,2.58,137,53
52,0,02101,Joey Sindelar,2.58,253,98
52,0,22293,Heath Slocum,2.58,232,90
57,0,06197,Michael Allen,2.59,220,85
57,0,01142,Bart Bryant,2.59,179,69
57,0,19846,Brian Gay,2.59,243,94
57,0,01938,David Peoples,2.59,207,80
57,0,20645,John Senden,2.59,249,96
57,0,22548,Patrick Sheehan,2.59,287,111
63,0,20498,Briny Baird,2.60,252,97
63,0,21878,Mark Wilson,2.60,161,62
65,0,01388,Robert Gamez,2.61,269,103
65,0,10201,Matt Gogel,2.61,219,84
65,0,21949,Joe Ogilvie,2.61,266,102
68,0,01161,Mark Calcavecchia,2.62,204,78
68,0,02104,Jeff Sluman,2.62,254,97
70,0,21633,Steve Allan,2.63,260,99
70,0,06809,Bob Burns,2.63,226,86
70,0,01249,John Daly,2.63,208,79
70,0,01329,Brad Faxon,2.63,234,89
70,0,20433,Mark Hensby,2.63,245,93
75,0,01948,Tim Petrovic,2.64,283,107
75,0,23497,Tag Ridings,2.64,132,50
75,0,10423,Mike Weir,2.64,193,73
78,0,10885,Robert Allenby,2.65,233,88
78,0,21731,Freddie Jacobson,2.65,212,80
78,0,25345,Carl Pettersson,2.65,257,97
78,0,23325,Vaughn Taylor,2.65,217,82
82,0,12782,Tim Herron,2.66,221,83
82,0,01928,Corey Pavin,2.66,210,79
84,0,01127,Danny Briggs,2.67,216,81
84,0,21961,Charles Howell III,2.67,270,101
84,0,21959,Ted Purdy,2.67,299,112
84,0,20548,Hidemichi Tanaka,2.67,238,89
88,0,21805,Harrison Frazar,2.68,220,82
88,0,23353,J.J. Henry,2.68,276,103
88,0,06332,Neal Lancaster,2.68,276,103
88,0,01724,Jeff Maggert,2.68,161,60
92,0,01042,Paul Azinger,2.69,202,75
92,0,06515,Shaun Micheel,2.69,245,91
94,0,20593,Greg Chalmers,2.71,190,70
94,0,24357,K.J. Choi,2.71,222,82
94,0,11032,Frank Lickliter II,2.71,233,86
94,0,01887,Mark O'Meara,2.71,157,58
98,0,23108,Matt Kuchar,2.72,226,83
98,0,20382,Stephen Leaney,2.72,204,75
98,0,02206,David Toms,2.72,201,74
98,0,10425,Jay Williamson,2.72,267,98
102,0,01261,Jay Delsing,2.73,199,73
102,0,01361,Dan Forsman,2.73,210,77
102,0,01378,David Frost,2.73,213,78
102,0,08537,J.P. Hayes,2.73,205,75
102,0,21893,Brian Kortan,2.73,169,62
102,0,08385,Omar Uresti,2.73,232,85
108,0,01035,Tommy Armour III,2.74,238,87
108,0,20094,Jonathan Kaye,2.74,208,76
108,0,10107,Deane Pappas,2.74,192,70
111,0,20850,Daniel Chopra,2.75,291,106
111,0,26420,Richard Johnson,2.75,280,102
111,0,23552,Hank Kuehne,2.75,245,89
111,0,23320,Ryan Palmer,2.75,275,100
111,0,12602,Dean Wilson,2.75,272,99
116,0,24507,Jason Bohn,2.76,262,95
116,0,01577,Lee Janzen,2.76,226,82
116,0,01707,Steve Lowery,2.76,246,89
119,0,25686,Jason Dufner,2.77,219,79
119,0,01553,John Huston,2.77,155,56
119,0,10585,Scott McCarron,2.77,238,86
119,0,20127,Chris Riley,2.77,205,74
123,0,01024,Billy Andrade,2.78,289,104
123,0,12760,Danny Ellis,2.78,214,77
123,0,01619,Skip Kendall,2.78,275,99
123,0,01926,Steve Pate,2.78,192,69
123,0,01968,Nick Price,2.78,139,50
128,0,10733,Kent Jones,2.79,271,97
128,0,01927,Dennis Paulson,2.79,198,71
130,0,01313,Steve Elkington,2.80,171,61
130,0,07749,Brett Quigley,2.80,274,98
132,0,07363,Craig Bowden,2.81,233,83
133,0,24781,Hunter Mahan,2.82,265,94
133,0,20663,Brenden Pappas,2.82,305,108
133,0,06527,Steve Stricker,2.82,220,78
136,0,07867,Woody Austin,2.83,266,94
136,0,07457,Steve Flesch,2.83,297,105
136,0,01473,Todd Hamilton,2.83,249,88
136,0,10912,Craig Perks,2.83,204,72
136,0,24502,Adam Scott,2.83,147,52
141,0,24925,Jonathan Byrd,2.84,236,83
142,0,07721,Pat Bates,2.85,276,97
143,0,08931,Glen Day,2.88,285,99
143,0,24361,Pat Perez,2.88,288,100
145,0,01766,Billy Mayfair,2.89,303,105
146,0,21407,Arjun Atwal,2.90,241,83
146,0,21646,David Branshaw,2.90,238,82
146,0,08123,Jeff Brehaut,2.90,302,104
149,0,20029,Notah Begay III,2.91,195,67
149,0,20378,Mathias Grönberg,2.91,253,87
149,0,01771,Blaine McCallister,2.91,198,68
152,0,23613,Rich Barcelo,2.92,190,65
152,0,19881,Robert Damron,2.92,269,92
154,0,25900,Lucas Glover,2.93,267,91
154,0,06575,Dudley Hart,2.93,170,58
154,0,01945,Kenny Perry,2.93,223,76
154,0,02106,Chris Smith,2.93,308,105
158,0,01203,Russ Cochran,2.95,180,61
159,0,24290,D.J. Brigman,2.97,226,76
159,0,20472,Alex Cejka,2.97,208,70
161,0,21209,Sergio Garcia,2.98,191,64
161,0,26287,Roland Thatcher,2.98,197,66
163,0,22913,John Rollins,3.00,255,85
164,0,01920,Craig Parry,3.04,152,50
165,0,08339,Spike McRoy,3.05,278,91
166,0,20634,Peter Lonard,3.06,202,66
166,0,01797,Rocco Mediate,3.06,147,48
168,0,08337,Mike Heinen,3.08,163,53
168,0,12705,Cliff Kresge,3.08,268,87
170,0,01761,Len Mattiace,3.09,232,75
170,0,23307,Roger Tambellini,3.09,241,78
172,0,22621,Ben Curtis,3.10,161,52
173,0,12682,Hirofumi Miyase,3.11,196,63
173,0,06078,Esteban Toledo,3.11,280,90
175,0,22371,Aaron Baddeley,3.12,265,85
175,0,12394,Tom Carter,3.12,343,110
177,0,01132,Mark Brooks,3.13,219,70
177,0,10213,Dicky Pride,3.13,197,63
177,0,02099,Scott Simpson,3.13,172,55
180,0,20580,Andre Stolz,3.15,167,53
181,0,07939,Dan Olsen,3.21,234,73
181,0,06613,Tommy Tolles,3.21,215,67
181,0,02245,Grant Waite,3.21,247,77
184,0,20104,Ken Duke,3.24,282,87
185,0,02049,Gene Sauers,3.26,264,81
186,0,20585,Niclas Fasth,3.27,196,60
187,0,23614,Rich Beem,3.29,253,77
187,0,01226,Fred Couples,3.29,171,52
189,0,08835,Kris Cox,3.32,236,71
189,0,12753,David Morland IV,3.32,242,73
191,0,06214,Guy Boros,3.42,219,64
192,0,08881,Tripp Isenhour,3.43,182,53
193,0,23063,Scott Hend,3.56,281,79
194,0,11123,Chris Couch,3.78,208,55
194,0,25237,Kevin Muncrief,3.78,189,50
196,0,23338,David Gossett,4.05,231,57
