RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL FAIRWAY BUNKERS,POSSIBLE FWYS,RELATIVE TO PAR
1,0,10809,Jim Furyk,2.7,26,955,+0.231
2,0,01132,Mark Brooks,2.9,19,656,+0.474
3,0,20127,Chris Riley,3.0,23,769,+0.304
3,0,22293,Heath Slocum,3.0,41,1351,E
5,0,01313,Steve Elkington,3.1,34,1098,+0.265
5,0,19846,Brian Gay,3.1,45,1439,+0.289
5,0,06643,Paul Goydos,3.1,23,734,+0.261
5,0,22806,Doug LaBelle II,3.1,43,1396,+0.512
9,0,23614,Rich Beem,3.2,35,1077,+0.343
9,0,24024,Zach Johnson,3.2,27,850,+0.259
11,0,20859,Anders Hansen,3.3,18,545,+0.222
11,0,02239,Scott Verplank,3.3,30,909,+0.433
13,0,01381,Fred Funk,3.4,25,741,+0.120
13,0,01810,Phil Mickelson,3.4,28,824,+0.036
15,0,08123,Jeff Brehaut,3.5,26,739,+0.231
15,0,06621,Joe Durant,3.5,38,1083,+0.395
15,0,01928,Corey Pavin,3.5,38,1076,+0.158
18,0,21753,Brian Davis,3.6,49,1356,+0.102
19,0,07363,Craig Bowden,3.7,39,1062,+0.256
19,0,19972,José Coceres,3.7,23,616,+0.174
19,0,10860,Justin Leonard,3.7,46,1246,+0.435
22,0,22371,Aaron Baddeley,3.8,36,955,+0.333
22,0,24507,Jason Bohn,3.8,30,793,+0.100
22,0,23983,Luke Donald,3.8,28,745,+0.107
22,0,01766,Billy Mayfair,3.8,47,1253,+0.255
26,0,27060,John Mallinger,3.9,52,1336,+0.231
27,0,19803,Ryan Armour,4.0,57,1438,+0.316
27,0,22621,Ben Curtis,4.0,38,959,+0.316
27,0,08075,Jerry Kelly,4.0,47,1162,+0.213
27,0,21470,Daisuke Maruyama,4.0,46,1145,+0.283
27,0,25804,Bubba Watson,4.0,41,1030,+0.244
27,0,10425,Jay Williamson,4.0,28,700,+0.321
33,0,10885,Robert Allenby,4.1,46,1135,+0.283
33,0,01024,Billy Andrade,4.1,50,1224,+0.300
33,0,23933,Michael Boyd,4.1,33,799,+0.242
33,0,06522,Ernie Els,4.1,25,616,+0.160
33,0,26420,Richard Johnson,4.1,52,1266,+0.558
33,0,24781,Hunter Mahan,4.1,45,1102,+0.333
39,0,20104,Ken Duke,4.2,61,1454,+0.262
39,0,20574,Mathew Goggin,4.2,55,1295,+0.218
39,0,27141,J.B. Holmes,4.2,41,966,+0.488
39,0,08881,Tripp Isenhour,4.2,47,1117,+0.234
39,0,22046,Geoff Ogilvy,4.2,38,900,+0.421
39,0,28475,Jeff Overton,4.2,34,809,+0.118
45,0,19824,Craig Barlow,4.3,31,725,+0.290
45,0,20472,Alex Cejka,4.3,47,1087,+0.064
45,0,20623,Gavin Coles,4.3,50,1157,+0.140
45,0,08931,Glen Day,4.3,49,1129,+0.224
45,0,01388,Robert Gamez,4.3,50,1172,+0.220
45,0,21806,Paul Gow,4.3,40,922,+0.325
45,0,01797,Rocco Mediate,4.3,43,991,+0.116
45,0,27770,Camilo Villegas,4.3,43,999,+0.093
45,0,26289,Boo Weekley,4.3,51,1186,+0.196
45,0,21878,Mark Wilson,4.3,48,1124,+0.146
55,0,23108,Matt Kuchar,4.4,49,1106,+0.204
55,0,23325,Vaughn Taylor,4.4,47,1073,+0.234
55,0,08793,Tiger Woods,4.4,27,616,+0.222
58,0,01142,Bart Bryant,4.5,50,1119,+0.220
58,0,22405,Justin Rose,4.5,27,601,+0.185
58,0,24457,Jaco Van Zyl,4.5,31,685,+0.323
61,0,06004,Stephen Ames,4.6,41,886,+0.122
61,0,22378,Trevor Immelman,4.6,35,756,+0.057
61,0,29718,Anthony Kim,4.6,54,1181,+0.130
61,0,24912,Will MacKenzie,4.6,62,1340,+0.306
61,0,01724,Jeff Maggert,4.6,51,1106,+0.275
61,0,23320,Ryan Palmer,4.6,57,1241,+0.298
61,0,12660,Jesper Parnevik,4.6,54,1170,+0.278
61,0,26951,Johnson Wagner,4.6,61,1326,+0.262
61,0,23322,Brett Wetterich,4.6,48,1051,+0.313
70,0,01157,Tom Byrum,4.7,30,641,+0.200
70,0,21209,Sergio Garcia,4.7,37,780,+0.081
70,0,20382,Stephen Leaney,4.7,52,1113,+0.212
70,0,01945,Kenny Perry,4.7,52,1097,+0.154
70,0,23788,D.J. Trahan,4.7,64,1352,+0.313
70,0,10423,Mike Weir,4.7,44,936,-0.068
70,0,20160,Charlie Wi,4.7,58,1227,+0.397
77,0,26596,Ryan Moore,4.8,56,1170,+0.107
77,0,22348,Nick O'Hern,4.8,38,784,+0.316
77,0,25190,Jeff Quinney,4.8,62,1301,+0.258
77,0,21528,Henrik Stenson,4.8,24,504,+0.375
77,0,27095,Nick Watney,4.8,53,1100,+0.208
82,0,12510,Chad Campbell,4.9,54,1093,+0.352
82,0,24357,K.J. Choi,4.9,49,993,+0.082
82,0,20229,Stewart Cink,4.9,51,1036,+0.039
82,0,01320,Bob Estes,4.9,58,1174,+0.138
82,0,08537,J.P. Hayes,4.9,61,1239,+0.295
82,0,24138,Ian Poulter,4.9,30,615,+0.300
82,0,21959,Ted Purdy,4.9,66,1342,+0.258
82,0,27963,Chris Stroud,4.9,43,869,+0.302
90,0,25273,Andrew Buckle,5.0,51,1023,+0.294
90,0,10733,Kent Jones,5.0,68,1354,+0.191
90,0,28158,Steve Marino,5.0,70,1400,+0.157
90,0,24140,Sean O'Hair,5.0,62,1233,+0.081
90,0,01941,Tom Pernice Jr.,5.0,64,1286,+0.219
90,0,24502,Adam Scott,5.0,38,760,+0.237
90,0,02214,Kirk Triplett,5.0,52,1046,+0.462
90,0,12602,Dean Wilson,5.0,57,1146,+0.263
98,0,20098,Stuart Appleby,5.1,42,828,+0.190
98,0,12652,Cameron Beckman,5.1,65,1285,+0.108
98,0,21646,David Branshaw,5.1,59,1156,+0.458
98,0,06034,Marco Dawson,5.1,51,991,+0.255
98,0,25686,Jason Dufner,5.1,69,1340,+0.159
98,0,07457,Steve Flesch,5.1,69,1341,+0.232
98,0,23353,J.J. Henry,5.1,51,993,+0.216
98,0,12782,Tim Herron,5.1,61,1199,+0.164
98,0,11032,Frank Lickliter II,5.1,65,1271,+0.108
98,0,20645,John Senden,5.1,63,1245,+0.317
98,0,25892,Steve Wheatcroft,5.1,49,964,+0.265
109,0,01035,Tommy Armour III,5.2,56,1076,+0.214
109,0,07867,Woody Austin,5.2,64,1241,+0.078
109,0,24290,D.J. Brigman,5.2,43,825,+0.256
109,0,26360,Bubba Dickerson,5.2,34,655,+0.382
109,0,20105,Jeff Gove,5.2,74,1436,+0.270
109,0,21731,Freddie Jacobson,5.2,51,984,+0.176
109,0,12705,Cliff Kresge,5.2,77,1493,+0.169
109,0,01677,Tom Lehman,5.2,39,751,+0.308
109,0,27933,John Merrick,5.2,64,1231,+0.391
109,0,08375,Paul Stankowski,5.2,35,668,+0.371
119,0,23135,Tim Clark,5.3,40,752,+0.125
119,0,24980,Scott Gutschewski,5.3,47,881,+0.191
119,0,07547,Craig Kanada,5.3,76,1438,+0.145
119,0,27120,Troy Matteson,5.3,60,1131,+0.267
119,0,25396,Kevin Na,5.3,62,1175,+0.226
119,0,06527,Steve Stricker,5.3,49,922,+0.204
125,0,23048,Eric Axley,5.4,78,1440,+0.333
125,0,01249,John Daly,5.4,40,743,+0.475
125,0,24924,Bill Haas,5.4,67,1241,+0.164
125,0,10117,Bob Heintz,5.4,61,1126,+0.262
125,0,27702,Matt Hendrix,5.4,46,851,+0.435
125,0,20433,Mark Hensby,5.4,59,1100,+0.254
125,0,06515,Shaun Micheel,5.4,57,1061,+0.281
132,0,24361,Pat Perez,5.5,54,975,+0.370
132,0,29476,Kyle Reifers,5.5,53,967,+0.170
132,0,02101,Joey Sindelar,5.5,56,1015,+0.143
132,0,22295,Darron Stiles,5.5,45,825,+0.200
136,0,20498,Briny Baird,5.6,86,1549,+0.105
136,0,01707,Steve Lowery,5.6,58,1039,+0.259
136,0,20628,Arron Oberholser,5.6,42,753,+0.524
136,0,20572,Rod Pampling,5.6,60,1068,+0.233
136,0,27649,Brandt Snedeker,5.6,73,1296,+0.123
141,0,20634,Peter Lonard,5.7,64,1128,+0.313
141,0,12680,Shigeki Maruyama,5.7,66,1160,+0.212
141,0,02036,Jim Rutledge,5.7,44,770,+0.227
141,0,23621,Rory Sabbatini,5.7,54,941,+0.241
141,0,26679,Kevin Stadler,5.7,69,1216,+0.348
141,0,02223,Bob Tway,5.7,75,1327,+0.147
147,0,11123,Chris Couch,5.8,62,1062,+0.258
147,0,01577,Lee Janzen,5.8,49,838,+0.020
147,0,12195,Tom Johnson,5.8,58,1002,+0.328
147,0,01948,Tim Petrovic,5.8,84,1450,+0.143
147,0,02206,David Toms,5.8,51,886,+0.176
152,0,06197,Michael Allen,5.9,58,975,+0.414
152,0,20850,Daniel Chopra,5.9,86,1452,+0.116
152,0,24358,Robert Garrigus,5.9,79,1328,+0.329
152,0,25900,Lucas Glover,5.9,68,1161,+0.221
152,0,22212,Craig Lile,5.9,62,1051,+0.290
152,0,21949,Joe Ogilvie,5.9,79,1334,+0.177
152,0,20691,Greg Owen,5.9,65,1108,+0.508
152,0,28486,Michael Putnam,5.9,71,1203,+0.268
152,0,22913,John Rollins,5.9,74,1245,+0.216
152,0,23349,Charles Warren,5.9,83,1410,+0.217
162,0,21805,Harrison Frazar,6.0,69,1148,+0.087
162,0,23718,Nathan Green,6.0,78,1293,+0.205
162,0,21350,Ryuji Imada,6.0,80,1341,+0.288
162,0,01706,Davis Love III,6.0,46,773,+0.370
166,0,23613,Rich Barcelo,6.1,66,1090,+0.212
166,0,07223,Brian Bateman,6.1,40,659,+0.050
166,0,01161,Mark Calcavecchia,6.1,67,1102,+0.164
166,0,20766,Padraig Harrington,6.1,41,671,+0.268
166,0,24490,George McNeill,6.1,74,1209,+0.203
166,0,25345,Carl Pettersson,6.1,84,1375,+0.119
172,0,20378,Mathias Grönberg,6.2,82,1325,E
172,0,01473,Todd Hamilton,6.2,57,920,+0.351
172,0,12716,Charley Hoffman,6.2,78,1268,+0.551
172,0,06567,Vijay Singh,6.2,74,1203,+0.230
176,0,23800,Bryce Molder,6.3,48,756,+0.188
176,0,26882,Michael Sim,6.3,46,730,+0.174
176,0,02246,Duffy Waldorf,6.3,59,938,+0.220
179,0,22892,Jason Gore,6.4,77,1200,+0.195
179,0,06595,Kevin Sutherland,6.4,69,1074,+0.217
181,0,24449,Parker McLachlin,6.5,72,1105,+0.056
181,0,10213,Dicky Pride,6.5,61,937,+0.262
181,0,07749,Brett Quigley,6.5,60,923,+0.383
184,0,21633,Steve Allan,6.6,54,821,+0.130
184,0,24925,Jonathan Byrd,6.6,62,933,+0.113
184,0,21961,Charles Howell III,6.6,66,1003,+0.212
184,0,23497,Tag Ridings,6.6,46,697,+0.261
188,0,21660,Jason Schultz,6.7,55,825,+0.236
189,0,23638,Brendon de Jonge,6.8,68,1005,+0.206
189,0,06373,José María Olazábal,6.8,38,559,+0.132
189,0,02104,Jeff Sluman,6.8,45,664,+0.222
189,0,23623,Bo Van Pelt,6.8,97,1421,+0.134
193,0,20157,Retief Goosen,6.9,33,476,+0.455
194,0,06251,Chris DiMarco,7.0,63,905,+0.270
194,0,12714,Chris Tidland,7.0,54,767,+0.296
196,0,26881,Jarrod Lyle,7.2,73,1019,+0.123
