RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL RIGHT ROUGH,POSSIBLE FWYS,RELATIVE TO PAR
1,0,01132,Mark Brooks,8.08,53,656,+0.34
2,0,23933,Michael Boyd,8.51,68,799,+0.21
3,0,22806,Doug LaBelle II,8.60,120,1396,+0.23
4,0,01035,Tommy Armour III,8.64,93,1076,+0.11
5,0,02223,Bob Tway,9.19,122,1327,+0.06
6,0,20472,Alex Cejka,9.20,100,1087,+0.03
7,0,23349,Charles Warren,9.22,130,1410,+0.25
8,0,19972,José Coceres,9.25,57,616,+0.28
9,0,22348,Nick O'Hern,9.44,74,784,+0.09
10,0,21753,Brian Davis,9.66,131,1356,+0.05
11,0,07363,Craig Bowden,9.70,103,1062,+0.07
12,0,24457,Jaco Van Zyl,9.78,67,685,+0.15
13,0,23135,Tim Clark,9.97,75,752,+0.09
14,0,24781,Hunter Mahan,9.98,110,1102,+0.20
15,0,08375,Paul Stankowski,10.03,67,668,+0.04
16,0,10117,Bob Heintz,10.04,113,1126,+0.10
17,0,22295,Darron Stiles,10.30,85,825,+0.15
17,0,12714,Chris Tidland,10.30,79,767,+0.10
19,0,02101,Joey Sindelar,10.34,105,1015,+0.08
20,0,08931,Glen Day,10.45,118,1129,+0.14
21,0,02036,Jim Rutledge,10.52,81,770,+0.21
22,0,01157,Tom Byrum,10.61,68,641,+0.15
23,0,06621,Joe Durant,10.62,115,1083,+0.11
24,0,22405,Justin Rose,10.65,64,601,+0.17
25,0,01381,Fred Funk,10.66,79,741,+0.30
25,0,22293,Heath Slocum,10.66,144,1351,+0.05
27,0,19846,Brian Gay,10.70,154,1439,+0.14
28,0,20623,Gavin Coles,10.72,124,1157,+0.10
29,0,01313,Steve Elkington,10.75,118,1098,+0.11
29,0,23718,Nathan Green,10.75,139,1293,+0.12
31,0,20859,Anders Hansen,11.01,60,545,+0.12
32,0,06515,Shaun Micheel,11.03,117,1061,+0.11
33,0,10733,Kent Jones,11.08,150,1354,+0.15
34,0,12660,Jesper Parnevik,11.11,130,1170,+0.02
35,0,22621,Ben Curtis,11.16,107,959,+0.22
36,0,01677,Tom Lehman,11.19,84,751,+0.18
37,0,12652,Cameron Beckman,11.21,144,1285,+0.10
38,0,02239,Scott Verplank,11.33,103,909,+0.10
39,0,26596,Ryan Moore,11.37,133,1170,+0.14
40,0,08075,Jerry Kelly,11.45,133,1162,+0.07
41,0,23108,Matt Kuchar,11.48,127,1106,+0.08
42,0,01577,Lee Janzen,11.58,97,838,+0.26
43,0,01941,Tom Pernice Jr.,11.59,149,1286,+0.20
44,0,02214,Kirk Triplett,11.66,122,1046,+0.23
45,0,20498,Briny Baird,11.68,181,1549,+0.15
46,0,20433,Mark Hensby,11.73,129,1100,+0.16
47,0,01945,Kenny Perry,11.76,129,1097,+0.03
48,0,20382,Stephen Leaney,11.77,131,1113,+0.05
49,0,01161,Mark Calcavecchia,11.80,130,1102,+0.08
50,0,20105,Jeff Gove,11.84,170,1436,+0.15
51,0,10425,Jay Williamson,11.86,83,700,+0.17
52,0,01766,Billy Mayfair,11.89,149,1253,+0.06
53,0,22892,Jason Gore,11.92,143,1200,+0.15
53,0,20766,Padraig Harrington,11.92,80,671,E
53,0,21878,Mark Wilson,11.92,134,1124,+0.18
56,0,11032,Frank Lickliter II,11.96,152,1271,+0.13
