RANK,MOVEMENT,PLAYER_ID,PLAYER,%,FAIRWAYS HIT,POSSIBLE FAIRWAYS
105,0,07867,Woody Austin,63.32,839,1325
106,0,22212,Craig Lile,63.27,665,1051
107,0,24138,Ian Poulter,63.23,533,843
108,0,12680,Shigeki Maruyama,63.02,731,1160
109,0,24924,Bill Haas,62.93,781,1241
110,0,12510,Chad Campbell,62.79,793,1263
111,0,22348,Nick O'Hern,62.68,598,954
112,0,10213,Dicky Pride,62.65,587,937
113,0,25396,Kevin Na,62.64,736,1175
114,0,27702,Matt Hendrix,62.63,533,851
115,0,12660,Jesper Parnevik,62.31,729,1170
116,0,24290,D.J. Brigman,62.20,548,881
117,0,24912,Will MacKenzie,62.11,867,1396
118,0,23623,Bo Van Pelt,61.97,898,1449
119,0,26882,Michael Sim,61.92,452,730
120,0,23718,Nathan Green,61.80,851,1377
120,0,12714,Chris Tidland,61.80,474,767
122,0,12782,Tim Herron,61.78,810,1311
123,0,20628,Arron Oberholser,61.70,588,953
124,0,26360,Bubba Dickerson,61.68,404,655
125,0,27933,John Merrick,61.41,756,1231
126,0,08537,J.P. Hayes,61.26,759,1239
127,0,21949,Joe Ogilvie,61.23,834,1362
128,0,12705,Cliff Kresge,61.15,913,1493
129,0,24361,Pat Perez,61.13,684,1119
130,0,27095,Nick Watney,61.02,742,1216
131,0,19824,Craig Barlow,60.97,442,725
132,0,10885,Robert Allenby,60.85,760,1249
133,0,26881,Jarrod Lyle,60.84,620,1019
134,0,29718,Anthony Kim,60.79,786,1293
135,0,25686,Jason Dufner,60.74,848,1396
136,0,28158,Steve Marino,60.71,867,1428
137,0,06595,Kevin Sutherland,60.62,719,1186
138,0,21660,Jason Schultz,60.61,500,825
139,0,02223,Bob Tway,60.45,836,1383
140,0,20098,Stuart Appleby,60.43,620,1026
141,0,26679,Kevin Stadler,60.27,769,1276
142,0,27770,Camilo Villegas,60.23,686,1139
143,0,01948,Tim Petrovic,60.22,890,1478
144,0,21633,Steve Allan,60.05,493,821
145,0,08375,Paul Stankowski,60.03,401,668
146,0,22371,Aaron Baddeley,60.00,675,1125
147,0,28486,Michael Putnam,59.97,773,1289
148,0,27120,Troy Matteson,59.92,728,1215
149,0,24925,Jonathan Byrd,59.84,611,1021
149,0,06034,Marco Dawson,59.84,593,991
149,0,24490,George McNeill,59.84,757,1265
152,0,08793,Tiger Woods,59.83,505,844
153,0,27649,Brandt Snedeker,59.80,842,1408
154,0,20378,Mathias Grönberg,59.70,791,1325
155,0,06567,Vijay Singh,59.66,837,1403
156,0,01024,Billy Andrade,59.56,729,1224
157,0,25345,Carl Pettersson,59.41,919,1547
157,0,02104,Jeff Sluman,59.41,461,776
159,0,23638,Brendon de Jonge,59.20,595,1005
160,0,24502,Adam Scott,59.17,568,960
161,0,29476,Kyle Reifers,59.15,572,967
162,0,23621,Rory Sabbatini,59.14,657,1111
163,0,01577,Lee Janzen,59.06,528,894
164,0,06251,Chris DiMarco,59.05,636,1077
165,0,22046,Geoff Ogilvy,59.02,648,1098
166,0,21350,Ryuji Imada,58.77,821,1397
167,0,07223,Brian Bateman,58.74,420,715
168,0,27141,J.B. Holmes,58.70,567,966
169,0,01706,Davis Love III,58.58,536,915
170,0,23322,Brett Wetterich,58.15,710,1221
171,0,25273,Andrew Buckle,58.14,611,1051
172,0,23613,Rich Barcelo,58.07,633,1090
173,0,23320,Ryan Palmer,57.92,735,1269
174,0,20766,Padraig Harrington,57.52,501,871
175,0,23497,Tag Ridings,57.10,398,697
176,0,12716,Charley Hoffman,57.08,774,1356
177,0,01473,Todd Hamilton,57.06,606,1062
178,0,24449,Parker McLachlin,57.01,630,1105
179,0,06522,Ernie Els,56.99,465,816
180,0,21528,Henrik Stenson,56.97,368,646
181,0,01810,Phil Mickelson,56.94,566,994
182,0,11123,Chris Couch,56.59,601,1062
183,0,20229,Stewart Cink,56.47,698,1236
184,0,21209,Sergio Garcia,56.28,520,924
185,0,24980,Scott Gutschewski,55.96,493,881
186,0,07749,Brett Quigley,55.90,611,1093
187,0,23048,Eric Axley,55.88,836,1496
188,0,25804,Bubba Watson,55.66,620,1114
189,0,20850,Daniel Chopra,55.34,819,1480
190,0,21805,Harrison Frazar,55.07,663,1204
191,0,23800,Bryce Molder,54.82,415,757
192,0,20157,Retief Goosen,53.55,362,676
193,0,24358,Robert Garrigus,52.86,702,1328
194,0,06373,José María Olazábal,50.50,353,699
195,0,21961,Charles Howell III,49.54,595,1201
196,0,01249,John Daly,41.86,347,829
