RANK,MOVEMENT,PLAYER_ID,PLAYER,%,FAIRWAYS HIT,POSSIBLE FAIRWAYS
1,0,19972,José Coceres,75.47,486,644
2,0,01381,Fred Funk,75.26,642,853
3,0,10809,Jim Furyk,74.37,859,1155
4,0,23933,Michael Boyd,74.34,594,799
5,0,06621,Joe Durant,73.71,903,1225
6,0,22293,Heath Slocum,73.28,1031,1407
7,0,07363,Craig Bowden,73.07,776,1062
8,0,24024,Zach Johnson,73.05,767,1050
9,0,19846,Brian Gay,72.90,1049,1439
10,0,01132,Mark Brooks,72.81,498,684
11,0,22806,Doug LaBelle II,72.78,1016,1396
12,0,10425,Jay Williamson,72.57,508,700
13,0,21753,Brian Davis,71.96,1019,1416
14,0,01313,Steve Elkington,71.84,829,1154
15,0,01157,Tom Byrum,71.75,480,669
16,0,02239,Scott Verplank,71.42,812,1137
17,0,20127,Chris Riley,71.39,549,769
18,0,01766,Billy Mayfair,70.70,965,1365
19,0,01142,Bart Bryant,70.66,850,1203
20,0,08931,Glen Day,70.42,795,1129
21,0,02214,Kirk Triplett,70.39,756,1074
22,0,19803,Ryan Armour,70.31,1011,1438
23,0,20623,Gavin Coles,70.27,813,1157
24,0,01035,Tommy Armour III,70.17,755,1076
25,0,10860,Justin Leonard,70.05,933,1332
26,0,27060,John Mallinger,69.91,934,1336
27,0,01388,Robert Gamez,69.28,812,1172
28,0,23135,Tim Clark,68.95,615,892
29,0,06643,Paul Goydos,68.83,563,818
30,0,01928,Corey Pavin,68.82,779,1132
31,0,24457,Jaco Van Zyl,68.61,470,685
32,0,10733,Kent Jones,68.46,927,1354
33,0,22295,Darron Stiles,68.35,583,853
34,0,08075,Jerry Kelly,68.28,930,1362
35,0,23983,Luke Donald,68.15,644,945
36,0,20472,Alex Cejka,68.08,740,1087
37,0,24781,Hunter Mahan,68.05,867,1274
38,0,01797,Rocco Mediate,67.76,681,1005
39,0,06515,Shaun Micheel,67.72,835,1233
40,0,12652,Cameron Beckman,67.70,870,1285
41,0,20104,Ken Duke,67.50,1057,1566
42,0,21470,Daisuke Maruyama,67.42,772,1145
43,0,22621,Ben Curtis,67.37,762,1131
44,0,20574,Mathew Goggin,67.36,910,1351
45,0,02036,Jim Rutledge,67.27,518,770
46,0,21878,Mark Wilson,67.10,773,1152
47,0,06004,Stephen Ames,67.07,727,1084
48,0,20859,Anders Hansen,66.95,480,717
49,0,01941,Tom Pernice Jr.,66.83,973,1456
50,0,23349,Charles Warren,66.81,942,1410
51,0,20634,Peter Lonard,66.70,753,1129
52,0,20160,Charlie Wi,66.59,817,1227
53,0,27963,Chris Stroud,66.56,597,897
54,0,25892,Steve Wheatcroft,66.29,639,964
55,0,20498,Briny Baird,66.24,1026,1549
56,0,23108,Matt Kuchar,66.20,752,1136
57,0,08123,Jeff Brehaut,66.04,525,795
58,0,25190,Jeff Quinney,65.99,877,1329
59,0,07547,Craig Kanada,65.96,967,1466
60,0,20645,John Senden,65.91,897,1361
61,0,20382,Stephen Leaney,65.82,751,1141
62,0,21646,David Branshaw,65.74,760,1156
63,0,01724,Jeff Maggert,65.73,727,1106
64,0,20105,Jeff Gove,65.67,943,1436
65,0,11032,Frank Lickliter II,65.64,871,1327
66,0,26420,Richard Johnson,65.56,830,1266
67,0,21806,Paul Gow,65.51,604,922
68,0,23788,D.J. Trahan,65.36,902,1380
69,0,02101,Joey Sindelar,65.29,681,1043
70,0,01320,Bob Estes,65.28,803,1230
71,0,23614,Rich Beem,65.25,815,1249
72,0,24507,Jason Bohn,65.20,517,793
73,0,01161,Mark Calcavecchia,65.09,811,1246
74,0,02246,Duffy Waldorf,64.88,628,968
75,0,22378,Trevor Immelman,64.85,620,956
75,0,02206,David Toms,64.85,703,1084
77,0,22913,John Rollins,64.81,917,1415
78,0,10117,Bob Heintz,64.74,729,1126
79,0,24357,K.J. Choi,64.71,772,1193
79,0,24140,Sean O'Hair,64.71,891,1377
81,0,26289,Boo Weekley,64.65,878,1358
82,0,01945,Kenny Perry,64.61,745,1153
83,0,12195,Tom Johnson,64.57,647,1002
84,0,08881,Tripp Isenhour,64.37,737,1145
85,0,06197,Michael Allen,64.31,627,975
85,0,21959,Ted Purdy,64.31,881,1370
87,0,23325,Vaughn Taylor,64.20,780,1215
88,0,26951,Johnson Wagner,64.18,869,1354
89,0,25900,Lucas Glover,64.14,873,1361
90,0,20691,Greg Owen,64.08,710,1108
91,0,01677,Tom Lehman,64.01,555,867
92,0,26596,Ryan Moore,64.00,823,1286
92,0,12602,Dean Wilson,64.00,823,1286
94,0,23353,J.J. Henry,63.96,763,1193
95,0,22405,Justin Rose,63.93,530,829
96,0,10423,Mike Weir,63.82,725,1136
97,0,06527,Steve Stricker,63.73,715,1122
98,0,28475,Jeff Overton,63.66,515,809
99,0,21731,Freddie Jacobson,63.62,626,984
100,0,07457,Steve Flesch,63.56,888,1397
101,0,20433,Mark Hensby,63.45,717,1130
102,0,22892,Jason Gore,63.33,760,1200
102,0,01707,Steve Lowery,63.33,658,1039
102,0,20572,Rod Pampling,63.33,803,1268
