RANK,MOVEMENT,PLAYER_ID,PLAYER,% UNDER THEN OVER PAR,TOTAL UNDER THEN OVER PAR,UNDER PAR
1,0,20766,Padraig Harrington,10.33,22,213
2,0,22621,Ben Curtis,11.00,23,209
3,0,01320,Bob Estes,11.11,27,243
4,0,21528,Henrik Stenson,12.02,22,183
5,0,06527,Steve Stricker,12.20,31,254
6,0,25818,Scott Piercy,12.57,45,358
7,0,23800,Bryce Molder,12.60,31,246
8,0,28237,Rory McIlroy,12.67,28,221
9,0,27770,Camilo Villegas,13.09,36,275
10,0,08793,Tiger Woods,13.18,34,258
11,0,25804,Bubba Watson,13.20,33,250
12,0,24361,Pat Perez,13.48,38,282
13,0,02206,David Toms,13.54,26,192
14,0,08075,Jerry Kelly,13.60,37,272
15,0,30925,Dustin Johnson,13.64,33,242
16,0,20104,Ken Duke,13.67,51,373
17,0,01116,Michael Bradley,13.78,27,196
17,0,28308,Troy Kelly,13.78,27,196
19,0,29420,Billy Horschel,13.79,28,203
20,0,23135,Tim Clark,13.97,25,179
21,0,24358,Robert Garrigus,14.00,49,350
22,0,25396,Kevin Na,14.23,37,260
23,0,06567,Vijay Singh,14.24,49,344
24,0,24024,Zach Johnson,14.29,50,350
24,0,25457,Alexandre Rocha,14.29,24,168
26,0,24924,Bill Haas,14.34,37,258
27,0,24138,Ian Poulter,14.36,27,188
28,0,23638,Brendon de Jonge,14.46,60,415
29,0,29910,Blake Adams,14.48,54,373
29,0,27649,Brandt Snedeker,14.48,43,297
31,0,26758,David Hearn,14.52,45,310
32,0,23983,Luke Donald,14.61,32,219
33,0,23320,Ryan Palmer,14.62,44,301
34,0,28087,Kris Blanks,14.63,30,205
35,0,34021,Bud Cauley,14.66,50,341
35,0,25834,Daniel Summerhays,14.66,39,266
37,0,21753,Brian Davis,14.74,46,312
38,0,20098,Stuart Appleby,14.80,33,223
38,0,26289,Boo Weekley,14.80,33,223
40,0,25240,D.A. Points,14.81,44,297
41,0,23548,Bill Lunde,14.89,39,262
42,0,08725,Tom Gillis,14.91,41,275
43,0,35139,Richard Lee,15.02,35,233
44,0,23108,Matt Kuchar,15.14,43,284
45,0,25686,Jason Dufner,15.16,47,310
45,0,34099,Harris English,15.16,52,343
45,0,31202,William McGirt,15.16,47,310
45,0,22046,Geoff Ogilvy,15.16,37,244
49,0,27644,Brian Harman,15.25,52,341
50,0,28500,Martin Flores,15.26,49,321
50,0,26476,Chez Reavie,15.26,38,249
52,0,22913,John Rollins,15.44,42,272
53,0,29289,S.Y. Noh,15.47,54,349
54,0,01941,Tom Pernice Jr.,15.48,26,168
55,0,22348,Nick O'Hern,15.49,33,213
55,0,29518,Brendan Steele,15.49,33,213
57,0,26329,Louis Oosthuizen,15.52,36,232
58,0,24925,Jonathan Byrd,15.56,35,225
58,0,29221,Webb Simpson,15.56,47,302
60,0,01766,Billy Mayfair,15.59,41,263
61,0,20574,Mathew Goggin,15.61,32,205
62,0,28455,Will Claxton,15.65,54,345
63,0,26679,Kevin Stadler,15.67,42,268
64,0,01810,Phil Mickelson,15.72,47,299
65,0,23541,Ben Crane,15.83,44,278
66,0,25562,Andres Romero,15.94,33,207
67,0,33419,Cameron Tringale,15.95,48,301
68,0,27895,Jonas Blixt,15.99,43,269
68,0,26596,Ryan Moore,15.99,55,344
70,0,23621,Rory Sabbatini,16.03,46,287
71,0,32366,Kevin Chappell,16.07,45,280
72,0,06522,Ernie Els,16.12,39,242
72,0,22405,Justin Rose,16.12,39,242
74,0,23353,J.J. Henry,16.17,43,266
75,0,24507,Jason Bohn,16.18,39,241
76,0,26951,Johnson Wagner,16.26,47,289
77,0,29478,Kevin Kisner,16.27,34,209
78,0,33122,Russell Knox,16.30,37,227
79,0,26300,Matt Jones,16.36,27,165
79,0,30926,Chris Kirk,16.36,53,324
79,0,27933,John Merrick,16.36,44,269
82,0,30750,Tommy Gainey,16.37,55,336
83,0,27466,Spencer Levin,16.41,42,256
84,0,25892,Steve Wheatcroft,16.45,25,152
85,0,01724,Jeff Maggert,16.48,44,267
86,0,26331,Charl Schwartzel,16.49,31,188
87,0,27302,Garth Mulroy,16.58,33,199
88,0,22293,Heath Slocum,16.61,45,271
89,0,28307,Matt Every,16.72,49,293
90,0,27436,Graham DeLaet,16.73,44,263
91,0,32334,Charlie Beljan,16.75,35,209
91,0,28089,Jason Day,16.75,33,197
91,0,27974,Sung Kang,16.75,34,203
91,0,10213,Dicky Pride,16.75,32,191
95,0,21731,Freddie Jacobson,16.76,31,185
95,0,28475,Jeff Overton,16.76,62,370
