RANK,MOVEMENT,PLAYER_ID,PLAYER,%,FAIRWAYS HIT,POSSIBLE FAIRWAYS
1,0,06621,Joe Durant,74.09,552,745
2,0,23135,Tim Clark,74.06,805,1087
3,0,10585,Scott McCarron,73.32,929,1267
4,0,02206,David Toms,73.26,959,1309
5,0,02214,Kirk Triplett,72.62,602,829
6,0,19846,Brian Gay,72.24,929,1286
7,0,22293,Heath Slocum,71.99,910,1264
8,0,01142,Bart Bryant,71.90,540,751
9,0,20127,Chris Riley,71.49,707,989
10,0,24024,Zach Johnson,71.47,922,1290
11,0,02239,Scott Verplank,71.40,839,1175
12,0,22295,Darron Stiles,71.30,477,669
13,0,24503,Jeff Klauk,71.19,939,1319
14,0,01928,Corey Pavin,70.95,640,902
15,0,01132,Mark Brooks,70.86,462,652
16,0,22548,Patrick Sheehan,70.62,423,599
17,0,01677,Tom Lehman,70.52,500,709
18,0,24507,Jason Bohn,70.45,863,1225
19,0,26476,Chez Reavie,70.19,758,1080
20,0,01766,Billy Mayfair,70.01,810,1157
21,0,08931,Glen Day,69.95,689,985
21,0,27649,Brandt Snedeker,69.95,752,1075
23,0,30711,Colt Knost,69.83,611,875
24,0,20472,Alex Cejka,69.80,749,1073
25,0,10809,Jim Furyk,69.66,806,1157
26,0,10425,Jay Williamson,69.61,591,849
27,0,10733,Kent Jones,69.28,627,905
28,0,21878,Mark Wilson,69.09,912,1320
29,0,22348,Nick O'Hern,69.06,826,1196
30,0,06643,Paul Goydos,69.02,742,1075
31,0,27060,John Mallinger,68.82,821,1193
32,0,10860,Justin Leonard,68.81,878,1276
33,0,26420,Richard Johnson,68.63,805,1173
34,0,01035,Tommy Armour III,68.61,553,806
35,0,01313,Steve Elkington,68.56,665,970
36,0,26289,Boo Weekley,68.37,737,1078
37,0,25240,D.A. Points,68.36,886,1296
38,0,01724,Jeff Maggert,68.31,750,1098
39,0,06197,Michael Allen,68.12,656,963
40,0,01320,Bob Estes,67.99,739,1087
41,0,23541,Ben Crane,67.75,878,1296
42,0,25190,Jeff Quinney,67.68,735,1086
43,0,24357,K.J. Choi,67.67,607,897
44,0,06539,Rick Price,67.47,450,667
45,0,20691,Greg Owen,67.31,836,1242
46,0,25686,Jason Dufner,67.28,804,1195
47,0,23788,D.J. Trahan,67.19,901,1341
48,0,20498,Briny Baird,67.15,795,1184
49,0,01945,Kenny Perry,67.01,853,1273
50,0,10885,Robert Allenby,66.94,656,980
51,0,21753,Brian Davis,66.91,922,1378
52,0,20160,Charlie Wi,66.90,857,1281
53,0,06527,Steve Stricker,66.82,735,1100
54,0,06251,Chris DiMarco,66.80,865,1295
55,0,01948,Tim Petrovic,66.77,882,1321
56,0,23325,Vaughn Taylor,66.61,780,1171
57,0,28087,Kris Blanks,66.53,499,750
58,0,20634,Peter Lonard,66.52,759,1141
59,0,24925,Jonathan Byrd,66.30,785,1184
60,0,22892,Jason Gore,66.15,635,960
61,0,26668,Marc Turnesa,66.14,711,1075
62,0,20574,Mathew Goggin,66.08,680,1029
62,0,24912,Will MacKenzie,66.08,637,964
64,0,10117,Bob Heintz,66.01,505,765
65,0,23800,Bryce Molder,66.00,563,853
66,0,23108,Matt Kuchar,65.99,753,1141
67,0,22913,John Rollins,65.85,808,1227
68,0,23623,Bo Van Pelt,65.62,838,1277
69,0,01707,Steve Lowery,65.54,757,1155
70,0,25900,Lucas Glover,65.49,850,1298
71,0,26596,Ryan Moore,65.46,775,1184
72,0,12705,Cliff Kresge,65.33,654,1001
73,0,06004,Stephen Ames,65.23,681,1044
74,0,24781,Hunter Mahan,65.19,839,1287
75,0,24138,Ian Poulter,65.18,511,784
76,0,26498,Matt Weibring,64.88,534,823
77,0,06522,Ernie Els,64.87,602,928
78,0,20645,John Senden,64.83,905,1396
79,0,08075,Jerry Kelly,64.80,740,1142
79,0,22405,Justin Rose,64.80,635,980
81,0,22621,Ben Curtis,64.75,562,868
82,0,26497,Casey Wittenberg,64.69,566,875
83,0,01473,Todd Hamilton,64.60,730,1130
84,0,26951,Johnson Wagner,64.42,728,1130
85,0,12602,Dean Wilson,64.33,689,1071
86,0,01941,Tom Pernice Jr.,64.29,731,1137
86,0,08793,Tiger Woods,64.29,558,868
88,0,01797,Rocco Mediate,64.18,670,1044
89,0,23614,Rich Beem,64.05,613,957
89,0,21959,Ted Purdy,64.05,832,1299
91,0,28780,Nicholas Thompson,64.04,837,1307
92,0,23548,Bill Lunde,64.00,720,1125
93,0,23349,Charles Warren,63.90,508,795
94,0,08845,Scott Sterling,63.87,380,595
94,0,28118,Peter Tomasulo,63.87,488,764
96,0,28620,Aron Price,63.82,718,1125
97,0,20572,Rod Pampling,63.81,633,992
98,0,07867,Woody Austin,63.76,746,1170
99,0,20593,Greg Chalmers,63.74,682,1070
