RANK,MOVEMENT,PLAYER_ID,PLAYER,RTP SCORE
1,0,06527,Steve Stricker,-.095
2,0,23108,Matt Kuchar,-.080
3,0,30925,Dustin Johnson,-.062
4,0,08793,Tiger Woods,-.057
5,0,01226,Fred Couples,-.056
6,0,27214,Kevin Streelman,-.055
7,0,22621,Ben Curtis,-.054
8,0,01945,Kenny Perry,-.035
9,0,25562,Andres Romero,-.028
10,0,28158,Steve Marino,-.021
11,0,06567,Vijay Singh,-.020
12,0,22046,Geoff Ogilvy,-.019
13,0,24358,Robert Garrigus,-.018
14,0,10885,Robert Allenby,-.017
14,0,21949,Joe Ogilvie,-.017
16,0,12716,Charley Hoffman,-.012
16,0,27095,Nick Watney,-.012
18,0,24140,Sean O'Hair,-.008
19,0,21961,Charles Howell III,E
19,0,29718,Anthony Kim,E
19,0,25818,Scott Piercy,E
19,0,29221,Webb Simpson,E
19,0,02214,Kirk Triplett,E
24,0,23718,Nathan Green,+.006
25,0,22405,Justin Rose,+.011
25,0,24502,Adam Scott,+.011
27,0,23983,Luke Donald,+.019
28,0,21209,Sergio Garcia,+.022
28,0,26881,Jarrod Lyle,+.022
28,0,23497,Tag Ridings,+.022
28,0,27649,Brandt Snedeker,+.022
32,0,26300,Matt Jones,+.024
33,0,01797,Rocco Mediate,+.025
34,0,24663,Y.E. Yang,+.026
35,0,23614,Rich Beem,+.028
36,0,24925,Jonathan Byrd,+.029
37,0,07749,Brett Quigley,+.032
38,0,20766,Padraig Harrington,+.034
39,0,01941,Tom Pernice Jr.,+.036
40,0,27466,Spencer Levin,+.037
40,0,27120,Troy Matteson,+.037
42,0,08075,Jerry Kelly,+.041
43,0,28087,Kris Blanks,+.044
44,0,28475,Jeff Overton,+.045
45,0,24924,Bill Haas,+.046
46,0,01706,Davis Love III,+.049
47,0,12510,Chad Campbell,+.050
48,0,26851,Marc Leishman,+.052
48,0,23623,Bo Van Pelt,+.052
48,0,25919,Brian Vranesh,+.052
51,0,28620,Aron Price,+.053
52,0,25804,Bubba Watson,+.054
53,0,10117,Bob Heintz,+.056
53,0,25632,Jimmy Walker,+.056
55,0,20472,Alex Cejka,+.059
56,0,10585,Scott McCarron,+.060
57,0,06251,Chris DiMarco,+.066
58,0,22371,Aaron Baddeley,+.067
58,0,20691,Greg Owen,+.067
58,0,23621,Rory Sabbatini,+.067
61,0,10860,Justin Leonard,+.068
62,0,25686,Jason Dufner,+.070
63,0,24024,Zach Johnson,+.071
63,0,27770,Camilo Villegas,+.071
65,0,23541,Ben Crane,+.073
65,0,22892,Jason Gore,+.073
65,0,20160,Charlie Wi,+.073
68,0,27141,J.B. Holmes,+.074
68,0,27963,Chris Stroud,+.074
70,0,27933,John Merrick,+.075
71,0,24490,George McNeill,+.078
72,0,26596,Ryan Moore,+.079
73,0,20593,Greg Chalmers,+.083
74,0,21731,Freddie Jacobson,+.085
74,0,24503,Jeff Klauk,+.085
74,0,23325,Vaughn Taylor,+.085
77,0,07457,Steve Flesch,+.088
78,0,21753,Brian Davis,+.093
78,0,01810,Phil Mickelson,+.093
78,0,26679,Kevin Stadler,+.093
78,0,02206,David Toms,+.093
82,0,25900,Lucas Glover,+.094
83,0,20127,Chris Riley,+.095
84,0,20104,Ken Duke,+.096
84,0,24449,Parker McLachlin,+.096
86,0,06522,Ernie Els,+.098
87,0,06197,Michael Allen,+.099
88,0,22548,Patrick Sheehan,+.100
88,0,08845,Scott Sterling,+.100
90,0,24507,Jason Bohn,+.101
91,0,06004,Stephen Ames,+.102
91,0,12652,Cameron Beckman,+.102
93,0,20645,John Senden,+.105
94,0,27060,John Mallinger,+.107
95,0,01035,Tommy Armour III,+.108
96,0,20848,Ángel Cabrera,+.109
96,0,22913,John Rollins,+.109
98,0,28089,Jason Day,+.110
98,0,28780,Nicholas Thompson,+.110
100,0,31416,Derek Fathauer,+.111
101,0,10809,Jim Furyk,+.115
101,0,20574,Mathew Goggin,+.115
101,0,26301,James Nitties,+.115
104,0,01948,Tim Petrovic,+.116
105,0,27683,Leif Olson,+.117
105,0,26498,Matt Weibring,+.117
107,0,22961,David Mathis,+.119
107,0,21959,Ted Purdy,+.119
109,0,07867,Woody Austin,+.120
109,0,25345,Carl Pettersson,+.120
111,0,07223,Brian Bateman,+.121
111,0,20229,Stewart Cink,+.121
111,0,26420,Richard Johnson,+.121
114,0,01707,Steve Lowery,+.122
115,0,25396,Kevin Na,+.123
116,0,20572,Rod Pampling,+.124
116,0,28118,Peter Tomasulo,+.124
118,0,20498,Briny Baird,+.125
118,0,01928,Corey Pavin,+.125
120,0,01161,Mark Calcavecchia,+.126
121,0,01132,Mark Brooks,+.127
122,0,08931,Glen Day,+.128
122,0,24781,Hunter Mahan,+.128
124,0,20850,Daniel Chopra,+.132
124,0,23353,J.J. Henry,+.132
126,0,20098,Stuart Appleby,+.135
126,0,20157,Retief Goosen,+.135
128,0,24357,K.J. Choi,+.137
129,0,06621,Joe Durant,+.138
129,0,23788,D.J. Trahan,+.138
131,0,23638,Brendon de Jonge,+.142
132,0,21350,Ryuji Imada,+.145
132,0,26289,Boo Weekley,+.145
134,0,12782,Tim Herron,+.147
135,0,19846,Brian Gay,+.148
136,0,10733,Kent Jones,+.149
136,0,27936,Martin Laird,+.149
138,0,10423,Mike Weir,+.150
139,0,26951,Johnson Wagner,+.151
140,0,23548,Bill Lunde,+.152
140,0,02239,Scott Verplank,+.152
140,0,26497,Casey Wittenberg,+.152
143,0,23778,Brad Adamonis,+.153
143,0,01313,Steve Elkington,+.153
145,0,25240,D.A. Points,+.156
146,0,20070,Matt Bettencourt,+.158
147,0,12705,Cliff Kresge,+.160
148,0,26695,Michael Letzig,+.161
149,0,21805,Harrison Frazar,+.162
149,0,22348,Nick O'Hern,+.162
151,0,23800,Bryce Molder,+.164
151,0,24138,Ian Poulter,+.164
151,0,26476,Chez Reavie,+.164
154,0,06595,Kevin Sutherland,+.167
155,0,23048,Eric Axley,+.170
155,0,21878,Mark Wilson,+.170
157,0,01766,Billy Mayfair,+.171
158,0,23320,Ryan Palmer,+.175
