RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL RNDS
1,0,02206,David Toms,51
2,0,28158,Steve Marino,47
3,0,12716,Charley Hoffman,45
4,0,10860,Justin Leonard,44
4,0,23623,Bo Van Pelt,44
6,0,20593,Greg Chalmers,43
6,0,20691,Greg Owen,43
6,0,01948,Tim Petrovic,43
9,0,06527,Steve Stricker,42
9,0,06595,Kevin Sutherland,42
11,0,23541,Ben Crane,41
11,0,25900,Lucas Glover,41
11,0,24924,Bill Haas,41
11,0,24024,Zach Johnson,41
11,0,08075,Jerry Kelly,41
11,0,24781,Hunter Mahan,41
11,0,26596,Ryan Moore,41
11,0,27214,Kevin Streelman,41
19,0,21961,Charles Howell III,40
19,0,24503,Jeff Klauk,40
19,0,07749,Brett Quigley,40
19,0,23325,Vaughn Taylor,40
19,0,21878,Mark Wilson,40
24,0,06251,Chris DiMarco,39
24,0,10809,Jim Furyk,39
24,0,19846,Brian Gay,39
24,0,23353,J.J. Henry,39
24,0,22348,Nick O'Hern,39
29,0,12510,Chad Campbell,38
29,0,23718,Nathan Green,38
29,0,26695,Michael Letzig,38
29,0,21959,Ted Purdy,38
29,0,20645,John Senden,38
29,0,22293,Heath Slocum,38
29,0,27963,Chris Stroud,38
29,0,02239,Scott Verplank,38
37,0,23135,Tim Clark,37
37,0,25396,Kevin Na,37
37,0,23788,D.J. Trahan,37
40,0,21805,Harrison Frazar,36
40,0,23108,Matt Kuchar,36
40,0,27120,Troy Matteson,36
43,0,20498,Briny Baird,35
43,0,24507,Jason Bohn,35
43,0,24925,Jonathan Byrd,35
43,0,21753,Brian Davis,35
43,0,24358,Robert Garrigus,35
43,0,12782,Tim Herron,35
43,0,01945,Kenny Perry,35
43,0,25818,Scott Piercy,35
43,0,25240,D.A. Points,35
43,0,20127,Chris Riley,35
43,0,08793,Tiger Woods,35
54,0,20472,Alex Cejka,34
54,0,25686,Jason Dufner,34
54,0,10585,Scott McCarron,34
54,0,24490,George McNeill,34
54,0,24140,Sean O'Hair,34
54,0,01941,Tom Pernice Jr.,34
54,0,27649,Brandt Snedeker,34
61,0,07867,Woody Austin,33
61,0,20070,Matt Bettencourt,33
61,0,21731,Freddie Jacobson,33
61,0,26851,Marc Leishman,33
65,0,23800,Bryce Molder,32
66,0,12652,Cameron Beckman,31
66,0,01320,Bob Estes,31
66,0,23548,Bill Lunde,31
66,0,26301,James Nitties,31
66,0,28475,Jeff Overton,31
66,0,23621,Rory Sabbatini,31
66,0,27095,Nick Watney,31
66,0,20160,Charlie Wi,31
66,0,12602,Dean Wilson,31
75,0,06004,Stephen Ames,30
75,0,23614,Rich Beem,30
75,0,30925,Dustin Johnson,30
75,0,12705,Cliff Kresge,30
75,0,10423,Mike Weir,30
80,0,20850,Daniel Chopra,29
80,0,23983,Luke Donald,29
80,0,01313,Steve Elkington,29
80,0,01706,Davis Love III,29
80,0,01928,Corey Pavin,29
80,0,22405,Justin Rose,29
80,0,24663,Y.E. Yang,29
87,0,10885,Robert Allenby,28
87,0,01161,Mark Calcavecchia,28
87,0,23638,Brendon de Jonge,28
87,0,07457,Steve Flesch,28
87,0,22961,David Mathis,28
87,0,27933,John Merrick,28
87,0,22046,Geoff Ogilvy,28
87,0,20572,Rod Pampling,28
87,0,29221,Webb Simpson,28
87,0,28780,Nicholas Thompson,28
97,0,29718,Anthony Kim,27
97,0,01724,Jeff Maggert,27
97,0,27060,John Mallinger,27
97,0,01797,Rocco Mediate,27
97,0,21949,Joe Ogilvie,27
97,0,26951,Johnson Wagner,27
97,0,26289,Boo Weekley,27
104,0,06197,Michael Allen,26
104,0,28089,Jason Day,26
104,0,20157,Retief Goosen,26
104,0,27936,Martin Laird,26
104,0,27466,Spencer Levin,26
104,0,26679,Kevin Stadler,26
110,0,22371,Aaron Baddeley,25
110,0,20766,Padraig Harrington,25
110,0,21350,Ryuji Imada,25
110,0,26420,Richard Johnson,25
110,0,20634,Peter Lonard,25
110,0,01707,Steve Lowery,25
110,0,01766,Billy Mayfair,25
110,0,23320,Ryan Palmer,25
110,0,24361,Pat Perez,25
110,0,25345,Carl Pettersson,25
110,0,25190,Jeff Quinney,25
110,0,26476,Chez Reavie,25
110,0,22913,John Rollins,25
123,0,01226,Fred Couples,24
123,0,08931,Glen Day,24
123,0,26300,Matt Jones,24
123,0,28620,Aron Price,24
123,0,25632,Jimmy Walker,24
128,0,06621,Joe Durant,23
128,0,06643,Paul Goydos,23
128,0,01473,Todd Hamilton,23
128,0,01577,Lee Janzen,23
128,0,25804,Bubba Watson,23
133,0,20574,Mathew Goggin,22
133,0,22892,Jason Gore,22
133,0,10733,Kent Jones,22
133,0,01810,Phil Mickelson,22
133,0,23349,Charles Warren,22
133,0,26498,Matt Weibring,22
139,0,06522,Ernie Els,21
139,0,23497,Tag Ridings,21
139,0,08845,Scott Sterling,21
142,0,20848,Ángel Cabrera,20
142,0,20104,Ken Duke,20
142,0,30711,Colt Knost,20
145,0,23778,Brad Adamonis,19
145,0,28087,Kris Blanks,19
145,0,20229,Stewart Cink,19
145,0,21209,Sergio Garcia,19
145,0,10117,Bob Heintz,19
145,0,24138,Ian Poulter,19
145,0,22548,Patrick Sheehan,19
145,0,06567,Vijay Singh,19
145,0,27770,Camilo Villegas,19
145,0,10425,Jay Williamson,19
145,0,26497,Casey Wittenberg,19
156,0,01132,Mark Brooks,18
156,0,24449,Parker McLachlin,18
156,0,02214,Kirk Triplett,18
159,0,01035,Tommy Armour III,17
159,0,01142,Bart Bryant,17
159,0,23409,James Driscoll,17
159,0,01677,Tom Lehman,17
159,0,25562,Andres Romero,17
164,0,24846,Ricky Barnes,16
164,0,27141,J.B. Holmes,16
164,0,26881,Jarrod Lyle,16
164,0,24912,Will MacKenzie,16
168,0,20098,Stuart Appleby,15
168,0,07223,Brian Bateman,15
168,0,31416,Derek Fathauer,15
168,0,30750,Tommy Gainey,15
168,0,20378,Mathias Grönberg,15
168,0,20094,Jonathan Kaye,15
168,0,27683,Leif Olson,15
168,0,20686,Jeev Milkha Singh,15
176,0,01116,Michael Bradley,14
176,0,24357,K.J. Choi,14
176,0,22621,Ben Curtis,14
176,0,08537,J.P. Hayes,14
176,0,29926,Danny Lee,14
176,0,28118,Peter Tomasulo,14
182,0,25364,Paul Casey,13
182,0,26668,Marc Turnesa,13
182,0,28135,Aaron Watkins,13
182,0,31323,Gary Woodland,13
186,0,09011,David Duval,12
186,0,32102,Rickie Fowler,12
186,0,06573,Brandt Jobe,12
186,0,12660,Jesper Parnevik,12
186,0,22295,Darron Stiles,12
186,0,25919,Brian Vranesh,12
186,0,25349,Tim Wilkinson,12
193,0,01329,Brad Faxon,11
193,0,11032,Frank Lickliter II,11
193,0,26287,Roland Thatcher,11
196,0,23048,Eric Axley,10
196,0,07003,David Berganio Jr.,10
196,0,27382,Wil Collins,10
196,0,27896,Ross Fisher,10
196,0,24980,Scott Gutschewski,10
196,0,25572,Graeme McDowell,10
196,0,06539,Rick Price,10
196,0,24502,Adam Scott,10
196,0,30110,Kyle Stanley,10
205,0,32199,Matthew Borchert,9
205,0,06515,Shaun Micheel,9
205,0,10213,Dicky Pride,9
205,0,30927,Brendon Todd,9
209,0,12823,Carlos Franco,8
209,0,23624,Soren Hansen,8
209,0,29461,Jamie Lovemark,8
209,0,12680,Shigeki Maruyama,8
209,0,28237,Rory McIlroy,8
209,0,08375,Paul Stankowski,8
209,0,21528,Henrik Stenson,8
209,0,20436,Garrett Willis,8
217,0,29745,Tyler Aldridge,7
217,0,21407,Arjun Atwal,7
217,0,01093,Ronnie Black,7
217,0,01553,John Huston,7
217,0,19958,Miguel Angel Jiménez,7
217,0,20628,Arron Oberholser,7
217,0,27072,Alvaro Quiros,7
217,0,02223,Bob Tway,7
217,0,08385,Omar Uresti,7
217,0,20396,Lee Westwood,7
227,0,01024,Billy Andrade,6
227,0,20029,Notah Begay III,6
227,0,11123,Chris Couch,6
227,0,06575,Dudley Hart,6
227,0,20433,Mark Hensby,6
227,0,22378,Trevor Immelman,6
227,0,01938,David Peoples,6
227,0,02010,Loren Roberts,6
227,0,27506,Oliver Wilson,6
236,0,24461,Thomas Aiken,5
236,0,27408,Martin Kaymer,5
236,0,28308,Troy Kelly,5
236,0,06012,Greg Kraft,5
236,0,26371,James Oh,5
236,0,02104,Jeff Sluman,5
242,0,06214,Guy Boros,4
242,0,01139,Olin Browne,4
242,0,19825,Darren Clarke,4
242,0,06034,Marco Dawson,4
242,0,20121,Todd Fischer,4
242,0,29419,Tadd Fujikawa,4
242,0,22986,Søren Kjeldsen,4
242,0,06332,Neal Lancaster,4
242,0,20382,Stephen Leaney,4
242,0,06373,José María Olazábal,4
252,0,21633,Steve Allan,3
252,0,01042,Paul Azinger,3
252,0,19972,José Coceres,3
252,0,01249,John Daly,3
252,0,25191,Gonzalo Fernandez-Castaño,3
252,0,01425,Ernie Gonzalez,3
252,0,19970,Robert Karlsson,3
252,0,01619,Skip Kendall,3
252,0,20669,James Kingston,3
252,0,21207,José Manuel Lara,3
262,0,23613,Rich Barcelo,2
262,0,27124,Chris Baryla,2
262,0,01157,Tom Byrum,2
262,0,32366,Kevin Chappell,2
262,0,01197,Bobby Clampett,2
262,0,24494,Erik Compton,2
262,0,19881,Robert Damron,2
262,0,01261,Jay Delsing,2
262,0,01374,Robin Freeman,2
262,0,32698,Bobby Gates,2
262,0,23338,David Gossett,2
262,0,31577,Tano Goya,2
262,0,22792,Peter Hanson,2
262,0,31044,Matt Harmon,2
262,0,33451,Matt Hill,2
262,0,01527,Scott Hoch,2
262,0,30852,Ryo Ishikawa,2
262,0,24511,Thongchai Jaidee,2
262,0,23533,Anthony Kang,2
262,0,20218,Shingo Katayama,2
262,0,27797,Derek Lamely,2
262,0,27129,Luke List,2
262,0,22080,Prayad Marksaeng,2
262,0,30151,Fernando Mechereffe,2
262,0,25198,Francesco Molinari,2
262,0,33109,Jack Newman,2
262,0,26329,Louis Oosthuizen,2
262,0,32876,Martin Piller,2
262,0,02106,Chris Smith,2
262,0,21498,Hideto Tanihara,2
262,0,12755,Vance Veazey,2
262,0,02245,Grant Waite,2
262,0,22951,Azuma Yano,2
295,0,23783,Felipe Aguilar,1
295,0,23089,Billy Anderson,1
295,0,01049,Ian Baker-Finch,1
295,0,19824,Craig Barlow,1
295,0,27958,Ryan Blaum,1
295,0,32262,Mark Brown,1
295,0,32070,Rafael Campos,1
295,0,23656,Jason Caron,1
295,0,33521,Scott Cashell,1
295,0,30074,Steve Conway,1
295,0,27436,Graham DeLaet,1
295,0,24236,Nick Dougherty,1
295,0,24179,David Drysdale,1
295,0,27088,Johan Edfors,1
295,0,27447,John Ellis,1
295,0,24725,Richard Finch,1
295,0,32416,Benjamin Fox,1
295,0,01388,Robert Gamez,1
295,0,22368,Daniel Gaunt,1
