RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL ADJUSTMENT,TOTAL ROUNDS
1,0,08793,Tiger Woods,68.052,4268,- 48.780,62
2,0,06527,Steve Stricker,69.286,5491,- 17.378,79
3,0,10809,Jim Furyk,69.477,5812,- 45.439,83
4,0,24024,Zach Johnson,69.601,6423,- 19.726,92
5,0,23135,Tim Clark,69.658,5435,- 1.690,78
6,0,24781,Hunter Mahan,69.691,6450,- 38.440,92
7,0,02206,David Toms,69.730,6836,- 2.507,98
8,0,01945,Kenny Perry,69.789,6383,- 32.207,91
9,0,28158,Steve Marino,69.903,6869,- 18.506,98
10,0,24140,Sean O'Hair,69.947,5354,- 38.029,76
11,0,20157,Retief Goosen,69.961,5162,- 54.826,73
12,0,25900,Lucas Glover,69.970,6542,- 34.776,93
13,0,23983,Luke Donald,70.012,5356,- 35.103,76
14,0,02239,Scott Verplank,70.037,6159,4.290,88
15,0,21209,Sergio Garcia,70.056,4096,- 32.725,58
16,0,20645,John Senden,70.057,7018,- 12.341,100
17,0,10885,Robert Allenby,70.067,4957,- 52.290,70
18,0,27095,Nick Watney,70.071,6053,- 26.896,86
19,0,10860,Justin Leonard,70.094,6362,16.583,91
20,0,24138,Ian Poulter,70.101,3967,- 41.367,56
21,0,23108,Matt Kuchar,70.112,5748,1.222,82
22,0,08075,Jerry Kelly,70.119,6301,9.748,90
23,0,25396,Kevin Na,70.128,6389,- 7.330,91
24,0,28089,Jason Day,70.132,4275,3.069,61
25,0,20848,Ángel Cabrera,70.175,3842,- 52.536,54
26,0,23800,Bryce Molder,70.208,4838,6.336,69
27,0,06522,Ernie Els,70.212,4670,- 36.006,66
28,0,01810,Phil Mickelson,70.218,4462,- 38.258,63
29,0,24490,George McNeill,70.228,5774,- 15.337,82
29,0,10423,Mike Weir,70.228,5915,- 15.882,84
31,0,20766,Padraig Harrington,70.229,4618,- 53.110,65
32,0,06004,Stephen Ames,70.248,5264,4.598,75
33,0,27770,Camilo Villegas,70.290,5170,- 38.845,73
34,0,25686,Jason Dufner,70.307,6343,- 15.387,90
35,0,21878,Mark Wilson,70.313,6951,10.025,99
36,0,22046,Geoff Ogilvy,70.316,5089,- 26.223,72
37,0,23623,Bo Van Pelt,70.357,7012,23.705,100
38,0,23353,J.J. Henry,70.362,6833,- 7.894,97
39,0,23541,Ben Crane,70.376,6542,3.011,93
40,0,22405,Justin Rose,70.389,4955,- 27.767,70
41,0,19846,Brian Gay,70.400,6753,5.381,96
42,0,30925,Dustin Johnson,70.414,5920,- 5.202,84
43,0,26289,Boo Weekley,70.427,5458,- 35.131,77
44,0,22348,Nick O'Hern,70.429,6335,3.591,90
45,0,12510,Chad Campbell,70.430,6328,10.671,90
46,0,12716,Charley Hoffman,70.438,6821,11.500,97
