RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,# HOLES,RELATIVE/PAR
1,0,20585,Niclas Fasth,68.6,24,35,-7.00
2,0,06567,Vijay Singh,68.5,50,73,-12.00
3,0,01810,Phil Mickelson,63.5,33,52,-8.00
4,0,06522,Ernie Els,61.1,11,18,-2.00
5,0,02246,Duffy Waldorf,60.9,28,46,-4.00
6,0,02206,David Toms,60.8,31,51,-3.00
7,0,19881,Robert Damron,60.0,39,65,-1.00
7,0,01553,John Huston,60.0,12,20,-3.00
9,0,06621,Joe Durant,59.0,23,39,-3.00
10,0,24781,Hunter Mahan,58.9,33,56,-8.00
11,0,01320,Bob Estes,58.6,17,29,-5.00
11,0,01948,Tim Petrovic,58.6,34,58,-3.00
13,0,08385,Omar Uresti,57.4,31,54,-7.00
14,0,01142,Bart Bryant,57.1,16,28,-4.00
14,0,01329,Brad Faxon,57.1,32,56,-8.00
14,0,20548,Hidemichi Tanaka,57.1,20,35,-6.00
17,0,01203,Russ Cochran,56.8,25,44,-6.00
18,0,01927,Dennis Paulson,56.4,31,55,-8.00
19,0,01161,Mark Calcavecchia,56.3,27,48,-5.00
19,0,10912,Craig Perks,56.3,36,64,-4.00
21,0,01035,Tommy Armour III,56.0,28,50,-5.00
21,0,07223,Brian Bateman,56.0,28,50,-5.00
23,0,01706,Davis Love III,55.9,19,34,-7.00
23,0,06595,Kevin Sutherland,55.9,33,59,-6.00
25,0,06527,Steve Stricker,55.8,43,77,-5.00
26,0,01139,Olin Browne,55.6,20,36,-2.00
27,0,01527,Scott Hoch,55.2,16,29,E
28,0,20572,Rod Pampling,55.1,43,78,-6.00
29,0,01666,Bernhard Langer,55.0,22,40,-6.00
30,0,24357,K.J. Choi,54.9,28,51,-8.00
31,0,20157,Retief Goosen,54.8,17,31,-4.00
31,0,20628,Arron Oberholser,54.8,23,42,-3.00
33,0,01378,David Frost,54.5,18,33,-6.00
34,0,22046,Geoff Ogilvy,54.4,31,57,-7.00
