RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL HIT,TOTAL ATTEMPTS,RTP SCORE
1,0,06567,Vijay Singh,80.74,1270,1573,-393.00
2,0,06621,Joe Durant,80.15,1086,1355,-228.00
3,0,01527,Scott Hoch,79.35,638,804,-150.00
4,0,20157,Retief Goosen,79.11,553,699,-155.00
5,0,01553,John Huston,78.81,625,793,-130.00
6,0,10885,Robert Allenby,78.68,1004,1276,-214.00
7,0,01677,Tom Lehman,78.34,803,1025,-186.00
8,0,21209,Sergio Garcia,78.24,701,896,-160.00
9,0,02246,Duffy Waldorf,78.02,820,1051,-198.00
10,0,20498,Briny Baird,77.81,1115,1433,-244.00
11,0,02206,David Toms,77.62,801,1032,-196.00
12,0,20645,John Senden,77.60,1185,1527,-267.00
13,0,01945,Kenny Perry,77.32,849,1098,-205.00
14,0,02239,Scott Verplank,76.92,933,1213,-246.00
14,0,08793,Tiger Woods,76.92,733,953,-243.00
16,0,08075,Jerry Kelly,76.82,1193,1553,-305.00
17,0,01226,Fred Couples,76.80,596,776,-143.00
18,0,02101,Joey Sindelar,76.76,1212,1579,-249.00
19,0,24502,Adam Scott,76.56,539,704,-149.00
20,0,23353,J.J. Henry,76.51,1238,1618,-261.00
21,0,01457,Jay Haas,76.34,829,1086,-203.00
22,0,01810,Phil Mickelson,76.29,727,953,-185.00
23,0,10860,Justin Leonard,76.26,877,1150,-188.00
24,0,23983,Luke Donald,76.20,842,1105,-177.00
24,0,02104,Jeff Sluman,76.20,1108,1454,-272.00
26,0,06515,Shaun Micheel,76.19,947,1243,-208.00
27,0,06004,Stephen Ames,76.14,1082,1421,-282.00
28,0,22405,Justin Rose,76.06,845,1111,-223.00
29,0,01724,Jeff Maggert,76.03,682,897,-136.00
30,0,01666,Bernhard Langer,75.83,571,753,-117.00
31,0,12652,Cameron Beckman,75.73,1164,1537,-277.00
32,0,22621,Ben Curtis,75.70,542,716,-112.00
33,0,02002,John Riegger,75.58,656,868,-134.00
34,0,01577,Lee Janzen,75.52,941,1246,-208.00
35,0,23621,Rory Sabbatini,75.51,993,1315,-232.00
36,0,23623,Bo Van Pelt,75.50,1100,1457,-277.00
37,0,02106,Chris Smith,75.47,1237,1639,-289.00
38,0,02214,Kirk Triplett,75.32,876,1163,-230.00
39,0,12510,Chad Campbell,75.31,1031,1369,-233.00
40,0,24024,Zach Johnson,75.25,1192,1584,-300.00
41,0,23135,Tim Clark,75.24,954,1268,-224.00
42,0,01142,Bart Bryant,75.19,879,1169,-203.00
42,0,26287,Roland Thatcher,75.19,809,1076,-163.00
44,0,20094,Jonathan Kaye,75.18,824,1096,-173.00
44,0,06332,Neal Lancaster,75.18,1245,1656,-267.00
46,0,07867,Woody Austin,75.10,1116,1486,-271.00
46,0,22293,Heath Slocum,75.10,1110,1478,-231.00
48,0,12823,Carlos Franco,75.00,1197,1596,-282.00
49,0,06251,Chris DiMarco,74.98,1031,1375,-263.00
50,0,01139,Olin Browne,74.88,1055,1409,-245.00
51,0,01381,Fred Funk,74.86,1105,1476,-253.00
51,0,21959,Ted Purdy,74.86,1364,1822,-350.00
53,0,01797,Rocco Mediate,74.84,473,632,-88.00
54,0,01766,Billy Mayfair,74.82,1236,1652,-204.00
55,0,06522,Ernie Els,74.76,539,721,-164.00
56,0,01219,John Cook,74.74,645,863,-124.00
57,0,20229,Stewart Cink,74.73,1056,1413,-291.00
58,0,25900,Lucas Glover,74.70,1110,1486,-278.00
59,0,21878,Mark Wilson,74.61,764,1024,-162.00
60,0,02223,Bob Tway,74.57,865,1160,-179.00
61,0,20098,Stuart Appleby,74.40,776,1043,-206.00
62,0,01685,J.L. Lewis,74.36,1163,1564,-277.00
63,0,01706,Davis Love III,74.30,798,1074,-206.00
64,0,11032,Frank Lickliter II,74.27,1016,1368,-271.00
65,0,01127,Danny Briggs,74.23,994,1339,-224.00
66,0,01203,Russ Cochran,74.17,718,968,-153.00
67,0,07749,Brett Quigley,74.16,1154,1556,-252.00
68,0,07223,Brian Bateman,74.06,962,1299,-241.00
69,0,21633,Steve Allan,74.04,1158,1564,-264.00
70,0,24361,Pat Perez,74.03,1129,1525,-264.00
71,0,01941,Tom Pernice Jr.,73.97,1128,1525,-250.00
72,0,08339,Spike McRoy,73.94,1013,1370,-178.00
73,0,07721,Pat Bates,73.90,1181,1598,-238.00
74,0,23325,Vaughn Taylor,73.86,1006,1362,-270.00
75,0,19824,Craig Barlow,73.80,910,1233,-221.00
75,0,06575,Dudley Hart,73.80,600,813,-133.00
77,0,20029,Notah Begay III,73.78,833,1129,-187.00
78,0,07457,Steve Flesch,73.76,1071,1452,-267.00
79,0,01320,Bob Estes,73.61,664,902,-153.00
80,0,20548,Hidemichi Tanaka,73.58,1025,1393,-231.00
81,0,01388,Robert Gamez,73.55,1179,1603,-291.00
82,0,20382,Stephen Leaney,73.53,750,1020,-139.00
83,0,21961,Charles Howell III,73.51,999,1359,-210.00
84,0,01313,Steve Elkington,73.41,729,993,-154.00
85,0,23108,Matt Kuchar,73.38,998,1360,-205.00
86,0,19825,Darren Clarke,73.33,451,615,-126.00
87,0,21805,Harrison Frazar,73.29,922,1258,-260.00
88,0,01157,Tom Byrum,73.24,947,1293,-208.00
89,0,10423,Mike Weir,73.23,714,975,-180.00
90,0,20628,Arron Oberholser,73.17,799,1092,-171.00
91,0,01035,Tommy Armour III,73.14,983,1344,-216.00
92,0,12680,Shigeki Maruyama,73.12,1001,1369,-269.00
93,0,24357,K.J. Choi,73.11,821,1123,-194.00
94,0,22548,Patrick Sheehan,73.10,1299,1777,-308.00
95,0,22046,Geoff Ogilvy,73.03,972,1331,-277.00
96,0,23320,Ryan Palmer,73.01,1163,1593,-281.00
97,0,12782,Tim Herron,73.00,865,1185,-209.00
98,0,25396,Kevin Na,72.98,1118,1532,-251.00
99,0,24507,Jason Bohn,72.94,1140,1563,-278.00
100,0,12645,Brent Geiberger,72.92,1088,1492,-260.00
101,0,10733,Kent Jones,72.88,1126,1545,-257.00
102,0,20472,Alex Cejka,72.87,744,1021,-167.00
103,0,01161,Mark Calcavecchia,72.84,767,1053,-195.00
104,0,21646,David Branshaw,72.83,933,1281,-176.00
105,0,25686,Jason Dufner,72.81,929,1276,-226.00
106,0,24290,D.J. Brigman,72.69,881,1212,-188.00
107,0,02010,Loren Roberts,72.65,887,1221,-237.00
108,0,23541,Ben Crane,72.62,1029,1417,-244.00
109,0,08385,Omar Uresti,72.57,976,1345,-186.00
110,0,20572,Rod Pampling,72.48,1001,1381,-254.00
111,0,08123,Jeff Brehaut,72.46,1197,1652,-254.00
112,0,10585,Scott McCarron,72.44,970,1339,-246.00
112,0,23497,Tag Ridings,72.44,573,791,-144.00
