RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL RNDS
1,0,02104,Jeff Sluman,55
2,0,06251,Chris DiMarco,53
2,0,01381,Fred Funk,53
4,0,08793,Tiger Woods,51
5,0,02223,Bob Tway,50
6,0,19846,Brian Gay,48
7,0,10585,Scott McCarron,47
7,0,06567,Vijay Singh,47
7,0,02239,Scott Verplank,47
10,0,10885,Robert Allenby,46
10,0,01320,Bob Estes,46
10,0,10809,Jim Furyk,46
10,0,01706,Davis Love III,46
14,0,08075,Jerry Kelly,45
14,0,06595,Kevin Sutherland,45
14,0,02206,David Toms,45
17,0,07457,Steve Flesch,44
17,0,06078,Esteban Toledo,44
19,0,01307,Joel Edwards,43
19,0,11032,Frank Lickliter II,43
19,0,01945,Kenny Perry,43
22,0,20094,Jonathan Kaye,42
22,0,06332,Neal Lancaster,42
22,0,01810,Phil Mickelson,42
22,0,10423,Mike Weir,42
26,0,01527,Scott Hoch,41
26,0,21961,Charles Howell III,41
26,0,01677,Tom Lehman,41
26,0,01766,Billy Mayfair,41
30,0,20498,Briny Baird,40
31,0,20098,Stuart Appleby,39
31,0,12652,Cameron Beckman,39
31,0,10860,Justin Leonard,39
31,0,01685,J.L. Lewis,39
31,0,01707,Steve Lowery,39
31,0,12680,Shigeki Maruyama,39
31,0,20127,Chris Riley,39
38,0,01139,Olin Browne,38
38,0,20229,Stewart Cink,38
38,0,09011,David Duval,38
38,0,12660,Jesper Parnevik,38
42,0,06004,Stephen Ames,37
42,0,01619,Skip Kendall,37
44,0,01098,Jay Don Blake,36
44,0,01175,Jim Carter,36
44,0,24357,K.J. Choi,36
44,0,08931,Glen Day,36
44,0,01329,Brad Faxon,36
44,0,01968,Nick Price,36
44,0,02106,Chris Smith,36
51,0,23125,Brad Elder,35
51,0,12782,Tim Herron,35
51,0,01761,Len Mattiace,35
51,0,01941,Tom Pernice Jr.,35
51,0,02170,Hal Sutton,35
51,0,02214,Kirk Triplett,35
57,0,01219,John Cook,34
57,0,12645,Brent Geiberger,34
57,0,01577,Lee Janzen,34
57,0,01938,David Peoples,34
61,0,08545,Glen Hnatiuk,33
61,0,06573,Brandt Jobe,33
61,0,01797,Rocco Mediate,33
64,0,01161,Mark Calcavecchia,32
64,0,20593,Greg Chalmers,32
64,0,01457,Jay Haas,32
64,0,01666,Bernhard Langer,32
64,0,08339,Spike McRoy,32
64,0,02110,Jerry Smith,32
64,0,11011,Mike Sposa,32
71,0,01042,Paul Azinger,31
71,0,06809,Bob Burns,31
71,0,06621,Joe Durant,31
71,0,21805,Harrison Frazar,31
71,0,01378,David Frost,31
71,0,21209,Sergio Garcia,31
71,0,06012,Greg Kraft,31
71,0,10457,Frank Nobilo,31
71,0,21949,Joe Ogilvie,31
80,0,06575,Dudley Hart,30
80,0,01724,Jeff Maggert,30
80,0,19817,Michael Muehr,30
80,0,07749,Brett Quigley,30
80,0,02010,Loren Roberts,30
80,0,20566,Kaname Yokoo,30
86,0,01157,Tom Byrum,29
86,0,01249,John Daly,29
86,0,12823,Carlos Franco,29
86,0,01374,Robin Freeman,29
86,0,06315,Pete Jordan,29
86,0,06350,Bob May,29
86,0,06515,Shaun Micheel,29
86,0,08375,Paul Stankowski,29
94,0,01035,Tommy Armour III,28
94,0,01203,Russ Cochran,28
94,0,08633,Per-Ulrik Johansson,28
97,0,19824,Craig Barlow,27
97,0,06522,Ernie Els,27
97,0,10201,Matt Gogel,27
97,0,01723,Andrew Magee,27
97,0,02218,Ted Tryba,27
102,0,01024,Billy Andrade,26
102,0,07003,David Berganio Jr.,26
102,0,20043,Edward Fryatt,26
102,0,22892,Jason Gore,26
