RANK,MOVEMENT,PLAYER_ID,PLAYER,TOP 10,1ST,2ND,3RD
1,0,34046,Jordan Spieth,12,3,3,2
1,0,33448,Justin Thomas,12,5,1
3,0,46970,Jon Rahm,11,1,2,2
4,0,32102,Rickie Fowler,10,1,2,2
5,0,25364,Paul Casey,9,1
5,0,23108,Matt Kuchar,9,1
7,0,29725,Tony Finau,8,1
7,0,30925,Dustin Johnson,8,4,1,1
7,0,29478,Kevin Kisner,8,1,2,1
7,0,22405,Justin Rose,8,3
11,0,27644,Brian Harman,7,1,1,1
11,0,12716,Charley Hoffman,7,2,2
11,0,36689,Brooks Koepka,7,1,2
11,0,26851,Marc Leishman,7,2,1
11,0,32839,Hideki Matsuyama,7,3,3
16,0,40026,Daniel Berger,6,1,2
16,0,27436,Graham DeLaet,6
16,0,28237,Rory McIlroy,6
16,0,24361,Pat Perez,6,1,1,1
16,0,29221,Webb Simpson,6,1,1
21,0,33141,Keegan Bradley,5
21,0,48084,Wesley Bryan,5,1,1
21,0,34021,Bud Cauley,5,1
21,0,32366,Kevin Chappell,5,1
21,0,28089,Jason Day,5,1
21,0,33399,Adam Hadwin,5,1,1
21,0,34098,Russell Henley,5,1,1
21,0,21961,Charles Howell III,5,2
21,0,27936,Martin Laird,5,1
21,0,01810,Phil Mickelson,5
21,0,25198,Francesco Molinari,5,1
21,0,25396,Kevin Na,5
21,0,24140,Sean O'Hair,5,1
21,0,46501,Ollie Schniederjans,5,1,1
21,0,30110,Kyle Stanley,5,1
21,0,31323,Gary Woodland,5,2
37,0,26499,Rafa Cabrera Bello,4
37,0,35450,Patrick Cantlay,4,1,1
37,0,25900,Lucas Glover,4,1
37,0,24924,Bill Haas,4,1
37,0,32448,James Hahn,4,1
37,0,29420,Billy Horschel,4,1,1
37,0,24024,Zach Johnson,4,1
37,0,33122,Russell Knox,4,1
37,0,29926,Danny Lee,4,1
37,0,29461,Jamie Lovemark,4,1
37,0,26329,Louis Oosthuizen,4,2,1
37,0,25818,Scott Piercy,4,1
37,0,33293,Thomas Pieters,4,1
37,0,26476,Chez Reavie,4
37,0,34360,Patrick Reed,4,1
37,0,48081,Xander Schauffele,4,2
37,0,24502,Adam Scott,4
37,0,35891,Cameron Smith,4,1
37,0,27649,Brandt Snedeker,4
37,0,29518,Brendan Steele,4,1
