RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SPIN SPEED,TOTAL ATTEMPTS
1,0,27095,Nick Watney,3240.7,213885,66
2,0,37273,Derek Ernst,3207.1,144321,45
3,0,22378,Trevor Immelman,3185.5,152902,48
4,0,23638,Brendon de Jonge,3163.9,221475,70
5,0,33419,Cameron Tringale,3116.4,193217,62
6,0,32334,Charlie Beljan,3078.3,113896,37
7,0,21209,Sergio Garcia,3077.8,110802,36
8,0,08725,Tom Gillis,3076.8,159995,52
9,0,32102,Rickie Fowler,3076.0,178408,58
10,0,27503,Steve LeBrun,3015.7,129676,43
11,0,34360,Patrick Reed,2984.5,199961,67
12,0,20645,John Senden,2968.6,172178,58
13,0,22371,Aaron Baddeley,2959.4,124295,42
14,0,26300,Matt Jones,2946.6,167959,57
15,0,24490,George McNeill,2942.5,161836,55
16,0,24361,Pat Perez,2940.1,185228,63
17,0,10423,Mike Weir,2924.9,119920,41
18,0,24924,Bill Haas,2922.4,175341,60
19,0,23983,Luke Donald,2922.2,108121,37
20,0,32200,Roberto Castro,2915.8,212854,73
21,0,36884,Ben Kohles,2915.1,166162,57
22,0,23409,James Driscoll,2900.5,168231,58
23,0,22046,Geoff Ogilvy,2896.5,118757,41
24,0,27436,Graham DeLaet,2889.3,182028,63
25,0,20593,Greg Chalmers,2878.2,204351,71
26,0,24846,Ricky Barnes,2873.7,166674,58
27,0,20104,Ken Duke,2873.2,189632,66
28,0,20848,Ángel Cabrera,2870.5,137786,48
29,0,19970,Robert Karlsson,2858.9,100062,35
30,0,35539,Luke Guthrie,2857.1,188570,66
31,0,26851,Marc Leishman,2841.8,159143,56
32,0,25804,Bubba Watson,2833.8,119018,42
33,0,01116,Michael Bradley,2832.0,87792,31
34,0,24663,Y.E. Yang,2831.1,101921,36
35,0,27330,Josh Teater,2829.3,149952,53
36,0,23800,Bryce Molder,2829.2,181071,64
37,0,24502,Adam Scott,2828.1,84844,30
38,0,32698,Bobby Gates,2827.6,87656,31
39,0,28135,Aaron Watkins,2826.8,96111,34
40,0,31202,William McGirt,2809.0,199438,71
41,0,10213,Dicky Pride,2803.0,168178,60
42,0,29425,Andrew Svoboda,2799.9,95197,34
43,0,12716,Charley Hoffman,2797.3,195812,70
44,0,29289,S.Y. Noh,2789.5,150634,54
45,0,27214,Kevin Streelman,2786.3,167179,60
46,0,20396,Lee Westwood,2784.2,139209,50
47,0,24507,Jason Bohn,2783.9,175383,63
48,0,35139,Richard Lee,2781.2,194687,70
49,0,22961,David Mathis,2774.4,158142,57
50,0,10809,Jim Furyk,2766.7,165999,60
51,0,28259,Sangmoon Bae,2765.7,177005,64
52,0,34099,Harris English,2762.4,176792,64
53,0,25444,Justin Hicks,2755.2,126740,46
54,0,20572,Rod Pampling,2748.4,90698,33
55,0,26679,Kevin Stadler,2726.6,155419,57
56,0,20098,Stuart Appleby,2719.8,174065,64
57,0,21528,Henrik Stenson,2718.3,51647,19
58,0,25336,Alistair Presnell,2713.5,122108,45
59,0,28092,D.H. Lee,2712.6,138342,51
60,0,25686,Jason Dufner,2710.1,170739,63
61,0,29740,Brad Fritsch,2708.4,184171,68
62,0,20691,Greg Owen,2704.0,159537,59
63,0,34431,Robert Streb,2703.2,154083,57
64,0,33869,Eric Meierdierks,2697.4,99802,37
65,0,28237,Rory McIlroy,2697.3,80919,30
66,0,29518,Brendan Steele,2695.1,188660,70
67,0,25632,Jimmy Walker,2688.3,163984,61
68,0,27770,Camilo Villegas,2687.1,169288,63
69,0,28455,Will Claxton,2684.0,131515,49
69,0,28500,Martin Flores,2684.0,179827,67
71,0,24399,Scott Gardiner,2680.1,128644,48
72,0,31323,Gary Woodland,2677.6,123170,46
73,0,22806,Doug LaBelle II,2675.8,149847,56
74,0,26596,Ryan Moore,2672.2,146972,55
75,0,32150,Michael Thompson,2671.1,128211,48
76,0,22056,Cameron Percy,2658.1,119616,45
77,0,26951,Johnson Wagner,2656.5,135484,51
78,0,24357,K.J. Choi,2654.0,140661,53
79,0,30852,Ryo Ishikawa,2648.4,97991,37
80,0,34409,David Lingmerth,2645.4,156081,59
81,0,21961,Charles Howell III,2643.5,195617,74
82,0,28307,Matt Every,2634.7,221315,84
83,0,10885,Robert Allenby,2633.4,100069,38
84,0,23497,Tag Ridings,2630.5,92067,35
85,0,06567,Vijay Singh,2628.4,107766,41
86,0,25834,Daniel Summerhays,2627.2,202294,77
87,0,28089,Jason Day,2621.0,123189,47
88,0,34021,Bud Cauley,2620.8,117934,45
89,0,30110,Kyle Stanley,2619.3,130966,50
90,0,30692,Scott Stallings,2618.6,146639,56
91,0,01810,Phil Mickelson,2618.1,54980,21
92,0,27408,Martin Kaymer,2617.3,115159,44
93,0,08075,Jerry Kelly,2615.5,156927,60
94,0,30711,Colt Knost,2613.3,154186,59
95,0,20229,Stewart Cink,2611.2,104447,40
96,0,33461,Morgan Hoffmann,2609.8,107000,41
97,0,33418,Shawn Stefani,2608.1,91285,35
98,0,22913,John Rollins,2607.5,140805,54
99,0,25900,Lucas Glover,2601.0,106639,41
100,0,20766,Padraig Harrington,2599.8,80595,31
101,0,27120,Troy Matteson,2599.3,137761,53
102,0,20160,Charlie Wi,2598.7,158519,61
103,0,27963,Chris Stroud,2589.8,189056,73
104,0,23623,Bo Van Pelt,2587.1,126768,49
105,0,31560,Brian Stuard,2584.7,162839,63
106,0,27895,Jonas Blixt,2572.5,159493,62
107,0,30944,Jason Kokrak,2566.8,128340,50
108,0,29221,Webb Simpson,2562.7,148638,58
109,0,27129,Luke List,2562.0,97357,38
110,0,27556,Ted Potter Jr.,2556.0,132911,52
111,0,12510,Chad Campbell,2553.6,160875,63
112,0,31557,Jim Herman,2552.9,84245,33
113,0,27649,Brandt Snedeker,2550.6,130082,51
114,0,26289,Boo Weekley,2547.8,216562,85
115,0,01320,Bob Estes,2541.3,104195,41
116,0,24227,Justin Bolli,2539.1,109183,43
117,0,27936,Martin Laird,2538.9,111710,44
118,0,21731,Freddie Jacobson,2538.4,106613,42
119,0,24494,Erik Compton,2537.5,129410,51
120,0,26758,David Hearn,2537.4,177617,70
121,0,32448,James Hahn,2537.1,144617,57
122,0,25572,Graeme McDowell,2537.0,88794,35
123,0,25274,Steven Bowditch,2536.6,131903,52
124,0,23320,Ryan Palmer,2530.3,131576,52
125,0,28679,Fabián Gómez,2528.9,123914,49
126,0,22621,Ben Curtis,2526.4,113686,45
127,0,26331,Charl Schwartzel,2524.9,118671,47
128,0,22792,Peter Hanson,2521.2,83199,33
129,0,28780,Nicholas Thompson,2517.4,158594,63
130,0,30925,Dustin Johnson,2516.1,95610,38
131,0,28475,Jeff Overton,2515.3,128280,51
132,0,08793,Tiger Woods,2512.9,72873,29
133,0,30163,Henrik Norlander,2509.7,133012,53
134,0,20443,Jin Park,2499.2,109964,44
135,0,32366,Kevin Chappell,2498.4,137411,55
136,0,23353,J.J. Henry,2494.0,127194,51
137,0,21878,Mark Wilson,2493.6,122186,49
138,0,06573,Brandt Jobe,2477.5,104053,42
139,0,33141,Keegan Bradley,2476.6,131261,53
140,0,24138,Ian Poulter,2473.8,81637,33
141,0,28310,Lee Williams,2473.4,121199,49
142,0,06004,Stephen Ames,2470.0,88920,36
143,0,19846,Brian Gay,2468.1,170298,69
144,0,27933,John Merrick,2467.1,143090,58
145,0,02206,David Toms,2460.2,68885,28
146,0,29420,Billy Horschel,2445.6,178526,73
147,0,34174,John Huh,2436.2,172969,71
148,0,24140,Sean O'Hair,2434.0,97358,40
149,0,25240,D.A. Points,2431.1,136144,56
150,0,06527,Steve Stricker,2429.8,80182,33
151,0,12782,Tim Herron,2429.4,92319,38
152,0,10860,Justin Leonard,2427.2,184469,76
153,0,30926,Chris Kirk,2426.6,167432,69
154,0,25562,Andres Romero,2424.9,104270,43
155,0,24781,Hunter Mahan,2423.8,147852,61
156,0,34261,Scott Langley,2419.3,113708,47
157,0,23452,Nicolas Colsaerts,2418.8,67725,28
158,0,23108,Matt Kuchar,2416.8,169179,70
159,0,34098,Russell Henley,2407.9,144472,60
160,0,21753,Brian Davis,2401.2,199302,83
161,0,23788,D.J. Trahan,2399.3,79176,33
162,0,26497,Casey Wittenberg,2397.1,139030,58
163,0,30750,Tommy Gainey,2395.6,146132,61
164,0,06522,Ernie Els,2390.5,100401,42
165,0,29479,Scott Brown,2372.2,116239,49
166,0,25818,Scott Piercy,2366.9,106509,45
167,0,34046,Jordan Spieth,2356.0,148426,63
168,0,24024,Zach Johnson,2353.7,157695,67
169,0,27644,Brian Harman,2344.2,173470,74
170,0,26476,Chez Reavie,2341.1,156855,67
171,0,24358,Robert Garrigus,2324.8,81369,35
172,0,23135,Tim Clark,2312.1,94795,41
173,0,25345,Carl Pettersson,2302.9,122056,53
174,0,23325,Vaughn Taylor,2300.2,78206,34
175,0,22405,Justin Rose,2292.7,89416,39
176,0,23541,Ben Crane,2280.4,114022,50
177,0,23621,Rory Sabbatini,2266.7,154135,68
178,0,01724,Jeff Maggert,2251.3,119317,53
179,0,21099,David Lynn,2239.2,118679,53
180,0,22295,Darron Stiles,2218.9,82098,37
