RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL BIRDIES,TOTAL HOLES
1,0,29221,Webb Simpson,24.32,63,259
2,0,23541,Ben Crane,23.44,49,209
3,0,28089,Jason Day,21.56,47,218
4,0,11123,Chris Couch,21.51,37,172
5,0,30110,Kyle Stanley,20.91,60,287
6,0,32334,Charlie Beljan,20.67,37,179
7,0,20848,Ángel Cabrera,20.42,29,142
8,0,27141,J.B. Holmes,20.34,71,349
9,0,25804,Bubba Watson,19.91,44,221
10,0,06527,Steve Stricker,19.89,35,176
11,0,28307,Matt Every,19.82,44,222
12,0,21209,Sergio Garcia,19.39,32,165
13,0,27302,Garth Mulroy,19.16,32,167
14,0,29926,Danny Lee,18.94,43,227
15,0,01810,Phil Mickelson,18.80,47,250
16,0,26329,Louis Oosthuizen,18.50,32,173
17,0,29289,S.Y. Noh,18.29,60,328
18,0,20396,Lee Westwood,18.18,28,154
19,0,30925,Dustin Johnson,18.10,42,232
20,0,34174,John Huh,18.04,46,255
21,0,27436,Graham DeLaet,17.98,48,267
22,0,28237,Rory McIlroy,17.80,34,191
23,0,26331,Charl Schwartzel,17.65,24,136
24,0,25240,D.A. Points,17.61,50,284
25,0,22405,Justin Rose,17.58,32,182
26,0,25562,Andres Romero,17.54,37,211
27,0,01249,John Daly,17.07,28,164
28,0,24140,Sean O'Hair,16.90,49,290
29,0,28259,Sangmoon Bae,16.87,41,243
30,0,24358,Robert Garrigus,16.83,52,309
31,0,20645,John Senden,16.67,33,198
32,0,33141,Keegan Bradley,16.54,42,254
33,0,20850,Daniel Chopra,16.51,35,212
34,0,21961,Charles Howell III,16.46,54,328
35,0,30944,Jason Kokrak,16.45,51,310
36,0,25818,Scott Piercy,16.38,58,354
37,0,27963,Chris Stroud,16.26,40,246
38,0,01706,Davis Love III,16.11,34,211
39,0,33120,Mark Anderson,16.10,43,267
40,0,23548,Bill Lunde,16.02,41,256
41,0,28475,Jeff Overton,15.92,57,358
42,0,30692,Scott Stallings,15.88,44,277
43,0,23623,Bo Van Pelt,15.81,34,215
44,0,31323,Gary Woodland,15.70,35,223
45,0,20691,Greg Owen,15.67,47,300
46,0,08793,Tiger Woods,15.66,26,166
47,0,29910,Blake Adams,15.49,44,284
47,0,26287,Roland Thatcher,15.49,22,142
49,0,26951,Johnson Wagner,15.46,45,291
50,0,31202,William McGirt,15.44,46,298
51,0,24502,Adam Scott,15.43,25,162
52,0,34021,Bud Cauley,15.41,49,318
53,0,21753,Brian Davis,15.38,36,234
53,0,19970,Robert Karlsson,15.38,26,169
55,0,34099,Harris English,15.36,49,319
56,0,10809,Jim Furyk,15.31,30,196
57,0,22371,Aaron Baddeley,15.09,35,232
58,0,06034,Marco Dawson,15.05,28,186
59,0,22621,Ben Curtis,15.00,24,160
59,0,22548,Patrick Sheehan,15.00,27,180
61,0,23983,Luke Donald,14.97,25,167
62,0,24494,Erik Compton,14.94,39,261
63,0,28500,Martin Flores,14.93,53,355
64,0,20229,Stewart Cink,14.88,36,242
65,0,24024,Zach Johnson,14.85,34,229
66,0,26596,Ryan Moore,14.79,38,257
67,0,27095,Nick Watney,14.73,43,292
68,0,24925,Jonathan Byrd,14.72,34,231
69,0,20623,Gavin Coles,14.65,29,198
70,0,12782,Tim Herron,14.63,42,287
71,0,32150,Michael Thompson,14.59,34,233
72,0,27120,Troy Matteson,14.55,55,378
72,0,24138,Ian Poulter,14.55,16,110
74,0,22582,Kyle Thompson,14.49,20,138
75,0,23325,Vaughn Taylor,14.47,34,235
76,0,25632,Jimmy Walker,14.43,58,402
77,0,32102,Rickie Fowler,14.42,30,208
78,0,12652,Cameron Beckman,14.40,36,250
79,0,22961,David Mathis,14.29,35,245
79,0,02206,David Toms,14.29,18,126
81,0,30750,Tommy Gainey,14.21,52,366
82,0,06036,Scott Dunlap,14.19,22,155
83,0,24924,Bill Haas,14.15,30,212
83,0,25572,Graeme McDowell,14.15,15,106
85,0,26289,Boo Weekley,14.13,26,184
86,0,01766,Billy Mayfair,14.12,37,262
87,0,01320,Bob Estes,14.10,33,234
87,0,27064,Jhonattan Vegas,14.10,44,312
89,0,30852,Ryo Ishikawa,14.04,24,171
90,0,27330,Josh Teater,14.01,43,307
91,0,06573,Brandt Jobe,14.00,21,150
92,0,30926,Chris Kirk,13.98,46,329
92,0,24361,Pat Perez,13.98,33,236
94,0,29420,Billy Horschel,13.84,22,159
95,0,29476,Kyle Reifers,13.83,35,253
96,0,23638,Brendon de Jonge,13.79,48,348
97,0,06522,Ernie Els,13.75,37,269
98,0,21805,Harrison Frazar,13.73,28,204
99,0,33419,Cameron Tringale,13.69,33,241
100,0,28455,Will Claxton,13.68,39,285
101,0,25345,Carl Pettersson,13.65,40,293
102,0,01724,Jeff Maggert,13.54,31,229
103,0,23621,Rory Sabbatini,13.52,38,281
104,0,33122,Russell Knox,13.45,23,171
105,0,26851,Marc Leishman,13.43,45,335
106,0,21350,Ryuji Imada,13.40,39,291
106,0,25396,Kevin Na,13.40,28,209
108,0,20104,Ken Duke,13.36,41,307
109,0,06251,Chris DiMarco,13.33,30,225
110,0,31558,J.J. Killeen,13.28,47,354
111,0,27797,Derek Lamely,13.25,31,234
111,0,25892,Steve Wheatcroft,13.25,22,166
113,0,29479,Scott Brown,13.14,23,175
114,0,28308,Troy Kelly,13.06,29,222
115,0,20593,Greg Chalmers,12.98,34,262
116,0,23800,Bryce Molder,12.89,33,256
117,0,10213,Dicky Pride,12.87,22,171
118,0,27974,Sung Kang,12.85,32,249
119,0,21878,Mark Wilson,12.83,24,187
120,0,12716,Charley Hoffman,12.78,34,266
121,0,24507,Jason Bohn,12.74,27,212
122,0,26679,Kevin Stadler,12.72,29,228
123,0,23718,Nathan Green,12.67,28,221
124,0,20572,Rod Pampling,12.56,28,223
125,0,24846,Ricky Barnes,12.50,41,328
125,0,27895,Jonas Blixt,12.50,33,264
127,0,27936,Martin Laird,12.44,26,209
128,0,10860,Justin Leonard,12.40,31,250
128,0,30927,Brendon Todd,12.40,30,242
130,0,28093,Miguel Angel Carballo,12.39,28,226
130,0,20574,Mathew Goggin,12.39,29,234
132,0,27556,Ted Potter Jr.,12.33,27,219
133,0,06567,Vijay Singh,12.29,37,301
134,0,27214,Kevin Streelman,12.27,33,269
135,0,20766,Padraig Harrington,12.14,21,173
136,0,23108,Matt Kuchar,12.11,27,223
136,0,29518,Brendan Steele,12.11,27,223
138,0,27933,John Merrick,12.06,31,257
138,0,22913,John Rollins,12.06,31,257
140,0,23542,Tommy Biershenk,12.05,27,224
141,0,24781,Hunter Mahan,12.02,25,208
142,0,23320,Ryan Palmer,12.01,34,283
143,0,32200,Roberto Castro,12.00,30,250
144,0,23409,James Driscoll,11.95,35,293
145,0,23788,D.J. Trahan,11.93,26,218
146,0,26300,Matt Jones,11.86,21,177
147,0,20070,Matt Bettencourt,11.81,32,271
148,0,24604,Hunter Haas,11.65,24,206
149,0,20098,Stuart Appleby,11.63,25,215
150,0,19846,Brian Gay,11.60,29,250
151,0,24940,Edward Loar,11.58,22,190
152,0,12510,Chad Campbell,11.57,31,268
153,0,10885,Robert Allenby,11.52,28,243
153,0,21731,Freddie Jacobson,11.52,19,165
155,0,20160,Charlie Wi,11.48,31,270
156,0,32698,Bobby Gates,11.45,34,297
157,0,01116,Michael Bradley,11.38,28,246
158,0,27649,Brandt Snedeker,11.35,26,229
159,0,01797,Rocco Mediate,11.16,25,224
160,0,27060,John Mallinger,11.11,22,198
160,0,24490,George McNeill,11.11,28,252
162,0,26758,David Hearn,11.07,33,298
163,0,08725,Tom Gillis,11.06,23,208
164,0,32366,Kevin Chappell,11.00,32,291
164,0,22046,Geoff Ogilvy,11.00,23,209
166,0,08075,Jerry Kelly,10.94,21,192
167,0,28087,Kris Blanks,10.88,21,193
168,0,21407,Arjun Atwal,10.76,27,251
169,0,22378,Trevor Immelman,10.71,24,224
170,0,24357,K.J. Choi,10.70,20,187
171,0,23903,Stephen Gangluff,10.66,21,197
172,0,27466,Spencer Levin,10.58,29,274
173,0,24663,Y.E. Yang,10.47,18,172
174,0,01941,Tom Pernice Jr.,10.36,20,193
175,0,30711,Colt Knost,10.24,21,205
176,0,25686,Jason Dufner,10.14,21,207
177,0,23135,Tim Clark,10.07,14,139
178,0,29478,Kevin Kisner,10.00,20,200
178,0,27770,Camilo Villegas,10.00,26,260
180,0,35139,Richard Lee,9.47,18,190
181,0,25834,Daniel Summerhays,9.31,23,247
182,0,27644,Brian Harman,9.15,26,284
183,0,25457,Alexandre Rocha,8.88,15,169
184,0,22348,Nick O'Hern,8.79,21,239
185,0,06004,Stephen Ames,8.50,13,153
186,0,29222,Billy Hurley III,8.22,18,219
186,0,21528,Henrik Stenson,8.22,12,146
188,0,23353,J.J. Henry,7.89,18,228
189,0,22293,Heath Slocum,7.73,15,194
190,0,26476,Chez Reavie,6.42,12,187
191,0,23204,Gary Christian,5.49,13,237
