RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,ATTEMPTS,TOTAL DISTANCE (FEET),RELATIVE TO PAR
1,0,02206,David Toms,36' 0",114,4104.333,+5.00
2,0,10860,Justin Leonard,36' 1",110,3969.750,+3.00
3,0,20160,Charlie Wi,36' 4",115,4178.667,+7.00
4,0,24358,Robert Garrigus,36' 9",180,6611.917,+9.00
4,0,30925,Dustin Johnson,36' 9",141,5182.333,+2.00
6,0,20593,Greg Chalmers,37' 4",148,5528.917,+1.00
7,0,21209,Sergio Garcia,37' 5",85,3178.917,E
8,0,24507,Jason Bohn,37' 7",122,4581.083,+11.00
9,0,26289,Boo Weekley,37' 8",99,3730.750,+4.00
10,0,24140,Sean O'Hair,37' 9",104,3924.333,-1.00
11,0,01797,Rocco Mediate,37' 10",123,4655.917,+4.00
11,0,24502,Adam Scott,37' 10",82,3100.417,+13.00
13,0,06595,Kevin Sutherland,38' 0",114,4330.500,+11.00
14,0,06251,Chris DiMarco,38' 2",162,6182.833,+15.00
15,0,23614,Rich Beem,38' 3",108,4131.250,+12.00
16,0,23983,Luke Donald,38' 7",107,4127.667,+11.00
16,0,22348,Nick O'Hern,38' 7",105,4050.917,+1.00
18,0,07457,Steve Flesch,38' 8",82,3168.167,+12.00
18,0,20572,Rod Pampling,38' 8",100,3869.250,+18.00
20,0,20850,Daniel Chopra,38' 10",154,5984.917,+5.00
20,0,26695,Michael Letzig,38' 10",184,7147.500,+7.00
22,0,21805,Harrison Frazar,38' 11",215,8363.667,+6.00
22,0,24912,Will MacKenzie,38' 11",105,4089.667,+12.00
24,0,01473,Todd Hamilton,39' 1",134,5234.250,+18.00
25,0,08931,Glen Day,39' 4",94,3697.333,+8.00
26,0,20157,Retief Goosen,39' 5",101,3981.667,+1.00
26,0,29718,Anthony Kim,39' 5",141,5562.917,+8.00
26,0,21949,Joe Ogilvie,39' 5",147,5795.250,+13.00
29,0,22046,Geoff Ogilvy,39' 6",119,4703.500,+12.00
29,0,29221,Webb Simpson,39' 6",146,5772.083,+29.00
29,0,10425,Jay Williamson,39' 6",89,3516.583,+12.00
32,0,12510,Chad Campbell,39' 8",144,5714.583,+20.00
32,0,01320,Bob Estes,39' 8",122,4840.917,+13.00
32,0,21959,Ted Purdy,39' 8",165,6549.000,+14.00
35,0,28118,Peter Tomasulo,39' 9",67,2664.750,+13.00
35,0,25804,Bubba Watson,39' 9",113,4492.417,+2.00
37,0,20498,Briny Baird,39' 10",101,4027.000,+2.00
37,0,20127,Chris Riley,39' 10",105,4179.083,+9.00
39,0,23135,Tim Clark,39' 11",68,2716.083,+6.00
39,0,01707,Steve Lowery,39' 11",162,6471.667,+27.00
41,0,06012,Greg Kraft,40' 0",64,2561.833,+15.00
42,0,25345,Carl Pettersson,40' 2",130,5224.250,+7.00
42,0,22293,Heath Slocum,40' 2",119,4784.333,+18.00
44,0,20229,Stewart Cink,40' 3",130,5237.417,+7.00
44,0,01724,Jeff Maggert,40' 3",113,4552.417,+14.00
44,0,20645,John Senden,40' 3",140,5635.083,+5.00
44,0,27095,Nick Watney,40' 3",125,5027.417,+15.00
44,0,26498,Matt Weibring,40' 3",84,3382.333,+15.00
49,0,06197,Michael Allen,40' 4",95,3831.667,+20.00
49,0,28087,Kris Blanks,40' 4",68,2739.833,+6.00
49,0,23621,Rory Sabbatini,40' 4",172,6943.000,+15.00
52,0,24781,Hunter Mahan,40' 5",151,6108.000,+5.00
52,0,01810,Phil Mickelson,40' 5",119,4812.250,+10.00
52,0,26679,Kevin Stadler,40' 5",101,4081.083,+14.00
55,0,20848,Ángel Cabrera,40' 8",92,3744.250,+7.00
56,0,27649,Brandt Snedeker,40' 9",101,4119.417,E
56,0,25919,Brian Vranesh,40' 9",90,3669.333,+5.00
56,0,25632,Jimmy Walker,40' 9",184,7491.667,+24.00
59,0,01313,Steve Elkington,40' 10",102,4167.000,+6.00
60,0,20691,Greg Owen,40' 11",129,5279.083,+17.00
61,0,07867,Woody Austin,41' 1",120,4930.833,+8.00
61,0,09011,David Duval,41' 1",78,3201.667,+19.00
61,0,22913,John Rollins,41' 1",126,5177.583,+5.00
64,0,26668,Marc Turnesa,41' 2",116,4780.000,+14.00
65,0,24663,Y.E. Yang,41' 3",119,4904.917,+20.00
66,0,08075,Jerry Kelly,41' 4",119,4921.417,+9.00
67,0,24925,Jonathan Byrd,41' 5",123,5094.167,+8.00
68,0,06621,Joe Durant,41' 6",57,2366.083,+13.00
68,0,01941,Tom Pernice Jr.,41' 6",127,5266.167,+7.00
70,0,24503,Jeff Klauk,41' 7",124,5160.750,+13.00
70,0,02214,Kirk Triplett,41' 7",78,3242.833,+12.00
72,0,01035,Tommy Armour III,41' 8",68,2831.083,+8.00
72,0,26881,Jarrod Lyle,41' 8",97,4040.500,+12.00
74,0,24357,K.J. Choi,41' 9",74,3086.750,+3.00
74,0,27933,John Merrick,41' 9",142,5931.250,+17.00
74,0,24138,Ian Poulter,41' 9",81,3380.250,+6.00
74,0,27214,Kevin Streelman,41' 9",169,7055.167,+14.00
78,0,20472,Alex Cejka,41' 10",109,4556.917,+4.00
78,0,25900,Lucas Glover,41' 10",131,5480.750,+4.00
80,0,24024,Zach Johnson,41' 11",133,5579.583,+11.00
80,0,26497,Casey Wittenberg,41' 11",103,4315.250,+17.00
82,0,22892,Jason Gore,42' 1",93,3914.333,+23.00
82,0,23349,Charles Warren,42' 1",83,3495.667,+6.00
84,0,25562,Andres Romero,42' 2",92,3879.750,+6.00
85,0,23541,Ben Crane,42' 3",119,5027.667,+6.00
85,0,23353,J.J. Henry,42' 3",149,6296.833,+12.00
85,0,27060,John Mallinger,42' 3",115,4862.250,+21.00
88,0,25686,Jason Dufner,42' 4",133,5627.083,-2.00
88,0,02239,Scott Verplank,42' 4",148,6260.750,+18.00
90,0,01706,Davis Love III,42' 5",154,6537.750,+27.00
91,0,20098,Stuart Appleby,42' 7",117,4979.333,+14.00
91,0,06643,Paul Goydos,42' 7",103,4388.500,+26.00
91,0,22961,David Mathis,42' 7",140,5957.083,+14.00
94,0,20070,Matt Bettencourt,42' 9",173,7400.750,+25.00
95,0,20574,Mathew Goggin,42' 10",88,3770.917,+18.00
96,0,30711,Colt Knost,42' 11",89,3819.667,+26.00
96,0,26851,Marc Leishman,42' 11",215,9232.333,+14.00
96,0,27120,Troy Matteson,42' 11",193,8288.250,+10.00
96,0,22548,Patrick Sheehan,42' 11",51,2188.833,+17.00
96,0,23788,D.J. Trahan,42' 11",123,5278.083,+17.00
101,0,26476,Chez Reavie,43' 0",83,3567.333,+15.00
102,0,27466,Spencer Levin,43' 1",109,4696.917,+4.00
102,0,22405,Justin Rose,43' 1",100,4311.500,+17.00
102,0,23623,Bo Van Pelt,43' 1",164,7059.583,+14.00
105,0,12782,Tim Herron,43' 2",174,7508.833,+9.00
105,0,01945,Kenny Perry,43' 2",112,4836.333,+22.00
107,0,12652,Cameron Beckman,43' 3",130,5622.833,+10.00
108,0,21731,Freddie Jacobson,43' 4",142,6157.667,+18.00
108,0,26420,Richard Johnson,43' 4",104,4508.750,+26.00
108,0,24490,George McNeill,43' 4",170,7367.667,+17.00
111,0,01142,Bart Bryant,43' 5",76,3297.750,+17.00
112,0,01161,Mark Calcavecchia,43' 7",131,5711.750,+6.00
112,0,27141,J.B. Holmes,43' 7",137,5973.583,+20.00
112,0,08793,Tiger Woods,43' 7",99,4312.750,-8.00
115,0,24924,Bill Haas,43' 8",136,5938.583,+1.00
116,0,22295,Darron Stiles,43' 10",61,2672.833,+13.00
117,0,21350,Ryuji Imada,43' 11",135,5932.750,+14.00
118,0,01132,Mark Brooks,44' 0",67,2947.917,+6.00
118,0,01677,Tom Lehman,44' 0",49,2157.833,+5.00
120,0,01577,Lee Janzen,44' 2",103,4552.000,+20.00
121,0,22621,Ben Curtis,44' 3",68,3006.750,+10.00
121,0,06522,Ernie Els,44' 3",103,4559.250,+18.00
121,0,10733,Kent Jones,44' 3",108,4776.500,+14.00
121,0,28475,Jeff Overton,44' 3",174,7695.417,+37.00
121,0,06567,Vijay Singh,44' 3",93,4114.583,+23.00
121,0,27770,Camilo Villegas,44' 3",104,4600.750,-2.00
127,0,25818,Scott Piercy,44' 4",196,8692.833,+18.00
128,0,21961,Charles Howell III,44' 5",205,9099.000,+24.00
128,0,28158,Steve Marino,44' 5",155,6883.750,+21.00
130,0,27936,Martin Laird,44' 6",129,5740.083,+3.00
130,0,23800,Bryce Molder,44' 6",93,4134.917,+15.00
130,0,07749,Brett Quigley,44' 6",122,5428.500,+33.00
133,0,08845,Scott Sterling,44' 8",81,3617.000,+12.00
133,0,27963,Chris Stroud,44' 8",140,6258.833,+17.00
135,0,20634,Peter Lonard,44' 9",116,5188.667,+24.00
135,0,27683,Leif Olson,44' 9",88,3938.250,+23.00
135,0,23497,Tag Ridings,44' 9",93,4161.167,+13.00
135,0,23325,Vaughn Taylor,44' 9",104,4658.167,+16.00
139,0,10809,Jim Furyk,45' 0",84,3780.083,E
139,0,25190,Jeff Quinney,45' 0",113,5085.833,+15.00
139,0,31323,Gary Woodland,45' 0",92,4138.750,+21.00
142,0,23778,Brad Adamonis,45' 1",124,5594.500,+14.00
142,0,12716,Charley Hoffman,45' 1",163,7344.667,+21.00
142,0,01766,Billy Mayfair,45' 1",109,4913.500,+19.00
