RANK,MOVEMENT,PLAYER_ID,PLAYER,%,PAR 3 BIRDIES OR BETTER,PAR 3 HOLES
1,0,01810,Phil Mickelson,20.95,66,315
2,0,28259,Sangmoon Bae,19.23,65,338
3,0,25562,Andres Romero,17.99,43,239
4,0,29425,Andrew Svoboda,17.98,32,178
5,0,24227,Justin Bolli,17.86,40,224
6,0,24507,Jason Bohn,17.54,50,285
7,0,23983,Luke Donald,17.37,41,236
8,0,23320,Ryan Palmer,17.03,55,323
9,0,28679,Fabián Gómez,16.98,45,265
10,0,20160,Charlie Wi,16.84,49,291
11,0,22806,Doug LaBelle II,16.55,47,284
12,0,30926,Chris Kirk,16.48,59,358
13,0,28475,Jeff Overton,16.35,52,318
14,0,29221,Webb Simpson,16.34,58,355
15,0,10885,Robert Allenby,16.30,37,227
16,0,08793,Tiger Woods,16.25,39,240
17,0,24358,Robert Garrigus,16.10,43,267
18,0,25444,Justin Hicks,15.96,49,307
19,0,21753,Brian Davis,15.95,59,370
20,0,06004,Stephen Ames,15.84,32,202
21,0,22046,Geoff Ogilvy,15.74,37,235
22,0,23409,James Driscoll,15.65,46,294
23,0,24361,Pat Perez,15.60,44,282
24,0,23621,Rory Sabbatini,15.57,52,334
25,0,35139,Richard Lee,15.56,49,315
26,0,30925,Dustin Johnson,15.47,43,278
27,0,24846,Ricky Barnes,15.44,44,285
27,0,20593,Greg Chalmers,15.44,46,298
27,0,22961,David Mathis,15.44,42,272
30,0,32698,Bobby Gates,15.38,28,182
30,0,34174,John Huh,15.38,54,351
32,0,23788,D.J. Trahan,15.34,29,189
33,0,24024,Zach Johnson,15.32,51,333
34,0,25345,Carl Pettersson,15.26,49,321
34,0,26679,Kevin Stadler,15.26,49,321
36,0,31202,William McGirt,15.08,46,305
36,0,27770,Camilo Villegas,15.08,46,305
38,0,28237,Rory McIlroy,15.00,33,220
39,0,26758,David Hearn,14.93,53,355
40,0,01320,Bob Estes,14.87,40,269
41,0,31560,Brian Stuard,14.85,45,303
42,0,33461,Morgan Hoffmann,14.73,38,258
42,0,25240,D.A. Points,14.73,52,353
44,0,26476,Chez Reavie,14.68,43,293
45,0,01116,Michael Bradley,14.55,31,213
46,0,27408,Martin Kaymer,14.53,34,234
47,0,30852,Ryo Ishikawa,14.49,41,283
47,0,30163,Henrik Norlander,14.49,40,276
49,0,20229,Stewart Cink,14.48,42,290
50,0,34099,Harris English,14.47,56,387
51,0,28780,Nicholas Thompson,14.46,58,401
52,0,25834,Daniel Summerhays,14.45,49,339
53,0,36884,Ben Kohles,14.43,42,291
54,0,29289,S.Y. Noh,14.34,39,272
55,0,12716,Charley Hoffman,14.33,49,342
56,0,10860,Justin Leonard,14.29,50,350
57,0,24494,Erik Compton,14.24,43,302
57,0,28500,Martin Flores,14.24,48,337
57,0,27649,Brandt Snedeker,14.24,45,316
60,0,10809,Jim Furyk,14.20,45,317
61,0,25804,Bubba Watson,14.19,41,289
62,0,27933,John Merrick,14.15,45,318
63,0,01724,Jeff Maggert,14.12,36,255
64,0,23800,Bryce Molder,14.07,46,327
65,0,34098,Russell Henley,14.01,44,314
66,0,27503,Steve LeBrun,14.00,35,250
67,0,20098,Stuart Appleby,13.99,48,343
68,0,25274,Steven Bowditch,13.96,37,265
68,0,29479,Scott Brown,13.96,37,265
70,0,26300,Matt Jones,13.95,47,337
71,0,25900,Lucas Glover,13.91,37,266
71,0,24140,Sean O'Hair,13.91,32,230
73,0,31557,Jim Herman,13.90,31,223
74,0,20848,Ángel Cabrera,13.85,41,296
75,0,29420,Billy Horschel,13.81,54,391
76,0,31323,Gary Woodland,13.77,50,363
77,0,22405,Justin Rose,13.75,33,240
78,0,34261,Scott Langley,13.73,42,306
79,0,24663,Y.E. Yang,13.72,31,226
80,0,25818,Scott Piercy,13.71,41,299
81,0,24781,Hunter Mahan,13.61,46,338
82,0,26331,Charl Schwartzel,13.60,37,272
83,0,27644,Brian Harman,13.58,47,346
84,0,30944,Jason Kokrak,13.56,43,317
85,0,06527,Steve Stricker,13.51,25,185
86,0,24924,Bill Haas,13.47,45,334
87,0,33419,Cameron Tringale,13.46,44,327
88,0,23638,Brendon de Jonge,13.42,60,447
89,0,23135,Tim Clark,13.41,33,246
90,0,22792,Peter Hanson,13.37,23,172
91,0,08075,Jerry Kelly,13.36,41,307
92,0,02206,David Toms,13.33,24,180
93,0,32448,James Hahn,13.29,40,301
94,0,22371,Aaron Baddeley,13.28,36,271
95,0,28092,D.H. Lee,13.26,35,264
96,0,34046,Jordan Spieth,13.21,44,333
97,0,30711,Colt Knost,13.16,35,266
98,0,22056,Cameron Percy,13.11,35,267
98,0,27556,Ted Potter Jr.,13.11,32,244
98,0,27214,Kevin Streelman,13.11,46,351
101,0,06573,Brandt Jobe,12.93,30,232
102,0,34409,David Lingmerth,12.90,36,279
103,0,29518,Brendan Steele,12.87,43,334
104,0,32334,Charlie Beljan,12.85,32,249
105,0,27436,Graham DeLaet,12.83,49,382
106,0,19846,Brian Gay,12.81,41,320
107,0,30750,Tommy Gainey,12.76,43,337
108,0,20443,Jin Park,12.75,26,204
109,0,34431,Robert Streb,12.71,37,291
110,0,24502,Adam Scott,12.70,31,244
111,0,28310,Lee Williams,12.65,31,245
112,0,32366,Kevin Chappell,12.62,41,325
112,0,28089,Jason Day,12.62,41,325
114,0,35539,Luke Guthrie,12.61,42,333
115,0,23353,J.J. Henry,12.58,41,326
116,0,21961,Charles Howell III,12.57,43,342
116,0,27963,Chris Stroud,12.57,45,358
118,0,34360,Patrick Reed,12.50,42,336
119,0,24138,Ian Poulter,12.44,26,209
120,0,33418,Shawn Stefani,12.36,32,259
120,0,28135,Aaron Watkins,12.36,22,178
122,0,30692,Scott Stallings,12.30,39,317
123,0,21099,David Lynn,12.27,34,277
124,0,20691,Greg Owen,12.11,35,289
124,0,21528,Henrik Stenson,12.11,31,256
126,0,06522,Ernie Els,12.10,30,248
126,0,22378,Trevor Immelman,12.10,34,281
128,0,24399,Scott Gardiner,12.08,29,240
128,0,22913,John Rollins,12.08,36,298
128,0,26951,Johnson Wagner,12.08,29,240
131,0,12510,Chad Campbell,12.05,37,307
132,0,23497,Tag Ridings,11.99,32,267
133,0,27330,Josh Teater,11.98,40,334
134,0,32102,Rickie Fowler,11.95,35,293
135,0,32200,Roberto Castro,11.90,47,395
136,0,23325,Vaughn Taylor,11.89,22,185
137,0,27095,Nick Watney,11.85,41,346
138,0,29740,Brad Fritsch,11.82,37,313
139,0,28455,Will Claxton,11.76,30,255
140,0,08725,Tom Gillis,11.70,31,265
140,0,33869,Eric Meierdierks,11.70,22,188
140,0,30110,Kyle Stanley,11.70,33,282
143,0,23108,Matt Kuchar,11.68,41,351
144,0,28307,Matt Every,11.67,42,360
145,0,21731,Freddie Jacobson,11.62,28,241
146,0,27936,Martin Laird,11.51,32,278
147,0,34021,Bud Cauley,11.37,29,255
148,0,20396,Lee Westwood,11.19,31,277
149,0,20766,Padraig Harrington,11.17,22,197
150,0,20104,Ken Duke,11.08,39,352
151,0,23541,Ben Crane,11.06,26,235
152,0,33141,Keegan Bradley,11.01,38,345
153,0,25686,Jason Dufner,11.00,34,309
154,0,32150,Michael Thompson,10.90,29,266
155,0,25632,Jimmy Walker,10.79,37,343
156,0,25336,Alistair Presnell,10.73,25,233
157,0,26851,Marc Leishman,10.68,33,309
158,0,22621,Ben Curtis,10.67,24,225
159,0,26596,Ryan Moore,10.60,30,283
160,0,21209,Sergio Garcia,10.55,27,256
160,0,22295,Darron Stiles,10.55,21,199
162,0,20645,John Senden,10.44,33,316
162,0,06567,Vijay Singh,10.44,26,249
164,0,25572,Graeme McDowell,10.20,20,196
165,0,27895,Jonas Blixt,10.16,31,305
166,0,20572,Rod Pampling,10.06,17,169
167,0,24357,K.J. Choi,10.00,34,340
167,0,19970,Robert Karlsson,10.00,21,210
169,0,26497,Casey Wittenberg,9.86,28,284
170,0,26289,Boo Weekley,9.85,40,406
171,0,12782,Tim Herron,9.78,18,184
