RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 240-260,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
1,0,25240,D.A. Points,22.70,153,674,+0.144
2,0,10809,Jim Furyk,21.56,138,640,+0.065
3,0,48084,Wesley Bryan,19.92,143,718,+0.070
4,0,23541,Ben Crane,19.88,128,644,+0.078
5,0,26951,Johnson Wagner,17.27,133,770,+0.075
6,0,19803,Ryan Armour,17.11,230,1344,+0.013
7,0,34174,John Huh,16.49,189,1146,+0.016
8,0,26758,David Hearn,16.29,114,700,+0.079
9,0,31560,Brian Stuard,16.18,199,1230,+0.050
10,0,19846,Brian Gay,16.02,206,1286,+0.053
11,0,35376,Roberto Díaz,15.94,125,784,+0.136
12,0,20593,Greg Chalmers,15.38,88,572,+0.261
13,0,33419,Cameron Tringale,15.27,109,714,+0.138
14,0,27556,Ted Potter Jr.,14.87,160,1076,+0.056
15,0,40058,Zac Blair,14.75,95,644,-0.032
16,0,27942,Rob Oppenheim,14.68,111,756,+0.054
16,0,34358,Jonathan Randolph,14.68,123,838,+0.163
18,0,25396,Kevin Na,14.49,142,980,+0.042
19,0,32254,Xinjun Zhang,14.45,115,796,+0.130
20,0,29222,Billy Hurley III,14.32,114,796,+0.105
21,0,25834,Daniel Summerhays,14.29,76,532,+0.132
22,0,46501,Ollie Schniederjans,14.15,152,1074,+0.079
23,0,28132,Tyrone Van Aswegen,13.82,160,1158,+0.144
24,0,33418,Shawn Stefani,13.69,115,840,+0.035
25,0,23353,J.J. Henry,13.67,120,878,+0.067
26,0,39327,Ben Silverman,13.65,145,1062,+0.083
27,0,20472,Alex Cejka,13.64,114,836,+0.114
28,0,12510,Chad Campbell,13.60,127,934,+0.126
28,0,33413,Ben Martin,13.60,108,794,+0.130
30,0,47125,Matt Atkins,13.57,76,560,+0.079
31,0,24846,Ricky Barnes,13.49,85,630,+0.153
32,0,31202,William McGirt,13.48,141,1046,+0.085
32,0,34431,Robert Streb,13.48,113,838,+0.027
34,0,22582,Kyle Thompson,13.29,67,504,+0.104
35,0,47993,Denny McCarthy,13.27,91,686,+0.077
36,0,32816,Satoshi Kodaira,13.21,74,560,+0.122
37,0,35879,Kelly Kraft,13.18,136,1032,+0.169
38,0,27936,Martin Laird,13.15,112,852,+0.089
39,0,37454,Whee Kim,13.06,133,1018,+0.113
39,0,23325,Vaughn Taylor,13.06,128,980,+0.055
41,0,34099,Harris English,13.05,124,950,+0.024
42,0,27963,Chris Stroud,12.87,105,816,+0.076
43,0,35544,Andrew Yun,12.61,60,476,+0.200
44,0,27974,Sung Kang,12.53,117,934,+0.368
45,0,34409,David Lingmerth,12.37,119,962,+0.076
46,0,31416,Derek Fathauer,12.32,117,950,+0.197
47,0,46402,Talor Gooch,12.24,106,866,+0.208
48,0,39975,Michael Kim,12.20,92,754,+0.250
49,0,37275,Sam Ryder,12.19,119,976,+0.025
50,0,37278,Nicholas Lindheim,12.01,99,824,+0.081
51,0,23108,Matt Kuchar,11.92,108,906,+0.009
52,0,25572,Graeme McDowell,11.88,76,640,+0.184
53,0,29485,Brett Stegmaier,11.85,78,658,+0.026
54,0,29478,Kevin Kisner,11.82,108,914,+0.074
55,0,40026,Daniel Berger,11.81,103,872,-0.097
56,0,30926,Chris Kirk,11.79,158,1340,+0.101
57,0,32640,Troy Merritt,11.76,120,1020,+0.067
58,0,33122,Russell Knox,11.72,121,1032,+0.066
59,0,26596,Ryan Moore,11.71,108,922,+0.037
60,0,26476,Chez Reavie,11.69,98,838,+0.061
61,0,29268,Bronson Burgoon,11.65,93,798,E
61,0,32876,Martin Piller,11.65,109,936,+0.220
63,0,25686,Jason Dufner,11.64,85,730,-0.012
64,0,27958,Ryan Blaum,11.55,116,1004,+0.112
65,0,34021,Bud Cauley,11.54,66,572,+0.076
66,0,29908,C.T. Pan,11.52,132,1146,-0.045
67,0,33399,Adam Hadwin,11.47,106,924,+0.009
68,0,24925,Jonathan Byrd,11.46,77,672,+0.130
68,0,26499,Rafa Cabrera Bello,11.46,77,672,-0.052
70,0,27649,Brandt Snedeker,11.43,118,1032,+0.059
71,0,25632,Jimmy Walker,11.41,105,920,+0.057
71,0,47128,Richy Werenski,11.41,118,1034,+0.051
73,0,35532,Tom Hoge,11.38,132,1160,+0.098
74,0,25892,Steve Wheatcroft,11.34,73,644,+0.137
75,0,30944,Jason Kokrak,11.32,139,1228,+0.036
76,0,40009,Dominic Bozzelli,11.29,96,850,+0.115
77,0,24361,Pat Perez,11.28,81,718,+0.086
78,0,27895,Jonas Blixt,11.24,76,676,+0.118
79,0,28252,Seamus Power,11.17,103,922,+0.117
80,0,36799,Stephan Jaeger,11.05,97,878,+0.052
81,0,25818,Scott Piercy,11.03,105,952,+0.076
82,0,28679,Fabián Gómez,11.01,109,990,+0.119
83,0,21961,Charles Howell III,10.94,119,1088,+0.034
84,0,39954,Cody Gribble,10.85,82,756,+0.098
84,0,32839,Hideki Matsuyama,10.85,87,802,-0.011
86,0,29479,Scott Brown,10.80,122,1130,+0.148
87,0,34563,Chesson Hadley,10.77,134,1244,E
88,0,47347,Adam Schenk,10.76,99,920,+0.152
88,0,39324,J.J. Spaun,10.76,107,994,+0.112
90,0,20572,Rod Pampling,10.70,67,626,+0.134
91,0,34256,Andrew Putnam,10.69,115,1076,-0.052
92,0,34098,Russell Henley,10.66,87,816,+0.115
92,0,24024,Zach Johnson,10.66,107,1004,+0.009
94,0,46435,Austin Cook,10.64,137,1288,+0.022
95,0,08793,Tiger Woods,10.58,87,822,+0.057
96,0,20157,Retief Goosen,10.57,59,558,+0.153
97,0,31646,Emiliano Grillo,10.47,107,1022,-0.019
98,0,32150,Michael Thompson,10.46,82,784,-0.085
99,0,45609,Tyler Duncan,10.42,118,1132,+0.076
100,0,30692,Scott Stallings,10.39,116,1116,-0.009
101,0,26300,Matt Jones,10.33,68,658,E
102,0,47287,Ethan Tracy,10.32,78,756,+0.090
103,0,32757,Patton Kizzire,10.31,113,1096,+0.186
104,0,29221,Webb Simpson,10.27,116,1130,-0.052
105,0,39328,Conrad Shindler,10.23,63,616,+0.238
106,0,36699,Patrick Rodgers,10.22,104,1018,+0.173
106,0,27064,Jhonattan Vegas,10.22,92,900,+0.011
108,0,24502,Adam Scott,10.17,85,836,-0.012
109,0,32102,Rickie Fowler,10.14,87,858,-0.011
110,0,29461,Jamie Lovemark,10.11,110,1088,+0.091
111,0,30110,Kyle Stanley,10.08,95,942,+0.042
112,0,29223,Sam Saunders,10.06,94,934,+0.213
113,0,35545,Blayne Barber,10.05,84,836,+0.071
114,0,24924,Bill Haas,10.00,92,920,-0.054
115,0,37338,Zecheng Dou,9.96,50,502,+0.220
116,0,47959,Bryson DeChambeau,9.95,109,1095,-0.156
117,0,22371,Aaron Baddeley,9.94,97,976,+0.113
118,0,21528,Henrik Stenson,9.93,61,614,-0.016
119,0,34466,Peter Malnati,9.92,104,1048,-0.029
120,0,29420,Billy Horschel,9.91,107,1080,+0.112
120,0,31420,Anirban Lahiri,9.91,93,938,+0.161
122,0,37189,Harold Varner III,9.88,102,1032,E
123,0,30978,Kiradech Aphibarnrat,9.87,47,476,+0.021
124,0,20229,Stewart Cink,9.74,91,934,+0.077
125,0,34264,Hudson Swafford,9.73,71,730,+0.014
126,0,24781,Hunter Mahan,9.66,69,714,-0.043
127,0,28775,Nate Lashley,9.59,47,490,+0.128
128,0,29926,Danny Lee,9.51,93,978,+0.118
128,0,27214,Kevin Streelman,9.51,109,1146,+0.064
130,0,45526,Abraham Ancer,9.50,110,1158,+0.073
131,0,24140,Sean O'Hair,9.45,75,794,+0.027
132,0,35310,Lanto Griffin,9.40,79,840,+0.165
133,0,37455,Si Woo Kim,9.34,102,1092,+0.039
134,0,33141,Keegan Bradley,9.32,104,1116,-0.048
135,0,29535,Brice Garnett,9.29,105,1130,+0.086
136,0,33410,Andrew Landry,9.20,94,1022,+0.032
137,0,28307,Matt Every,9.18,78,850,+0.192
138,0,27095,Nick Watney,9.14,102,1116,+0.059
139,0,32333,Kevin Tway,9.06,114,1258,+0.149
140,0,29974,Branden Grace,8.99,55,612,+0.218
141,0,35506,Mackenzie Hughes,8.95,85,950,+0.059
142,0,25364,Paul Casey,8.94,61,682,+0.098
143,0,25493,Nick Taylor,8.90,92,1034,+0.098
144,0,22056,Cameron Percy,8.89,51,574,+0.216
145,0,24138,Ian Poulter,8.88,62,698,-0.048
146,0,34076,Joel Dahmen,8.85,88,994,+0.080
147,0,29518,Brendan Steele,8.82,67,760,E
148,0,23621,Rory Sabbatini,8.70,91,1046,+0.011
149,0,26851,Marc Leishman,8.67,89,1026,-0.045
149,0,22405,Justin Rose,8.67,64,738,+0.094
151,0,24358,Robert Garrigus,8.65,82,948,+0.122
152,0,28089,Jason Day,8.60,59,686,-0.085
152,0,27644,Brian Harman,8.60,87,1012,+0.046
154,0,26329,Louis Oosthuizen,8.59,55,640,+0.055
155,0,50526,Tom Lovelady,8.51,82,964,+0.220
156,0,36689,Brooks Koepka,8.42,64,760,+0.063
157,0,48081,Xander Schauffele,8.40,85,1012,+0.012
158,0,28500,Martin Flores,8.37,84,1004,+0.095
159,0,39997,Corey Conners,8.17,90,1102,+0.044
160,0,35421,Brandon Harkins,8.16,97,1188,+0.103
160,0,01810,Phil Mickelson,8.16,80,980,+0.063
162,0,49964,Aaron Wise,8.15,91,1116,+0.066
163,0,25900,Lucas Glover,8.13,52,640,+0.115
164,0,27141,J.B. Holmes,8.12,77,948,+0.078
165,0,31323,Gary Woodland,8.08,79,978,+0.076
166,0,32448,James Hahn,8.07,78,966,+0.179
167,0,46601,Trey Mullinax,8.03,66,822,+0.106
168,0,34363,Tyrrell Hatton,7.99,47,588,+0.191
169,0,12716,Charley Hoffman,7.89,75,950,+0.160
170,0,26331,Charl Schwartzel,7.88,46,584,+0.130
171,0,34046,Jordan Spieth,7.78,72,926,+0.069
172,0,27349,Alex Noren,7.73,53,686,+0.075
172,0,35891,Cameron Smith,7.73,66,854,+0.152
174,0,29484,Peter Uihlein,7.69,70,910,+0.200
175,0,33204,Shane Lowry,7.61,54,710,+0.148
176,0,23320,Ryan Palmer,7.42,62,836,E
177,0,34213,Grayson Murray,7.37,61,828,+0.082
178,0,34360,Patrick Reed,7.18,63,878,-0.079
179,0,29725,Tony Finau,7.16,81,1132,+0.037
180,0,49771,J.T. Poston,7.02,56,798,+0.071
181,0,35450,Patrick Cantlay,7.01,66,942,-0.015
181,0,33448,Justin Thomas,7.01,67,956,+0.045
183,0,30911,Tommy Fleetwood,6.75,51,756,-0.039
184,0,35461,Beau Hossler,6.68,84,1258,+0.095
185,0,30925,Dustin Johnson,6.54,57,872,-0.140
186,0,33948,Byeong Hun An,6.47,66,1020,-0.091
187,0,32366,Kevin Chappell,6.42,56,872,+0.089
188,0,46970,Jon Rahm,6.41,46,718,-0.065
189,0,28237,Rory McIlroy,6.32,45,712,+0.044
190,0,27129,Luke List,6.07,66,1088,+0.076
191,0,39546,Keith Mitchell,5.42,63,1162,+0.143
192,0,25804,Bubba Watson,5.15,49,952,-0.041
193,0,25198,Francesco Molinari,5.01,40,798,-0.075
