RANK,MOVEMENT,PLAYER_ID,PLAYER,DISTANCE,TOURNAMENT,ROUND,HOLE,COURSE
146,0,23797,Brett Rumford,372,WGC-Mexico,3,4,240
146,0,24502,Adam Scott,372,WGC-Bridgestone,2,16,036
146,0,26951,Johnson Wagner,372,Wells Fargo,4,16,872
154,0,52308,Chris Crisologo,371,Canadian Open,3,10,032
154,0,54901,Theo Humphrey,371,U.S. Open,1,4,618
154,0,33410,Andrew Landry,371,Texas Open,4,10,770
154,0,29461,Jamie Lovemark,371,Safeway Open,4,6,552
154,0,49771,J.T. Poston,371,Quicken Loans,4,15,237
154,0,29223,Sam Saunders,371,Wells Fargo,4,16,872
154,0,23788,D.J. Trahan,371,Puntacana,4,12,244
154,0,46932,Gunn Yang,371,Sony Open,1,6,006
162,0,23983,Luke Donald,370,Shriners Hosp,3,2,538
162,0,20157,Retief Goosen,370,Texas Open,4,17,770
162,0,31646,Emiliano Grillo,370,Safeway Open,4,16,552
162,0,36799,Stephan Jaeger,370,Safeway Open,4,6,552
162,0,28132,Tyrone Van Aswegen,370,Safeway Open,4,18,552
162,0,29454,Bernd Wiesberger,370,WGC-Mexico,3,14,240
168,0,28420,Ryan Brehm,369,Puntacana,4,12,244
168,0,27436,Graham DeLaet,369,Safeway Open,4,9,552
168,0,46440,Smylie Kaufman,369,Safeway Open,4,16,552
168,0,35879,Kelly Kraft,369,Safeway Open,4,13,552
168,0,23108,Matt Kuchar,369,WGC-Bridgestone,4,8,036
168,0,34466,Peter Malnati,369,AT&T Pebble,1,10,769
174,0,40009,Dominic Bozzelli,367,AT&T Pebble,1,10,769
174,0,52372,Cameron Champ,367,Canadian Open,1,8,032
174,0,46402,Talor Gooch,367,Shriners Hosp,2,9,538
174,0,50735,Scott Gregory,367,U.S. Open,1,3,618
174,0,47988,Nick Hardy,367,John Deere,3,15,669
174,0,27120,Troy Matteson,367,Texas Open,1,17,770
174,0,23821,Yusaku Miyazato,367,The Open,4,2,658
174,0,45478,Julian Suri,367,Wyndham Champ,4,18,752
174,0,30261,Ryan Yip,367,Canadian Open,4,18,032
183,0,29268,Bronson Burgoon,366,Canadian Open,2,1,032
183,0,28500,Martin Flores,366,Byron Nelson,3,15,243
183,0,35421,Brandon Harkins,366,Shriners Hosp,4,4,538
183,0,30926,Chris Kirk,366,Safeway Open,4,6,552
183,0,31420,Anirban Lahiri,366,WGC-Bridgestone,4,8,036
183,0,35475,Jamie Sadlowski,366,Safeway Open,2,12,552
183,0,30692,Scott Stallings,366,Sanderson Farms,1,14,746
183,0,31560,Brian Stuard,366,Shriners Hosp,3,11,538
191,0,26418,Adam Bland,365,WGC-Mexico,4,12,240
191,0,24138,Ian Poulter,365,The Open,1,1,658
191,0,27770,Camilo Villegas,365,Safeway Open,4,13,552
194,0,47125,Matt Atkins,364,Sony Open,2,10,006
194,0,27958,Ryan Blaum,364,Byron Nelson,3,9,243
194,0,45609,Tyler Duncan,364,Byron Nelson,3,9,243
194,0,25900,Lucas Glover,364,U.S. Open,1,18,618
194,0,35506,Mackenzie Hughes,364,Wyndham Champ,3,18,752
194,0,32816,Satoshi Kodaira,364,WGC-Bridgestone,3,16,036
194,0,28486,Michael Putnam,364,U.S. Open,1,14,618
194,0,06567,Vijay Singh,364,Wells Fargo,2,12,872
194,0,28780,Nicholas Thompson,364,Sanderson Farms,1,18,746
194,0,40006,Erik van Rooyen,364,The Open,1,2,658
204,0,22371,Aaron Baddeley,363,John Deere,2,10,669
204,0,34021,Bud Cauley,363,Wells Fargo,4,16,872
204,0,33459,Jens Dantorp,363,The Open,1,1,658
204,0,50527,Jared du Toit,363,Canadian Open,2,11,032
204,0,48126,Calum Hill,363,U.S. Open,3,14,618
204,0,51833,Davey Jude,363,The Greenbrier,1,12,771
204,0,46732,Rick Lamb,363,Byron Nelson,2,11,243
204,0,37278,Nicholas Lindheim,363,Byron Nelson,3,9,243
204,0,24490,George McNeill,363,The Greenbrier,3,17,771
204,0,54309,Tyler Ota,363,Sony Open,1,8,006
204,0,27556,Ted Potter Jr.,363,WGC-Bridgestone,4,16,036
204,0,48319,Tom Whitney,363,Byron Nelson,2,9,243
216,0,20472,Alex Cejka,362,Wyndham Champ,2,5,752
216,0,35819,Vince India,362,Puntacana,4,12,244
216,0,46404,Marcus Kinhult,362,The Open,1,2,658
216,0,34409,David Lingmerth,362,Shriners Hosp,1,9,538
216,0,39327,Ben Silverman,362,Canadian Open,4,11,032
216,0,34431,Robert Streb,362,Byron Nelson,3,9,243
222,0,25274,Steven Bowditch,361,The Greenbrier,2,12,771
222,0,39524,Sean Crocker,361,The Open,4,2,658
222,0,45486,Joaquin Niemann,361,The Greenbrier,4,12,771
222,0,54318,Matt Parziale,361,U.S. Open,4,14,618
222,0,37275,Sam Ryder,361,Wyndham Champ,4,18,752
222,0,27214,Kevin Streelman,361,AT&T Pebble,4,9,005
222,0,47483,Will Zalatoris,361,Byron Nelson,2,9,243
229,0,37338,Zecheng Dou,360,St. Jude,1,3,513
229,0,19846,Brian Gay,360,AT&T Pebble,2,10,769
229,0,23353,J.J. Henry,360,Byron Nelson,1,5,243
229,0,28775,Nate Lashley,360,Texas Open,1,10,770
229,0,25818,Scott Piercy,360,Safeway Open,4,6,552
229,0,35174,Matthew Southgate,360,The Open,1,2,658
229,0,39324,J.J. Spaun,360,Canadian Open,2,16,032
236,0,49413,Brian Bullington,359,John Deere,2,8,669
236,0,55412,Mickey DeMorat,359,U.S. Open,3,14,618
236,0,06522,Ernie Els,359,AT&T Pebble,2,10,769
236,0,33181,Charles Frost,359,Wyndham Champ,2,18,752
236,0,39974,Steven Ihm,359,Byron Nelson,2,9,243
236,0,37092,Hyung-Sung Kim,359,Sony Open,2,12,006
236,0,36326,David Lipsky,359,WGC-Mexico,2,11,240
236,0,39004,Dru Love,359,Wells Fargo,2,12,872
236,0,28158,Steve Marino,359,Texas Open,4,10,770
236,0,39537,Chris Naegel,359,U.S. Open,4,14,618
246,0,35545,Blayne Barber,358,Sony Open,2,9,006
246,0,34076,Joel Dahmen,358,Canadian Open,4,11,032
246,0,52569,Harry Ellis,358,Masters,2,2,014
246,0,33461,Morgan Hoffmann,358,Shriners Hosp,1,9,538
246,0,47993,Denny McCarthy,358,AT&T Pebble,3,10,769
246,0,32876,Martin Piller,358,Shriners Hosp,2,11,538
246,0,23325,Vaughn Taylor,358,AT&T Pebble,1,10,769
246,0,35469,Sebastián Vázquez,358,U.S. Open,1,18,618
246,0,39480,T.J. Vogel,358,Wells Fargo,1,16,872
246,0,35544,Andrew Yun,358,Byron Nelson,2,9,243
256,0,12510,Chad Campbell,357,Shriners Hosp,3,2,538
256,0,37454,Whee Kim,357,Shriners Hosp,1,9,538
256,0,29926,Danny Lee,357,Canadian Open,3,18,032
256,0,33413,Ben Martin,357,Texas Open,4,10,770
256,0,34256,Andrew Putnam,357,Sanderson Farms,4,14,746
256,0,33486,Roger Sloan,357,Canadian Open,3,1,032
256,0,25892,Steve Wheatcroft,357,Shriners Hosp,2,9,538
256,0,45242,Kevin Yu,357,U.S. Open,1,3,618
264,0,24846,Ricky Barnes,356,Canadian Open,4,18,032
264,0,29479,Scott Brown,356,Safeway Open,4,13,552
264,0,23452,Nicolas Colsaerts,356,The Open,1,2,658
264,0,31416,Derek Fathauer,356,Byron Nelson,3,15,243
264,0,24924,Bill Haas,356,Farmers Ins,4,5,004
264,0,55415,Ryan Lumsden,356,U.S. Open,1,18,618
264,0,34358,Jonathan Randolph,356,Canadian Open,2,1,032
264,0,26476,Chez Reavie,356,WGC-Mexico,1,11,240
264,0,06527,Steve Stricker,356,AT&T Pebble,2,10,769
264,0,25493,Nick Taylor,356,Safeway Open,4,9,552
274,0,24357,K.J. Choi,355,AT&T Pebble,1,10,769
274,0,39436,Joshua Creel,355,Texas Open,4,10,770
274,0,54926,George Cunningham,355,Canadian Open,3,16,032
274,0,29535,Brice Garnett,355,Sony Open,1,12,006
274,0,47056,Rikuya Hoshino,355,U.S. Open,1,4,618
274,0,35300,Andrew Loupe,355,Safeway Open,1,1,552
274,0,35675,Nyasha Mauchaza,355,Canadian Open,1,16,032
274,0,49947,Taylor Moore,355,Shriners Hosp,2,9,538
274,0,28593,Jesse Mueller,355,Shriners Hosp,2,2,538
274,0,23621,Rory Sabbatini,355,Canadian Open,2,3,032
274,0,32150,Michael Thompson,355,RBC Heritage,3,15,012
274,0,47128,Richy Werenski,355,The Greenbrier,4,6,771
286,0,28259,Sangmoon Bae,354,Sony Open,1,18,006
286,0,50757,Hugo Bernard,354,Canadian Open,1,16,032
286,0,32367,Jorge Campillo,354,WGC-Mexico,2,11,240
286,0,24155,Ryan Hogue,354,Shriners Hosp,3,2,538
286,0,22056,Cameron Percy,354,The Greenbrier,2,6,771
286,0,39328,Conrad Shindler,354,Texas Open,2,15,770
286,0,51600,Jimmy Stanger,354,Shriners Hosp,4,13,538
293,0,51567,Will Cannon,353,Barbasol Champ,1,13,823
293,0,26758,David Hearn,353,Texas Open,4,10,770
293,0,36852,Jim Knous,353,Shriners Hosp,1,9,538
293,0,28300,Joost Luiten,353,WGC-Mexico,2,11,240
293,0,25572,Graeme McDowell,353,Wyndham Champ,4,18,752
298,0,33408,Tyson Alexander,352,Barbasol Champ,1,13,823
298,0,20593,Greg Chalmers,352,Wells Fargo,4,16,872
298,0,32662,Michael Gligic,352,Canadian Open,2,3,032
298,0,47126,Paul McConnell,352,Texas Open,1,17,770
298,0,26341,Wade Ormsby,352,WGC-Bridgestone,3,8,036
298,0,39251,Ryan Ruffels,352,Wells Fargo,2,5,872
298,0,35314,Andy Sullivan,352,The Open,1,2,658
305,0,32813,Shota Akiyoshi,351,The Open,1,1,658
305,0,50157,Philip Barbaree,351,U.S. Open,1,10,618
305,0,24925,Jonathan Byrd,351,Byron Nelson,2,1,243
305,0,20848,Ángel Cabrera,351,Byron Nelson,2,5,243
305,0,30750,Tommy Gainey,351,Byron Nelson,2,9,243
305,0,28679,Fabián Gómez,351,Canadian Open,2,8,032
305,0,20766,Padraig Harrington,351,Wyndham Champ,1,18,752
305,0,35437,Carter Jenkins,351,Wells Fargo,2,12,872
305,0,35541,John Peterson,351,The Greenbrier,3,6,771
305,0,55416,Rhett Rasmussen,351,U.S. Open,2,10,618
315,0,37066,Grant Forrest,350,The Open,1,2,658
315,0,12782,Tim Herron,350,Sanderson Farms,1,14,746
315,0,34587,Chan Kim,350,WGC-HSBC Champ,3,14,766
315,0,01706,Davis Love III,350,Wyndham Champ,2,5,752
315,0,29908,C.T. Pan,350,Texas Open,1,14,770
315,0,32797,Sanghyun Park,350,The Open,1,1,658
315,0,48095,Garrett Rank,350,U.S. Open,1,3,618
315,0,54303,Charlie Reiter,350,CareerBuilder,2,6,233
315,0,37249,Ryuko Tokimatsu,350,WGC-Bridgestone,3,16,036
324,0,40058,Zac Blair,349,Byron Nelson,2,9,243
324,0,27652,Johan Kok,349,PGA Championshi,2,8,534
324,0,31202,William McGirt,349,Shriners Hosp,2,11,538
324,0,27942,Rob Oppenheim,349,Byron Nelson,2,15,243
324,0,29425,Andrew Svoboda,349,Travelers Champ,1,3,503
329,0,21753,Brian Davis,348,Shriners Hosp,3,10,538
329,0,46458,Andrew Dorn,348,the Memorial,4,1,023
329,0,52330,Dylan Meyer,348,U.S. Open,3,10,618
329,0,39953,Chase Seiffert,348,The Greenbrier,1,6,771
329,0,40115,Adam Svensson,348,Canadian Open,1,16,032
329,0,10423,Mike Weir,348,AT&T Pebble,3,9,005
335,0,12652,Cameron Beckman,347,Byron Nelson,2,15,243
335,0,32582,Eric Dugas,347,Sony Open,2,9,006
335,0,32775,Shugo Imahira,347,Sony Open,1,1,006
335,0,35104,Tom Lewis,347,The Open,1,2,658
335,0,29531,Richie Ramsay,347,U.S. Open,1,4,618
335,0,55592,Joey Savoie,347,Canadian Open,2,8,032
335,0,20645,John Senden,347,Byron Nelson,1,9,243
335,0,36685,Cameron Wilson,347,U.S. Open,1,4,618
343,0,55648,Minchel Choi,346,The Open,1,2,658
343,0,11123,Chris Couch,346,The Greenbrier,1,6,771
343,0,49149,Dino Giacomazzi,346,Safeway Open,1,1,552
343,0,55414,Franklin Huang,346,U.S. Open,1,10,618
343,0,10375,Sean McCarty,346,John Deere,2,17,669
343,0,40042,Tyler McCumber,346,Puntacana,3,12,244
343,0,29256,James Morrison,346,U.S. Open,1,10,618
343,0,25562,Andres Romero,346,John Deere,4,14,669
343,0,21498,Hideto Tanihara,346,The Open,1,2,658
343,0,22582,Kyle Thompson,346,Byron Nelson,2,15,243
353,0,54781,Grant Hirschman,345,St. Jude,1,3,513
353,0,24321,Kodai Ichihara,345,WGC-Bridgestone,4,9,036
353,0,47996,Jack Maguire,345,Valspar Champ,2,10,665
356,0,48001,Zach Bauchou,344,Canadian Open,1,6,032
356,0,47986,Rich Berberian Jr.,344,PGA Championshi,2,12,534
356,0,24671,David Bradshaw,344,The Greenbrier,1,6,771
356,0,51766,Wyndham Clark,344,Phoenix Open,1,8,510
356,0,34262,Jon Curran,344,St. Jude,1,3,513
356,0,36983,Matt Dobyns,344,PGA Championshi,2,1,534
356,0,47663,Kevin Dougherty,344,Safeway Open,1,9,552
356,0,52375,Doug Ghim,344,Wyndham Champ,4,18,752
356,0,51641,Haraldur Magnus,344,The Open,1,2,658
356,0,51997,Andrew Novak,344,The RSM Classic,2,18,776
356,0,36724,Augusto Núñez,344,Puntacana,4,12,244
356,0,31113,Paul Waring,344,U.S. Open,1,4,618
368,0,46907,Ryan Evans,343,U.S. Open,1,5,618
368,0,34242,Andrew Johnston,343,U.S. Open,1,4,618
368,0,54596,Cole Miller,343,U.S. Open,1,10,618
368,0,48153,Matthieu Pavon,343,U.S. Open,4,14,618
372,0,55413,Luis Gagne,342,U.S. Open,3,10,618
372,0,29720,Andres Gonzales,342,Shriners Hosp,2,4,538
372,0,22913,John Rollins,342,St. Jude,2,9,513
375,0,10809,Jim Furyk,341,U.S. Open,3,5,618
375,0,47989,Sam Horsfield,341,Arnold Palmer,4,11,009
375,0,31138,Scott Jamieson,341,The Open,1,2,658
375,0,01666,Bernhard Langer,341,The Open,1,2,658
375,0,55647,Sam Locke,341,The Open,4,2,658
375,0,24449,Parker McLachlin,341,Canadian Open,2,3,032
375,0,26328,Shaun Norris,341,The Open,1,1,658
375,0,47529,Mito Pereira,341,Wells Fargo,2,12,872
375,0,01945,Kenny Perry,341,U.S. Open,1,10,618
375,0,53165,Doc Redman,341,Arnold Palmer,4,16,009
375,0,46046,Scottie Scheffler,341,St. Jude,2,3,513
375,0,54314,Tyler Strafaci,341,U.S. Open,1,4,618
387,0,55165,Noah Goodwin,340,Byron Nelson,1,5,243
387,0,37380,Curtis Luck,340,Arnold Palmer,4,16,009
387,0,46045,Michael Miller,340,U.S. Open,1,10,618
387,0,47958,Sam O'Dell,340,The Greenbrier,2,13,771
387,0,52144,Braden Thornberry,340,U.S. Open,1,9,618
392,0,21633,Steve Allan,339,Sony Open,1,1,006
392,0,20098,Stuart Appleby,339,AT&T Pebble,2,10,769
392,0,07003,David Berganio Jr.,339,Byron Nelson,1,9,243
392,0,51586,Stewart Hagestad,339,U.S. Open,1,9,618
392,0,23063,Scott Hend,339,WGC-HSBC Champ,2,14,766
392,0,34296,Wes Homan,339,The Greenbrier,2,6,771
392,0,08075,Jerry Kelly,339,AT&T Pebble,2,10,769
392,0,55420,Cooper Musselman,339,Barbasol Champ,2,14,823
392,0,34414,Chris Paisley,339,WGC-Mexico,1,15,240
392,0,35658,Kris Ventura,339,Quicken Loans,2,15,237
402,0,29415,Ryan Baca,338,Byron Nelson,1,15,243
402,0,55410,Shintaro Ban,338,U.S. Open,1,4,618
402,0,37008,Danthai Boonma,338,The Open,1,2,658
402,0,55421,Chip McDaniel,338,Barbasol Champ,3,14,823
406,0,32698,Bobby Gates,337,Houston Open,3,18,729
406,0,22892,Jason Gore,337,The Greenbrier,2,12,771
406,0,22378,Trevor Immelman,337,Puntacana,3,12,244
406,0,39384,Alex Kang,337,Shriners Hosp,2,2,538
406,0,55574,Logan Lagodich,337,The Greenbrier,2,13,771
406,0,27139,David Skinns,337,The RSM Classic,1,18,776
406,0,48887,Matt Wallace,337,U.S. Open,2,4,618
413,0,34310,Alexander Björk,336,WGC-Bridgestone,1,8,036
413,0,28937,George Coetzee,336,The Open,1,2,658
413,0,34579,Alexander Levy,336,U.S. Open,2,10,618
413,0,37447,Zander Lombard,336,The Open,1,2,658
413,0,35947,John Oda,336,Sony Open,1,8,006
413,0,27330,Josh Teater,336,Barbasol Champ,2,1,823
413,0,21878,Mark Wilson,336,Byron Nelson,3,9,243
420,0,36963,Derek Barron,335,Farmers Ins,2,9,004
420,0,55411,Jacob Bergeron,335,U.S. Open,1,3,618
420,0,28087,Kris Blanks,335,Byron Nelson,2,9,243
420,0,20850,Daniel Chopra,335,Puntacana,3,12,244
420,0,54687,Broc Everett,335,John Deere,2,14,669
425,0,31557,Jim Herman,334,The RSM Classic,4,7,776
425,0,10213,Dicky Pride,334,Byron Nelson,2,9,243
425,0,49091,David Solomon,334,AT&T Pebble,1,10,769
425,0,46128,Mitchell Sutton,334,Canadian Open,1,11,032
425,0,30927,Brendon Todd,334,Byron Nelson,1,9,243
430,0,28178,Frank Adams III,333,Barbasol Champ,2,9,823
430,0,20594,David Bransdon,333,U.S. Open,2,14,618
430,0,34185,Domenico Geminiani,333,Barbasol Champ,1,14,823
430,0,29222,Billy Hurley III,333,Shriners Hosp,2,12,538
430,0,08385,Omar Uresti,333,St. Jude,1,3,513
435,0,49575,Derek Bard,332,Sanderson Farms,1,14,746
435,0,28455,Will Claxton,332,Canadian Open,1,11,032
435,0,23541,Ben Crane,332,Canadian Open,2,8,032
435,0,26392,Chris Wilson,332,Barbasol Champ,1,2,823
439,0,49403,Grady Brame,331,Sanderson Farms,2,11,746
439,0,28751,Andrew Dodt,331,WGC-HSBC Champ,3,14,766
439,0,35546,J.T. Griffin,331,Wells Fargo,1,9,872
439,0,46439,Will Grimmer,331,U.S. Open,1,10,618
439,0,29772,Michael Lorenzo-Vera,331,PGA Championshi,1,12,534
439,0,48822,Sebastián Muñoz,331,U.S. Open,1,3,618
439,0,25345,Carl Pettersson,331,Byron Nelson,2,5,243
439,0,35912,Haydn Porteous,331,WGC-HSBC Champ,3,14,766
