RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# SAVES,# BUNKERS,TOTAL O/U PAR
1,0,19846,Brian Gay,63.40,97,153,+49.00
2,0,20593,Greg Chalmers,61.68,103,167,+45.00
3,0,08375,Paul Stankowski,61.17,63,103,+19.00
4,0,28089,Jason Day,60.96,89,146,+33.00
5,0,23983,Luke Donald,59.09,65,110,+28.00
6,0,23108,Matt Kuchar,58.86,93,158,+45.00
7,0,20157,Retief Goosen,58.75,47,80,+19.00
8,0,20127,Chris Riley,58.18,64,110,+30.00
9,0,22405,Justin Rose,58.16,82,141,+28.00
10,0,07867,Woody Austin,58.11,43,74,+21.00
11,0,20572,Rod Pampling,57.63,68,118,+20.00
12,0,23800,Bryce Molder,57.52,88,153,+47.00
13,0,08725,Tom Gillis,57.14,52,91,+10.00
14,0,24290,D.J. Brigman,56.38,53,94,+33.00
15,0,06515,Shaun Micheel,56.30,67,119,+37.00
16,0,24604,Hunter Haas,56.21,86,153,+36.00
17,0,08075,Jerry Kelly,55.97,75,134,+43.00
18,0,02206,David Toms,55.93,66,118,+30.00
19,0,24502,Adam Scott,55.66,59,106,+24.00
20,0,24357,K.J. Choi,55.65,69,124,+32.00
21,0,28486,Michael Putnam,55.36,62,112,+28.00
22,0,25396,Kevin Na,55.35,88,159,+43.00
23,0,21878,Mark Wilson,55.19,85,154,+45.00
24,0,06573,Brandt Jobe,55.17,80,145,+39.00
24,0,24138,Ian Poulter,55.17,48,87,+22.00
26,0,24024,Zach Johnson,54.61,77,141,+42.00
26,0,06567,Vijay Singh,54.61,77,141,+48.00
28,0,29718,Anthony Kim,54.40,68,125,+51.00
29,0,22371,Aaron Baddeley,54.38,87,160,+56.00
30,0,21961,Charles Howell III,54.19,84,155,+36.00
31,0,25686,Jason Dufner,54.07,73,135,+42.00
32,0,19970,Robert Karlsson,54.05,60,111,+35.00
33,0,32366,Kevin Chappell,53.96,75,139,+30.00
34,0,21407,Arjun Atwal,53.70,87,162,+65.00
35,0,26758,David Hearn,53.68,51,95,+29.00
36,0,22621,Ben Curtis,53.61,52,97,+39.00
37,0,10809,Jim Furyk,53.45,62,116,+36.00
38,0,30926,Chris Kirk,53.42,86,161,+46.00
39,0,20098,Stuart Appleby,53.21,58,109,+46.00
40,0,33911,Nate Smith,53.06,52,98,+39.00
41,0,20160,Charlie Wi,53.01,88,166,+51.00
42,0,22378,Trevor Immelman,52.99,62,117,+43.00
42,0,10860,Justin Leonard,52.99,62,117,+33.00
44,0,23621,Rory Sabbatini,52.98,80,151,+47.00
45,0,21949,Joe Ogilvie,52.94,54,102,+34.00
46,0,21731,Freddie Jacobson,52.73,87,165,+54.00
47,0,20229,Stewart Cink,52.63,60,114,+45.00
48,0,24663,Y.E. Yang,52.38,55,105,+36.00
49,0,23623,Bo Van Pelt,52.32,79,151,+29.00
