RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (FEET),# OF ATTEMPTS,RELATIVE TO PAR
1,0,46046,Scottie Scheffler,12' 4",787.667,64,-0.44
2,0,51766,Wyndham Clark,12' 6",836.750,67,-0.30
3,0,33141,Keegan Bradley,12' 9",982.917,77,-0.23
4,0,33968,ThorbjÃ¸rn Olesen,13' 9",535.417,39,-0.10
5,0,59866,Nick Dunlap,13' 10",900.083,65,-0.22
5,0,32839,Hideki Matsuyama,13' 10",789.083,57,-0.14
7,0,29725,Tony Finau,13' 11",850.167,61,-0.20
8,0,45522,Christiaan Bezuidenhout,14' 0",1248.250,89,-0.12
8,0,34098,Russell Henley,14' 0",1134.417,81,-0.32
10,0,39977,Max Homa,14' 1",888.000,63,-0.16
11,0,34021,Bud Cauley,14' 2",905.250,64,-0.36
11,0,37455,Si Woo Kim,14' 2",992.333,70,-0.16
13,0,30927,Brendon Todd,14' 5",1456.333,101,-0.27
14,0,57975,Harry Hall,14' 6",1351.833,93,-0.20
15,0,59143,Mac Meissner,14' 7",1198.167,82,-0.16
16,0,48084,Wesley Bryan,14' 8",794.083,54,-0.04
16,0,51696,Rico Hoey,14' 8",1072.917,73,-0.26
18,0,22405,Justin Rose,14' 9",678.500,46,-0.28
19,0,51894,Vince Whaley,14' 10",1025.917,69,-0.20
20,0,39546,Keith Mitchell,14' 11",1612.000,108,-0.16
21,0,45157,Cam Davis,15' 1",1251.333,83,-0.11
21,0,24502,Adam Scott,15' 1",812.750,54,-0.20
23,0,40058,Zac Blair,15' 3",1406.667,92,-0.15
23,0,55182,Tom Kim,15' 3",1115.250,73,-0.14
23,0,49960,Sepp Straka,15' 3",900.333,59,-0.25
26,0,59442,Parker Coody,15' 4",735.167,48,+0.02
26,0,30926,Chris Kirk,15' 4",1243.667,81,-0.25
28,0,28252,Seamus Power,15' 5",1189.583,77,-0.08
28,0,33448,Justin Thomas,15' 5",847.417,55,-0.20
30,0,46442,Maverick McNealy,15' 6",1856.167,120,-0.24
30,0,48153,Matthieu Pavon,15' 6",776.417,50,-0.10
32,0,12716,Charley Hoffman,15' 7",1311.167,84,-0.19
33,0,52453,Nicolai HÃ¸jgaard,15' 8",784.917,50,E
33,0,27770,Camilo Villegas,15' 8",1051.250,67,-0.22
35,0,33948,Byeong Hun An,15' 9",1084.750,69,-0.20
35,0,34076,Joel Dahmen,15' 9",1932.500,123,-0.20
37,0,47988,Nick Hardy,15' 11",1593.167,100,-0.20
38,0,22371,Aaron Baddeley,16' 0",1058.583,66,-0.27
38,0,28237,Rory McIlroy,16' 0",608.917,38,-0.32
38,0,40250,Taylor Pendrith,16' 0",1071.000,67,-0.18
41,0,28089,Jason Day,16' 1",820.917,51,-0.25
41,0,36799,Stephan Jaeger,16' 1",917.417,57,-0.14
41,0,27214,Kevin Streelman,16' 1",1108.083,69,-0.12
41,0,48119,Ben Taylor,16' 1",804.583,50,-0.10
41,0,48319,Tom Whitney,16' 1",900.917,56,-0.25
41,0,54783,Dylan Wu,16' 1",1320.667,82,-0.20
47,0,59836,Pierceson Coody,16' 2",1244.667,77,-0.17
47,0,31646,Emiliano Grillo,16' 2",985.667,61,-0.03
47,0,49771,J.T. Poston,16' 2",1421.333,88,-0.16
50,0,56630,Akshay Bhatia,16' 3",1689.000,104,-0.14
50,0,23108,Matt Kuchar,16' 3",1512.917,93,-0.15
50,0,33204,Shane Lowry,16' 3",1070.333,66,-0.21
53,0,32791,K.H. Lee,16' 4",1439.417,88,-0.08
53,0,50484,Hayden Springer,16' 4",1338.583,82,-0.07
53,0,58168,Davis Thompson,16' 4",1306.500,80,-0.25
56,0,47504,Sam Burns,16' 5",1265.000,77,-0.08
56,0,32070,Rafael Campos,16' 5",704.833,43,-0.05
56,0,29936,Ryan Fox,16' 5",1264.083,77,-0.14
56,0,35532,Tom Hoge,16' 5",1114.667,68,-0.21
56,0,55454,Carl Yuan,16' 5",1114.167,68,-0.22
61,0,52215,Robert MacIntyre,16' 6",826.667,50,-0.16
61,0,50525,Collin Morikawa,16' 6",1104.250,67,-0.15
61,0,33486,Roger Sloan,16' 6",1334.167,81,-0.28
64,0,37275,Sam Ryder,16' 8",884.417,53,-0.08
64,0,27139,David Skinns,16' 8",1068.750,64,-0.16
66,0,25493,Nick Taylor,16' 9",1138.833,68,-0.15
67,0,47591,Eric Cole,16' 10",1631.250,97,-0.08
67,0,27349,Alex Noren,16' 10",755.917,45,-0.24
67,0,26476,Chez Reavie,16' 10",1143.000,68,-0.01
70,0,48117,Kurt Kitayama,16' 11",996.333,59,-0.12
70,0,36884,Ben Kohles,16' 11",1812.583,107,-0.21
72,0,60004,Jacob Bridgeman,17' 0",954.250,56,-0.09
72,0,32367,Jorge Campillo,17' 0",628.750,37,-0.14
72,0,27330,Josh Teater,17' 0",834.083,49,+0.02
75,0,35461,Beau Hossler,17' 1",1626.833,95,-0.25
75,0,51890,Greyson Sigg,17' 1",1195.917,70,-0.19
75,0,52374,Brandon Wu,17' 1",1245.167,73,-0.12
78,0,34374,Erik Barnes,17' 2",841.833,49,+0.04
79,0,50493,Justin Suh,17' 3",1276.167,74,-0.07
80,0,52375,Doug Ghim,17' 4",1629.750,94,-0.15
80,0,51634,Sahith Theegala,17' 4",1494.167,86,-0.15
82,0,57362,Austin Eckroat,17' 5",1482.417,85,-0.13
82,0,57900,Chandler Phillips,17' 5",1254.500,72,-0.32
82,0,48081,Xander Schauffele,17' 5",732.417,42,-0.24
85,0,52955,Ludvig Ãberg,17' 6",1398.750,80,-0.08
85,0,33653,Thomas Detry,17' 6",1156.083,66,-0.18
85,0,32757,Patton Kizzire,17' 6",1189.750,68,-0.21
85,0,47993,Denny McCarthy,17' 6",1612.250,92,-0.22
85,0,36871,Matt NeSmith,17' 6",1241.417,71,-0.11
85,0,51997,Andrew Novak,17' 6",1436.250,82,-0.17
85,0,47995,Davis Riley,17' 6",1467.167,84,-0.13
92,0,51977,Max Greyserman,17' 7",1145.167,65,-0.12
92,0,29420,Billy Horschel,17' 7",949.083,54,-0.07
92,0,49947,Taylor Moore,17' 7",1881.083,107,-0.23
95,0,54421,Garrick Higgo,17' 8",1449.750,82,-0.07
96,0,29535,Brice Garnett,17' 9",603.333,34,-0.12
97,0,34099,Harris English,17' 10",1390.333,78,-0.18
97,0,37378,Min Woo Lee,17' 10",960.750,54,-0.07
97,0,46441,Robby Shelton,17' 10",1356.833,76,-0.16
97,0,40006,Erik van Rooyen,17' 10",1585.417,89,-0.18
97,0,57366,Cameron Young,17' 10",1265.250,71,-0.21
102,0,34255,Joseph Bramlett,17' 11",1665.167,93,-0.13
102,0,39975,Michael Kim,17' 11",1290.667,72,-0.19
102,0,50095,Austin Smotherman,17' 11",753.750,42,-0.17
105,0,25900,Lucas Glover,18' 0",1400.917,78,-0.08
105,0,32640,Troy Merritt,18' 0",1061.583,59,-0.25
107,0,40026,Daniel Berger,18' 1",960.250,53,-0.21
107,0,46717,Viktor Hovland,18' 1",1122.500,62,-0.24
109,0,47420,Jake Knapp,18' 2",1452.750,80,-0.11
109,0,46414,Aaron Rai,18' 2",1142.667,63,-0.11
109,0,38991,Alejandro Tosti,18' 2",1324.167,73,+0.01
112,0,34587,Chan Kim,18' 3",1260.750,69,-0.07
113,0,34563,Chesson Hadley,18' 4",1173.667,64,-0.08
113,0,39324,J.J. Spaun,18' 4",1447.167,79,-0.14
115,0,59095,Chris Gotterup,18' 5",1198.750,65,-0.11
115,0,39971,Sungjae Im,18' 5",1233.917,67,-0.04
115,0,26596,Ryan Moore,18' 5",1177.333,64,-0.08
115,0,52666,Sami Valimaki,18' 5",1107.250,60,-0.13
115,0,48887,Matt Wallace,18' 5",1458.167,79,-0.19
120,0,55789,Taylor Montgomery,18' 6",778.500,42,-0.02
121,0,35506,Mackenzie Hughes,18' 7",1358.167,73,-0.14
121,0,34256,Andrew Putnam,18' 7",1467.333,79,-0.15
123,0,54591,Ben Griffin,18' 8",1474.917,79,-0.15
123,0,47679,Victor Perez,18' 8",1026.250,55,-0.16
