RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (FEET),# OF ATTEMPTS,RELATIVE TO PAR
1,0,52453,Nicolai HÃ¸jgaard,27' 1",3139.083,116,-6
2,0,30163,Henrik Norlander,27' 11",3820.000,137,-19
3,0,32839,Hideki Matsuyama,29' 8",4393.417,148,-11
4,0,27064,Jhonattan Vegas,29' 10",4324.667,145,-7
5,0,33399,Adam Hadwin,30' 1",5389.167,179,-2
5,0,26476,Chez Reavie,30' 1",4837.833,161,-2
5,0,48867,Matti Schmid,30' 1",4815.167,160,-11
8,0,52375,Doug Ghim,30' 3",6589.833,218,-10
8,0,48117,Kurt Kitayama,30' 3",5168.500,171,-4
10,0,52955,Ludvig Ãberg,30' 7",4189.833,137,-16
11,0,33948,Byeong Hun An,30' 8",4728.167,154,-5
12,0,34076,Joel Dahmen,30' 10",6134.167,199,+10
13,0,46717,Viktor Hovland,31' 0",3784.583,122,+3
14,0,57362,Austin Eckroat,31' 1",6961.583,224,-14
14,0,50095,Austin Smotherman,31' 1",3293.750,106,+4
16,0,25900,Lucas Glover,31' 4",6734.917,215,-7
17,0,36326,David Lipsky,31' 5",4997.083,159,-5
18,0,52513,Carson Young,31' 7",6498.667,206,+9
19,0,45242,Kevin Yu,31' 8",5133.417,162,E
20,0,46414,Aaron Rai,31' 9",6945.083,219,+4
20,0,46046,Scottie Scheffler,31' 9",4694.000,148,-12
22,0,47679,Victor Perez,31' 10",5354.333,168,-8
22,0,33448,Justin Thomas,31' 10",4483.167,141,-1
24,0,39977,Max Homa,31' 11",5769.417,181,-3
24,0,36799,Stephan Jaeger,31' 11",5514.417,173,+5
24,0,28775,Nate Lashley,31' 11",5231.000,164,-4
24,0,50525,Collin Morikawa,31' 11",5807.167,182,-3
24,0,57366,Cameron Young,31' 11",5107.833,160,+3
29,0,51696,Rico Hoey,32' 0",5827.750,182,-1
29,0,37455,Si Woo Kim,32' 0",6841.083,214,-2
29,0,59143,Mac Meissner,32' 0",5914.167,185,+2
29,0,48887,Matt Wallace,32' 0",4676.917,146,-10
33,0,48084,Wesley Bryan,32' 1",2858.417,89,+1
33,0,29535,Brice Garnett,32' 1",3565.083,111,-5
35,0,35532,Tom Hoge,32' 2",7873.500,245,+1
35,0,40006,Erik van Rooyen,32' 2",5692.750,177,-3
37,0,34021,Bud Cauley,32' 4",4270.000,132,E
37,0,47663,Kevin Dougherty,32' 4",4304.333,133,-6
37,0,51287,Ryo Hisatsune,32' 4",5683.583,176,-4
37,0,27936,Martin Laird,32' 4",4821.167,149,E
41,0,40026,Daniel Berger,32' 5",5832.333,180,+18
41,0,56630,Akshay Bhatia,32' 5",6092.917,188,-7
43,0,36871,Matt NeSmith,32' 6",5648.333,174,-1
43,0,29221,Webb Simpson,32' 6",4156.583,128,-3
43,0,40115,Adam Svensson,32' 6",8935.083,275,+6
46,0,37275,Sam Ryder,32' 7",5738.667,176,+8
46,0,48081,Xander Schauffele,32' 7",5638.833,173,-20
46,0,39327,Ben Silverman,32' 7",6419.000,197,-3
49,0,60004,Jacob Bridgeman,32' 8",5095.917,156,-9
49,0,51349,Nico Echavarria,32' 8",5775.500,177,+2
49,0,54628,Lee Hodges,32' 8",8364.167,256,-10
49,0,22405,Justin Rose,32' 8",4677.167,143,+5
53,0,39971,Sungjae Im,32' 9",6818.500,208,-2
53,0,33204,Shane Lowry,32' 9",4914.833,150,+3
53,0,51890,Greyson Sigg,32' 9",6093.917,186,+5
53,0,54783,Dylan Wu,32' 9",6546.833,200,+6
57,0,45522,Christiaan Bezuidenhout,32' 10",6504.417,198,-7
57,0,51766,Wyndham Clark,32' 10",4602.083,140,-6
57,0,47591,Eric Cole,32' 10",8314.583,253,-3
57,0,52215,Robert MacIntyre,32' 10",5313.000,162,-2
61,0,29725,Tony Finau,32' 11",5656.000,172,-5
61,0,26596,Ryan Moore,32' 11",6486.917,197,+14
63,0,32757,Patton Kizzire,33' 0",4624.333,140,-2
64,0,59442,Parker Coody,33' 1",4170.500,126,+2
64,0,46442,Maverick McNealy,33' 1",6549.667,198,-14
64,0,32640,Troy Merritt,33' 1",5920.750,179,E
67,0,45157,Cam Davis,33' 2",6202.833,187,-2
67,0,51070,Vincent Norrman,33' 2",3650.667,110,+7
67,0,52666,Sami Valimaki,33' 2",5045.750,152,-4
67,0,48319,Tom Whitney,33' 2",4479.833,135,+13
67,0,31323,Gary Woodland,33' 2",6530.000,197,-3
72,0,27644,Brian Harman,33' 3",7474.833,225,+3
72,0,60067,Joe Highsmith,33' 3",4790.000,144,-4
72,0,40162,Justin Lower,33' 3",7174.917,216,+7
72,0,27139,David Skinns,33' 3",5586.667,168,-5
72,0,55454,Carl Yuan,33' 3",4720.667,142,+4
77,0,40058,Zac Blair,33' 4",7405.833,222,+4
77,0,40098,Matt Fitzpatrick,33' 4",5831.417,175,-13
77,0,30911,Tommy Fleetwood,33' 4",5899.833,177,-7
77,0,46340,Alex Smalley,33' 4",5138.667,154,-1
77,0,39324,J.J. Spaun,33' 4",6098.167,183,+1
77,0,47483,Will Zalatoris,33' 4",5004.250,150,-8
83,0,34255,Joseph Bramlett,33' 5",6052.667,181,E
83,0,39997,Corey Conners,33' 5",6850.333,205,-8
83,0,39975,Michael Kim,33' 5",5348.833,160,+5
83,0,37378,Min Woo Lee,33' 5",4546.667,136,+5
83,0,51997,Andrew Novak,33' 5",6620.750,198,-12
83,0,48153,Matthieu Pavon,33' 5",4405.583,132,-4
83,0,55893,Sam Stevens,33' 5",6416.417,192,-5
90,0,36801,Mark Hubbard,33' 6",8043.333,240,+3
90,0,47420,Jake Knapp,33' 6",5225.500,156,-11
90,0,28252,Seamus Power,33' 6",8302.167,248,-8
93,0,52514,Trace Crowe,33' 7",4394.583,131,-8
93,0,32102,Rickie Fowler,33' 7",5847.000,174,-12
93,0,31646,Emiliano Grillo,33' 7",7286.000,217,+7
93,0,24024,Zach Johnson,33' 7",3991.750,119,-10
93,0,34256,Andrew Putnam,33' 7",7179.917,214,-5
93,0,49960,Sepp Straka,33' 7",6146.417,183,E
93,0,25493,Nick Taylor,33' 7",7081.750,211,+11
93,0,51894,Vince Whaley,33' 7",4268.417,127,-11
101,0,47504,Sam Burns,33' 8",5481.000,163,-4
101,0,32070,Rafael Campos,33' 8",4071.417,121,+6
101,0,32791,K.H. Lee,33' 8",6765.750,201,-9
101,0,39546,Keith Mitchell,33' 8",5790.917,172,-7
101,0,51634,Sahith Theegala,33' 8",6907.750,205,-5
106,0,59866,Nick Dunlap,33' 9",4991.750,148,+7
106,0,36699,Patrick Rodgers,33' 9",6984.833,207,E
