RANK,MOVEMENT,PLAYER_ID,PLAYER,%,PAR OR BETTER,MISSED GIR
1,0,35450,Patrick Cantlay,67.30,282,419
2,0,28252,Seamus Power,65.96,219,332
3,0,21961,Charles Howell III,65.86,272,413
4,0,25396,Kevin Na,65.12,366,562
5,0,29221,Webb Simpson,64.95,265,408
6,0,45526,Abraham Ancer,64.58,350,542
7,0,49766,Hank Lebioda,64.50,258,400
8,0,33419,Cameron Tringale,64.37,345,536
9,0,24138,Ian Poulter,64.30,326,507
10,0,34099,Harris English,64.02,363,567
11,0,30926,Chris Kirk,63.88,313,490
12,0,34098,Russell Henley,63.85,295,462
13,0,26329,Louis Oosthuizen,63.81,275,431
14,0,27644,Brian Harman,63.71,409,642
15,0,22371,Aaron Baddeley,63.43,222,350
16,0,24361,Pat Perez,63.12,368,583
17,0,40026,Daniel Berger,63.00,281,446
17,0,46402,Talor Gooch,63.00,349,554
19,0,34256,Andrew Putnam,62.98,342,543
19,0,46970,Jon Rahm,62.98,245,389
21,0,34360,Patrick Reed,62.97,335,532
22,0,37455,Si Woo Kim,62.87,364,579
23,0,52375,Doug Ghim,62.77,295,470
24,0,30692,Scott Stallings,62.76,273,435
25,0,29535,Brice Garnett,62.50,330,528
26,0,24924,Bill Haas,62.36,169,271
27,0,23325,Vaughn Taylor,62.30,309,496
28,0,35891,Cameron Smith,62.25,315,506
29,0,24140,Sean O'Hair,62.24,183,294
30,0,21209,Sergio Garcia,62.16,248,399
31,0,53165,Doc Redman,62.10,290,467
32,0,23320,Ryan Palmer,61.87,284,459
33,0,28679,Fabián Gómez,61.85,227,367
34,0,33448,Justin Thomas,61.81,301,487
35,0,34431,Robert Streb,61.76,323,523
36,0,46442,Maverick McNealy,61.70,290,470
37,0,25364,Paul Casey,61.63,249,404
38,0,47347,Adam Schenk,61.60,369,599
39,0,28089,Jason Day,61.54,240,390
40,0,33122,Russell Knox,61.43,301,490
41,0,39971,Sungjae Im,61.41,417,679
42,0,34046,Jordan Spieth,61.32,344,561
43,0,33490,Bo Hoag,61.26,291,475
44,0,47483,Will Zalatoris,61.22,292,477
45,0,31560,Brian Stuard,61.16,381,623
46,0,25686,Jason Dufner,61.10,322,527
47,0,12716,Charley Hoffman,61.08,350,573
48,0,26300,Matt Jones,61.05,384,629
48,0,32839,Hideki Matsuyama,61.05,337,552
50,0,28775,Nate Lashley,61.02,288,472
51,0,27942,Rob Oppenheim,61.00,294,482
52,0,34363,Tyrrell Hatton,60.99,222,364
53,0,27349,Alex Noren,60.96,331,543
54,0,25818,Scott Piercy,60.94,298,489
55,0,32640,Troy Merritt,60.90,380,624
56,0,48119,Ben Taylor,60.86,185,304
57,0,34174,John Huh,60.83,219,360
58,0,27770,Camilo Villegas,60.80,290,477
59,0,46717,Viktor Hovland,60.77,285,469
60,0,33486,Roger Sloan,60.74,280,461
61,0,35532,Tom Hoge,60.68,392,646
61,0,25493,Nick Taylor,60.68,338,557
63,0,33404,Chris Baker,60.66,202,333
63,0,30927,Brendon Todd,60.66,330,544
65,0,51894,Vince Whaley,60.56,304,502
66,0,30163,Henrik Norlander,60.52,282,466
67,0,31420,Anirban Lahiri,60.51,262,433
68,0,47993,Denny McCarthy,60.43,368,609
69,0,29908,C.T. Pan,60.37,297,492
70,0,29479,Scott Brown,60.31,307,509
70,0,51766,Wyndham Clark,60.31,310,514
72,0,29970,Dylan Frittelli,60.30,281,466
73,0,32816,Satoshi Kodaira,60.29,287,476
74,0,32791,K.H. Lee,60.26,411,682
75,0,45486,Joaquin Niemann,60.14,347,577
76,0,33120,Mark Anderson,60.12,193,321
77,0,26331,Charl Schwartzel,60.04,308,513
78,0,33399,Adam Hadwin,60.00,357,595
78,0,33413,Ben Martin,60.00,180,300
80,0,39953,Chase Seiffert,59.96,280,467
81,0,30925,Dustin Johnson,59.95,259,432
82,0,39977,Max Homa,59.93,335,559
83,0,26758,David Hearn,59.79,232,388
84,0,32662,Michael Gligic,59.75,288,482
85,0,29420,Billy Horschel,59.73,310,519
86,0,36801,Mark Hubbard,59.67,361,605
87,0,30110,Kyle Stanley,59.63,291,488
88,0,19803,Ryan Armour,59.61,276,463
89,0,24357,K.J. Choi,59.48,207,348
90,0,29725,Tony Finau,59.47,317,533
91,0,33948,Byeong Hun An,59.46,330,555
92,0,46435,Austin Cook,59.35,273,460
93,0,32448,James Hahn,59.29,233,393
94,0,26851,Marc Leishman,59.28,278,469
95,0,32150,Michael Thompson,59.26,272,459
96,0,48081,Xander Schauffele,59.21,254,429
97,0,47959,Bryson DeChambeau,59.20,280,473
98,0,33141,Keegan Bradley,59.14,275,465
99,0,27330,Josh Teater,59.09,169,286
100,0,29974,Branden Grace,59.07,306,518
101,0,32254,Xinjun Zhang,59.00,272,461
102,0,32757,Patton Kizzire,58.95,349,592
103,0,24024,Zach Johnson,58.88,295,501
104,0,31646,Emiliano Grillo,58.82,290,493
104,0,48822,Sebastián Muñoz,58.82,360,612
106,0,46046,Scottie Scheffler,58.79,331,563
107,0,49964,Aaron Wise,58.78,251,427
108,0,27129,Luke List,58.70,297,506
109,0,34076,Joel Dahmen,58.67,301,513
110,0,35461,Beau Hossler,58.65,322,549
111,0,25900,Lucas Glover,58.61,337,575
112,0,35310,Lanto Griffin,58.58,331,565
113,0,29478,Kevin Kisner,58.54,288,492
114,0,39997,Corey Conners,58.44,329,563
115,0,37189,Harold Varner III,58.43,305,522
116,0,26476,Chez Reavie,58.35,290,497
117,0,40006,Erik van Rooyen,58.33,273,468
118,0,29268,Bronson Burgoon,58.29,239,410
119,0,45609,Tyler Duncan,58.20,337,579
119,0,32618,Rhein Gibson,58.20,220,378
121,0,20229,Stewart Cink,58.18,288,495
122,0,34563,Chesson Hadley,58.17,267,459
123,0,35506,Mackenzie Hughes,58.16,335,576
124,0,46441,Robby Shelton,58.14,325,559
125,0,23983,Luke Donald,58.13,193,332
126,0,30911,Tommy Fleetwood,58.07,223,384
127,0,33667,Carlos Ortiz,58.06,317,546
128,0,47128,Richy Werenski,58.04,325,560
129,0,29518,Brendan Steele,57.93,274,473
130,0,40098,Matt Fitzpatrick,57.92,245,423
131,0,36689,Brooks Koepka,57.89,220,380
131,0,28237,Rory McIlroy,57.89,264,456
133,0,35104,Tom Lewis,57.86,287,496
134,0,32333,Kevin Tway,57.77,212,367
135,0,33204,Shane Lowry,57.74,250,433
136,0,23788,D.J. Trahan,57.70,236,409
137,0,49298,Kramer Hickok,57.68,229,397
137,0,39324,J.J. Spaun,57.68,244,423
139,0,23108,Matt Kuchar,57.56,236,410
139,0,50525,Collin Morikawa,57.56,236,410
141,0,34255,Joseph Bramlett,57.44,251,437
142,0,27649,Brandt Snedeker,57.36,308,537
143,0,47504,Sam Burns,57.29,279,487
144,0,35449,Adam Long,57.25,320,559
145,0,27214,Kevin Streelman,57.14,304,532
146,0,22056,Cameron Percy,57.11,217,380
147,0,49960,Sepp Straka,57.07,327,573
148,0,39546,Keith Mitchell,57.01,305,535
149,0,27554,Scott Harrington,56.98,302,530
150,0,26499,Rafa Cabrera Bello,56.94,283,497
151,0,32102,Rickie Fowler,56.92,288,506
152,0,45157,Cam Davis,56.90,334,587
153,0,19846,Brian Gay,56.77,281,495
154,0,49771,J.T. Poston,56.74,324,571
155,0,39975,Michael Kim,56.73,274,483
156,0,46550,Brandon Hagy,56.59,279,493
156,0,27936,Martin Laird,56.59,249,440
158,0,25804,Bubba Watson,56.53,225,398
159,0,27064,Jhonattan Vegas,56.48,279,494
160,0,33410,Andrew Landry,56.41,242,429
161,0,28420,Ryan Brehm,56.38,190,337
161,0,27095,Nick Watney,56.38,190,337
163,0,34466,Peter Malnati,56.34,302,536
164,0,35617,Martin Trainer,56.24,266,473
165,0,33597,Harry Higgs,56.21,294,523
166,0,35230,Nelson Ledesma,56.19,168,299
167,0,32139,Danny Willett,56.16,187,333
168,0,40042,Tyler McCumber,56.02,242,432
169,0,36699,Patrick Rodgers,55.96,338,604
170,0,30944,Jason Kokrak,55.74,272,488
171,0,32070,Rafael Campos,55.58,219,394
172,0,23623,Bo Van Pelt,55.41,251,453
173,0,34314,Sebastian Cappelen,55.26,210,380
174,0,23621,Rory Sabbatini,54.74,260,475
175,0,27556,Ted Potter Jr.,54.47,250,459
176,0,20396,Lee Westwood,54.45,214,393
177,0,37275,Sam Ryder,54.05,267,494
178,0,24781,Hunter Mahan,53.90,235,436
179,0,48045,Michael Gellerman,53.85,133,247
180,0,29926,Danny Lee,53.74,201,374
181,0,36871,Matthew NeSmith,53.71,246,458
182,0,48887,Matt Wallace,53.49,184,344
183,0,27974,Sung Kang,53.40,314,588
184,0,25632,Jimmy Walker,53.39,299,560
185,0,52372,Cameron Champ,53.38,245,459
186,0,27141,J.B. Holmes,53.35,183,343
187,0,31323,Gary Woodland,53.32,249,467
